gene_name	regulator	sign
opuCA	opcR	-1
opuCC	opcR	-1
hom	thrR	-1
thrC	thrR	-1
thrB	thrR	-1
ispE	purR	-1
sigO	rsoA	1
oxdC	rsoA	1
yvrJ	rsoA	1
rsoA	rsoA	1
tilS	hprT	1
ftsH	hprT	1
hprT	hprT	1
ydcG	pamR	-1
ydcF	pamR	-1
ptsI	glcT	0
ptsH	glcT	0
ptsG	glcT	0
hutP	hutP	0
hutI	hutP	0
hutU	hutP	0
hutH	hutP	0
hutM	hutP	0
hutG	hutP	0
lexA	rocR	-1
yesY	rhgR	1
yesZ	rhgR	1
yesV	rhgR	1
yesU	rhgR	1
yesW	rhgR	1
yesX	rhgR	1
ywrA	chrS	-1
ywrB	chrS	-1
yneN	fsrA	-1
tuaE	sigF	1
cydC	sigF	1
cydB	sigF	1
ypzI	sigF	1
ytzL	sigF	1
tuaA	sigF	1
ywzB	sigF	1
comGE	sigF	1
spoIIE	sigF	1
tuaD	sigF	1
ctsR	sigF	1
comGA	sigF	1
lplD	sigF	1
comGF	sigF	1
ymfJ	sigF	1
comGC	sigF	1
cydA	sigF	1
tilS	sigF	1
comGD	sigF	1
citH	sigF	1
tuaA.1	sigF	1
comGB	sigF	1
cydD	sigF	1
gmk	sigF	1
yrzO	sigF	1
comGG	sigF	1
yrzQ	sigF	1
murAA	sigF	1
tuaB	sigF	1
yloC	sigF	1
ytzC	sigF	1
yabS	sigF	1
yrzR	sigF	1
ftsH	sigF	1
yrdR	sigF	1
hprT	sigF	1
tuaC	sigF	1
minD	sigV	1
ydgB	sigV	1
ytvB	sigV	1
ycgQ	sigV	1
mmgA	sigV	1
mreB	sigV	1
spoIIB	sigV	1
bcrC	sigV	1
mreD	sigV	1
yuzH	sigV	1
radC	sigV	1
yqjL	sigV	1
pbpX	sigV	1
ddl	sigV	1
cotP	sigV	1
ycgR	sigV	1
yrhH	sigV	1
dltB	sigV	1
yvaF	sigV	1
yocL	sigV	1
dltC	sigV	1
yvaD	sigV	1
yxjF	sigV	1
yebC	sigV	1
dltA	sigV	1
minC	sigV	1
mreC	sigV	1
yvaE	sigV	1
maf	sigV	1
dltE	sigV	1
yugU	sigV	1
dltD	sigV	1
scoB	sigV	1
murF	sigV	1
mmgB	sigV	1
ytwF	sigV	1
scoA	sigV	1
abh	sigV	1
ydgA	sigV	1
ywzH	sigV	1
mmgC	sigV	1
nhaC	nhaX	1
ydzS.1	aseR	-1
ydzS	aseR	-1
yqjY	lexA	-1
yqkA	lexA	-1
yqkB	lexA	-1
rocR	lexA	-1
yqjZ	lexA	-1
ytsJ	lexA	-1
yqkC	lexA	-1
minJ	degU	1
ptkA	degU	1
swrAA.1	degU	1
comFC	degU	1
cheY	degU	0
sigD	degU	0
yukE	degU	1
cheB	degU	-1
yviE	degU	1
yueD	degU	1
fliY	degU	0
fliI	degU	-1
yukB	degU	1
comFB	degU	1
flhF	degU	-1
cheA	degU	-1
cheW	degU	-1
fliK	degU	-1
yukD	degU	1
yueC	degU	1
flhA	degU	-1
fliR	degU	-1
fliL	degU	-1
fliP	degU	-1
fliQ	degU	-1
flgE	degU	-1
cheD	degU	-1
flhB	degU	-1
csrA	degU	1
ylxF	degU	-1
comFA	degU	1
cheC	degU	-1
fliH	degU	-1
fliF	degU	-1
fliM	degU	-1
flgD	degU	-1
fliZ	degU	-1
fliJ	degU	-1
yvyF	degU	1
flgC	degU	-1
flgB	degU	-1
fliG	degU	-1
yueB	degU	1
yloA	degU	-1
yukC	degU	1
fliW	degU	1
fliE	degU	-1
degS	degU	1
yisL	sigH	1
ydcS	immR	-1
yddJ	immR	-1
ydcP	immR	-1
yddI	immR	-1
ydzL	immR	-1
yddA	immR	-1
yddF	immR	-1
S172	immR	-1
ydcO	immR	-1
ydcQ	immR	-1
ydcT	immR	-1
trpB	mtrB	0
tyrA	mtrB	0
pabA	mtrB	-1
hisC	mtrB	0
trpD	mtrB	0
ycbK	mtrB	-1
trpF	mtrB	0
trpE	mtrB	0
trpA	mtrB	0
trpC	mtrB	0
aroE	mtrB	0
trpP	mtrB	-1
feuB	citB	0
qoxC	citB	0
qoxB	citB	0
qoxA	citB	0
feuC	citB	0
qoxD	citB	0
ybbA	citB	0
gerE	citB	0
feuA	citB	0
thiV	Thi-box	0
thiC	Thi-box	0
thiS	Thi-box	0
thiW	Thi-box	0
thiO	Thi-box	0
tenA	Thi-box	0
thiD	Thi-box	0
thiF	Thi-box	0
thiG	Thi-box	0
thiU	Thi-box	0
tenI	Thi-box	0
thiT	Thi-box	0
thiX	Thi-box	0
ytzK	ccpA	-1
yqxJ	ccpA	-1
ganP	ccpA	-1
dprA	ccpA	-1
rsbU	ccpA	-1
yslB	ccpA	0
yvmA	ccpA	-1
topA	ccpA	-1
tyrS	ccpA	-1
ganB	ccpA	-1
degS	ccpA	1
rapC	ccpA	-1
phrF	ccpA	-1
ganA	ccpA	-1
phrA	ccpA	-1
rapA	ccpA	-1
rsbT	ccpA	-1
yesL	ccpA	-1
whiA	ccpA	-1
ctaB	ccpA	-1
yvcN	ccpA	-1
yesN	ccpA	-1
rapG	ccpA	-1
yvcJ	ccpA	-1
ysfE	ccpA	-1
rsbS	ccpA	-1
ganQ	ccpA	-1
crh	ccpA	-1
yneN	ccpA	-1
ycnI	abrB	-1
pksM	abrB	-1
ycbC	abrB	-1
spoIIGA	abrB	-1
sigE	abrB	-1
ycnJ	abrB	-1
ybdZ	abrB	-1
pksL	abrB	-1
pksG	abrB	-1
yfmJ	abrB	-1
pksR	abrB	-1
pksH	abrB	-1
pksF	abrB	-1
pksN	abrB	-1
pksE	abrB	-1
ctaB	abrB	-1
secE	abrB	-1
pksJ	abrB	-1
pksC	abrB	-1
rpmGB	abrB	-1
ywbE	abrB	-1
yloA	abrB	-1
acpK	abrB	-1
pksI	abrB	-1
ycbG	abrB	-1
ycbD	abrB	-1
yflD	abrB	-1
yqcF	abrB	-1
ybfQ	abrB	-1
phrH	abrB	-1
pksD	abrB	-1
sipW	lutR	1
tasA	lutR	1
rplL	rplL	0
rplJ	rplL	0
yfhO	sigX	1
ybfK	sigX	1
ywzH	sigX	1
yhdF	citR	-1
ykkD	YkkC riboswitch	0
ykkC	YkkC riboswitch	0
levB	sacY	0
sacX	sacY	0
sacY	sacY	0
sacB	sacY	0
S477	nsrR	-1
ykuN	nsrR	-1
nasC	nsrR	-1
ykuP	nsrR	-1
nasB	nsrR	-1
ykuO	nsrR	-1
ykoP	nsrR	-1
hisA	ylxR	0
frlO	ylxR	0
hisF	ylxR	0
hisZ	ylxR	0
hisI	ylxR	0
argF	ylxR	0
proB	ylxR	0
opuCB	ylxR	0
opuCD	ylxR	0
argB	ylxR	0
carB	ylxR	0
hisD	ylxR	0
rpsNB	ylxR	0
yhfH	ylxR	0
proA	ylxR	0
frlM	ylxR	0
artQ	ylxR	0
argG	ylxR	0
argJ	ylxR	0
hisB	ylxR	0
frlD	ylxR	0
carA	ylxR	0
frlB	ylxR	0
yurJ	ylxR	0
opuCA	ylxR	0
yoyE	ylxR	0
opuCC	ylxR	0
argH	ylxR	0
yufS	ylxR	0
frlN	ylxR	0
hisG	ylxR	0
artP	ylxR	0
artR	ylxR	0
argD	ylxR	0
hisH	ylxR	0
argC	ylxR	0
yhfT	birA	-1
yhfS	birA	-1
comFC	scoC	-1
yviE	scoC	-1
comFB	scoC	-1
csrA	scoC	-1
comFA	scoC	-1
braB	scoC	-1
yvyF	scoC	-1
fliW	scoC	-1
catE	fur	-1
ybdZ	fur	-1
dctP	fur	0
catD	fur	-1
gltB	fur	0
nasC	fur	-1
yusU	fur	-1
nasB	fur	-1
ywiE	fur	-1
gltA	fur	0
ykoP	fur	-1
S477	fur	-1
yfmB	fur	-1
bglH	licT	0
yxiE	licT	0
bglS	licT	0
bglP	licT	0
ybgB	gamR	-1
yhdN	fapR	-1
ymaB	nrdR	-1
nrdE	nrdR	-1
nrdF	nrdR	-1
nrdI	nrdR	-1
yneN	ccpC	-1
ydfM	mntR	0
yeaB	mntR	0
yvrB	B12 riboswitch	0
yvrC	B12 riboswitch	0
yvqK	B12 riboswitch	0
yvrA	B12 riboswitch	0
epsO	EAR riboswitch	0
epsH	EAR riboswitch	0
epsM	EAR riboswitch	0
epsA	EAR riboswitch	0
epsJ	EAR riboswitch	0
epsG	EAR riboswitch	0
epsE	EAR riboswitch	0
epsL	EAR riboswitch	0
epsK	EAR riboswitch	0
epsF	EAR riboswitch	0
epsN	EAR riboswitch	0
epsC	EAR riboswitch	0
epsD	EAR riboswitch	0
epsI	EAR riboswitch	0
epsB	EAR riboswitch	0
ribD	FMN-box	0
ribE	FMN-box	0
ribH	FMN-box	0
gcvT	Gly-box	0
gcvPB	Gly-box	0
gcvPA	Gly-box	0
mgtE	M-box	0
queC	preQ1 riboswitch	0
queE	preQ1 riboswitch	0
queD	preQ1 riboswitch	0
queF	preQ1 riboswitch	0
pyrG	RNA switch	0
manP	RNA switch	0
manA	RNA switch	0
vmlR	RNA switch	0
yjdF	RNA switch	0
mraY	stringent response	-1
ylaH	stringent response	-1
divIB	stringent response	-1
murD	stringent response	-1
apt	stringent response	-1
sbp	stringent response	-1
murB	stringent response	-1
ftsW	stringent response	1
ylqC	stringent response	-1
ypuI	stringent response	-1
recN	stringent response	-1
ctc	stringent response	-1
yqxC	stringent response	-1
rpmA	stringent response	-1
ylxX	stringent response	-1
ahrC	stringent response	-1
S56	stringent response	-1
spoVE	stringent response	-1
murG	stringent response	-1
ylxW	stringent response	-1
ybzG	stringent response	-1
ywzH	stringent response	-1
proB	T-box	0
serS	T-box	0
pheT	T-box	0
tyrS	T-box	0
valS	T-box	0
mrnC	T-box	0
rtpA	T-box	0
yrzB	T-box	0
ilvC	T-box	0
proI	T-box	0
folC	T-box	0
leuC	T-box	0
ycbK	T-box	0
pheS	T-box	0
proA	T-box	0
leuA	T-box	0
thrS	T-box	0
tyrZ	T-box	0
cysE	T-box	0
yrrK	T-box	0
glyA	T-box	0
yacP	T-box	0
glyQ	T-box	0
gltX	T-box	0
ilvB	T-box	0
yvbW	T-box	0
cysS	T-box	0
leuB	T-box	0
aspS	T-box	0
leuS	T-box	0
hisS	T-box	0
glyS	T-box	0
ywhA	T-box	0
yrzL	T-box	0
thrZ	T-box	0
ilvH	T-box	0
leuD	T-box	0
ileS	T-box	0
alaS	T-box	0
ktrA	ydaO riboswitch	0
ktrB	ydaO riboswitch	0
yybP	yybP-ykoY motif	0
ykoY	yybP-ykoY motif	0
