LBexp_1,LBexp_2,LBexp_3,LBGexp_1,LBGexp_2,LBGexp_3,G135_1,G135_3,G150_1,G150_2,G150_3,G180_1,G180_2,G180_3
new_3582781_3582910_c,7.2199,7.0636,7.3439,7.2805,7.3136,7.3237,8.0812,7.6594,7.5724,7.4382,7.6821,7.6313,7.419,7.329
BSU34860,8.2336,7.9342,7.9299,8.4206,8.4861,8.6052,8.8268,7.9718,8.2633,8.6752,8.6928,8.4621,8.8389,7.9269
BSU34870,8.1861,7.9681,7.8668,8.4274,8.4932,8.6014,8.8501,7.9108,8.3013,8.9185,8.6967,8.4828,8.9333,7.9729
BSU34880,8.247,7.9439,7.8971,8.5389,8.5594,8.7047,8.9069,7.963,8.3329,8.8858,8.6241,8.4988,8.7277,7.8333
BSU34890,8.0216,7.8522,7.7888,8.5474,8.4027,8.6444,8.8568,7.847,8.2297,8.7667,8.7678,8.4445,8.7047,7.7118
BSU34900,8.0195,7.6815,7.8128,8.4467,8.3783,8.5788,9.1085,7.9054,8.2249,8.6934,8.5551,8.3348,8.6235,7.7234
BSU34910,7.742,7.4641,7.4695,8.2404,8.4143,8.329,9.2794,7.9997,8.2391,8.7216,8.4997,8.4143,8.5395,7.6902
BSU34920,7.7855,7.3693,7.4474,8.2453,8.2573,8.3402,9.4515,8.1139,8.3429,8.6985,8.5493,8.4057,8.2897,7.6272
BSU34930,7.6183,7.1383,7.2809,8.1077,8.2838,7.9583,9.6186,8.0938,8.52,8.6267,8.4765,8.3132,8.3178,7.5487
new_3589361_3589438_c,7.9762,7.0471,7.4495,8.2492,9.2466,8.1156,10.9765,8.5015,9.3272,8.9495,9.0057,8.9783,8.4397,8.0371
BSU34940,10.0889,10.7587,10.0955,10.5264,9.9741,10.3962,10.5768,8.8315,10.017,10.4755,10.314,10.2188,10.4763,9.5586
new_3590364_3590602,10.5893,11.2205,10.7874,10.5749,10.4771,10.9138,10.6937,9.0402,10.5244,10.6712,10.961,10.2465,10.6414,9.997
BSU34950,9.753,9.6849,9.4471,9.5211,8.7893,9.58,9.929,8.4743,9.8389,9.8035,10.4104,9.4087,9.7254,9.0448
BSU34960,13.2742,12.9952,13.0404,12.9671,12.6791,12.5959,12.9803,11.2802,12.6261,12.8636,12.7666,12.3965,12.9011,11.6799
BSU34970,13.0567,13.115,12.8646,12.5759,12.4132,12.4926,12.7369,11.0646,12.5324,12.8314,12.8106,12.2306,12.9158,11.6367
BSU34980,12.9199,13.0032,12.9238,12.679,12.465,12.519,12.6264,10.7394,12.414,12.738,12.6067,12.0527,12.5834,11.2606
BSU34990,12.7464,13.0777,12.8772,12.6876,12.6308,12.6715,12.4173,10.6661,12.3077,12.6055,12.5795,11.9738,12.5806,11.1132
BSU35000,12.5192,12.7836,12.5223,12.2281,12.3504,12.2986,12.0856,10.1471,11.9526,12.2799,12.2858,11.7626,12.2818,10.7307
BSU35010,11.7545,11.9454,11.5516,11.6464,11.8323,11.6218,11.3496,9.5118,11.4762,11.8779,11.9188,10.985,11.4052,9.8722
BSU35020,11.6466,11.8595,11.6209,11.747,11.695,11.6553,11.4891,9.5758,11.4535,11.8037,11.9368,10.8689,11.4036,10.0478
BSU35030,10.8458,11.0002,10.8061,10.6623,10.8617,10.7702,10.6905,9.2246,10.6818,11.0132,10.9272,10.2071,10.7009,9.4619
BSU35040,8.2715,7.9976,8.0368,8.5137,8.3593,8.5215,8.5613,7.8163,8.2029,8.8059,8.6034,8.4019,8.6115,7.7528
BSU35050,9.59,10.3936,9.6325,8.9221,10.0615,9.5001,8.3376,7.7914,8.4974,8.982,8.5145,8.2896,8.3477,8.1738
new_3602548_3602655,8.5033,9.8469,8.5933,8.8556,9.0963,9.1116,8.0043,7.5076,8.0434,8.323,8.1974,7.8772,7.8077,7.4709
BSU35060,9.4834,9.8211,9.4813,9.6938,9.6882,9.6213,8.7351,7.9296,8.6056,9.0795,8.6698,8.4336,8.6483,8.0287
new_3602657_3602942,9.5903,10.3069,9.8557,8.901,9.5502,9.7331,8.5999,8.1716,8.7844,9.0831,8.7778,8.4798,8.7183,8.1376
BSU35070,9.7109,10.0616,9.8816,9.8179,10.0298,9.917,8.7917,7.9251,8.7981,9.2137,8.9317,8.5793,8.7279,8.0338
new_3604568_3604754_c,10.3902,10.4958,10.4695,9.9779,10.606,10.4681,9.274,7.9248,9.2211,9.6164,9.1152,8.932,9.1906,8.2059
new_3604923_3604992,10.084,10.2187,10.4643,7.1433,10.3621,11.3003,10.0965,8.5245,9.9307,10.2753,10.3596,10.1719,10.3903,9.3047
BSU35080,9.4663,9.5411,9.3322,9.7952,9.6549,9.9946,10.0454,8.5293,9.511,10.1014,10.1466,9.9632,10.2221,9.3138
new_3605398_3606736_c,9.3697,8.958,8.9423,9.035,9.3835,9.4458,10.4389,9.0529,9.5798,10.6844,10.0454,9.7971,10.3058,9.2806
BSU35090,9.2238,9.2967,9.2086,9.4162,9.3924,9.6799,9.5955,8.477,9.134,9.3473,9.5181,9.1474,9.4637,8.7259
BSU35100,12.8136,13.0996,12.8789,13.0501,12.6761,12.7707,13.512,11.8764,12.7529,13.1197,12.9664,12.1641,12.5354,11.5942
new_3606777_3607493,7.3709,7.4118,7.6367,7.5409,7.387,7.475,8.0758,8.6137,7.8556,7.2577,8.2323,7.826,7.3392,8.0468
BSU35110,13.0065,13.2523,13.05,13.1974,12.7748,13.0202,13.8528,11.8479,13.1977,13.5176,13.4024,12.8576,12.9844,12.3629
BSU35120,13.4588,13.5974,13.4628,13.4639,13.2595,13.5267,14.1348,11.8922,13.6648,14.111,14.0857,13.2833,13.5029,12.4369
BSU35130,13.4782,13.5025,13.2454,13.5648,13.2318,13.4367,13.8781,11.6905,13.4872,14.0395,13.6582,12.9999,13.1158,12.2346
new_3608843_3609333_c,10.5184,10.4254,10.1042,9.5475,9.801,10.3347,10.286,8.798,10.0015,10.8118,10.5,10.3426,10.7726,9.7411
BSU35140,9.0175,9.1018,8.4001,8.961,9.5834,8.7208,8.5937,8.1348,8.4776,8.935,9.4243,8.871,8.6519,8.5357
BSU35150,8.3374,8.2432,8.1849,8.433,7.9188,8.2582,8.5864,7.9453,8.2822,8.6595,8.505,8.3442,8.5548,8.1025
new_3609903_3610036_c,8.866,8.7239,8.5908,8.5525,8.4468,8.6545,9.0437,8.0949,8.6259,8.9287,8.8442,8.6308,8.9312,8.2063
BSU35160,12.255,12.3513,12.0696,12.0968,11.8368,12.0277,12.0234,9.9107,11.7547,12.1937,12.1134,11.3939,11.8414,10.6209
BSU35170,11.9745,12.0823,11.5348,11.9203,11.9281,11.4992,11.3992,9.3584,11.4941,11.5504,11.7275,11.1407,11.6526,10.0246
new_3614978_3615063_c,9.7564,10.1017,9.6699,9.8397,9.5974,9.4083,9.7506,8.4262,9.4726,10.0284,9.8067,9.5948,9.7339,9.4875
BSU35180,11.6792,11.7249,11.1195,11.5762,11.7129,11.55,11.087,9.6176,10.813,11.6776,10.6996,11.3582,11.5839,11.1151
new_3615385_3615449_c,7.2781,7.7731,7.9923,7.0237,7.2642,7.6272,8.0784,7.4995,7.6371,7.3412,7.8419,7.8324,7.6939,7.2912
BSU35190,7.8316,7.8497,7.8408,7.7298,7.8907,7.8243,7.9006,7.517,7.8442,7.6798,8.0076,7.6424,7.4044,7.1765
BSU35200,9.7101,9.6654,9.4333,9.3548,9.8062,9.7652,9.5627,8.3761,9.3645,9.7603,9.655,9.4008,9.8301,8.8328
BSU35210,9.3635,9.3506,9.0935,9.2657,9.4987,9.4054,9.2505,8.3394,9.116,9.378,9.3716,8.9742,9.3376,8.5194
BSU35220,12.3963,13.1102,12.8693,12.4615,12.0275,12.2664,11.757,10.3151,11.4584,11.8877,11.3655,11.1964,11.6531,10.7777
new_3621540_3621617_c,12.7598,13.5767,13.4772,12.6738,12.0957,12.6177,11.3096,9.8833,11.0296,11.9415,11.615,11.4996,11.8293,11.0886
BSU35230,12.693,13.6432,13.3282,12.5527,12.1775,12.3474,11.2046,9.6597,10.9516,11.5102,11.3712,11.2227,11.5404,10.6613
BSU35239,12.747,13.6879,13.4203,12.5964,12.2819,12.3921,11.1364,9.5273,10.9173,11.5181,11.3786,11.2153,11.5724,10.6772
new_3622048_3622137_c,12.6816,13.6431,13.474,12.5323,12.2592,12.4328,10.704,9.447,10.6803,11.4966,11.3379,11.1067,11.3864,9.5078
new_3622139_3622219_c,12.7911,13.9696,13.7691,12.4335,12.2965,12.5436,8.1487,7.811,8.1344,8.4359,8.2616,8.1059,8.1331,7.6678
BSU35240,7.979,7.4094,7.5786,7.8916,9.0621,7.934,8.5346,7.8841,8.083,8.6479,8.416,8.3172,8.5635,7.8573
BSU35250,13.0816,12.5763,12.2692,12.8675,12.5409,12.8948,12.585,11.2874,12.3801,12.6607,12.5948,12.3203,12.5533,11.824
BSU35260,13.6791,13.0525,12.6265,13.5605,13.2341,13.1906,13.0712,11.2711,12.8353,13.2674,13.0377,12.7786,13.1154,11.9991
new_3625508_3625640_c,13.8808,13.5506,12.6994,13.0483,13.4148,13.3757,13.0004,11.1828,12.6578,13.1791,13.1275,13.5011,13.7195,12.7476
BSU35270,14.1234,14.2485,14.1549,14.1772,14.2007,14.049,12.85,10.9977,12.4471,13.1831,12.4744,13.5348,13.9514,12.6832
BSU35280,10.6402,11.23,11.0297,9.8366,10.2433,10.2381,9.942,8.4861,9.8156,10.3297,9.7376,9.8323,10.0227,8.9216
BSU35290,14.3299,14.074,13.9294,14.1085,13.9053,13.9717,14.3779,12.4914,13.9459,14.2215,14.0404,13.7241,14.0816,13.0604
new_3628241_3628309_c,14.9904,14.8692,14.6594,14.6052,14.3137,14.9587,14.7691,12.7458,14.6688,14.9782,14.8462,14.4812,14.5879,13.7502
BSU35300,14.6139,14.4344,14.3998,14.0851,13.9466,14.3044,14.2994,12.2281,14.205,14.4045,14.5476,14.2388,14.3726,13.2682
new_3630836_3630916_c,14.8753,14.7061,14.5971,13.5717,14.394,14.5028,14.0974,11.8917,14.2254,14.5115,14.4555,14.2932,14.4063,13.2086
BSU35310,12.4148,14.6283,14.375,11.7042,11.0364,11.7463,9.4515,8.3918,9.5372,10.0233,9.4752,9.2036,9.4057,8.6264
new_3631609_3631729_c,12.0793,13.0344,12.9998,11.6838,10.9843,11.6091,9.502,8.5238,9.3169,9.8628,9.7659,9.3494,9.6923,8.9498
BSU35319,13.402,13.8949,13.9237,12.6797,12.6364,12.7915,10.8803,9.2906,10.4276,11.188,10.9056,10.753,11.1094,10.3725
BSU35320,13.6437,14.0737,14.0875,13.0034,12.9684,12.8909,10.8192,9.2174,10.6708,11.2344,11.2893,10.7698,11.1546,10.1513
BSU35330,13.6766,13.8889,14.037,13.0126,12.8801,12.8866,10.7557,9.0581,10.5922,11.2207,11.1872,10.6928,11.1406,10.0721
BSU35340,13.4983,14.0173,13.9728,12.8976,12.7806,12.7781,10.2557,8.7492,10.4095,11.0093,11.1018,10.468,10.8823,9.7028
BSU35350,13.8555,14.3867,14.2618,13.0916,13.0737,12.9372,10.2321,8.6378,10.3697,10.9649,11.1013,10.5424,10.8982,9.6161
new_3634793_3634897_c,11.0861,12.559,11.6455,9.0268,9.5611,10.8471,10.2355,8.5471,10.1497,10.8395,10.8684,10.3982,10.9206,8.6641
BSU35360,16.3299,16.4575,16.4453,15.7291,16.1126,16.0295,9.2836,8.3364,10.8051,11.4853,11.4586,9.7851,9.7016,9.2493
new_3635902_3636010_c,16.3242,16.3247,16.2128,15.2253,15.8047,15.6857,9.0255,8.158,10.6886,10.676,11.6265,9.6478,9.7312,8.8255
BSU35370,10.8765,10.7239,10.6941,10.2828,10.9633,10.7702,9.8586,8.8578,9.9383,10.252,10.2279,10.3095,10.7256,9.935
BSU35380,11.1411,11.2533,11.0319,10.6502,11.2929,11.2263,9.9183,8.8592,9.9798,10.3462,10.2413,10.3075,10.6587,9.9855
BSU35390,10.6026,10.7224,10.6964,10.0879,10.8966,10.2479,9.1129,8.1094,8.7157,9.413,9.0903,9.0165,9.3378,8.4656
BSU35400,13.0603,13.4062,13.5878,12.6904,12.6136,12.5744,11.1459,9.4431,10.8458,11.3333,11.4232,10.905,11.275,10.4169
BSU35410,13.0985,13.6143,13.3764,12.6782,12.739,12.5485,11.0521,9.3152,10.9567,11.5479,11.4787,10.8988,11.2841,10.1348
BSU35420,13.068,13.4662,13.3171,12.3676,12.5431,12.3986,10.9675,9.2774,10.8072,11.3753,11.2585,10.701,11.1399,10.0959
BSU35430,13.2358,13.6625,13.5972,12.8064,12.9667,12.6912,11.3799,9.4372,11.1185,11.6978,11.9138,11.2592,11.754,10.6005
new_3640552_3640631_c,13.2044,13.6506,13.5897,12.8374,12.9587,12.6498,11.5087,9.6757,11.1705,11.755,11.91,11.2801,11.8184,10.665
BSU35440,13.003,13.4445,13.2523,12.5496,12.6345,12.5951,11.4752,9.6552,11.154,11.7996,11.8702,11.3445,11.8674,10.6373
BSU35450,11.3402,11.4561,10.9776,11.384,10.9705,11.1151,11.1403,9.4403,10.8567,11.4037,11.2123,10.8359,11.2767,10.1953
BSU35460,11.5674,11.8469,11.3227,11.4047,11.5026,11.7116,11.3229,9.4482,11.1541,11.6482,11.7975,11.3309,11.6024,10.7867
BSU35470,8.2914,8.4598,8.2755,8.1394,9.1378,8.0359,8.2372,7.7832,8.0445,8.3996,8.2546,8.2271,8.3654,7.7531
BSU35480,12.2196,12.3338,12.1133,12.4051,12.7528,12.572,12.4912,10.9057,12.1326,12.5441,12.6576,12.624,12.8498,11.702
new_3643957_3645689,7.6726,7.9136,7.8632,7.5411,7.4518,7.7275,8.1385,7.9704,7.8575,7.6378,8.3991,7.8645,7.3281,7.808
BSU35490,13.5661,13.5189,13.3292,13.6783,13.6521,13.7237,13.397,11.6029,13.1582,13.5978,13.6095,13.4096,13.8706,12.5623
new_3645297_3645378_c,13.3211,13.4101,13.09,13.5039,13.1193,13.5102,13.1956,11.3981,13.0588,13.5269,13.5341,13.3183,13.6912,12.4488
BSU35500,12.4116,12.5734,12.2523,12.4527,12.4088,12.326,11.873,9.8558,11.7454,12.1199,12.4717,11.7634,12.2351,10.8922
new_3646537_3646664_c,12.479,12.6724,12.2462,12.3964,12.3773,12.4675,11.9049,9.8613,11.707,11.9022,12.3126,11.3867,11.9374,11.1271
new_3646613_3646699,14.3164,14.1699,13.7458,13.5528,13.6502,13.9216,13.8953,11.7653,13.6846,13.8628,14.052,13.5701,13.9044,12.9859
BSU35510,13.5629,13.3421,13.0818,13.6751,12.776,12.9903,13.6153,11.3125,13.1614,13.4644,13.7311,13.3883,13.8318,12.7508
new_3647109_3647701_c,7.6842,7.7798,7.8997,7.6715,7.444,7.7043,8.808,8.9794,7.8564,7.4059,8.7825,7.9529,7.7634,9.2221
BSU35520,13.8582,13.2065,13.325,13.8335,12.9375,13.3959,13.7786,11.7802,13.3775,13.8154,13.9136,13.6209,13.9971,12.9082
BSU35530,13.6553,13.7954,13.4824,13.7187,13.3128,13.437,13.6886,12.1673,13.1834,13.7313,13.0619,13.4002,13.8793,12.8836
new_3648747_3649980,7.542,7.7778,7.6895,7.4388,7.5878,7.5745,8.5099,8.7529,7.9906,7.6189,8.4541,7.9176,7.4604,8.0395
new_3649731_3649813_c,13.569,13.5481,13.4341,13.7295,13.738,13.5402,12.9513,11.3433,11.9774,13.6915,12.6248,13.4492,13.4163,12.2705
BSU35540,8.9711,8.5578,8.5058,8.7048,8.5162,8.7403,9.014,7.9535,8.7063,8.9863,9.0392,8.7589,9.0628,8.3484
BSU35550,8.8397,8.5157,8.4244,8.6451,8.5027,8.6603,8.756,7.9046,8.5779,8.8646,8.8649,8.532,9.0566,7.9742
BSU35560,8.9291,8.7295,8.5982,8.4933,8.5165,8.7075,8.9515,7.9779,8.6912,8.9083,9.044,8.7231,8.9918,8.3297
BSU35570,8.7272,8.392,8.2538,8.4989,8.3721,8.4876,8.4853,7.7994,8.3337,8.7106,8.4772,8.3002,8.4191,7.881
new_3654055_3654138_c,8.4753,8.197,8.0623,8.0305,8.0559,8.4247,8.4677,7.8761,8.0947,8.371,8.365,8.0774,8.255,7.7364
BSU35580,8.3183,7.9394,7.9441,8.023,7.961,8.1538,8.1955,7.7224,8.0976,8.2661,8.1827,8.0347,8.2269,7.6125
BSU35590,8.0762,7.7185,7.8414,7.8113,7.7514,7.8948,7.9414,7.5094,7.9147,8.0246,8.1028,7.8588,7.9439,7.409
BSU35600,7.9214,7.6915,7.6941,7.5996,7.7313,7.7195,7.8283,7.5534,7.7503,7.7657,7.7877,7.5837,7.6472,7.327
BSU35609,7.8594,7.6284,7.6752,7.5304,7.7428,7.5641,7.8335,7.6651,7.6374,7.3928,7.6804,7.6703,7.7514,7.3701
BSU35610,7.6899,7.5112,7.5746,7.3177,7.6851,7.6051,7.6854,7.4204,7.566,7.4733,7.6574,7.4587,7.5479,7.1836
BSU35620,12.4218,12.7576,12.7548,11.8728,12.1041,11.8886,11.7849,10.0092,11.6547,11.551,12.0283,11.3433,11.5903,10.586
BSU35630,12.3204,12.5865,12.6149,11.8559,12.1464,11.7715,11.6136,9.6037,11.5566,11.4747,11.8896,11.081,11.3685,10.3637
BSU35640,12.5468,13.2879,13.0158,11.9327,12.8246,12.3827,11.7482,9.5741,11.8267,11.7928,12.2465,11.464,11.7793,10.4365
BSU35650,13.0708,13.1254,12.8102,13.2731,13.6305,12.8658,11.7149,10.1146,11.8076,12.4782,12.0198,11.8824,12.3381,11.1424
BSU35660,11.7329,11.7477,11.36,11.6442,11.5814,11.7399,11.4445,9.9018,11.2466,11.5871,11.542,10.9415,11.4778,10.2293
new_3665533_3665628,14.9888,14.6632,13.9021,8.7103,14.3816,14.5582,13.106,11.5358,13.04,13.9906,12.958,13.7992,14.1214,11.4278
BSU35670,14.5148,14.599,14.2674,14.0776,14.4544,14.4806,13.5645,11.812,13.8506,14.0034,13.9384,13.8307,14.1791,13.1395
new_3666508_3667599,7.2606,7.3657,7.5203,7.1979,9.0676,7.3229,8.134,7.724,7.7507,7.2822,8.6037,7.9243,7.3346,7.4333
new_3666577_3666932_c,9.0215,9.068,8.9201,9.3207,8.4871,9.342,9.8214,8.8172,9.3908,9.9245,9.8101,9.3025,9.2609,9.1103
BSU35679,9.8847,10.0465,9.4891,10.2202,9.215,10.2422,10.758,9.4451,10.2758,10.9292,10.629,10.3435,10.4538,9.8771
new_3667017_3667208_c,10.2703,10.3229,10.1246,10.7041,9.526,10.5145,11.5623,9.8612,10.6115,11.5861,11.3049,11.0091,11.1835,10.731
BSU35680,11.1113,11.024,10.758,11.4009,10.593,11.6544,12.121,10.3975,11.6548,12.3303,12.3459,11.8139,12.1375,11.3746
new_3669912_3670034_c,11.0861,10.5067,10.326,11.4256,10.1456,11.585,12.091,10.1928,11.6057,12.3104,12.1024,11.6124,11.7316,11.255
new_3669959_3672791,7.7687,8.8246,8.6419,7.8467,7.9085,7.9857,8.7562,8.2399,7.9762,7.629,8.8062,8.204,7.535,8.7951
BSU35690,11.0549,10.4527,10.2128,11.3878,10.1612,11.3256,11.9986,10.1903,11.6602,12.3828,12.2808,11.6875,11.9312,11.3769
BSU35698,11.1906,10.6658,10.4369,11.5947,10.2528,10.558,11.8984,10.2156,11.5564,12.5272,12.2642,11.6912,12.1511,11.4725
new_3671623_3672496_c,11.1842,10.556,10.0321,11.5028,10.3358,10.3433,11.3984,9.8685,11.1072,12.0501,11.545,11.3735,11.5467,10.9342
new_3672498_3672737_c,10.9164,11.0585,10.8862,10.5523,11.002,10.1508,9.3794,8.262,8.9204,9.371,9.4836,9.1966,9.4461,8.7003
new_3672793_3672923,11.3128,11.7604,11.4979,9.5845,11.3941,11.3103,9.6385,8.3873,10.1879,10.5,10.3602,10.1329,9.9542,8.8708
BSU35699,9.9831,10.0305,9.529,9.9048,9.9067,9.3685,8.8424,8.2407,8.8769,9.4307,9.6726,9.1394,8.9776,8.505
BSU35700,13.5876,12.8355,12.6544,13.6599,12.9978,13.4772,13.7228,11.9192,13.0753,13.8674,13.4029,13.481,13.7215,12.7515
BSU35710,13.9676,13.2434,13.0333,13.73,13.5638,13.7823,13.8258,11.8221,13.4153,14.0883,13.5663,13.5214,13.7297,13.0921
new_3675995_3676059_c,14.6405,12.5115,13.386,14.0916,14.1342,14.3558,14.2044,11.9461,13.9784,14.4767,13.9911,13.9395,14.0041,13.2833
new_3676061_3676158_c,12.6722,12.0772,12.1492,12.7246,11.4094,12.3817,13.2657,11.2513,12.2843,13.4154,13.1471,13.2656,13.3867,12.6174
BSU35720,14.255,13.5524,13.3999,13.9712,13.273,14.1904,14.6706,12.9051,13.8057,14.682,14.8374,14.5103,14.7233,13.8958
BSU35730,13.943,13.1465,13.1083,13.7561,13.2535,13.5305,14.3231,12.3469,13.7346,14.4133,14.3813,14.2844,14.582,13.6664
new_3680421_3680580_c,13.7249,13.2251,13.079,13.7771,13.1372,13.4367,13.8817,12.213,13.4791,14.2271,13.6285,13.9476,13.9528,13.3598
BSU35740,14.5583,14.2366,13.8311,14.417,14.3532,14.0382,14.1217,12.3228,13.8103,14.3419,14.0348,14.3813,14.7468,13.8266
new_3680971_3681105_c,14.8653,14.701,14.2691,14.5982,14.7628,14.1096,14.2678,12.3267,13.9306,14.4823,14.0258,14.5898,14.89,14.0249
new_3681277_3681369,14.225,14.2748,13.8355,11.9674,13.5958,13.4196,13.2536,11.5275,12.8879,13.3442,13.1974,12.9623,12.8346,10.6735
BSU35750,13.4683,13.4422,13.2994,13.4813,13.1047,12.8019,13.1469,11.4636,12.6473,13.2525,12.9628,13.0513,13.2629,12.3554
new_3681497_3681845_c,7.544,7.6194,7.7558,7.5439,7.4224,7.7224,8.5558,8.5363,8.0355,8.1608,8.3766,8.198,7.9061,8.3871
BSU35760,13.0906,12.8093,12.7244,13.121,12.4496,12.5684,13.1115,11.3047,12.4771,13.1403,13.0025,12.6295,13.0483,12.2981
BSU35770,8.6161,8.5329,8.437,8.5335,8.4448,8.367,8.7458,8.1881,8.472,8.8121,8.6633,8.5992,8.6199,8.3953
BSU35780,12.0017,12.3276,12.1644,11.3402,11.7513,11.3116,8.6435,7.9121,8.7986,8.9176,9.3075,8.429,8.6502,8.0022
BSU35790,11.4603,11.234,10.8832,10.6274,10.2079,10.716,10.566,9.4116,10.8336,10.7113,10.9092,10.4578,10.9305,9.8766
new_3688579_3688715_c,12.7584,12.1525,12.0867,11.6191,11.6059,12.0277,10.9748,9.6623,11.8019,11.7177,11.588,11.3519,11.7145,10.3709
BSU35800,7.0659,6.8831,7.1618,7.0319,7.0649,7.1571,7.4512,7.425,7.362,7.116,7.6821,7.387,7.0599,7.0992
BSU35810,7.9312,7.8626,7.8579,7.8287,7.8948,7.9377,8.0673,7.6144,7.9758,8.1374,8.0628,7.9078,8.0721,7.5532
BSU35820,8.1464,8.1272,7.9715,7.9672,8.1752,8.1928,8.3194,7.8802,8.1863,8.4152,8.4823,8.3303,8.4751,7.7688
new_3691599_3692493_c,6.9848,6.8224,7.1198,6.9154,6.965,7.0832,7.3722,7.4627,7.2717,6.885,7.4866,7.193,6.9577,7.0672
BSU35830,7.3621,7.3404,7.4494,7.2381,7.417,7.4052,7.3988,7.397,7.4776,7.1475,7.7339,7.5552,7.1991,7.0703
new_3693907_3693970_c,7.113,7.3131,7.4335,7.085,7.272,7.1543,7.8943,7.5134,7.7494,7.0308,8.5063,7.9688,6.9643,7.0666
new_3694080_3694200,12.6633,11.0322,10.2737,11.909,12.3026,11.5764,12.0187,9.9878,11.0241,12.9337,10.6505,11.7419,11.8989,11.032
BSU35840,13.3725,12.9352,12.488,13.2833,13.3332,13.2671,12.9139,10.9982,12.7505,13.5822,12.8678,12.6505,12.8072,11.765
new_3695280_3695362,12.6271,12.7246,12.3026,12.7171,12.8461,12.5554,12.2566,10.1927,12.3809,12.6277,12.5287,12.0038,12.2834,11.6218
BSU35850,12.6576,12.7207,12.2947,12.2666,12.8294,12.4807,12.2631,10.4234,12.2826,12.5852,12.5019,12.0584,12.487,11.5385
BSU35860,11.678,12.0063,11.514,10.9512,10.9511,10.9441,7.6825,7.5024,8.0767,7.9682,8.4789,7.823,7.557,7.3037
BSU35870,8.8856,8.6637,8.6226,7.9352,8.3098,8.265,8.2494,7.7158,8.6165,8.1366,9.0031,8.281,8.1498,7.7767
BSU35880,8.5361,8.4292,8.2897,7.8907,7.9106,8.1091,8.2129,7.7039,8.7079,8.2645,9.0449,8.2275,8.3032,7.7206
BSU35890,8.2175,8.101,8.0114,7.6595,7.7397,7.8636,7.9799,7.5997,8.365,7.994,8.7358,7.8969,7.8723,7.5121
new_3699152_3701361,8.1317,8.6512,8.105,7.9615,7.468,7.78,8.1718,7.6031,7.973,7.8621,8.1789,7.6506,7.9382,7.5915
BSU35900,8.2601,8.0233,7.9381,7.6616,7.8066,7.8563,7.9942,7.6337,8.4251,8.0122,8.9367,7.9511,7.9881,7.4531
BSU35910,14.9399,14.4033,13.689,10.7597,9.8913,10.8612,12.0733,9.8014,15.3867,14.386,15.679,11.0306,11.6491,10.5935
BSU35920,15.0183,14.4753,13.9938,10.7077,9.5303,10.7054,11.8152,9.6805,15.1815,14.2054,15.3023,10.3696,11.0587,10.0403
BSU35930,14.9859,14.4982,14.0492,9.0788,8.2742,9.6379,11.246,9.087,15.2001,14.1037,15.6776,9.373,10.0314,9.6098
BSU35940,15.0055,14.7187,14.1954,8.9449,7.6669,9.0334,10.8876,8.7234,15.4151,14.2094,15.4849,9.1145,9.5535,9.0404
BSU35950,15.2033,15.0478,14.5995,8.9402,7.7814,8.9885,10.8684,8.642,15.2602,14.2995,15.1766,8.7561,9.2421,8.9533
BSU35960,15.4057,15.2048,14.7224,8.994,8.1684,9.2721,11.0919,8.7483,15.3659,14.4861,15.3393,8.9702,9.5367,8.9668
BSU35970,15.4455,15.3058,15.0827,9.5161,8.6019,9.5107,11.2361,9.2,15.3034,14.4477,15.2511,9.3597,9.8098,9.5091
new_3707708_3707818,9.5143,9.1177,8.8506,6.9584,7.0617,7.2085,7.7074,7.5174,9.8563,8.9896,9.971,7.4207,6.8983,7.1287
BSU35980,9.3384,8.9631,8.6904,7.1543,7.3921,7.271,7.76,7.5185,9.4106,8.7183,9.8545,7.4927,7.0679,7.1401
new_3708133_3708785,8.3499,8.0707,7.8994,7.2619,7.4218,7.4354,7.5955,7.548,8.8625,8.3154,9.1892,7.4154,7.2696,7.158
BSU35990,11.6214,11.7494,11.1994,11.7281,12.0861,11.7094,10.3801,9.1075,10.305,11.1292,10.0649,10.4543,10.8874,9.5249
BSU36000,9.9422,9.8573,9.8044,12.4456,12.4222,12.2969,11.1932,9.6709,10.0211,10.8953,10.7035,11.0369,11.5994,10.4451
BSU36010,9.7819,9.8477,9.6875,12.4652,12.6415,12.4814,10.9296,9.1925,9.9331,10.6493,10.447,10.858,11.2506,10.1217
BSU36020,10.1611,10.8831,10.5511,10.1634,10.5595,10.4704,9.7848,8.5254,9.2579,10.0226,9.2408,9.5978,10.0714,9.1843
new_3712484_3712616,8.8414,9.43,9.3529,8.9299,9.4163,9.2075,8.9959,8.0148,8.4412,9.3566,8.7137,9.082,9.1844,8.5109
BSU36030,7.7551,7.8854,7.9933,7.6336,7.7309,7.7179,8.2727,8.0469,7.75,8.1796,7.9774,7.7558,7.8482,8.0559
BSU36040,7.4821,7.4373,7.5266,7.4878,7.2202,7.4373,7.8956,7.6081,7.5994,7.5992,7.7112,7.7,7.5774,7.4017
BSU36050,7.8308,7.882,7.7599,7.7116,8.0271,7.8105,7.99,7.5739,7.7802,7.7811,7.8214,7.8045,7.7346,7.5283
new_3715928_3716008_c,7.3597,7.1499,7.3497,7.2739,7.3941,7.4518,7.5632,7.5272,7.4645,7.331,7.6238,7.6851,7.3954,7.1479
