LBexp_1,LBexp_2,LBexp_3,LBGexp_1,LBGexp_2,LBGexp_3,G135_1,G135_3,G150_1,G150_2,G150_3,G180_1,G180_2,G180_3
new_514779_515106,11.0383,10.5764,10.4988,11.2197,10.556,11.134,11.9322,10.2921,11.4517,12.1367,11.9387,11.3685,11.6536,10.1012
BSU04610,9.5712,9.4888,9.0129,9.2036,9.4288,9.2471,9.2101,8.3928,8.993,9.2207,9.1362,8.8778,9.0039,8.5383
new_515108_515709,10.9501,10.5805,10.398,10.9842,10.6345,10.7895,11.6374,9.6644,11.0541,11.8069,11.7063,10.9603,11.4275,10.0539
BSU04620,10.8468,10.6682,10.3508,10.9394,10.5779,10.8026,11.3278,9.5139,10.9515,11.7066,11.4142,10.8287,11.2895,9.8624
new_516099_516240,10.6302,10.5945,10.3709,10.6793,10.5411,10.7965,11.3086,9.4792,10.9965,11.6606,11.3476,10.8386,11.1567,10.1372
BSU04630,11.1517,11.1945,10.8208,11.0641,10.971,11.3041,11.7507,9.8687,11.2431,11.9885,11.8426,11.1715,11.5733,10.4236
BSU04640,12.9934,12.7935,12.4782,13.0037,12.9335,12.7476,12.441,10.46,12.3887,12.9481,12.6153,12.2764,12.7694,11.3151
BSU04650,15.2442,15.1253,14.511,15.0113,15.0346,14.7154,14.3823,13.116,14.0799,14.4988,14.2065,14.6966,15.0046,13.6308
BSU04660,15.3514,15.1728,14.6834,14.9656,15.1121,15.0213,14.4938,13.3428,14.1706,14.5479,14.265,14.7274,15.0372,14.0122
new_519083_519559_c,8.7128,9.8153,9.3133,8.1185,8.9666,8.6986,9.0194,8.4575,7.947,7.6314,9.3589,8.1558,7.7405,8.4712
BSU04670,13.1943,13.1687,12.6346,12.9819,12.961,12.7755,12.9276,10.8745,12.6889,13.2555,13.1484,12.7253,13.313,11.9717
new_519561_520160_c,7.0108,7.0407,7.3241,6.9966,7.1295,7.1101,7.7258,7.5925,7.5497,6.9799,7.8029,7.6516,6.9673,7.4385
new_520162_520750_c,7.9705,8.4362,8.3102,8.4463,8.0284,8.1168,8.7303,9.0115,7.9223,7.9016,8.5152,8.0086,8.0124,9.0523
BSU04680,13.3618,13.1316,13.1018,12.9672,12.9165,13.0894,13.0014,11.0054,12.9104,13.4578,13.4374,12.8586,13.3944,12.0357
BSU04690,13.4311,13.3607,13.0842,13.0648,13.1289,13.1946,13.1716,11.0091,13.1044,13.602,13.4659,12.9982,13.7365,11.8444
BSU04700,12.9843,12.6926,12.4075,12.7327,12.4622,12.4986,12.8329,11.0275,12.6712,13.0847,13.0738,12.5804,13.0929,11.685
BSU04710,13.0231,12.907,12.882,12.7684,12.5,12.7463,13.1514,10.9905,12.8047,13.2448,13.2011,12.7358,13.2342,11.78
BSU04720,13.0469,12.9008,12.7797,12.7031,12.5208,12.7155,13.1098,10.9456,12.746,13.163,13.2281,12.7968,13.2088,11.7359
BSU04730,12.4106,12.364,12.2772,12.325,11.8148,12.2271,12.7013,10.7602,12.2028,12.8845,12.6936,12.2062,12.6073,11.5019
BSU04740,12.4328,12.4885,12.4035,12.352,11.9032,12.3119,12.6629,10.7776,12.049,12.7907,12.5748,11.9569,12.3578,11.501
BSU04750,9.2393,8.7659,8.7154,9.1138,9.5031,9.3394,9.4492,8.2821,9.3201,9.5664,9.4082,9.5061,9.7621,9.0713
BSU04760,10.7794,10.9481,10.2036,10.6567,11.1171,10.4802,10.5099,9.0906,10.2309,10.7093,10.4068,10.4322,10.8531,9.9843
new_525021_528076_c,6.9749,6.8677,7.1978,6.9898,7.0394,7.0392,7.4207,7.5027,7.3978,6.7986,7.9294,7.4118,6.9087,7.1303
BSU04770,10.2856,10.4952,9.4572,10.5031,10.4824,10.0435,10.4283,8.9874,9.9152,10.5643,10.337,10.1962,10.7439,9.7122
BSU04780,11.6156,11.5922,11.2461,10.9087,11.5141,11.3566,11.1608,9.4387,11.1384,11.3278,11.365,10.8739,11.3853,10.1262
new_527912_528128,11.0541,11.1643,10.505,10.5899,11.0594,10.5332,10.8571,9.3309,10.4824,10.9783,10.3396,10.2232,10.6506,9.8538
BSU04790,10.5739,10.7002,10.073,10.4783,10.5514,9.9038,10.3332,8.923,9.9792,10.5538,10.0963,10.1753,10.5612,9.6845
new_528616_528703,14.8605,15.2814,14.0476,14.2536,13.065,12.9772,12.5615,11.7671,11.8949,13.8787,11.9135,14.3002,14.4287,14.1065
BSU_tRNA_51,13.5138,13.5832,12.72,14.0292,12.4836,13.4507,13.7195,13.1741,12.8327,13.9471,12.3344,13.1632,13.7274,13.8777
new_529454_530352,9.6942,9.4668,9.2379,9.3223,7.5751,8.6287,10.0266,9.0185,9.2324,10.458,9.789,9.753,10.1806,9.9334
BSU04800,9.504,10.6611,10.1448,9.1704,10.3902,9.3465,8.8785,8.1617,8.862,8.7505,9.1928,8.7726,8.6382,8.6024
BSU04810,9.7136,10.9555,10.6226,10.0534,10.789,9.7382,8.7322,8.0235,8.9865,9.2434,9.4102,8.8665,8.99,8.8416
BSU04820,12.1833,12.7135,12.2558,11.9899,12.9191,12.2381,11.4007,9.8939,11.4147,11.7366,11.9674,11.6816,12.1031,11.2495
BSU04830,8.8126,8.8691,8.9976,8.7895,9.5217,9.2261,9.6202,8.2016,9.1906,9.3003,9.3348,9.2314,9.2949,8.8603
BSU04839,8.5935,8.6272,8.6288,8.6714,8.964,8.9554,8.9947,8.1086,8.7411,8.7608,8.9267,8.8324,8.8019,8.4236
BSU04840,7.9186,7.9832,8.143,7.8441,8.3002,8.2264,8.5049,7.9316,8.1611,8.0169,8.2746,7.9765,7.8283,7.9039
new_532412_532652_c,8.5614,9.881,8.918,8.3086,8.3673,8.6459,7.8103,7.6019,7.7851,7.9399,7.9124,7.8103,7.7921,7.6005
new_532604_532921,8.1572,8.2326,8.0582,7.9654,8.2282,8.1817,8.3573,7.7944,8.047,8.1504,8.4121,8.2612,8.4035,7.8947
BSU04850,8.1533,8.1485,8.0206,8.0693,8.1948,8.2811,8.1756,7.7175,8.1053,8.1532,8.2865,8.2387,8.2021,7.6923
BSU04860,7.0866,6.8616,7.1335,7.0545,6.9736,7.1706,7.8204,7.6217,7.5908,7.2717,7.5925,7.4998,7.2931,7.1916
BSU04870,7.0283,6.8269,7.124,6.9094,7.0125,7.1515,7.5117,7.5083,7.4482,7.2064,7.4366,7.4326,7.1866,7.2262
new_535832_536095,6.9895,6.875,7.1383,7.0397,7.0242,7.1518,7.4875,7.4323,7.3476,7.1689,7.4082,7.3673,7.1597,7.0725
BSU04880,7.2048,6.9139,7.2031,7.146,7.154,7.2835,7.7856,7.4742,7.4674,7.4359,7.4942,7.5653,7.4522,7.2611
BSU04890,7.3995,7.2078,7.4158,7.3876,7.509,7.511,8.3545,7.6342,7.7513,7.6876,7.8404,7.8297,7.8962,7.5484
BSU04900,7.455,7.1213,7.3592,7.3784,7.4325,7.5057,7.9503,7.6308,7.6032,7.4491,7.5486,7.7108,7.5716,7.5118
BSU04910,7.1347,6.9235,7.3304,6.971,7.0494,7.2172,8.289,7.6102,7.617,7.0887,7.5311,7.5154,7.1757,7.2199
BSU04920,6.983,6.8724,7.1092,6.9701,6.9456,7.1561,7.7034,7.4716,7.3177,7.0162,7.2795,7.187,6.9351,7.0504
BSU04930,7.0838,6.974,7.1514,7.0441,7.1377,7.2281,7.6691,7.5239,7.4277,7.0416,7.4135,7.4127,7.1457,7.1056
BSU04940,6.964,6.7596,7.0702,6.9042,6.9586,7.0558,7.4627,7.502,7.3432,6.8491,7.2548,7.2277,6.8931,6.9525
BSU04950,6.9712,6.7947,7.1212,6.9496,6.958,7.057,7.4093,7.4968,7.2846,6.8467,7.1818,7.2275,6.9236,6.9724
BSU04960,7.111,6.9553,7.1393,6.9876,7.0066,7.1355,7.7024,7.4908,7.3736,7.0371,7.3913,7.3363,7.0028,7.0015
BSU04970,6.9463,6.7728,7.1166,6.868,6.9648,7.0773,7.4264,7.4719,7.2602,6.8574,7.2946,7.1873,6.8753,6.9691
BSU04980,6.9603,6.8646,7.2244,6.8961,7.0479,7.1427,7.6246,7.4977,7.4541,6.8856,7.6029,7.3532,6.868,7.035
BSU04990,10.315,10.9621,10.5463,10.2981,10.9638,10.7095,8.6924,7.9283,8.7985,9.0695,8.5868,9.0631,9.038,8.2721
new_546051_546165_c,13.0184,13.2572,13.1031,12.3043,12.4221,12.7204,11.3173,10.1147,11.5617,11.3303,11.7675,11.0058,11.1391,10.9921
BSU05000,13.189,13.3097,13.134,12.6864,12.9234,12.9799,11.7325,10.2102,12.1586,12.0548,12.0849,11.5564,11.8831,11.4661
BSU05010,8.4829,8.8321,8.6027,8.3321,8.4952,8.4892,8.745,7.833,8.2061,8.0757,8.5294,8.0875,7.7254,7.6821
BSU05020,11.8182,12.3298,12.105,11.0755,11.697,11.3474,10.2329,8.8577,10.021,10.38,10.2381,10.2439,10.0696,9.9799
BSU05030,10.4337,10.6726,10.5427,10.0717,9.8504,10.4472,10.3427,8.9533,9.9829,10.2977,10.7496,10.1636,10.2234,9.4882
new_549652_549910,10.4032,10.4795,10.4578,10.1905,9.8936,10.2885,10.4416,8.9568,10.0191,10.2721,10.5047,9.9847,10.0956,9.4152
new_549923_550239_c,9.7739,9.8923,9.2534,9.2214,9.8365,9.7079,9.039,8.0636,8.5294,9.209,8.7088,9.2117,9.1916,9.0281
BSU05040,9.4588,9.2436,8.8487,9.1572,9.4,9.3602,9.4429,8.2984,9.1679,9.5958,9.3309,9.315,9.6132,9.0318
new_551074_551518,11.9502,12.2183,11.8003,11.5485,12.0603,11.9922,11.5562,10.2202,11.3658,12.0922,11.4332,11.4266,11.813,11.2118
BSU05050,11.8927,11.8856,11.4689,11.5451,11.6298,11.8447,11.384,9.8384,11.0348,11.7312,11.3128,11.2679,11.6052,10.9431
new_551930_551999,12.047,11.8682,11.4876,8.5812,11.6144,11.8542,11.544,9.8214,11.103,11.8026,11.366,11.3571,11.6781,10.9794
BSU05060,9.3499,8.8744,8.6252,9.1657,9.6069,9.4626,9.2893,8.2185,8.8821,9.4589,8.8217,9.2919,9.4455,8.9903
BSU05070,10.2754,10.1189,10.026,10.2012,10.2794,10.3051,9.4101,8.4484,9.5961,9.7886,9.4431,9.8579,10.1922,9.3803
BSU05080,9.9551,9.8409,9.6716,9.0589,9.7152,10.1027,9.4513,8.3593,9.1944,9.9222,9.4002,9.9232,10.21,9.3219
BSU05090,8.5405,8.7303,8.4053,8.2702,8.3226,8.4177,8.1334,7.7057,8.0212,8.0949,8.1478,8.1194,8.1302,7.6775
new_556002_556561,8.2849,8.5991,8.4754,8.0989,8.3727,8.0625,8.6005,7.7093,8.0195,7.782,8.2527,8.0645,7.9496,7.5597
BSU05109,12.2558,11.6268,11.1699,12.5596,12.7567,12.623,9.3407,8.1156,9.3184,9.8336,8.8164,10.4925,10.6668,9.7816
BSU05110,10.1908,10.0198,9.7988,10.1364,10.4253,10.1151,8.9608,8.0786,8.9879,9.3841,8.9795,9.192,9.1849,8.5884
new_559146_559263,15.6568,15.1102,15.0482,13.205,15.4695,15.34,13.058,12.1748,13.0728,14.1086,11.8364,15.0782,15.0792,13.7997
BSU05120,15.2166,14.495,14.8438,12.7151,15.0153,14.9331,12.2066,11.6949,12.8459,13.9468,11.515,14.8799,15.0214,13.592
new_559362_560150_c,9.7098,10.1186,9.9637,8.9336,8.7639,9.4248,11.1969,10.1079,9.8663,10.7873,10.2743,10.9571,11.0399,10.8045
BSU05130,11.0089,11.0435,11.1828,11.0881,10.9815,10.3381,11.3817,10.058,10.7611,11.6316,10.8175,11.7594,11.9572,11.1044
new_560621_561166,8.806,8.5117,8.5981,8.7564,9.1142,9.0094,9.9523,8.8081,9.1922,9.9788,9.413,9.7644,10.0495,9.2001
BSU05140,8.4774,8.6425,8.3959,8.6829,7.8455,8.4236,8.9325,8.1658,8.4854,8.8433,8.7921,8.7392,8.9186,8.4556
BSU05150,9.3509,9.3705,9.1432,9.0332,8.9081,9.1686,9.7943,8.4712,9.3204,9.6372,9.6369,9.4823,9.85,9.0376
BSU05160,8.6199,8.8274,8.4322,8.5638,8.3052,8.4847,8.4992,7.8845,8.3844,8.7108,8.4742,8.4008,8.4698,8.127
BSU05170,9.3744,9.3871,9.1249,8.8003,9.0029,9.175,9.1013,8.1939,9.0124,9.3035,9.2625,9.1584,9.4822,8.7968
BSU05180,9.4431,9.4249,8.929,9.0478,9.9377,9.1174,9.3447,8.4157,8.9998,9.4355,9.2355,9.2422,9.6769,8.9042
BSU05190,8.434,8.2796,8.0727,8.4646,8.5391,8.5433,8.6685,7.9185,8.4812,8.9308,8.6719,8.5516,8.9881,8.153
new_567551_567661,9.8777,9.9689,9.5552,9.8554,10.0027,9.5513,9.589,8.4459,9.1115,10.2429,9.4336,9.2742,9.4834,8.996
BSU05200,10.9357,10.8376,10.2932,11.2023,11.085,10.7742,10.7174,9.1895,10.4812,11.0682,10.3747,10.4802,10.9849,10.0746
BSU05210,9.9486,10.1508,9.6346,9.2088,10.2979,9.7826,9.5663,8.481,9.4993,9.8645,9.6982,9.7103,10.0425,9.1644
BSU05220,9.841,10.0387,9.7001,9.8122,9.8778,9.6867,8.891,7.913,9.1224,9.178,9.1962,8.5422,8.5558,8.1817
BSU05230,7.233,7.388,7.3405,7.3283,7.4224,7.2968,7.3416,7.4001,7.3074,7.1264,7.4432,7.2237,7.061,7.0531
BSU05240,8.8928,8.9923,8.7657,8.5624,8.7266,8.6418,8.4968,7.828,8.542,8.6389,8.7808,8.2796,8.3657,7.874
BSU05250,10.9053,10.9278,10.4916,10.7819,11.064,10.7444,10.4447,8.946,10.3155,10.72,10.6895,10.2756,10.394,9.5844
new_573400_574654,10.5697,10.4019,10.1012,10.1686,10.3231,10.2678,10.2182,8.8699,10.0468,10.5155,10.3033,9.9057,10.1854,9.2176
BSU05260,10.282,10.3581,9.7879,9.4583,10.5431,10.1358,9.4049,8.4097,9.4696,9.8082,9.729,9.1135,9.4667,8.905
new_574025_574105_c,9.8917,10.0356,9.6753,9.1711,9.851,9.9259,9.3796,8.4041,9.4794,9.7461,9.7583,9.1172,9.3887,8.885
BSU05270,9.6535,9.6831,9.4785,9.1978,9.8373,9.7335,9.408,8.402,9.4265,9.7496,9.741,9.0791,9.2968,8.8164
BSU05280,12.3301,12.1746,11.9397,11.679,12.3225,11.7846,11.3493,9.558,11.4122,11.5704,11.344,10.8427,10.9997,10.1055
BSU05290,10.2734,9.668,9.3377,10.1578,10.4044,10.2943,9.8781,8.7544,9.4801,10.0057,9.4183,10.3849,10.7442,9.7022
new_576099_576163_c,10.3568,9.8347,9.6163,10.1515,10.7448,10.4556,9.9074,8.7426,9.5991,10.0416,9.3322,10.4305,10.8127,9.7788
BSU05300,8.183,7.9103,7.8152,8.1909,8.272,8.4314,8.6657,8.0213,8.3519,8.7551,8.5371,8.5716,8.8504,8.2155
BSU05310,7.4751,7.1547,7.2428,7.6516,7.7159,7.7388,7.7838,7.6186,7.5889,7.8681,7.927,7.8377,7.7844,7.4644
BSU05320,11.5877,11.391,11.0979,11.8418,11.8574,11.6585,10.9888,9.2995,10.689,11.2342,10.7163,10.8374,11.2828,10.1934
BSU05329,10.1552,10.3774,9.957,9.9658,10.5927,10.4481,9.9057,8.7162,9.468,9.9269,9.8038,9.8257,10.1378,9.3067
new_579354_579540,10.8058,9.3212,9.1557,10.3928,11.4217,10.8931,10.5135,8.9904,10.1389,10.6874,10.6225,10.7008,11.1562,9.9555
BSU05330,10.7597,9.5301,9.1696,10.3911,11.371,10.9127,10.5419,9.0835,10.1162,10.7953,10.6153,10.549,11.0498,9.9338
BSU05340,10.7513,9.733,9.4857,10.8693,11.009,10.8708,10.5804,9.1857,10.1035,10.7338,10.4451,10.4262,10.9118,9.907
BSU05343,10.2213,9.4525,9.1541,10.1982,10.5165,10.5156,10.0763,9.0784,9.5862,10.1093,10.0145,10.0576,10.7454,9.4715
BSU05344,10.1246,9.3794,9.1886,10.1187,10.4864,10.4823,10.1099,9.0351,9.4769,10.0634,9.9963,10.0591,10.755,9.4863
BSU05350,8.8682,9.0313,8.8543,8.3839,8.838,8.9897,8.6694,8.0895,8.3431,8.4891,8.3702,8.6393,8.832,8.32
BSU05360,6.9354,6.7779,7.0604,6.9734,6.962,7.049,7.3025,7.4413,7.2844,6.9767,7.3512,7.2138,6.9168,7.0234
BSU05370,8.6532,8.5641,8.4402,8.4595,8.1057,8.7279,9.0934,8.0521,8.8184,9.316,9.1119,8.85,9.0808,8.5156
BSU05380,9.2772,9.5743,9.6228,9.106,9.5448,9.203,8.1918,7.7822,8.0679,8.1936,8.2047,8.2558,8.2142,7.8646
BSU05390,11.28,11.1777,10.6629,11.3003,11.1697,10.9228,10.5127,9.0696,10.6532,11.2308,10.4669,10.6165,10.9213,9.9991
BSU05400,10.5704,10.8372,10.6086,9.8644,10.4648,10.2581,9.4588,8.7098,9.537,9.8668,9.5356,9.6685,10.0929,9.3843
BSU05408,7.7429,7.4517,7.4312,7.5257,7.8185,7.6042,7.7149,7.6397,7.838,7.7227,8.0064,7.8492,7.5683,7.4784
BSU05409,7.7735,7.5926,7.5318,7.55,7.9475,7.6505,8.2004,7.7131,7.9033,7.8636,8.1601,8.0453,8.074,7.5501
BSU05410,9.3893,9.2372,8.8788,9.3984,8.7106,9.1092,9.752,8.4219,9.4365,10.0956,9.8025,9.709,10.1327,9.0636
BSU05420,9.7026,9.5438,9.2379,9.6315,9.0543,9.4075,10.2218,8.974,9.4679,10.1633,10.0823,9.9007,10.3647,9.7184
BSU05430,7.5498,7.317,7.4563,7.3867,7.3798,7.5777,7.8589,7.6063,7.6866,7.7376,7.8335,7.7406,7.7576,7.3995
new_591895_592302_c,9.5736,9.7873,9.4369,9.8447,9.3323,9.9219,8.8306,8.1247,8.6354,9.3773,8.7518,8.2684,8.5061,8.2013
BSU05440,11.3491,11.8762,11.5143,11.613,11.382,11.7946,10.6385,9.2741,10.5779,11.2046,10.6847,10.3034,10.6239,10.0473
new_593206_593301_c,11.584,12.0504,11.6227,11.744,11.7422,12.2213,10.6567,9.2842,10.7955,11.4022,10.7918,10.2887,10.7294,9.9849
BSU05450,8.1713,8.0082,7.9815,8.1707,8.1374,8.1919,8.2829,7.8202,8.2297,8.4178,8.2948,8.2707,8.4439,7.8432
BSU05460,9.3826,9.4015,8.7902,8.8637,9.2708,9.1544,9.0518,8.1161,8.9417,9.2768,9.142,8.8379,9.2487,8.5721
BSU05470,9.0016,8.0289,7.9378,8.686,9.1542,8.8265,8.9306,8.2486,8.6108,9.1606,8.8015,8.925,9.3732,8.7766
new_596003_596095_c,9.7384,8.485,8.2759,8.8962,9.6396,9.3772,9.0971,8.2635,9.0021,10.001,9.4061,9.9135,9.8235,9.2153
BSU05480,7.6314,7.3451,7.4576,7.3519,7.4044,7.5924,8.0108,7.5557,7.8558,7.7688,8.0486,7.7753,7.707,7.3416
BSU05490,7.6182,7.4891,7.5679,7.4106,7.4245,7.6265,7.8675,7.6638,7.8572,7.8635,7.9127,7.7954,7.8549,7.3836
new_598065_598153,8.0754,7.8158,8.036,7.9802,7.9209,8.1689,8.7496,7.715,8.1555,8.3172,8.5003,8.3668,8.3558,7.8646
BSU05500,8.5335,8.4594,8.39,8.2088,8.7455,8.6262,7.9662,7.7263,7.8855,7.8424,7.8853,8.0811,8.1722,7.7282
new_598659_598728,8.2272,8.137,7.8778,7.608,7.6449,7.9071,8.0614,7.7447,7.9194,8.4145,7.7326,8.2232,8.6278,7.3419
BSU05510,8.2318,8.1911,7.8549,7.9948,7.6481,7.9631,8.3614,7.7271,7.9578,8.5944,7.8516,8.3365,8.6949,8.0319
BSU05520,7.6287,7.708,7.7707,7.5164,7.7166,7.7101,8.056,7.7733,7.7794,7.5403,7.8937,7.7668,7.5756,7.706
new_599344_599505_c,7.0442,6.8361,7.1745,6.8865,7.0135,7.0814,7.6534,7.8406,7.5328,7.2243,7.5715,7.4857,7.2511,7.6336
new_599509_599874_c,6.8496,6.9863,7.0155,6.845,6.9658,7.0014,7.9329,7.8866,7.5882,7.3298,7.6427,7.3253,7.0533,7.7279
BSU05529,6.9001,6.9664,7.0422,6.8688,6.9806,7.0938,7.9285,7.6259,7.4093,7.0365,7.411,7.301,6.9274,7.1531
new_600145_600228_c,7.0991,6.9713,7.1504,6.9721,7.0394,7.154,7.9213,7.5868,7.3911,7.019,7.4156,7.3145,6.9255,7.1227
BSU05530,7.0553,6.8525,7.1262,6.9731,6.9962,7.1055,7.4306,7.4774,7.2596,6.9722,7.3859,7.3461,7.0672,7.0518
new_600907_601740_c,6.8921,6.8714,7.0616,6.8781,6.9587,6.9941,7.3861,7.4228,7.2547,6.8935,7.3239,7.2486,6.8053,7.0328
BSU05540,7.8289,7.7381,7.7356,7.5637,7.9196,7.7451,8.212,7.7222,7.831,8.0294,7.9308,7.9376,8.0366,7.5728
BSU05550,7.0076,6.8762,7.138,6.9756,7.1352,7.0983,7.6685,7.5053,7.3896,6.9384,7.648,7.3892,6.9843,7.0362
BSU05560,6.9655,6.7616,7.1201,6.8731,7.0366,7.046,7.2541,7.5014,7.3504,6.8627,7.52,7.3747,6.8459,7.0258
BSU05570,6.9717,6.7307,7.1145,6.8816,6.9723,6.9811,7.3527,7.5032,7.4229,6.8693,7.6312,7.3783,6.8389,7.0237
BSU05580,12.7649,12.5963,12.2852,12.4272,12.6789,12.5614,11.4206,9.8172,11.6319,12.2332,11.3473,11.2328,11.6024,10.659
BSU05590,12.2174,12.0483,11.5455,11.8209,12.1326,11.7637,10.8964,9.3811,10.9868,11.3975,10.5894,10.4524,10.7956,9.7851
new_603941_604102,12.2076,12.1159,11.6553,11.8406,12.1782,11.8738,10.8237,9.3631,11.0066,11.3848,10.5688,10.3999,10.7406,9.8518
BSU05600,11.232,11.3933,10.4536,11.1728,11.1991,10.9209,10.1993,8.927,10.2026,11.0382,10.1985,9.8707,10.1094,9.2675
new_604577_605269,8.6998,8.4234,8.196,8.8106,8.4968,8.4156,8.1376,7.684,8.0729,8.5337,8.0348,7.8985,7.8107,7.5922
BSU05610,9.0914,9.0813,8.9465,8.7983,8.6691,8.5769,9.1104,8.0969,8.9024,9.4271,9.2208,9.0319,9.3423,8.3847
new_606414_606611_c,12.983,12.8797,12.2233,12.6402,12.9998,12.0786,11.2229,10.2707,11.3656,12.0579,11.3672,10.9881,11.5093,11.2961
BSU05620,12.4897,12.6886,12.181,12.5613,12.4374,12.3314,12.4321,10.8221,12.1543,12.5193,12.3608,11.9572,12.4098,11.5784
BSU05630,10.6535,11.2611,10.7896,10.4048,10.7718,10.6455,9.0922,8.1698,9.6686,9.8688,9.9964,8.8807,9.1558,8.5373
BSU05640,10.0481,9.2521,8.8595,9.8897,9.6083,9.8186,12.5249,10.3362,11.8678,12.6329,12.232,12.0184,12.4344,11.3604
BSU05650,10.5365,9.7694,9.5341,10.2504,10.0793,10.4339,13.029,10.8496,12.358,12.9603,12.629,12.3049,12.7821,11.6865
BSU05660,10.6837,9.9945,9.8619,10.8001,10.687,10.7886,10.8384,9.5195,10.3141,10.9762,10.6294,10.7373,11.3971,10.1714
BSU05670,11.2826,10.497,10.2012,11.2185,11.1864,11.1402,11.032,9.2729,10.7406,11.4095,11.0411,11.4867,11.9711,10.5306
new_613552_613640,11.2698,11.3726,10.6008,11.6121,11.4547,11.9672,11.5968,10.0369,11.0696,11.9616,11.5082,11.3522,11.887,11.0221
BSU05680,10.3882,10.255,9.8103,10.4744,10.3903,10.6301,10.5793,9.5292,9.9359,10.593,10.2498,10.2204,10.6735,9.8208
BSU05690,8.8464,8.8509,8.7416,9.7851,10.022,10.1641,9.285,8.6753,8.9688,9.4044,9.255,9.3316,9.7423,8.8983
new_615623_615761_c,9.1652,9.1776,9.0403,9.1558,10.6149,10.6393,9.5755,8.6855,9.3369,10.1234,9.6539,9.9376,10.266,8.8742
BSU05700,12.1471,12.1735,11.7938,11.6529,12.2146,11.994,11.1646,9.5816,11.3243,11.5769,11.4611,11.4542,11.8254,10.5085
BSU05710,8.473,7.897,7.9715,8.6823,8.4554,8.563,8.9487,8.075,8.5115,8.9856,8.9297,8.8632,9.1451,8.1531
BSU05720,10.4594,11.242,11.0137,10.6736,10.0567,10.6445,10.6716,8.8745,10.0828,10.4045,10.2475,10.1516,10.4797,9.5417
BSU05730,7.8234,7.2551,7.5186,7.5252,7.4025,7.6233,8.1164,7.6997,7.8207,7.9456,8.0461,8.0318,8.0367,7.5542
BSU05740,8.3983,7.987,8.2703,7.9595,7.7854,7.9849,8.307,7.8125,8.1615,8.4834,8.3644,8.4105,8.5268,7.7988
new_621545_621613_c,7.9706,8.4183,8.6225,7.7855,7.2416,7.6703,8.164,7.735,8.1194,8.1086,7.9742,7.972,7.7111,7.7458
new_621713_621846,11.0944,11.0083,10.74,8.8458,11.4353,11.1436,10.6319,9.7097,10.4788,10.9639,10.2626,10.7224,11.1409,10.4283
BSU05750,11.0583,10.9079,10.5606,11.1423,11.2103,11.0312,10.7622,9.7287,10.3733,10.9579,10.3242,10.7303,11.0904,10.426
BSU05760,10.2952,10.8649,10.4344,9.7544,10.1906,10.2505,9.6997,8.615,9.3736,9.8669,9.6447,9.7164,10.0876,9.2138
BSU05770,9.7498,10.3225,9.8888,9.1628,9.7605,9.484,9.1345,8.1373,9.0183,9.3802,9.2828,9.1548,9.2718,8.5944
BSU05780,9.5141,9.396,9.1654,9.1384,9.2001,9.2915,9.1234,8.3156,9.0404,9.5808,9.3072,9.0724,9.4514,8.5251
BSU05790,9.4552,9.5419,9.3613,9.2072,9.5631,9.3333,9.0865,8.2993,8.8027,9.0654,9.0456,9.4379,9.9343,8.8611
BSU05800,12.5735,12.1838,11.9704,12.6132,12.5161,12.5789,12.4735,11.3017,12.0644,12.3415,11.9848,11.9212,12.3592,11.4422
BSU_misc_RNA_8,13.3924,13.1045,12.8911,12.3207,13.6614,13.4671,12.412,11.3234,12.1788,12.7208,12.2684,12.6303,12.7052,12.6165
BSU05810,12.4587,12.1948,11.4173,10.2686,10.0497,10.395,10.0119,8.6033,12.415,11.7578,12.888,10.1828,10.6056,9.296
BSU05820,11.5899,11.1398,10.811,9.2426,9.0681,9.3812,9.557,8.3524,11.5984,11.0721,12.1772,9.2846,9.7752,8.6386
BSU05830,11.5282,11.0456,10.7934,9.1566,8.8233,9.1453,9.4917,8.2699,11.4751,10.8802,11.7849,8.9336,9.3401,8.455
BSU05840,11.8518,11.3592,11.1121,9.0735,8.7065,9.4157,9.8293,8.4584,11.7576,11.2633,12.2215,9.3175,9.6645,8.7728
new_630028_630114,12.0352,11.4011,11.1875,9.2615,8.7401,9.5485,10.048,8.5676,11.986,11.5008,12.3981,9.4474,9.8981,8.9369
BSU05850,11.8864,11.564,11.1875,9.7006,9.7886,9.8946,10.3176,8.7453,11.6919,11.3045,12.1785,9.8243,10.2842,9.3963
BSU05860,11.5859,11.2322,10.9525,9.1023,8.8681,9.167,9.4318,8.2962,11.3182,10.891,11.4942,8.9673,9.3576,8.4265
BSU05870,11.7252,11.3107,11.1577,8.8374,8.5598,8.9749,9.5697,8.2453,11.442,11.0856,11.7676,9.0002,9.327,8.4375
BSU05880,11.6311,11.1919,11.0539,8.9453,8.5418,9.1061,9.4383,8.2324,11.2784,11.0624,11.6525,8.9946,9.3254,8.5264
BSU05890,7.0935,6.9239,7.2386,7.0959,7.1934,7.1774,7.4184,7.4511,7.6519,7.071,8.257,7.6551,7.185,7.1303
BSU05899,7.2155,6.9989,7.2488,7.1034,7.2904,7.1394,7.613,7.4603,7.8725,7.0751,8.7241,8.0117,7.1255,7.1321
new_635022_635109,14.8672,14.9399,14.2923,14.8278,13.696,12.9117,14.0821,13.0089,13.2757,14.4233,13.842,14.2922,14.3696,14.2727
