T-5.40H_1,T-4.40H_1,T-3.40H_1,T-2.40H_1,T-1.40H_1,T-1.10H_1,T-0.40H_1,T0.0H_1,T0.30H_1,T1.0H_1,T1.30H_1,T2.0H_1,T2.30H_1,T3.0H_1,T3.30H_1,T4.0H_1,T5.0H_1
BSU38229,11.4953,11.622,11.4545,11.1406,11.4439,11.8291,12.0146,11.9146,12.0198,11.5405,11.3696,11.0488,11.6418,11.2329,11.5696,11.5962,10.703
new_3923478_3923862,10.6188,10.6412,10.5931,10.4,10.5313,10.8006,11.0656,10.8081,11.0577,10.5638,10.5766,10.3944,10.7547,10.3804,10.6875,10.6736,9.8619
BSU38230,10.0244,9.9997,9.407,9.7418,9.5706,9.5768,9.8408,9.8717,9.635,9.5702,9.403,9.5262,10.4226,10.3185,10.662,10.7902,10.6382
BSU38240,7.441,7.5264,7.3744,7.3141,7.2853,7.1531,7.0861,8.1146,8.9036,8.7018,8.7124,8.723,9.4306,9.3068,9.8795,9.8568,9.4302
BSU38250,10.6162,10.5538,10.1342,9.787,9.637,9.8247,10.0861,9.5998,9.4109,8.8854,8.9015,8.7031,8.732,8.188,8.5858,8.2786,8.0342
new_3926400_3926681_c,11.1432,10.9172,11.2388,10.1254,10.4114,10.9426,11.0717,10.6126,10.8751,11.8137,11.2748,8.9336,9.4096,9.111,9.3044,9.1484,7.7639
BSU38260,13.5543,13.2882,13.1186,12.608,13.0894,13.2812,13.759,13.2975,13.833,13.1198,12.5611,11.8951,12.2071,11.2279,11.3685,11.1665,10.3131
BSU38270,13.8467,13.3501,13.0431,12.6761,12.6461,12.8626,13.0063,12.5684,12.2434,11.7328,11.4135,10.8137,10.9949,10.3092,10.4022,10.352,9.6743
BSU38280,12.5226,12.1065,11.8986,11.5456,11.8971,12.027,12.0298,11.6138,10.7923,10.2168,9.7324,9.312,9.6779,8.9028,8.9536,8.9727,8.5206
BSU38290,10.7377,10.7892,10.6682,10.493,10.5495,10.9525,10.8599,10.7039,10.4781,9.9633,9.6768,9.6538,10.1058,9.4952,9.7764,9.6974,9.023
BSU38300,11.0299,10.8933,10.7674,10.6458,10.7357,11.0663,10.9522,10.8353,10.5752,10.0481,9.8406,9.7582,10.1939,9.7624,10.0203,9.8488,9.4255
BSU38310,11.5328,11.3074,11.3093,10.9846,11.3216,11.4328,11.6843,11.4003,10.9213,10.5645,10.2891,9.9993,10.7514,10.2482,10.5328,10.2958,9.6728
BSU38320,10.9401,10.6028,10.7172,10.6597,10.479,10.5367,10.5653,8.8651,8.5704,7.9099,8.0134,8.089,7.8768,7.6838,7.9518,7.7746,7.8552
BSU38330,8.9822,9.1095,8.9085,8.7815,8.8822,9.2706,8.7076,7.6552,7.9316,7.4536,7.8306,8.0003,7.7883,7.453,7.7424,7.4077,7.6247
BSU38340,10.9286,10.8855,10.8094,10.6129,10.7459,10.9533,11.0151,10.6759,11.149,10.6415,10.2799,9.9569,10.367,9.7274,9.7867,9.6987,9.1267
BSU38350,10.3942,10.3225,10.3426,9.9472,9.768,10.1485,9.9767,9.8534,9.5916,9.3529,9.3747,9.3342,9.3206,9.2489,9.1342,9.4717,9.2244
BSU38360,11.6647,11.3639,11.2486,10.9605,11.1357,11.2395,11.5051,11.1038,10.1297,9.6966,9.6523,9.6526,10.3768,10.0952,10.2871,10.2934,9.6772
BSU38370,12.4253,12.2513,12.3852,11.8612,11.9458,12.0434,12.3949,11.8415,11.2995,10.6688,10.7855,10.9591,11.9797,11.4761,11.7625,11.6834,11.1262
BSU38380,9.1915,9.2838,9.2936,9.0573,9.1234,9.4035,9.3217,9.2849,9.1435,8.6529,8.6365,8.5462,8.794,8.4095,8.8391,8.6999,8.1633
BSU38390,7.6529,7.6683,7.5655,7.3963,7.4558,7.422,7.4664,7.4843,8.5341,8.022,7.9514,7.8958,7.8599,7.507,7.7648,7.4605,7.5164
BSU38400,14.0978,13.4695,13.2223,12.8959,12.634,12.6318,12.4332,12.6374,11.4659,10.5071,10.5744,11.0194,11.8008,11.0134,11.1246,10.5676,9.3567
BSU38410,10.9642,10.9954,10.7028,10.2689,10.0884,9.974,10.044,9.8042,9.2211,8.9794,8.9908,8.9348,9.2307,8.5849,9.0233,8.9823,8.4689
new_3943322_3944525_c,7.0653,7.4066,7.1106,7.0808,7.1155,7.0832,6.9535,6.848,7.8423,7.4326,7.7347,7.9257,7.5782,7.3476,7.6291,7.2855,7.5189
BSU38420,10.4065,10.6255,10.2108,9.9748,9.7203,9.9884,9.8179,9.5789,9.4668,9.0447,9.1127,9.024,9.3903,8.6547,8.9007,8.8002,8.4336
BSU38430,9.4155,9.1957,9.1279,9.2584,9.4139,9.6456,9.5582,9.3138,10.9758,9.6161,9.4372,9.2818,9.6566,9.1953,9.7059,9.8802,9.6618
BSU38440,7.3204,7.279,7.1344,7.0847,7.0946,6.9808,7.0295,7.3371,8.7033,8.1449,8.0942,8.1897,7.8118,7.4432,7.6602,7.6552,7.8988
BSU38450,11.3848,11.2586,11.1133,10.9732,11.7948,11.9188,12.5661,11.7715,11.3595,10.6569,10.8905,11.5315,12.5377,11.9959,12.2214,12.3258,11.8008
BSU_misc_RNA_59,10.677,10.4861,10.2937,10.1817,10.893,11.0098,11.7152,11.0551,10.8292,9.9819,10.3297,10.8704,11.7368,11.2064,11.4881,11.4043,10.8448
BSU38460,8.7851,8.7039,8.7146,8.6573,9.1381,9.4097,9.5456,8.9996,9.0807,8.6871,8.683,8.7,8.9502,8.4211,8.5886,8.4446,8.2707
BSU38470,7.8531,7.8765,7.9936,8.0064,8.1457,8.2441,8.3141,8.0077,8.6526,8.3122,8.3814,8.5494,8.9142,8.6419,8.9773,9.087,9.139
BSU38480,10.4929,10.8664,11.1646,11.0696,12.0544,12.6624,13.0205,12.6929,13.7698,13.388,13.0757,12.312,12.6401,11.3937,11.4372,11.0871,10.2433
BSU38490,11.6908,11.7648,11.5849,11.1783,11.417,12.0175,11.9341,11.4087,11.6141,11.0785,10.7884,10.3625,11.0778,10.4497,10.6956,10.5395,9.8405
new_3951662_3951749_c,12.2437,12.1519,11.8873,11.6062,11.9659,12.4465,12.465,12.0494,12.0502,11.2841,11.0851,10.9213,11.3612,10.7926,11.1649,10.9517,10.3975
new_3951938_3952042,9.5631,9.2301,9.44,9.357,9.681,9.7959,9.6418,9.4026,10.0339,9.536,9.6073,9.1199,9.5081,8.4907,9.0482,8.5685,8.0679
BSU38499,14.9414,15.2608,15.2672,14.9305,15.0177,14.9127,15.1843,14.7012,13.8601,13.8872,13.4412,13.4222,14.3693,13.6764,13.676,13.4552,12.1395
BSU38500,14.4763,14.648,14.6686,14.4708,14.5816,14.5201,14.5089,14.3343,13.5496,13.4317,13.0406,12.9333,13.6806,13.118,13.1662,12.7233,11.5626
BSU38510,14.7338,14.8789,14.8704,14.7367,14.6479,14.6212,14.7488,14.5376,13.973,13.666,13.2954,13.0529,13.8175,13.034,13.1715,12.7663,11.5763
BSU38520,14.5172,14.7246,14.7142,14.6816,14.53,14.7028,14.5898,14.4817,13.5297,13.1791,12.8637,12.5832,13.3067,12.4665,12.5623,12.2427,11.0258
BSU38530,14.4713,14.714,14.6425,14.5704,14.3989,14.4096,14.5006,14.4269,13.3575,12.9692,12.65,12.3628,13.1303,12.0726,12.3982,12.1057,10.9128
new_3956402_3956491,14.2811,14.6108,14.5787,14.5778,14.3732,14.4268,14.4049,14.2891,13.3148,12.9257,12.6065,12.2672,12.8986,12.2293,12.2961,12.1545,11.1255
BSU38540,14.2805,14.544,14.382,14.4176,14.3425,14.133,14.4406,14.1652,13.1842,12.7669,12.3357,11.9352,12.6994,12.0088,12.125,11.8395,10.9316
new_3957252_3958479_c,6.7717,7.1604,6.9942,6.8843,7.0918,6.8857,6.6076,6.6127,11.9418,10.3279,9.6942,9.163,9.0014,8.2908,8.4382,7.8408,7.6948
BSU38550,14.5449,14.3639,14.2345,13.8726,13.8602,13.9528,13.9955,13.6475,11.8686,12.2401,12.3712,12.7366,13.4904,12.9471,13.2454,13.3096,12.842
BSU38560,8.2563,8.4927,8.2611,8.0057,8.2996,8.7951,7.9061,9.1605,16.1835,14.6448,14.1275,13.3113,13.6135,12.6212,12.595,11.9832,10.401
BSU38570,8.2466,8.4367,8.2585,8.0216,8.2826,8.7934,7.7525,10.2352,16.2831,15.059,14.4608,13.6999,14.1217,13.0455,13.0461,12.4726,10.8837
BSU38580,8.1782,8.1966,8.0816,7.8349,8.0204,8.3861,7.5118,10.8585,16.1644,14.2679,13.5974,12.9825,13.4143,12.3236,12.071,11.8145,10.1989
BSU38590,8.3197,8.2522,8.1103,8.1039,8.3184,8.4771,7.4344,11.6832,16.042,13.8731,13.1041,12.5377,12.9032,11.8316,11.723,11.4267,10.0862
BSU38600,10.8137,10.4444,10.3219,10.0726,9.8204,9.8565,9.9222,9.8431,10.1765,10.1602,10.1912,10.4314,11.2245,10.7615,11.1625,11.1633,10.5426
BSU38610,9.4048,9.2748,9.1237,9.1776,9.082,8.7615,9.0773,9.1665,10.5197,9.1075,9.0348,8.7581,9.1406,8.5813,9.0239,8.6703,8.4875
BSU38620,9.6661,9.3543,9.3149,9.2926,9.1712,9.1541,9.0909,9.2041,10.3638,9.1708,9.0326,8.8836,9.1067,8.8359,9.0816,8.8567,8.6061
BSU38630,8.5791,8.2191,7.7008,7.4903,7.3125,7.1837,6.9603,7.0509,8.325,7.8991,8.0244,8.131,8.4085,9.1283,10.2492,10.8211,10.7626
new_3965134_3966683_c,6.9629,7.1813,7.1411,7.2715,7.4729,7.8374,8.3155,8.9185,11.6861,11.1034,10.5308,9.854,10.0848,9.0398,9.2336,8.9966,8.3992
new_3966685_3966776_c,9.8171,9.8316,9.8268,9.6558,10.2161,11.0577,12.3669,12.8433,14.7098,13.9902,13.7949,13.349,13.2727,12.2064,12.7354,12.6426,11.6126
BSU38640,8.4772,8.3907,8.3784,8.1095,8.0159,7.7142,6.7882,6.7043,7.9244,7.5704,8.3077,8.5174,8.2704,8.2681,8.522,8.0115,8.2086
new_3966778_3967943_c,11.0953,11.1068,11.3518,11.5493,12.3962,13.1887,14.1383,14.4238,15.4764,15.1528,15,14.409,14.6291,13.6727,13.8792,13.5976,12.4785
BSU38650,10.8536,10.9851,11.3278,11.4075,12.0935,13.0854,13.8852,14.07,15.5155,14.828,14.3994,13.4088,13.6728,12.6054,12.762,12.6542,11.5546
BSU38660,11.7627,11.6893,12.0844,12.216,13.0344,13.9655,14.5428,14.8757,16.0975,15.5165,15.122,14.2528,14.4939,13.5866,13.6233,13.5238,12.5052
BSU38670,11.8708,11.7648,12.2054,12.3715,13.2489,14.0274,14.6942,14.8413,16.2805,15.1995,15.0592,14.2536,14.6063,13.7617,13.8705,13.7005,12.7274
BSU38680,11.8712,11.7719,12.4575,12.5431,13.3723,14.1398,14.7836,14.8535,16.3229,15.3564,15.0573,14.2356,14.5828,13.7557,13.8637,13.6671,12.7046
BSU38690,11.6574,11.54,12.0373,12.3965,13.1858,13.9474,14.5138,14.7707,15.9268,15.0337,14.6344,13.7686,14.0932,13.0076,13.0858,13.1486,12.0079
BSU38700,11.5289,11.5916,12.0742,12.2203,13.0454,13.8677,14.6926,14.6206,15.7926,14.871,14.593,13.7153,13.9086,13.0006,13.0579,13.0194,12.0089
BSU38710,10.3163,10.4959,9.6266,8.8197,8.6725,8.6876,8.8403,8.312,7.8045,7.6924,7.8154,8.0936,7.9202,7.8568,8.4646,8.1672,8.1156
new_3971340_3971882_c,8.7318,8.5873,8.4297,8.4305,8.5177,8.5821,8.6846,8.8274,9.534,9.3539,9.195,8.9938,9.139,8.4798,8.7025,8.5731,8.2006
BSU38720,8.345,8.1977,8.2287,8.1673,7.9031,8.108,7.961,7.8774,8.2108,7.7334,7.9955,8.2039,8.2414,8.0474,8.4896,8.3731,8.2549
BSU38730,7.5445,7.554,7.3872,7.2802,7.3005,7.323,7.3275,7.4734,8.5221,8.188,8.1947,8.1241,8.0712,7.846,8.4224,8.4962,8.5314
BSU38740,7.9774,7.7912,7.508,7.4903,7.4451,7.6709,7.6285,7.6942,8.6225,8.3164,8.2523,8.2323,8.2136,8.1621,8.8474,9.1511,9.0144
BSU38750,8.0338,7.7033,7.4478,7.4829,7.492,7.603,7.4015,7.5718,8.3746,8.0888,7.9957,8.0098,8.012,8.1928,8.897,9.2777,9.1277
BSU38760,7.078,7.2179,7.1102,7.1433,7.2243,7.2111,7.1441,7.2714,8.0528,7.7359,7.8828,7.9767,7.7187,7.3667,7.6397,7.365,7.6025
new_3979198_3979406_c,8.6829,8.3658,8.3409,8.3872,8.6088,8.876,10.5396,9.195,9.5487,8.7368,8.7272,8.3813,8.2128,7.8824,8.081,7.8366,7.8924
new_3979408_3979516_c,8.6642,8.4613,8.785,8.4604,8.8381,9.1642,10.5285,10.1958,10.6394,9.2749,9.2371,8.4033,8.3631,7.9837,8.124,8.2152,8.0593
BSU38770,10.5165,10.4607,10.6519,10.4277,10.868,11.0922,11.8958,11.8287,13.0463,12.2042,11.7438,10.818,11.4531,10.3605,10.8876,10.6775,9.7898
new_3980704_3983186_c,9.4317,9.4443,9.0723,8.8413,8.7266,8.7947,8.4407,8.5306,7.9205,7.7618,7.8792,7.9883,7.8313,7.5414,7.83,7.4438,7.5783
BSU38780,10.5968,10.6058,10.5596,10.2336,10.0906,10.2402,10.065,9.9065,9.7253,9.4622,9.1226,8.8924,9.2677,8.6159,8.9428,8.8336,8.4551
BSU38790,10.5249,10.8751,11.1642,11.4347,12.7285,13.5514,14.2103,14.0376,15.3076,14.3664,14.011,13.1144,13.4449,12.6742,12.7889,12.4139,11.8016
new_3983174_3984118,9.3639,9.6944,9.9147,9.9126,10.8922,11.648,12.6097,12.6267,14.1061,13.3939,12.8515,11.8467,12.3913,11.2338,11.6478,11.5439,10.3071
BSU38800,10.9289,10.8904,10.5399,10.2331,9.8643,9.8874,9.2042,8.9982,9.8644,9.0097,8.9648,8.9195,8.9615,8.5189,8.5846,8.1093,7.8254
BSU38810,11.0091,10.6063,10.7002,10.5359,10.5545,10.7355,10.4376,12.5142,13.9685,13.3325,12.4682,12.1328,12.8914,12.5221,12.711,12.5331,11.4419
new_3985282_3985350_c,10.0047,9.6397,9.7427,9.8202,9.6986,9.8719,9.9098,10.9718,11.2978,10.9883,10.9471,11.0968,11.7737,11.2389,11.288,11.3971,10.4556
BSU38820,10.1791,9.8652,9.9171,9.8663,9.9876,10.2767,10.319,10.9006,10.9554,10.9095,10.7634,10.7413,11.5063,11.0721,11.236,11.1925,10.3967
BSU38830,7.8925,7.81,7.7329,7.5297,7.3942,7.3512,7.4783,7.382,8.2855,7.7964,7.9015,7.961,7.8832,7.7627,8.3037,8.2502,8.3893
BSU38840,9.6483,9.6675,9.3524,8.7928,8.5817,8.732,8.5103,8.1658,7.7861,7.507,7.901,8.014,7.841,7.5507,7.8759,7.6733,7.7449
BSU_misc_RNA_60,13.2831,12.9259,13.0805,12.6414,12.5718,12.2472,12.6794,12.1603,10.8599,10.1487,10.6708,10.3637,10.7318,10.6987,11.135,10.6729,10.4044
new_3988981_3989722_c,7.3011,8.0567,7.7633,7.4094,7.7617,7.8563,7.5248,7.4709,8.1525,7.7126,8.0725,7.976,7.6267,7.3987,7.863,7.6418,7.8716
new_3989098_3989183,14.2751,14.1604,14.0853,12.9255,13.5988,13.4617,13.9975,13.846,11.4948,11.6259,11.2772,10.9779,11.8017,11.5671,11.4144,10.7515,8.9184
BSU38850,15.3193,15.3453,15.2828,15.0873,14.7833,14.66,14.8465,14.7705,11.4262,11.3649,10.9789,11.4156,12.2346,11.7303,12.0256,11.8009,10.2846
new_3989908_3990230,9.087,9.3892,8.6127,7.9964,8.0753,7.8259,8.1225,7.2912,7.6338,7.3984,7.6112,7.8999,7.512,7.2633,7.7294,7.1328,7.2422
BSU38860,13.3131,13.0125,13.1246,12.9781,12.7133,12.5458,12.821,12.6221,12.2654,12.1512,12.0489,12.2877,13.1974,12.7233,13.0121,13.0808,12.3622
BSU38870,7.4605,7.4696,7.4085,7.464,7.2389,7.2587,7.2261,7.1242,7.9987,7.7957,7.7841,7.896,7.7246,7.5304,7.9073,7.6487,7.8477
BSU38880,10.0797,9.83,9.6221,9.3955,9.5106,9.6885,9.8196,9.5098,9.3119,8.8698,8.8892,8.9049,9.1896,8.8931,9.1566,9.0029,8.6371
new_3991968_3992056_c,8.5146,8.5849,9.817,8.1285,8.0943,8.1797,8.6018,9.4728,9.7748,8.3723,9.1194,8.6632,8.4381,8.5248,8.6145,9.303,8.361
BSU38890,10.6528,10.2222,10.15,9.5993,9.7092,9.7815,9.9614,9.65,9.462,9.0326,8.8952,8.85,9.3576,8.8458,9.1638,9.0745,8.8495
BSU38900,10.198,9.8966,9.7105,9.4125,9.2975,9.5121,9.3503,9.3565,9.0735,8.611,8.627,8.7517,8.9941,8.5495,8.9664,8.7997,8.5754
BSU38910,10.6045,10.0789,9.9219,9.5956,9.3617,9.3243,9.4929,9.4268,8.5236,8.4517,8.4291,8.626,8.8966,8.558,9.0089,8.9704,8.8259
BSU38920,12.9654,12.8091,12.6556,12.5229,12.3694,12.2462,12.3872,12.261,12.0836,11.7731,11.2307,11.3391,12.2166,11.6499,11.9873,11.7767,11.4151
new_3996377_3996599,13.7423,13.8504,14.2589,14.1551,14.9585,14.7735,15.5431,15.3111,15.5527,14.3407,13.6747,13.5172,14.1348,13.8335,14.4198,13.7573,12.9104
new_3996629_3996729,9.2675,9.1977,9.6051,9.4845,10.182,10.8998,12.0556,12.1821,13.0843,11.6172,10.9402,10.5213,11.0424,10.5015,10.913,10.5576,10.1037
new_3996731_3996828,12.8842,12.5948,12.5584,12.5348,12.3224,12.4736,12.2359,12.5174,14.8211,13.493,12.703,11.8548,12.6128,11.7097,11.5734,11.2067,10.057
BSU38930,13.7055,13.7691,14.1373,14.2398,14.8631,14.7777,15.4567,15.3056,15.6396,15.2486,15.2837,14.6566,14.9214,14.5594,14.721,14.497,13.965
BSU38940,12.2977,12.2612,12.7647,12.8722,13.9116,14.3181,14.8773,14.5764,15.2103,14.0766,13.6395,12.7317,13.2879,12.383,12.3628,12.298,11.0972
BSU38950,13.0115,12.7982,13.0591,12.7391,13.7206,14.1698,14.6651,14.2956,14.5314,13.768,13.3134,12.4784,12.9383,11.9926,12.1909,12.0673,10.8888
new_3998237_3998480_c,7.5945,7.7393,7.7824,7.4389,7.489,7.2428,6.8232,6.9342,7.9753,7.6281,7.8791,7.9773,7.9938,7.8568,8.0811,7.7743,7.8169
new_3999273_3999349,14.537,14.3575,14.4044,14.0297,14.5101,14.5941,15.2646,14.9928,15.3278,15.0053,14.7315,13.9207,14.3922,13.851,13.9601,13.6997,12.848
BSU38960,13.75,13.7645,13.6088,13.3823,13.6744,14.0938,14.2978,14.1625,14.3225,13.9368,13.5697,13.0316,13.4672,12.5183,12.7504,12.6326,11.5251
BSU38970,7.795,7.7828,7.5741,7.5286,7.3663,7.4457,7.2466,7.2956,8.068,7.8577,8.091,8.185,8.8719,9.4609,10.0962,10.3467,10.1055
BSU38980,7.6199,7.5743,7.2653,7.3437,7.1699,6.9039,6.7327,6.9984,7.9508,7.7324,7.9748,8.1587,9.123,9.5716,10.3016,10.5061,10.2578
BSU38990,7.7031,7.5069,7.2558,7.15,7.0524,6.813,6.7628,6.8709,7.9723,7.5578,7.778,8.091,8.8108,9.425,10.1828,10.26,10.2615
BSU39000,6.8436,7.1045,6.9449,6.9078,6.7926,6.5345,6.4081,6.6156,7.6686,7.388,7.7216,7.9596,8.4887,8.922,9.6497,9.6668,9.4874
new_4004135_4004219_c,7.0908,7.3651,7.1822,7.0499,6.8185,6.6366,6.6663,6.9236,8.3828,7.53,7.7287,7.997,8.5289,9.1174,9.9095,10.1206,9.5444
BSU39010,11.2557,10.7716,10.7842,10.5779,10.5333,10.4639,10.3114,10.2085,10.6562,10.2088,9.834,9.6547,10.234,9.8511,9.9853,9.9858,9.328
new_4005137_4005322_c,13.0692,12.7234,12.6936,12.5833,12.4062,12.3378,12.4867,12.1125,12.8519,12.3154,12.0315,11.4617,12.0655,11.5934,12.2302,12.4561,11.3282
new_4005324_4006049_c,10.4074,10.269,10.1441,9.9847,9.7714,9.6833,9.5124,9.2493,10.5284,9.6094,8.986,8.8923,9.3293,8.8932,9.1632,9.1466,8.7579
BSU_misc_RNA_63,11.5206,10.7581,11.28,11.2136,11.3365,11.3606,10.9075,11.0071,10.2005,9.537,9.9501,9.8337,10.4191,9.7788,9.7612,10.186,9.2347
new_4005626_4005729,11.5211,10.8108,11.2926,11.2169,11.2528,11.3454,10.975,10.8974,10.0577,9.4443,9.8653,9.6539,10.2342,9.4994,9.5399,10.1102,9.314
BSU39020,10.9878,10.7705,11.0011,11.0791,11.032,11.109,10.8027,10.6205,9.4277,9.0725,9.148,9.2387,9.834,9.2646,9.5273,9.8708,9.7988
BSU39029,10.0946,10.2452,10.3993,10.3472,10.0615,10.086,9.7821,9.6826,9.9072,10.0634,9.9165,10.25,10.9566,10.6738,10.6798,10.8233,10.5043
BSU39030,10.4127,10.4445,10.7342,10.4986,10.3708,10.514,10.2086,10.0973,10.0149,10.3973,10.2462,10.4643,11.5647,10.8974,11.2351,11.139,10.7165
new_4007659_4007722_c,10.5833,10.5215,10.9217,10.4788,10.4557,10.6409,10.4053,10.2855,10.1571,10.5861,10.4845,10.5146,11.6845,10.9728,11.4564,11.2907,10.6761
BSU39040,11.0753,10.8767,10.727,10.3379,10.4247,10.6391,10.777,10.2699,11.3854,10.74,10.5444,10.1182,10.6732,10.1041,10.4306,10.1878,9.9409
BSU39050,7.922,7.9058,7.7758,7.8568,7.8574,8.0243,7.7571,7.6518,11.0941,10.1421,9.4375,9.1717,9.2327,8.5058,8.7575,8.5917,8.581
new_4010329_4010403,7.6821,7.3839,6.9929,6.9088,6.7998,6.7979,6.2602,6.4578,7.5742,7.2997,7.665,8.0738,8.4978,8.785,9.3298,9.6676,9.4253
BSU39060,7.4212,7.3556,7.0901,6.9911,6.8913,6.63,6.5587,6.5918,7.6116,7.2852,7.5577,7.8586,8.41,8.6369,9.1754,9.3086,9.1311
new_4011685_4011824,7.4485,7.4327,7.152,7.0766,6.9627,6.681,6.506,6.6352,7.7852,7.361,7.8234,7.9045,8.3834,8.9654,9.4821,9.6097,9.3331
BSU39070,8.908,8.8537,8.7222,8.8308,8.733,8.8592,8.4205,9.975,11.256,10.716,10.5859,10.4653,11.2097,10.8062,11.0475,11.2002,10.3719
new_4012758_4012865_c,11.203,10.5822,10.8453,10.936,10.7472,10.8074,10.7371,11.335,12.0407,10.8871,10.8526,10.8857,11.3863,10.5514,10.9263,11.0839,10.1712
BSU39080,12.2313,12.0221,12.0695,11.9045,11.9005,12.0862,11.9491,12.0962,12.739,11.9784,11.9837,11.584,12.4644,11.7573,12.0827,12.0951,11.2125
BSU39090,12.1345,11.8994,11.9759,11.6933,11.442,11.6457,11.4714,11.3678,11.1555,10.8338,10.9273,10.8897,11.7452,11.1145,11.3523,11.4311,10.9626
BSU39100,10.7103,10.4275,10.4314,10.141,10.1666,10.1376,10.2936,10.1737,10.4705,10.0615,9.9936,9.8481,10.611,10.1525,10.5564,10.6397,10.0685
BSU39110,12.702,12.9549,13.0894,12.71,11.9737,11.8682,11.676,11.8883,9.9911,10.4847,10.7761,11.9431,13.2784,12.8872,13.3796,13.2111,12.2325
BSU39120,12.4952,12.7722,12.8154,12.6995,11.8029,11.578,11.3277,11.8146,9.7775,10.2085,10.5938,11.8981,13.0971,12.7534,13.1288,13.0736,11.9094
new_4018701_4018785_c,12.9715,13.1817,13.35,12.9948,12.2101,12.0763,11.6855,12.3669,9.9522,10.4684,10.8643,12.0943,13.3687,12.9204,13.3674,13.3758,11.9725
BSU39129,12.9747,13.1717,13.2295,12.8782,11.9426,11.9285,11.7047,11.9956,9.8415,10.4509,10.8415,11.9634,13.2524,12.8207,13.3464,13.4144,11.9693
BSU39139,13.0674,13.2914,13.3753,12.9369,12.0659,12.0265,11.6316,12.1386,9.9327,10.4167,10.873,11.86,13.216,12.8113,13.3231,13.4738,11.9965
BSU39140,12.8681,13.2713,13.2089,13.0447,12.0769,11.8748,11.2392,11.9765,9.7589,10.1144,10.5558,11.7172,13.0942,12.5261,13.0648,13.0932,11.5823
BSU39150,13.4464,13.6186,13.7998,13.5102,12.5894,12.5119,12.0659,12.3848,9.9921,10.6036,11.3011,12.2911,13.5659,13.1602,13.6534,13.8195,12.4902
BSU39160,13.3035,13.499,13.5146,13.1705,12.3104,12.3007,11.8773,12.2172,9.8615,10.3925,11.1375,12.2969,13.5217,13.1302,13.4893,13.5861,12.2181
BSU39170,13.5158,13.7548,13.7354,13.4503,12.5309,12.4379,12.0182,12.3455,9.8621,10.5404,11.2616,12.461,13.6726,13.2977,13.8065,13.6692,12.3463
new_4020908_4020976_c,13.6662,13.848,13.876,13.5147,12.5949,12.6727,12.1927,12.47,10.1255,10.6817,11.3599,12.5435,13.7063,13.4708,13.8446,13.8984,12.6264
BSU39180,13.5897,13.762,13.8961,13.4411,12.6612,12.6962,12.3804,12.5796,10.3109,10.6533,11.3769,12.4866,13.6083,13.4101,13.852,13.8688,12.5729
new_4021307_4021428_c,14.1733,14.6754,14.5772,14.2781,13.5107,13.2518,12.8423,13.3216,11.0177,11.3118,12.016,13.1201,14.3877,14.1089,14.5668,14.4469,13.2223
BSU39190,14.205,14.4676,14.5895,14.2039,13.3262,13.1514,12.9081,13.1936,11.0214,11.3417,11.9898,13.1089,14.3318,14.0826,14.645,14.4555,13.0393
BSU39200,14.5206,14.6461,14.7305,14.4791,13.4926,13.3524,13.0665,13.3197,11.2568,11.547,12.3576,13.3955,14.7043,14.4823,14.9468,14.7789,13.5544
BSU39210,14.3041,14.3781,14.4485,14.0419,13.2585,13.1059,12.9236,13.0939,10.9,11.4735,12.2206,13.0611,14.5027,14.1838,14.7466,14.4977,13.3289
new_4022729_4023053_c,15.7087,15.9056,15.7195,16.1495,14.8284,14.3553,14.0703,14.6532,12.4941,13.5458,13.8867,14.6762,15.8728,15.6705,16.3135,15.665,14.7626
BSU39220,16.3801,16.4675,16.4529,16.3106,16.0094,15.4492,15.7631,15.678,15.1196,15.1336,15.6209,16.2439,16.4162,16.4732,16.459,16.3901,16.0823
BSU39230,15.7025,16.0088,15.8936,15.7297,15.2716,14.7978,14.7623,14.896,13.8756,14.3634,14.766,15.5809,15.9223,16.0286,16.1077,15.7451,15.3024
BSU39240,11.3143,11.3,11.2868,11.1535,11.2122,11.1604,11.3241,11.2125,10.9979,10.6104,10.3704,10.2839,10.8675,10.2987,10.5773,10.5686,9.7296
new_4031646_4031766_c,11.7305,11.7305,12.0587,11.6029,11.9134,11.7012,11.9152,11.9256,11.5461,11.4149,11.1604,10.5221,11.5671,11.519,11.8052,11.7209,10.7009
BSU39250,11.8314,11.8423,11.9376,11.8079,12.6852,12.9798,13.0655,13.069,15.3758,13.8718,13.671,12.9939,13.3905,12.8658,12.9993,12.8995,12.0727
BSU39260,10.9918,10.8054,10.572,10.5612,11.0162,11.5035,10.7861,11.6394,14.7443,12.9434,12.4627,11.8893,12.3703,11.6311,11.8614,11.7619,10.934
BSU39270,10.956,10.7191,10.4467,10.424,10.6195,10.8831,10.1546,12.0773,14.0429,12.2911,11.7977,11.1501,11.6955,10.9207,11.3644,11.2215,10.2784
new_4035641_4035833_c,10.7078,10.44,10.487,10.3606,10.5832,10.3051,10.2902,12.7883,13.1286,11.6806,11.3148,10.5866,10.9387,10.5902,10.9316,10.8435,10.0442
new_4035835_4035968_c,10.7513,10.7037,10.9351,10.6794,10.5238,10.2998,10.3658,11.336,9.4343,10.475,10.2929,10.5744,10.5125,10.5829,10.5551,10.418,10.1518
