T-5.40H_1,T-4.40H_1,T-3.40H_1,T-2.40H_1,T-1.40H_1,T-1.10H_1,T-0.40H_1,T0.0H_1,T0.30H_1,T1.0H_1,T1.30H_1,T2.0H_1,T2.30H_1,T3.0H_1,T3.30H_1,T4.0H_1,T5.0H_1
BSU00990,14.5884,14.2977,13.8541,13.9865,13.8193,13.8562,13.9734,13.8628,13.3636,13.3735,13.5487,13.5785,14.708,14.1132,14.4032,14.6254,13.6123
BSU01000,13.9257,13.7251,13.5456,13.3402,13.2808,13.3388,13.2969,13.1918,12.4585,12.3276,12.4908,12.4062,13.1717,12.9211,13.3613,13.4249,12.4005
new_117712_117889,14.0107,13.9601,13.8886,13.3616,13.0683,13.0929,12.9903,12.7155,11.1586,11.2313,11.3385,11.5715,12.4577,12.4485,12.8815,12.829,12.151
BSU01010,14.1575,14.0579,13.9006,13.4111,13.2097,13.2146,12.9463,12.7481,11.0614,11.165,11.2863,11.58,12.4473,12.431,12.8568,12.8515,12.1353
new_118452_118590,16.4769,16.4736,16.4788,16.4452,16.4722,16.0688,16.4392,16.3813,16.0409,15.9488,15.8112,15.376,16.1438,15.966,16.2657,16.1455,15.8376
BSU01020,16.4821,16.4803,16.4745,16.4633,16.4808,15.9174,16.4752,16.215,15.8483,15.4865,15.3442,15.2023,15.6852,15.535,15.8945,15.8592,15.3083
new_119017_119110,16.3556,16.346,16.1799,15.9739,16.0579,15.4196,15.914,15.4306,14.9537,15.1141,14.9396,14.2377,15.1335,14.9103,15.1935,15.067,14.6296
BSU01030,16.2791,16.4294,16.0846,16.141,16.1282,15.3599,15.5572,15.5119,14.8799,14.6247,14.4699,14.3813,14.936,14.775,15.3117,15.3513,14.573
BSU_misc_RNA_3,16.4856,16.4849,16.4904,16.4752,16.4692,16.1221,16.4584,16.3469,15.7468,15.5951,15.582,15.5585,15.9741,15.6125,16.2704,16.2122,15.6524
BSU01040,16.4462,16.4781,16.4606,16.2975,15.8959,15.5925,15.8253,15.5965,12.6328,13.3546,12.7407,13.0698,13.9129,13.4524,13.8129,13.8285,13.1716
BSU01050,16.4598,16.3914,16.2215,16.107,16.1329,15.6978,15.7602,15.6233,12.6531,13.2335,12.7763,13.1101,13.9053,13.356,13.6501,13.8084,13.2724
BSU01060,13.5657,13.4324,13.1914,12.9815,12.5048,12.8042,12.2121,12.0168,9.591,10.0147,9.9634,9.804,10.6853,10.0198,10.327,10.2613,9.8946
new_121686_121918,16.3469,16.2081,16.2923,15.7834,15.8674,15.327,15.5857,15.2739,13.6762,13.987,13.6858,12.9342,15.0257,15.2507,15.6961,15.6921,15.3033
BSU01070,15.3759,15.2489,15.1127,15.0616,14.8308,14.4992,14.4308,14.4821,12.6514,12.9903,12.8609,13.0835,14.2185,13.8956,14.6218,14.7498,14.32
BSU01080,15.5792,15.4436,15.3321,15.2675,15.1786,14.868,14.7367,14.7742,13.2403,13.3436,13.2673,13.6085,14.5781,14.2997,14.9896,15.1167,14.8288
new_129162_129283,15.8855,16.1585,16.0211,15.4082,15.0624,14.8659,15.1905,15.2257,13.1276,13.591,13.7214,13.5207,15.0963,14.9494,15.5892,15.4839,15.3078
BSU01090,16.4359,16.437,16.4613,16.279,16.4408,15.7759,16.3233,16.1378,15.4755,15.617,15.4378,15.2674,15.8316,15.6299,15.8825,15.7659,15.4927
new_129589_129701,16.4223,16.4024,16.4432,16.2113,16.3742,15.6738,16.252,15.8234,15.3731,15.4723,15.3188,15.2532,15.7734,15.5398,15.8167,15.6812,15.3743
BSU01100,16.4314,16.4113,16.4193,16.2129,16.3113,15.571,16.1289,15.8419,15.0778,15.2155,15.0244,15.1677,15.7002,15.4646,15.7586,15.5491,15.3472
BSU01110,16.495,16.4855,16.4853,16.4897,16.489,16.2197,16.5118,16.4967,15.3476,15.733,15.5418,15.5253,16.3628,16.0213,16.4139,16.4654,16.1455
BSU01120,16.4035,16.4446,16.394,16.3293,16.3868,15.8606,16.1658,16.1288,14.8849,15.2038,15.0274,14.9863,15.622,15.2142,15.7875,15.6738,15.2642
new_132763_132881,16.4751,16.473,16.4608,16.3837,16.4103,15.8955,16.3261,16.1062,15.056,15.2452,14.8573,14.6702,15.5971,15.446,15.7139,15.5541,15.3691
BSU01130,16.0776,16.2413,15.9328,16.0269,16.0125,15.6548,15.893,15.7095,14.9098,14.8891,14.5756,14.4801,15.3057,14.919,15.3002,15.1865,14.8274
BSU01140,10.7296,10.3541,10.2578,10.0589,9.8882,9.8925,9.7556,9.6535,8.7303,8.7625,8.7996,9.0796,9.4093,9.1406,9.5347,9.5861,9.133
new_135170_135363,16.3286,16.4517,16.4524,16.3963,16.4242,15.9618,16.1067,15.9431,14.3174,14.7932,14.9029,14.6625,15.5967,15.4533,15.7647,15.6115,15.0898
BSU01150,16.269,16.4486,16.4675,16.3686,16.4129,15.6835,16.0346,15.8207,13.2195,14.2662,14.0635,14.2905,15.117,14.921,15.4199,15.1013,14.7551
BSU01160,16.2349,16.3823,16.115,15.8406,15.7368,15.3969,15.3156,15.074,12.7451,13.5386,13.4505,13.6604,14.5982,14.3168,14.7921,14.6014,14.0556
BSU01170,16.4126,16.4627,16.4368,16.3031,16.4101,15.7135,15.953,15.9555,13.3543,13.9807,13.8732,14.2152,15.0166,14.4656,15.1795,14.9779,14.4336
BSU01180,16.4535,16.4566,16.3684,16.4024,16.2754,15.7059,15.8642,16.0336,13.6564,14.2461,14.1532,14.3423,15.2909,14.8167,15.2533,15.1564,14.6428
BSU01190,16.4614,16.4802,16.4802,16.4615,16.4211,15.8002,16.0727,16.0419,13.5782,14.0717,14.1702,14.2946,15.2101,14.7366,15.1757,15.1139,14.5999
BSU01200,16.3045,16.4466,16.2007,16.3682,16.3074,15.6844,16.0281,15.8733,13.5095,14.0332,14.0882,14.2898,15.2033,14.6805,15.1956,15.1072,14.5541
BSU01210,16.186,16.3238,15.9598,15.8265,16.1803,15.3817,15.3881,15.6227,13.2028,13.5593,13.5616,13.9552,14.822,14.1936,14.6265,14.5949,14.1221
BSU01220,16.1898,16.304,16.1713,16.02,15.8078,15.475,15.3081,15.3904,12.82,13.2888,13.4263,13.5772,14.5904,13.991,14.3686,14.3703,13.8803
BSU01230,15.9515,16.0413,15.8864,15.7803,15.7827,15.4253,15.3064,15.2972,13.2455,13.2985,13.4767,13.5686,14.51,14.0588,14.3505,14.3102,13.8436
BSU01240,16.1862,16.324,16.0707,15.9154,15.9352,15.4476,15.3447,15.4387,13.3536,13.4085,13.4611,13.6816,14.4394,14.063,14.4166,14.2889,13.8933
BSU01250,16.2903,16.4022,16.276,15.9294,16.1814,15.5833,15.8609,15.715,13.5776,13.5084,13.6505,13.7145,14.682,14.0739,14.5669,14.6957,13.9934
BSU01260,16.1649,16.3588,16.1765,15.982,16.1542,15.4618,15.5118,15.5103,13.1583,13.3305,13.5008,13.6994,14.6675,14.0154,14.4077,14.3267,13.7961
BSU01270,15.908,16.3149,16.1827,15.9634,16.0349,15.4421,15.1872,15.4278,13.486,13.3468,13.4226,13.7128,14.6572,13.9969,14.4266,14.3543,13.836
BSU01280,15.8918,16.3621,15.8558,15.8648,15.7141,15.282,15.2259,15.3042,13.5423,13.0095,13.1115,13.2258,14.1887,13.7221,14.0526,13.9762,13.3582
BSU01290,16.3437,16.3252,16.2488,15.9074,15.8125,15.4662,15.5085,15.4335,13.9203,13.3094,13.3363,13.5335,14.4526,13.9362,14.2585,14.3145,13.6547
BSU01300,16.3144,16.4315,16.272,16.0267,16.1114,15.5748,15.774,15.5267,14.2103,13.5918,13.5766,13.6156,14.6259,14.0064,14.4965,14.5177,13.9662
BSU01310,16.0679,16.4014,15.8,15.8719,15.8689,15.4111,15.2813,15.3091,14.0896,13.2986,13.392,13.4908,14.4871,13.9078,14.2157,14.3125,13.7274
BSU01320,15.9406,16.4062,15.823,15.9276,15.8281,15.3762,15.3924,15.3451,14.2704,13.3689,13.437,13.5236,14.5084,13.8655,14.2575,14.2533,13.7351
BSU01330,16.343,16.3938,16.1337,15.9954,15.9177,15.5184,15.2682,15.4688,14.3276,13.4496,13.4865,13.4995,14.4755,13.812,14.1396,14.2802,13.682
BSU01340,16.3669,16.4131,16.3736,16.2877,16.0298,15.7286,15.7309,15.7321,14.6686,13.7085,13.6322,13.59,14.7793,14.0032,14.3781,14.5428,13.8806
BSU01350,16.026,16.1789,15.8638,15.8323,15.7728,15.3232,15.0831,15.3046,14.3069,13.4816,13.4308,13.2726,14.3043,13.7356,14.0778,14.161,13.4725
BSU01360,15.8935,15.9389,15.7192,15.6796,15.5215,15.2655,14.8626,15.1573,13.8266,13.2772,13.1789,13.2177,14.0857,13.3972,13.8158,13.8987,13.1671
BSU01370,15.9285,16.1744,16.0403,15.9363,15.8517,15.3506,15.3179,15.4924,14.1017,13.5435,13.6472,13.4878,14.5513,13.8324,14.3077,14.3742,13.6129
BSU01380,15.8946,15.8258,15.478,15.5928,15.664,15.1977,15.0097,15.2939,13.8593,13.3062,13.257,13.2907,14.1773,13.5921,13.9625,13.8818,13.1851
BSU01389,16.4158,16.4543,16.3905,16.249,16.3362,15.7416,15.7491,15.8737,14.6766,14.1213,13.9902,13.906,14.8722,14.2934,14.5764,14.7071,14.067
BSU01390,16.3902,16.4459,16.143,16.2229,16.1777,15.6822,15.5159,15.6735,14.2909,13.9427,13.9276,13.9256,14.7383,14.2415,14.482,14.6596,13.9491
BSU01400,16.3857,16.4273,16.2382,16.1519,16.2528,15.4176,15.6755,15.7151,14.6635,14.0045,13.9506,13.9825,14.8343,14.2585,14.6954,14.7429,14.1645
BSU01410,16.3157,16.4043,16.2401,16.2096,16.2507,15.7928,15.7117,15.8279,14.774,14.0565,14.0439,14.0018,14.8612,14.3112,14.8161,14.8494,14.2116
BSU01420,16.0742,16.1231,15.8826,15.7995,15.8056,15.4521,15.3058,15.3766,14.4284,13.5453,13.4437,13.3495,14.418,13.8045,14.2058,14.2198,13.5797
new_148755_148930,15.9616,16.3569,15.9824,15.7771,15.7837,15.4357,15.1673,15.3232,14.5133,13.5711,13.542,13.4217,14.5089,14.0458,14.3875,14.4023,13.9371
BSU01430,16.0316,16.3997,16.1328,15.8679,15.792,15.3939,15.4171,15.4569,14.7836,13.8666,13.7643,13.7323,14.6336,14.0991,14.502,14.69,14.0614
BSU01440,16.1192,16.2581,16.1239,15.987,15.833,15.5169,15.6575,15.5842,14.8586,13.824,13.682,13.589,14.3801,13.9964,14.4313,14.4247,13.9349
new_150362_150442,13.8203,13.4707,13.3513,12.7732,12.6151,12.9669,12.9794,12.0621,10.6186,10.8862,10.8643,10.7839,11.5859,11.4955,11.6067,12.0573,11.3758
BSU01450,12.8641,12.7545,12.3901,12.0962,11.8649,12.0074,11.7086,11.4817,10.0388,10.1209,10.2453,10.1843,11.0882,10.6331,11.0028,10.9897,10.5427
BSU01460,12.7731,12.6134,12.3008,11.9418,11.6789,11.9112,11.5904,11.4141,10.1076,10.1476,10.1999,10.1503,10.9449,10.5027,10.8051,10.9269,10.4514
BSU01470,12.7797,12.6715,12.2414,12.0897,11.6923,11.828,11.4276,11.3917,10.1429,10.024,9.9892,9.9211,10.7584,10.1616,10.544,10.6762,10.125
BSU01480,13.5524,13.2927,13.1966,12.4744,12.2835,12.3364,12.2543,11.7702,10.141,10.3951,10.3252,10.3503,11.3636,10.9303,11.2117,11.1212,10.6576
new_153039_153507_c,6.8976,7.1605,7.0374,6.968,6.9869,6.8402,6.5819,6.6234,7.5627,7.3768,7.6733,7.9404,7.5578,7.3547,7.6607,7.4178,7.7323
BSU01490,16.3691,16.1576,15.8553,16.1082,16.2756,15.4012,16.1489,15.6746,15.5339,14.8915,14.8329,14.7255,15.2273,14.8687,15.0333,15.0891,14.6756
BSU01500,15.163,15.3391,15.2204,14.6426,14.6385,14.5713,14.9031,14.4076,13.8962,13.1955,12.9784,12.7205,13.3775,12.7796,13.2585,13.2701,12.786
new_154838_155119,9.1542,9.4207,8.9793,8.8107,8.7781,8.9568,9.1381,8.7389,8.2915,7.9347,8.3642,8.4115,8.2835,7.9627,8.2511,8.2066,8.0933
BSU01510,13.064,12.9837,13.1865,13.0125,12.996,12.9801,12.8506,12.9142,11.7982,12.1981,11.8626,11.799,12.5514,12.1346,12.2708,12.2457,11.3066
BSU01520,9.1814,8.6232,8.2457,7.9943,7.8218,7.8417,7.649,7.636,7.9474,7.7091,8.0366,8.1759,8.0169,7.8085,8.1393,7.9429,8.5939
BSU01530,9.0677,8.6895,8.151,7.9851,7.7151,7.5172,7.561,7.4353,8.0088,7.6075,7.949,8.1821,9.3304,9.7471,10.28,10.4661,10.5193
BSU01540,13.9353,13.474,13.6396,13.4994,13.4158,13.6157,13.5878,13.6933,14.3301,13.1581,12.5624,12.51,13.3396,12.9954,13.2073,13.364,12.4591
new_158050_158514_c,7.2687,7.5756,7.5622,7.1116,7.2617,7.1074,6.9773,6.978,8.0368,7.644,7.7992,7.9223,7.5342,7.6675,8.525,8.4925,8.8548
new_158510_159181,12.5965,12.3731,12.3108,12.1553,11.9982,12.1479,12.087,12.2424,11.7286,11.3886,10.8826,10.476,11.2517,10.7833,11.1136,11.2769,10.4795
BSU01550,9.1992,8.3135,7.8036,7.3895,7.4778,7.2873,7.1589,7.09,8.1128,7.6723,7.909,8.1762,8.2848,8.787,9.6646,10.1979,10.7333
new_159149_159778_c,7.4949,7.4703,7.1057,7.0399,7.0716,6.7927,6.6544,6.7089,7.761,7.4529,7.8942,8.1968,9.4729,10.1178,10.6698,10.7931,10.8985
BSU01560,12.0695,11.7584,11.6974,11.5028,11.396,11.5866,11.3866,11.7518,11.0322,10.9392,10.5706,10.3802,11.1923,10.7121,11.2486,11.2342,10.5215
BSU01570,8.5621,7.9195,7.62,7.267,7.1967,6.9436,6.776,6.8797,7.9453,7.4116,7.8344,8.388,10.5393,11.4468,12.0571,12.1298,12.199
new_159779_160673,11.4877,11.3465,11.2726,11.2194,11.0634,11.0773,11.0453,11.3924,11.1175,10.9252,10.5264,10.3371,11.1272,10.6126,10.9676,10.9826,10.3567
new_160675_160892,15.9077,15.7923,15.8845,15.6287,15.6698,15.5827,15.3583,14.9336,15.1588,14.8911,14.2888,13.8181,14.6516,14.6004,14.8116,14.9852,14.3419
BSU_tRNA_24,13.4032,13.4122,13.0113,12.5308,12.5764,12.9601,12.782,12.5509,12.6052,12.1107,12.0344,11.3922,11.6141,11.7118,12.0262,12.1751,11.8474
new_176316_176924,8.6041,8.7471,8.38,8.0871,7.9195,7.9557,8.2183,7.6217,7.859,7.9245,7.8298,8.2128,7.9124,7.6303,8.0874,7.6606,7.8958
new_176926_177082,12.3748,12.3978,12.5147,12.0459,12.1563,12.2558,12.0027,11.8992,11.6292,11.5099,11.1808,11.1415,11.7237,10.8748,11.1786,11.2621,10.4647
BSU01580,11.4723,11.2017,11.2258,10.909,10.7539,11.1043,10.7276,10.5251,10.063,10.2181,9.8434,9.7506,10.3658,9.7508,10.068,10.0686,9.3782
BSU01590,10.4604,10.4213,10.3336,10.1387,10.2476,10.5278,10.4937,10.4593,10.8271,10.0933,9.6198,9.3915,9.6903,9.1263,9.5005,9.4051,8.7472
BSU01600,11.4876,11.0875,10.5814,10.075,9.7725,9.75,9.8425,9.632,8.4199,7.992,7.96,8.0438,7.8134,7.576,7.9197,7.4901,7.779
BSU01610,11.866,11.3219,10.9084,10.4302,10.1267,10.1264,10.019,9.9332,8.4634,8.0423,7.9024,8.0469,7.7873,7.5715,7.797,7.5084,7.6459
BSU01620,12.0949,11.6508,11.1283,10.6429,10.4986,10.7391,10.5881,10.5091,9.8048,9.363,8.9283,8.6517,8.7139,8.0316,8.331,8.1055,7.9927
BSU01630,13.5596,13.0866,12.8428,12.4168,12.4432,12.5419,12.6119,12.3322,11.9839,11.1135,10.5675,10.0346,10.1088,9.2248,9.3563,9.2726,8.9349
BSU01640,11.6268,11.127,10.9076,10.8854,10.9523,11.157,11.2636,11.0945,10.7454,10.1639,9.6691,9.2086,9.5107,8.7884,8.9119,8.803,8.5382
BSU01650,9.9652,9.5079,9.0611,8.8867,8.5638,8.4857,8.6604,8.6788,9.569,9.8098,9.9028,10.053,11.1536,11.4685,12.5726,13.457,13.7855
BSU01660,10.073,9.6162,9.1108,8.909,8.6279,8.5435,8.4606,8.7187,9.3997,9.8623,9.8979,10.0774,11.1575,11.4503,12.7371,13.4618,13.7357
BSU01670,10.2778,9.7167,9.4249,9.1764,8.8599,8.7592,8.7597,8.9722,9.2739,9.9594,10.0464,10.1478,11.2501,11.5608,12.8255,13.5366,13.9416
BSU01680,10.2368,9.7876,9.6436,9.4701,9.1456,8.9746,9.0683,9.3385,9.4628,9.9619,9.9325,10.1774,11.0594,11.2983,12.5863,13.2369,13.6158
BSU01690,10.7381,10.371,10.2339,10.1207,9.7732,9.7835,9.9214,10.0637,9.9354,10.5518,10.3245,10.5613,11.5858,11.7326,12.9094,13.5219,13.9048
BSU01700,11.1444,10.4682,10.5839,10.5367,10.2876,10.3094,10.2755,10.443,10.3975,10.7331,10.5275,10.8049,11.9086,11.9466,13.1804,13.6419,14.1132
BSU01710,9.9117,9.5875,9.4773,9.2191,9.1782,9.118,9.1966,9.3512,10.0245,9.417,9.2629,9.207,9.8557,9.295,9.7115,9.7914,9.5572
BSU01720,10.7196,10.2528,10.2324,10.0439,10.0403,9.9047,10.0988,9.8547,10.5057,9.9463,9.8788,9.9032,10.4064,9.8345,10.1902,10.1071,9.58
new_194669_194786,10.4482,10.1557,10.0768,9.8943,9.6904,9.7219,9.4356,8.9397,8.0959,7.9312,8.0066,8.2834,8.2122,7.8586,8.4721,8.3376,8.491
BSU01730,15.3325,15.4469,15.7099,15.9047,16.3479,15.8658,16.4507,16.4462,16.4523,16.4306,16.4515,16.4111,16.4213,16.4487,16.4259,16.2654,15.7535
BSU01740,15.2163,15.2913,15.6691,15.6301,16.2888,16.0619,16.5023,16.4856,16.4688,16.4716,16.4642,16.4351,16.4453,16.4729,16.4566,16.4214,15.8725
new_196132_196212,13.7364,12.9605,12.747,13.0749,13.1653,13.0834,12.8505,12.8295,12.3707,12.5719,12.2583,11.8978,12.9657,12.6396,13.0379,13.04,12.3464
BSU01750,13.382,13.1377,13.0259,12.7157,12.7538,12.7857,12.8726,12.6305,11.6982,11.8408,11.4434,11.447,12.4417,12.0452,12.4763,12.406,11.7074
BSU01760,13.5672,13.3241,13.118,13.0715,12.8763,13.0295,12.9967,12.8054,11.7114,11.825,11.4781,11.4826,12.4255,12.0699,12.6233,12.5421,11.8942
BSU01770,13.3765,13.3193,13.2048,12.9275,12.6772,12.8409,12.7857,12.7484,10.8124,11.266,10.7348,10.7846,11.7395,11.5694,11.8169,11.8704,11.3221
new_200188_200276,14.7582,14.49,14.5114,14.1929,14.1349,13.8454,13.9279,14.0557,15.6204,15.2852,15.3151,15.4924,16.0801,15.7986,15.6768,15.335,14.029
BSU01780,14.4496,14.2291,14.1247,13.8147,13.8126,13.7538,13.6539,13.5284,14.9611,14.8371,14.8474,15.2694,15.6518,15.2938,15.2816,14.7807,13.495
new_201802_202546_c,9.5877,9.4818,9.3774,9.0908,9.1651,9.2492,9.027,9.2591,8.7825,8.3678,8.6447,8.7553,9.043,8.9225,9.3184,9.876,9.6699
BSU01800,10.3983,10.0226,10.0663,9.9192,9.8042,9.919,9.8068,9.7694,9.455,8.8712,9.2198,9.2897,9.9749,9.776,10.2608,10.7563,10.5851
BSU01810,7.931,7.7301,7.6958,7.7289,7.6483,7.7045,7.5218,7.5067,8.5744,8.0464,8.4071,8.3759,8.4342,8.2357,8.4766,8.6,8.5777
BSU01820,8.0137,7.8883,7.9003,7.8267,7.7884,7.7967,7.5875,7.6229,8.5691,7.9436,8.3805,8.3854,8.4354,7.9693,8.474,8.4174,8.2793
new_204891_204975,8.3343,7.9786,8.1391,7.84,7.8839,7.8705,7.6928,7.6952,8.6876,7.9232,8.2786,8.3406,8.4033,8.0176,8.7966,8.6104,8.2945
new_204977_205210,14.2682,13.87,14.6445,14.2377,14.2815,14.0473,14.544,14.4432,14.4382,13.3308,13.5274,12.9548,13.8879,14.1833,13.9624,14.3912,13.6787
new_205212_205408,8.3249,7.5404,7.6088,7.1706,7.2931,7.351,6.7224,6.8649,8.3968,8.1695,8.5125,8.3367,8.0191,7.7893,8.0746,7.6095,7.8841
BSU01830,8.2224,7.5425,7.369,7.2344,7.2275,7.058,6.8379,6.8734,7.9488,7.7005,7.9226,8.1068,7.8672,7.5254,7.8052,7.5258,7.5779
BSU01845,9.1143,7.9599,7.6173,7.593,7.5447,7.5609,7.4637,7.4462,8.2482,7.9539,8.2289,8.2225,8.0644,7.738,8.0775,7.9725,7.8997
new_209557_209632,9.9238,8.4649,7.9366,8.0269,7.7854,8.042,7.6341,7.9146,8.4636,8.2142,8.5912,8.4425,8.4131,8.083,8.5106,8.4131,8.151
BSU01860,10.3028,8.6682,8.4318,8.238,8.2669,8.2515,8.2859,8.1023,8.8396,8.5336,8.7635,8.5419,8.6851,8.3956,8.7524,8.8361,8.4583
BSU01870,10.1176,8.7953,8.6096,8.2711,8.2642,8.2814,8.2212,8.1895,8.8765,8.5771,8.7753,8.5789,8.618,8.4218,8.6927,8.6741,8.4348
BSU01880,9.7212,8.7739,8.4801,8.2851,8.2341,8.308,8.2146,8.0842,8.658,8.4161,8.7188,8.4875,8.5142,8.0809,8.4186,8.3795,8.338
new_210947_211412,8.7757,8.081,7.9505,7.8358,7.8498,7.6823,7.4321,7.4172,8.1603,7.7853,8.1038,8.1,8.0149,7.8429,8.2292,8.046,8.165
BSU01889,12.4828,12.3797,12.4942,12.1682,11.9081,11.9168,12.0399,11.7211,10.2605,10.2656,10.607,10.9675,11.9284,11.7335,12.038,12.1144,11.6696
new_211769_211858,7.1992,7.4508,7.2116,7.1183,7.197,7.0079,6.6682,6.6681,7.5281,7.6265,7.9125,8.9671,7.6774,7.4314,7.8147,7.5566,7.7681
BSU01890,8.8083,8.7943,8.5686,8.5861,8.5099,8.5679,8.4496,8.7388,9.0309,8.8884,8.5598,8.5947,8.7304,8.1318,8.5477,8.5264,8.1459
BSU01900,6.9357,7.0644,7.0027,6.9835,6.9057,6.5802,6.5177,6.6863,7.5967,7.4553,7.8017,7.9691,7.6552,7.369,7.5458,7.136,7.5846
new_213878_213940,15.7549,15.9603,16.1217,15.7974,16.2424,15.6647,15.8555,15.9883,16.3065,16.072,16.1276,15.5651,16.2221,16.2401,16.2655,16.0826,16.3228
BSU01910,15.7729,15.8381,15.8739,15.7626,16.1957,15.7023,16.0296,15.9959,16.325,15.9149,16.1745,15.6716,16.1572,16.2146,16.299,16.1186,16.3199
BSU01920,14.8586,14.5934,14.7756,14.8746,14.5039,14.2717,13.9892,14.1062,11.74,12.9403,14.0654,14.5039,15.2974,15.3438,16.1131,15.8762,15.9042
BSU01935,14.794,14.6634,14.7815,14.856,14.5313,14.2076,14.0178,14.1836,10.3175,12.6782,13.7521,14.0654,14.9582,14.9001,15.7371,15.8112,15.3006
BSU01950,14.4357,14.3796,14.2911,14.3826,14.0512,14.0087,13.5111,13.722,10.3145,12.2527,13.3964,13.8857,14.7124,14.68,15.5048,15.4671,15.0812
BSU01960,14.1486,13.9985,13.9375,14.0625,13.6512,13.4972,13.0487,13.2534,9.6186,11.5438,12.6139,13.1238,13.8874,13.7774,14.7076,14.8711,14.2452
BSU01970,13.9285,13.9261,13.8219,13.958,13.4504,13.4397,13.0201,13.086,9.6084,11.4733,12.5364,13.0841,13.9648,13.929,14.8413,14.9696,14.3574
BSU01980,13.5573,13.6187,13.5639,13.6486,13.3515,13.2488,12.8717,12.9563,9.5337,11.298,12.1461,12.7898,13.7695,13.7025,14.4243,14.6788,14.0611
new_220033_220103,13.4959,13.5156,13.5823,13.4549,13.2279,12.8899,12.8407,12.9856,9.2601,11.1149,12.0512,12.733,13.5046,13.5228,14.295,14.6415,14.0041
new_220105_220278,12.0026,11.6852,11.5917,11.7222,11.2101,11.1876,10.7456,10.6882,9.1849,9.1744,9.8,9.9662,10.8821,10.7587,11.3973,11.6785,11.1791
BSU01990,11.4438,11.2476,11.1959,11.1192,10.7616,10.7377,10.0536,10.2038,8.9354,8.9075,9.4094,9.6699,10.4546,10.2508,10.9301,11.1695,10.5857
BSU02000,11.5063,11.2591,11.1376,11.1393,10.7996,10.787,10.3404,10.3273,9.2518,9.14,9.5203,9.7075,10.5064,10.2463,10.8416,11.1167,10.4501
BSU02010,13.0036,12.9311,12.8325,12.5004,11.9314,11.9809,11.844,11.6405,10.3277,10.0074,10.1989,10.1147,10.9636,10.6239,11.1311,11.4171,10.8354
BSU02019,12.0762,12.4136,12.2732,11.7802,11.2591,11.4384,11.3828,11.1608,9.8947,9.6722,9.7429,10.0451,10.6266,10.4038,10.9096,10.8916,10.3643
BSU02030,9.3634,9.2625,9.2165,9.0129,9.0584,9.3314,9.2422,9.0156,9.2755,8.8835,9.0405,8.9682,9.214,8.9265,9.0606,9.087,8.6326
BSU02040,12.6225,12.2282,12.5634,12.7312,12.7402,12.5664,12.6773,12.7598,13.1091,12.316,12.1225,12.0057,12.7685,12.0964,12.2662,12.2002,11.5147
BSU02050,13.7653,13.634,13.5699,13.6697,13.5788,13.4825,13.4026,13.6035,12.485,11.7942,11.7179,11.7292,12.3929,11.87,11.9522,11.6517,10.3629
new_226436_226565,12.6657,12.5857,13.1918,12.3567,12.7048,12.9219,13.2796,12.7989,11.7986,11.4582,10.4758,10.2728,11.6727,11.7949,11.6996,12.0546,10.5033
BSU02060,10.9075,11.29,11.3354,10.9568,11.152,11.6512,11.5608,10.9924,10.8544,10.168,9.6352,9.8188,10.2703,9.8113,10.3464,10.2298,9.2247
BSU02070,9.2428,8.4464,7.7171,7.3218,7.2184,7.0399,7.0047,6.9136,8.08,7.7828,8.0698,8.1536,8.0625,7.9427,8.7306,9.6374,10.4786
BSU02080,8.1048,7.7241,7.2585,6.9956,6.9625,6.7322,6.6158,6.6238,7.894,7.2798,7.8779,7.9895,7.6627,7.5084,7.9853,8.2321,8.7137
BSU02090,8.9744,8.9977,8.9457,8.8066,8.6439,8.7505,8.4635,8.3585,8.4108,8.3396,8.6109,8.5792,9.0963,8.6847,8.8287,8.6163,8.4153
BSU02100,8.0722,7.9726,7.8433,7.6191,7.6862,7.7298,7.5989,7.4939,8.6577,7.9408,8.1606,8.2845,8.3105,8.119,8.389,8.4326,8.5409
BSU02110,10.3236,10.3935,10.1022,10.0366,10.3665,10.4568,10.6455,10.0459,13.5578,10.666,10.3468,10.2548,10.7044,10.3635,10.9902,11.0405,11.1094
BSU02120,12.661,12.4369,12.184,11.7901,11.7686,12.1878,12.1601,12.2217,12.9807,12.2868,11.2532,10.7298,11.3445,10.3063,10.2644,9.6362,8.5474
BSU02130,8.1238,8.1045,7.9832,7.932,7.9524,8.0042,7.7468,7.8625,11.3198,10.2519,10.0202,9.1026,9.0469,8.4654,8.633,8.348,8.252
BSU02140,7.5647,7.6222,7.4858,7.4135,7.4127,7.5954,7.2327,7.9965,11.5083,10.1494,9.7728,8.7399,8.5505,7.8536,8.2136,7.6988,7.5939
new_234998_235624,7.2364,7.2368,7.1657,7.228,7.2013,6.9619,7.0564,7.0824,7.935,7.6758,7.8779,7.9712,7.7351,7.441,7.7151,7.432,7.7945
new_235329_235401_c,7.7283,7.6368,7.6092,7.3853,7.6494,7.5256,7.4992,8.4252,11.2673,10.3286,10.1964,8.3004,8.6967,8.1338,8.4658,7.9716,7.8413
new_235403_235489_c,7.909,7.4953,7.6329,7.2913,7.5484,7.3085,7.5082,8.407,11.2526,10.219,10.1436,8.1996,8.6713,8.1203,8.4168,7.9374,7.8049
BSU02150,8.1136,8.1265,8.0698,7.9207,7.8701,7.9147,7.817,7.6912,8.4392,7.9663,8.1753,8.1668,8.1474,7.976,8.3673,8.4972,8.4704
