LBexp_1,LBexp_2,LBexp_3,BT_1,BT_2,B36_1,B36_2,B60_1,B60_2
BSU29910,7.0768,6.965,7.3704,10.8885,10.5693,8.8033,9.1561,8.5614,8.5559
BSU29920,12.7959,12.7286,12.1358,10.7374,9.997,11.9386,11.6765,13.0505,12.9155
new_3060674_3060844,7.0636,7.0113,7.1614,11.4438,11.1271,9.0914,9.2109,9.0445,8.5018
new_3061289_3061624_c,13.1442,13.2063,12.7892,12.0341,11.0965,12.7108,12.5169,13.7187,13.6849
BSU29930,9.9697,9.7715,9.757,11.0406,10.5147,10.4937,10.5162,9.5786,9.3438
BSU29940,11.6861,11.8053,11.4963,12.0691,11.457,11.7029,11.5033,10.5527,10.562
BSU29950,12.085,12.3281,12.1127,10.1643,9.6871,10.4718,10.4291,10.3334,10.5022
BSU29960,11.8625,11.8699,11.5359,10.3922,10.0222,10.6705,10.5589,11.0346,11.3558
BSU29970,11.8834,11.7603,11.3681,8.8089,8.4757,10.3868,10.3826,10.6984,11.149
BSU29980,12.0435,12.3132,12.0059,11.5187,11.1652,11.51,11.3608,11.8311,11.6809
new_3068812_3069252_c,12.2037,12.4507,11.9764,11.9025,11.3425,11.6318,11.4639,12.2232,12.0287
BSU29990,11.3163,11.1557,10.572,7.9826,7.5942,8.0111,8.3477,7.9416,8.4033
BSU30000,10.7878,11.2202,10.8392,9.4201,8.9726,9.6353,9.6623,9.8069,9.7082
BSU30010,11.0094,11.3925,11.2088,10.0881,9.3789,10.1091,10.0083,10.3862,10.1907
new_3072180_3072285,7.4553,8.3421,8.0499,12.4994,12.2651,11.3636,11.5224,10.7075,11.247
new_3072287_3072400,11.0131,12.4204,11.369,13.3526,12.43,13.2166,13.1552,13.8856,14.1091
BSU30020,10.996,12.4765,11.4005,13.4167,12.6683,13.4537,13.3262,13.926,14.0474
BSU30035,10.7488,10.327,10.1167,8.8282,8.3204,9.1569,9.2963,8.7898,8.9706
BSU30050,12.8456,12.4667,12.3415,10.1337,9.703,10.5744,10.6364,10.7744,10.9826
BSU30060,11.0766,11.3908,11.108,10.8314,10.3595,10.406,10.3118,10.7738,10.6427
new_3076630_3076728,11.3524,11.5278,11.2827,10.8103,10.3392,10.552,10.4358,10.7235,10.7332
new_3076730_3076817,11.9125,11.9496,11.6497,10.9905,10.562,11.1572,10.9055,11.3281,11.5322
BSU30070,11.5602,11.5689,11.0739,10.7084,10.3046,10.5042,10.6628,10.6407,10.6337
BSU30080,8.0642,7.9718,8.016,10.8869,10.2443,11.3933,11.1279,10.4893,10.2094
BSU30090,8.0565,8.0696,7.8963,8.5468,8.1285,8.5481,8.5828,8.1756,8.1851
BSU30100,8.1582,8.0263,7.9886,8.6934,8.05,8.1354,8.2162,8.002,8.2125
BSU30110,8.138,8.0069,7.8577,8.682,7.6588,7.3221,7.3878,7.8571,7.859
BSU30120,7.6163,7.5329,7.4994,7.5831,7.0812,6.9303,6.9845,7.3027,7.2199
BSU30135,7.4334,7.3438,7.3431,7.2782,6.8729,6.6056,6.5655,7.0633,7.1088
BSU30150,7.2754,6.9906,7.3042,8.7306,8.2986,8.349,7.8003,9.6844,9.4352
BSU30160,9.1986,9.0547,8.7622,8.4312,7.8936,8.5077,8.1263,9.5763,9.6322
BSU30170,8.5225,8.1496,7.923,8.249,7.71,8.3957,7.7204,8.8795,8.6569
BSU30180,7.6844,7.6096,7.6709,11.27,10.8315,12.6391,12.4597,11.9987,11.6446
new_3089150_3089225_c,7.9207,7.6607,7.7987,11.3652,10.8163,12.7392,12.8029,12.2531,11.9568
BSU30190,7.534,7.2777,7.4486,10.7257,10.4536,12.353,12.2761,11.5107,11.4767
BSU30200,7.6501,7.5807,7.6427,11.5882,11.1019,12.2779,12.3426,12.1032,12.253
BSU30210,7.6517,7.4511,7.5704,11.7224,11.2892,13.4856,13.3244,12.8969,12.7878
BSU30220,7.7247,7.6079,7.5938,12.377,11.9849,14.3226,14.2265,14.1346,13.697
BSU30230,7.6933,7.637,7.585,12.2058,11.6155,14.192,14.1332,13.896,13.6457
BSU30240,7.7129,7.6992,7.7044,11.8983,11.4944,13.3963,13.4412,13.6538,13.9281
new_3095456_3095548_c,7.4761,7.5341,7.6136,12.2835,11.5649,13.9029,13.8394,14.2976,14.3739
BSU30250,7.3795,7.366,7.4483,9.3897,8.8657,8.6131,8.6093,8.8455,8.6248
BSU30260,8.5783,8.1825,7.7779,8.5992,8.4369,7.7575,7.8242,8.3074,8.3932
BSU30270,7.4655,6.999,7.1877,9.3142,8.8397,8.7592,8.5156,9.9856,9.9507
BSU30280,7.3253,7.1044,7.2012,8.86,8.5294,8.466,8.2576,9.6023,9.4008
BSU30290,7.5209,7.5623,7.4367,10.0679,9.3411,11.132,10.9627,10.8659,10.6903
BSU30300,8.5475,8.7258,8.4704,10.1389,9.6212,11.2815,11.2545,10.806,10.7005
BSU30310,13.4772,13.3712,13.069,11.7229,11.3143,12.4093,12.4913,13.5891,13.3075
BSU30320,14.0873,14.0173,13.7822,11.7477,11.2459,11.415,11.2191,10.9116,10.5884
new_3105044_3105139_c,14.3742,14.264,13.991,11.0821,10.5797,11.4841,11.084,11.0851,11.255
BSU_misc_RNA_49,14.4456,14.2752,13.9627,12.7371,11.7686,12.927,12.5095,12.9957,13.2112
new_3105438_3105878,6.9933,7.1061,7.2477,9.5458,8.9589,9.488,9.3394,9.1268,9.5324
BSU30330,8.2949,8.4624,8.008,11.7563,10.8311,11.4582,11.4635,11.384,11.574
new_3105800_3106064_c,8.6794,8.8213,8.5167,11.7328,10.9692,11.8065,11.6898,11.6867,12.141
new_3106142_3106209,11.5418,11.7878,11.2499,9.8358,9.0128,10.1256,10.2891,11.1246,11.4924
BSU30340,11.0132,11.2024,10.8013,9.4905,9.2061,9.9295,9.8687,10.5686,10.7401
new_3106996_3107052,10.1688,10.4044,10.2008,8.363,8.9921,8.6466,8.6743,9.3614,9.6226
BSU30350,10.3762,9.7099,9.5556,7.2502,7.0781,8.4111,8.2337,9.1889,8.943
new_3108426_3108524_c,11.3607,10.6534,10.5437,7.5408,7.0904,8.7655,8.6155,10.2916,9.984
BSU30360,11.452,11.8755,11.5404,8.9124,8.6461,9.5124,9.5586,9.8686,10.594
BSU30370,8.8261,9.0297,8.9452,9.6884,8.8171,8.9857,8.8991,8.9205,8.5285
BSU30380,8.9397,9.0907,9.0299,8.2661,7.8488,8.657,8.6052,8.4467,8.7366
BSU30390,10.2496,10.4512,10.1102,9.5793,9.2352,10.3561,10.3696,10.5267,10.7185
BSU30400,10.2434,10.5591,10.0461,9.3564,8.7518,10.2297,10.2104,10.4156,10.7259
BSU30410,11.5985,11.8749,11.6299,11.1071,10.7392,10.7676,10.3753,10.0664,9.6708
BSU30420,11.424,11.3502,11.0003,10.0886,9.4638,10.1214,10.0653,9.5082,9.1867
BSU30430,10.9536,10.4822,10.4252,9.3413,8.6651,9.2173,9.1617,8.7443,8.7015
BSU30440,11.4523,10.9012,10.6266,9.8882,9.2574,9.7435,9.6229,9.3396,9.1022
BSU30450,11.3742,10.7185,10.3959,9.1451,8.7407,9.4492,9.5112,9.2027,9.1305
BSU30460,11.0257,10.2288,9.7908,8.7263,8.2541,8.6237,8.9832,8.7492,9.1375
new_3119240_3119484_c,11.9014,10.8235,10.2979,9.2069,8.6035,9.0809,9.2772,9.3567,10.1271
BSU30470,8.3172,8.3727,8.4687,13.3036,12.9975,11.0246,10.7545,9.9601,9.9822
BSU30480,11.9826,11.44,11.0543,10.2739,9.7261,11.0187,11.1884,10.3983,10.6617
BSU30490,11.6538,11.0823,10.9508,10.4695,10.2551,11.2791,11.2589,10.4947,10.4137
BSU30500,12.5711,12.5408,12.2297,12.1971,11.5424,11.6313,11.7583,11.3659,11.3922
BSU30510,12.8933,12.7786,12.5348,12.2956,11.4061,11.7497,11.9691,11.7193,11.9396
new_3123442_3124021_c,12.6472,12.5136,12.2014,11.0986,10.4929,10.4383,10.3681,10.7854,11.2394
BSU30520,8.9396,9.3408,9.0688,9.6416,9.3544,10.7018,10.8002,10.2248,10.3174
new_3124023_3124157_c,10.9881,10.3924,10.1131,9.99,9.121,9.1837,9.1146,9.4226,9.7553
BSU30530,13.1331,12.7493,12.4985,11.2959,10.6617,11.573,11.2025,11.4804,10.8829
new_3125642_3125776_c,14.0106,13.5395,13.4549,12.3411,11.6855,12.2561,12.0795,12.5513,12.262
BSU30540,14.1895,13.9633,13.6125,11.0666,10.5236,11.9365,11.9091,12.0959,11.9273
new_3127676_3127799_c,14.5862,13.7432,13.6243,11.1198,10.6314,12.0356,12.0175,12.1002,12.3598
BSU30550,14.4362,13.8382,13.5747,12.396,11.9801,12.6644,12.6832,12.9429,12.8572
new_3129078_3129194_c,15.459,14.8538,14.6736,12.7852,12.0222,13.4352,13.4057,14.2163,14.3154
BSU_misc_RNA_50,15.5802,14.9928,14.7538,12.8991,12.2005,13.873,13.4886,14.3594,14.4838
BSU30560,11.5901,11.7175,11.2339,12.1146,11.4301,10.8683,10.7601,14.7133,14.2151
BSU30570,11.1851,11.0378,10.566,10.0715,9.9305,11.4284,11.1881,11.1997,11.6386
BSU30580,9.9755,9.5667,9.2639,9.2138,8.5407,9.7386,9.8786,9.1835,9.5627
new_3132220_3132310_c,9.967,9.2544,9.2992,8.3331,8.0359,8.9317,8.8863,8.3796,9.5541
BSU30595,6.9493,6.7388,7.0469,12.0244,11.7062,11.9932,12.496,11.0748,11.3606
BSU30610,7.1924,7.0336,7.2189,12.1809,11.8222,12.3864,12.7383,11.1812,11.5621
new_3133391_3134939_c,8.3123,7.8217,7.7599,8.2985,8.0926,8.3842,8.2131,7.6168,8.227
BSU30620,7.2081,7.04,7.1986,12.8357,12.2452,12.5892,12.6919,11.2514,11.3131
BSU30630,12.1675,12.2102,11.6886,13.4064,12.3338,13.0528,13.1371,11.7231,12.31
new_3135504_3135638_c,7.3788,7.1354,7.3684,13.3741,12.075,13.1037,13.1109,10.4794,10.9915
BSU30640,7.1424,7.1306,7.3653,13.9984,12.9837,14.2378,14.1042,10.9692,11.7274
new_3136119_3136205_c,7.1813,7.2858,7.363,8.5578,8.5906,11.8214,11.2038,11.0109,11.6016
BSU30650,12.2298,12.7543,12.4677,15.0001,14.5521,15.3256,14.903,14.8276,15.0596
new_3136712_3136937_c,11.7881,12.2273,11.8384,13.2797,12.7933,11.0342,10.9951,11.6799,12.0118
BSU30659,8.7937,8.9763,8.7268,11.0338,10.888,11.6629,11.3308,12.02,11.8032
BSU30660,11.8709,12.3616,11.9234,13.3733,12.8562,11.7179,11.8186,12.4554,12.3134
BSU30670,12.1116,11.9977,11.6611,13.6979,13.4863,14.7549,14.5427,14.3577,14.6233
new_3137969_3138320_c,12.7523,12.6475,12.3406,12.1103,11.5329,14.6067,14.3371,14.1188,14.396
BSU30680,9.0164,9.5824,8.8857,8.8144,8.8849,7.6278,7.4566,7.9733,8.7901
BSU30690,12.6025,12.4928,12.1778,11.6476,10.7278,14.302,14.0341,13.7821,14.3502
BSU30700,8.7714,8.6197,8.5719,12.8661,11.3618,16.1402,15.7418,16.0061,16.2439
BSU30710,7.0547,6.8775,7.1166,9.952,9.3562,9.3781,9.4359,8.9481,8.726
BSU30720,7.7872,7.6744,7.6342,10.4079,9.7951,9.7193,9.6809,9.3144,8.8565
BSU30739,7.8661,7.6831,7.8849,14.0669,14.1523,13.0766,12.8163,12.1308,11.8443
BSU30740,12.2612,13.5734,13.2432,9.6329,9.0236,9.0183,8.9856,8.2732,8.2006
BSU30750,12.9457,14.0766,13.9322,10.0582,9.4887,9.7064,9.4461,8.6062,8.6236
BSU30760,12.9243,14.03,13.782,9.7952,9.0337,9.4958,9.2785,8.5351,8.2675
BSU30770,13.0681,14.1328,13.7386,8.7106,8.2775,9.5415,9.3352,8.6489,8.5739
new_3145997_3146088_c,13.8619,14.9474,14.6496,8.1718,7.9153,9.1821,9.3272,8.8412,9.1563
new_3146090_3146171_c,7.8445,7.7212,8.2338,8.0713,7.4414,7.6762,7.5838,8.1389,7.6674
BSU30780,10.8991,11.1767,10.9152,10.4897,9.9869,11.7477,11.3532,11.4519,11.4383
BSU30790,11.161,11.397,11.2699,10.8164,10.1923,11.9622,11.6342,11.7227,12.0002
BSU30800,13.9666,14.1968,13.9863,12.4057,11.7058,12.621,12.3727,12.3595,12.2501
BSU30810,12.1366,12.8498,12.7179,11.0401,10.4739,11.7561,11.3692,11.3941,11.7283
BSU30820,12.2559,12.8051,12.5221,10.7152,10.0925,11.22,10.9241,11.1242,10.9509
BSU30830,13.2866,13.3353,13.0668,10.918,10.3864,11.8395,11.5093,12.4322,12.3762
new_3153718_3153830_c,14.0171,13.9575,13.8586,11.391,10.2564,12.5901,12.116,13.8982,13.6467
new_3153832_3153982_c,7.2942,7.1189,7.334,9.6742,9.4486,9.1369,8.9719,8.3301,8.4347
BSU30840,6.8139,6.7689,7.0358,11.5418,11.5279,9.1554,9.3829,8.6448,8.3262
new_3154077_3154734_c,7.2034,7.0435,7.2365,10.3504,9.7132,9.5258,9.7072,8.5118,8.7351
BSU30850,7.2694,7.2134,7.342,11.729,11.3041,10.7906,11.0643,9.6027,9.7516
BSU30860,6.8765,6.7504,7.019,13.8446,13.2073,12.2161,12.3196,10.7001,10.6565
BSU30870,6.8882,6.7798,7.0297,13.4199,12.8886,12.1961,12.2967,10.49,10.3064
BSU30880,6.9145,6.7744,7.0091,13.21,12.653,12.1221,12.1636,10.3644,10.2059
new_3159185_3159752,6.8493,6.7889,6.9607,10.7955,10.4367,8.1871,7.9984,7.4062,8.0275
BSU30890,7.7513,7.7045,7.7473,14.8829,14.1724,13.3263,13.4601,10.9454,11.1152
BSU30900,7.4788,7.3683,7.4774,14.4054,13.7728,13.258,13.2713,10.6444,10.7273
BSU30910,7.3716,7.2138,7.3803,14.0969,13.4288,12.9446,12.9346,10.566,10.8418
BSU30920,6.997,6.8806,7.122,14.5646,13.9156,12.9497,13.0802,10.5618,10.9611
BSU30930,7.4732,7.3765,7.4184,11.4774,10.759,10.6313,10.5292,10.8991,11.8212
BSU30940,7.8593,7.7778,7.7687,12.679,12.1672,12.398,12.2299,10.9638,10.8923
BSU30950,7.8008,7.6331,7.624,13.0465,12.3863,13.5531,13.3847,12.0024,11.7387
BSU30960,7.5117,7.4866,7.5485,13.1266,12.4538,13.6954,13.629,12.1351,12.0832
BSU30970,7.5733,7.4781,7.5043,13.2252,12.4975,13.8373,13.7979,12.5058,12.5178
BSU30980,7.4942,7.5497,7.6087,13.0213,12.4461,13.6641,13.5987,12.5142,12.7165
new_3170472_3171891,6.8553,6.7963,7.0831,9.1354,9.3165,7.5786,7.8549,7.3613,8.2494
BSU_tRNA_62,15.6949,15.6845,15.2241,14.4736,13.3515,13.5568,13.2263,13.9617,14.1734
new_3178641_3178932_c,16.4618,16.4237,15.9918,12.6403,12.3625,12.1915,12.2119,13.0261,13.8407
new_3178934_3179900_c,7.3914,7.2818,7.4008,9.1829,8.7289,9.4452,9.3161,8.5667,8.7304
BSU_misc_RNA_51,13.0755,12.6819,12.3131,12.7831,12.2516,14.9591,14.3799,14.6966,14.5953
BSU30990,9.8904,9.8672,9.5656,7.598,7.2875,7.8903,8.0748,7.6391,8.2355
BSU31000,9.5294,10.0825,10.0468,13.2155,12.5041,14.1708,13.6884,13.5703,13.1568
BSU31010,9.4645,10.0373,9.7324,13.1491,12.3817,14.4045,14.0512,13.6942,13.176
BSU31020,9.1462,9.5764,9.3874,12.5144,11.6123,13.7473,13.4741,13.4201,12.7569
new_3182591_3182678_c,7.3475,7.0906,7.3734,10.0244,9.0164,11.0229,11.2622,10.045,10.8699
BSU31030,11.8686,11.804,11.5724,13.2493,12.8386,13.277,13.2081,13.1308,13.6195
BSU31040,10.2906,10.4487,10.2487,9.5855,9.2261,9.8227,9.8912,9.8828,9.616
new_3183217_3183608,7.5124,8.0041,7.6623,8.8688,8.4182,9.0842,9.2909,9.539,10.4817
BSU31050,8.6803,8.5926,8.5114,8.5753,8.2158,8.508,8.4702,8.1941,8.2576
BSU31060,8.2629,8.2465,8.2856,8.5241,7.9502,8.3304,8.2728,7.7065,7.7767
BSU31070,11.0169,10.6309,10.0739,8.9519,8.4344,9.3856,9.4926,9.3075,9.3183
new_3187402_3187502,11.0985,11.5989,11.5432,15.533,14.6511,12.8632,13.1298,12.9674,12.156
BSU31080,10.1531,10.9525,10.6685,14.7593,14.483,12.2785,12.4571,11.9083,11.3478
BSU_misc_RNA_52,12.0154,11.7543,11.7718,12.1064,12.1715,12.8118,12.4799,13.0577,12.7708
BSU31090,9.7574,9.1401,8.9033,8.7211,8.2004,8.0073,8.212,8.041,8.197
BSU31100,9.7291,9.2289,9.0939,8.5094,8.1455,7.999,8.1921,7.8352,8.0742
BSU31110,14.1343,14.1897,13.877,13.6772,13.1174,12.7634,12.5946,12.2851,12.2727
BSU31120,12.3737,11.9763,11.5068,8.1366,7.715,9.2321,9.2284,10.0324,10.4239
BSU31130,9.8712,10.5562,10.2269,7.8872,7.8183,8.0711,7.987,7.7503,7.7565
new_3193379_3193546_c,10.7976,11.8375,11.7819,7.7242,7.3668,7.9986,8.0254,7.9921,8.3169
new_3193548_3194425_c,9.7088,9.2494,9.0824,8.7537,8.9884,7.7081,7.6143,7.7341,8.3932
BSU31140,7.1429,7.3308,7.4789,12.421,12.3125,10.5353,10.6374,9.0722,9.457
new_3194349_3194635,7.055,6.9541,7.5308,11.4019,10.9815,8.9261,8.606,7.6929,8.5456
BSU31150,12.1014,12.0962,11.7125,10.3687,9.7909,11.1808,11.1231,11.1563,11.0045
new_3195466_3195557_c,12.5054,12.4162,12.2614,10.3022,9.7662,11.1927,10.9959,11.198,11.4619
BSU31160,12.5066,12.5472,12.0548,10.6968,10.1413,10.7324,10.5726,11.2859,11.8308
BSU31170,11.8774,12.05,11.5933,10.4271,9.8996,10.3465,10.4778,10.0582,10.4368
BSU31180,7.9936,7.7402,7.5841,8.8163,8.4871,8.4702,7.7354,9.6034,9.1085
BSU31190,8.5134,7.8439,7.5933,9.3346,9.1453,9.0295,8.5305,10.3615,9.9625
BSU31200,9.5611,9.5062,9.1949,9.2036,8.8487,9.2471,9.1224,10.2233,10.1102
BSU31210,10.5214,10.0669,9.6563,9.2715,8.8907,9.2943,9.15,9.9801,10.0789
BSU31220,10.4768,9.7783,9.2535,8.6158,8.216,8.139,7.8846,8.747,8.6347
BSU31230,9.922,10.0804,9.7838,7.4299,7.1772,7.6116,7.5456,7.7396,7.8027
BSU31240,12.4475,13.1258,13.1041,8.8231,8.2836,9.2869,8.8358,8.5618,8.3854
new_3208192_3208279_c,7.7998,8.3976,8.5693,9.0242,8.3307,8.8038,8.7681,8.3409,8.2165
BSU31250,7.6564,8.0603,8.0516,7.7979,7.4532,8.0633,7.985,7.7448,7.8453
BSU31260,11.5085,12.1613,11.9253,8.1824,7.7176,8.2163,8.0552,8.1178,8.1714
BSU31270,8.3089,8.1835,8.1522,13.2547,12.8636,12.0866,12.0272,10.2578,10.3977
new_3213329_3216149,6.9541,6.845,7.1241,9.3117,8.9229,8.3814,8.6693,7.3308,8.046
BSU31279,8.2219,8.6504,8.5907,10.4938,9.8765,10.4256,10.3095,10.2038,11.0826
new_3213597_3213853_c,8.2732,8.5919,8.4459,10.4114,9.9505,10.501,10.4284,10.3859,11.3324
BSU31280,8.4933,8.96,8.6728,10.8385,10.2136,10.7139,10.6077,10.5794,11.5734
BSU31290,8.4713,8.2646,7.9899,11.6768,10.9949,12.3586,12.3912,11.2237,11.2258
BSU31300,7.9777,7.7321,7.9426,8.7348,8.2896,8.6667,8.6105,8.9962,9.1363
new_3217011_3217663,7.0843,6.9659,7.2347,8.3195,7.9476,9.7412,9.433,9.5479,10.7061
BSU31310,11.0372,11.0708,10.6982,11.2088,10.5496,10.5678,10.4989,10.6841,10.7406
new_3217848_3218524,7.3887,7.3719,7.3686,7.9075,7.4795,9.7346,9.6144,9.1532,10.2796
BSU31319,7.0344,6.8866,7.0605,10.6872,10.1018,10.1881,10.1676,10.1408,10.477
BSU31321,7.4859,7.3454,7.5149,9.4117,8.8159,10.1152,9.8256,9.5017,10.122
BSU31322,7.4365,7.3415,7.4343,9.3765,8.8187,10.1064,9.8492,9.179,9.4372
BSU31330,9.5278,9.6426,9.4463,10.4657,9.9654,9.9644,9.759,10.6915,10.1614
new_3220242_3220300_c,10.4369,10.6825,10.3883,11.4906,10.8085,11.1422,10.8135,11.6393,11.2586
BSU31340,10.5317,11.1666,10.5385,11.5169,10.8662,11.1684,10.909,11.5722,11.311
BSU31350,14.8229,15.0157,14.7669,12.557,12.1742,13.013,12.9302,12.6184,12.5482
new_3222123_3222194_c,9.4872,8.9932,9.1061,9.4612,9.045,9.933,9.5006,8.3668,9.1724
BSU31360,11.0703,10.8742,10.4742,10.2357,9.9202,10.5434,10.3381,9.5238,9.4382
new_3222530_3223451,7.9593,7.8832,7.8011,10.5338,9.9166,9.72,9.9344,8.3379,8.6474
BSU31370,13.3932,13.2126,13.0455,12.4959,11.9745,12.1057,12.0471,11.4199,11.5429
new_3224669_3224824_c,10.1164,9.7872,9.4718,11.3522,10.5456,10.8864,10.9475,10.3458,10.7784
new_3224752_3224810,7.1469,6.9176,7.4468,7.7938,7.5034,10.3457,10.1148,9.4296,10.5112
new_3224826_3225137_c,10.3442,9.9162,9.6534,9.6662,9.2001,10.939,10.988,10.6506,11.311
BSU31380,7.1644,7.1392,7.4096,13.3729,13.0503,11.4706,11.7832,11.3302,10.9714
BSU31390,15.8001,15.318,15.211,13.6546,13.1553,14.4556,14.1717,14.2143,14.2107
new_3225621_3225771_c,12.8145,12.5337,12.4059,10.6517,10.4019,11.0087,10.7849,11.2113,11.1507
new_3225687_3226671,7.3203,7.3463,7.5832,8.2976,7.8346,8.7418,8.9215,8.8958,9.5217
BSU31400,12.99,12.8993,12.5671,11.4049,10.8734,11.2151,11.3976,11.391,11.432
BSU31410,13.5514,13.5674,13.2352,11.5463,10.7888,11.7499,11.9609,12.0651,12.2932
new_3227502_3227580,7.3398,7.6323,7.7807,9.3448,8.7046,8.8541,8.7147,8.5261,8.8185
BSU31420,7.3641,7.2108,7.4025,9.5719,9.0958,8.6532,8.6527,8.2437,8.1825
BSU31430,11.1055,10.681,10.2118,8.9814,8.241,10.3401,10.1312,10.2457,10.4666
new_3228712_3228777,12.3068,12.3695,12.111,9.0483,8.5926,8.6557,8.4222,8.4486,8.7663
BSU31440,12.0815,12.0629,11.6232,9.3326,8.7143,8.6435,8.7429,8.3722,8.5543
BSU31450,8.1737,8.5991,8.3544,10.1072,9.7676,8.6159,8.8185,8.4163,9.0333
new_3231069_3231811_c,7.3161,7.5531,7.672,12.505,11.5139,11.7045,11.4914,9.3706,9.6578
BSU31460,11.8003,11.8058,11.4229,10.1825,10.1224,9.2104,9.0106,9.0844,9.4188
BSU31470,7.9493,8.4983,8.3334,13.2342,12.2342,12.7459,12.3502,10.1905,10.5741
new_3232483_3234571_c,7.6055,7.2702,7.4887,13.1314,12.1897,12.7282,12.4651,9.6035,10.0496
BSU31480,8.1714,8.4159,8.2634,8.3355,8.1428,9.0591,8.8704,10.1584,9.9576
BSU31490,12.7502,12.739,12.3334,9.9252,9.7253,11.0843,11.2465,11.9162,12.1323
BSU31500,12.5066,12.4229,12.2392,10.8522,10.4571,11.351,11.2286,11.899,11.746
BSU31510,12.6289,12.3455,12.0688,9.7692,9.2873,9.9315,10.0353,10.3674,10.7901
new_3236475_3237156,8.7492,8.8988,8.5896,7.738,7.4843,8.1659,8.1317,8.5339,8.8431
BSU31520,11.0851,10.8722,10.5289,8.8749,8.368,9.3723,9.443,9.84,10.3123
BSU31530,11.8032,11.6539,11.5017,10.1746,9.8502,11.0989,10.7577,11.1876,11.2874
new_3239640_3239929,6.9863,7.5627,7.3527,14.3309,13.8286,12.4437,12.3193,13.2014,13.1428
BSU31540,6.9764,6.992,7.1487,13.566,13.1251,11.6852,11.6677,12.1415,12.1007
BSU31550,7.0099,6.9138,7.1353,12.4024,11.9821,10.1585,9.9499,10.4041,10.1665
BSU31560,7.1089,6.9688,7.1523,12.2492,11.7042,9.8962,9.564,10.1987,9.8479
BSU31570,7.1795,7.0673,7.2021,12.3361,12.0446,10.113,9.6791,10.3067,9.884
new_3244617_3244738,7.0816,7.0073,7.1776,11.5643,11.2325,9.709,9.2702,9.615,9.6698
BSU31580,11.682,10.2758,9.7571,10.0335,9.4853,8.8823,8.8109,9.7645,9.5299
BSU31590,7.3363,7.2261,7.3204,9.2471,8.5738,9.1275,8.9287,8.621,8.4542
new_3246432_3246527,11.8943,11.3043,11.5389,8.8638,8.2557,8.192,8.0218,8.8073,8.4057
new_3246529_3246678,12.9984,12.8583,12.6461,8.9761,8.3219,9.0423,8.6226,9.2657,9.235
BSU31600,12.2072,12.0076,11.754,9.15,8.7094,9.4219,9.2938,9.3096,9.1026
BSU31610,11.7067,11.6116,11.3965,8.9835,8.3533,8.9533,8.6538,8.6548,8.4954
BSU31620,12.362,12.2325,11.8799,9.4313,8.79,9.6292,9.1999,8.9649,8.9394
BSU31630,12.3773,12.1253,11.8715,9.3597,8.567,9.417,9.2761,8.9857,8.7102
new_3250494_3252362_c,8.5473,8.8945,8.835,9.0213,8.5768,9.2235,9.2411,9.3485,10.1418
BSU31640,12.1847,12.0428,11.7759,9.4169,8.8709,9.3057,9.0449,8.8023,8.5926
BSU31650,12.1393,11.9573,11.6937,9.4764,8.9035,9.2875,9.0598,8.828,8.7123
BSU31660,11.5359,11.4174,10.9874,8.9818,8.747,8.8652,8.5629,8.4826,8.4384
BSU31670,12.2555,12.534,12.1982,11.5658,11.1508,11.7529,11.8887,11.5985,12.0873
BSU31680,12.6428,12.7101,12.3361,11.1138,10.5222,9.7955,10.096,10.6969,11.5385
new_3253449_3253528_c,11.4061,11.823,11.5266,10.8167,10.4865,10.1644,10.4844,10.829,11.9176
BSU31690,13.7307,13.9156,13.7858,12.7532,11.9815,13.3494,13.0542,13.6903,13.9663
new_3255432_3256404,8.6632,9.5228,9.4242,10.386,10.2697,8.1945,8.2561,8.591,9.5747
BSU31700,13.8867,14.3515,14.278,13.3955,12.789,13.6574,13.5031,14.3411,14.5193
BSU31710,13.4455,14.1326,13.6749,13.2037,12.6309,12.9695,12.8664,14.0133,14.3543
new_3256908_3257021_c,13.3738,13.3102,13.3172,12.7707,12.174,12.5728,12.4871,13.4481,13.9805
BSU31720,9.1386,9.1865,9.3873,11.4616,11.329,11.2668,11.1986,10.7712,11.2727
new_3257233_3257319_c,9.7416,9.769,9.8834,11.7882,11.6439,11.6195,11.7454,11.4557,11.8798
new_3257607_3258036_c,11.2224,11.6023,11.5534,9.0973,8.7709,8.1539,7.8466,8.0589,8.2682
BSU31730,6.9354,6.8038,7.1342,12.5469,11.6898,13.4231,13.1156,12.6035,12.7351
BSU31740,12.0109,12.4008,12.2677,9.9047,9.2792,8.831,8.6304,8.8172,8.9964
new_3258062_3259375,7.1385,7.2443,7.4457,10.6829,9.6719,10.9662,11.0361,10.32,11.4088
BSU31750,13.7127,13.5479,13.5914,12.5465,12.0917,12.8521,12.3956,12.2233,12.269
BSU31760,13.9858,13.9902,13.9078,12.9281,12.0167,12.7693,12.5034,12.6842,12.7958
BSU31770,12.2258,12.2121,11.918,9.9416,9.1199,10.599,10.5007,11.1077,11.3897
new_3261938_3262008_c,12.4098,12.3393,11.9434,9.7955,9.3167,10.6438,10.57,11.1868,11.4155
BSU31780,12.3166,12.0104,11.8159,9.2511,9.1215,10.1188,10.129,10.5939,11.2572
BSU31790,11.2733,11.2018,10.8515,12.7796,12.1169,11.372,11.6896,10.88,11.0704
BSU31800,12.5695,12.394,11.8948,10.2651,9.5312,10.7914,10.8,11.4444,11.7157
