LBexp_1,LBexp_2,LBexp_3,BT_1,BT_2,B36_1,B36_2,B60_1,B60_2
BSU13590,9.1754,10.6738,10.2578,11.1161,10.3505,13.5866,13.7418,12.9817,13.2951
BSU13600,9.6269,10.7326,10.584,12.747,11.9492,14.3201,14.2846,13.7701,13.4344
BSU13610,9.4723,10.3254,10.2447,13.1962,12.5933,14.487,14.2194,13.7367,13.4712
BSU13620,9.0904,9.905,10.0996,12.616,12.5596,14.3224,13.7563,13.4234,13.1633
new_1429967_1430160_c,8.8577,9.2676,9.0079,9.3794,8.6081,9.8162,9.6898,9.9724,11.439
BSU13630,10.4083,11.3066,11.096,11.7069,11.2349,11.8872,11.4779,12.802,12.7521
new_1430482_1430571_c,10.8514,11.6876,11.5387,11.3508,11.2248,12.4256,11.9482,12.8418,13.3224
new_1430539_1430623,7.1829,7.7836,7.7956,10.6287,10.0549,11.535,10.4952,12.0399,13.3543
new_1430625_1430683,9.8263,10.6263,9.8108,10.5475,10.8673,13.149,13.4111,12.5145,13.8115
BSU13640,10.6089,10.5843,10.0526,11.3039,11.1108,14.0244,13.6621,13.7866,14.1964
BSU13650,9.1396,8.7565,8.5556,9.3067,8.7561,11.5308,11.2735,11.8157,12.4877
BSU13660,11.3022,11.6244,11.1901,9.8365,9.3029,10.982,10.8046,11.7131,12.0557
BSU13670,12.7939,12.1882,11.7406,10.5398,10.1314,11.6061,11.6409,12.1803,12.4216
BSU13680,12.1235,13.1115,12.9084,8.3678,7.9864,8.6943,8.2799,8.3774,8.3997
BSU13690,12.3781,13.3327,13.2331,7.3858,6.9553,8.3772,8.0801,7.9084,8.0135
new_1435383_1435605_c,7.2188,6.8471,7.1225,7.0471,6.8967,7.3473,7.1291,7.692,7.9386
BSU13700,11.7555,9.261,9.2608,9.7986,9.2473,10.5198,9.9562,10.4154,9.9947
new_1437728_1437978_c,12.8417,10.885,10.6792,10.8939,9.6548,11.3503,10.6631,11.4838,11.2116
BSU13710,7.4799,7.2086,7.3965,10.4611,9.3811,9.8586,9.7804,9.6554,9.3371
new_1439136_1439227,7.685,7.434,7.5942,11.2,10.1972,10.3149,10.0043,10.2372,9.5204
new_1439340_1439447,12.1119,11.073,10.5106,8.7644,8.0127,10.4003,10.0706,9.7584,10.2155
BSU13720,11.8154,10.8045,10.4936,8.758,8.1964,10.6086,10.4262,9.7031,9.9749
BSU13730,11.9311,11.3669,10.9763,9.7997,8.895,11.3191,10.9365,10.465,10.4974
BSU13740,11.9825,11.1822,11.061,9.6292,8.9411,11.1627,10.8209,10.2321,10.2607
BSU13750,12.7508,12.1764,11.9275,10.6476,9.9331,11.8153,11.4514,11.0023,11.0404
new_1441789_1442065,12.6364,12.037,12.0339,10.6476,9.7883,11.7832,11.178,10.8092,10.8901
new_1442102_1442346_c,9.551,9.5712,9.3401,9.0174,8.7154,9.483,9.3806,10.3905,11.0152
BSU13760,9.4426,9.4437,9.1238,8.1733,7.9836,9.069,9.0425,9.9808,10.673
BSU13770,8.1442,8.2001,8.0984,9.754,8.7921,9.3198,8.9633,8.5249,8.61
BSU13780,7.7289,7.5886,7.6505,13.8133,12.6449,13.0871,12.7374,10.5199,10.8588
BSU13789,9.3222,9.3922,9.2476,14.025,12.7685,13.3593,13.144,10.7327,11.1101
new_1445542_1445637,9.3536,9.2244,9.2636,13.9349,13.0156,13.2752,13.0875,10.4742,11.047
BSU13790,9.2535,9.1973,9.0401,13.579,12.2644,12.9572,12.553,10.278,10.7403
new_1446289_1447115_c,7.5133,7.7848,7.6385,7.858,7.6578,7.0352,7.2869,7.3327,7.7689
BSU13799,8.8434,8.8226,8.6119,12.1205,11.0164,11.4678,11.3578,9.2791,9.5479
new_1446841_1447052,10.2162,9.7663,9.4947,10.7329,9.8223,10.592,10.2207,9.4487,9.9836
BSU13800,8.3826,8.2733,8.0672,8.1977,7.8063,9.2132,8.9963,8.1822,8.7598
new_1447578_1447661_c,12.0356,12.5975,12.06,10.5891,10.2619,8.9254,9.2691,9.5408,10.9836
BSU13810,11.9948,12.6867,12.1383,10.9805,10.1929,9.1003,9.3177,9.5645,11.0934
new_1447893_1448237_c,6.8674,6.7878,7.098,11.2146,10.5445,10.8434,10.7209,10.3349,11.2343
BSU13819,10.9132,10.5866,10.3465,9.2687,8.8127,9.0193,8.8875,9.2,9.1935
BSU13820,8.62,7.9278,7.6865,7.5499,7.1424,7.4146,7.4784,7.4268,7.8841
BSU13830,7.2497,6.9955,7.1972,10.9829,10.075,10.0986,10.1291,9.8256,9.426
BSU13840,8.9118,8.7191,8.4591,11.6788,11.3008,10.895,10.819,10.3397,9.7505
new_1451263_1451370,8.4558,9.2752,9.6251,9.1632,8.3987,8.7977,9.0755,8.2124,9.0215
BSU13850,8.5342,8.9194,8.8549,9.1942,8.5454,8.8517,8.7827,8.2019,7.9875
BSU13860,12.7281,12.7573,12.4694,10.8758,10.6643,11.064,10.8,10.9554,11.0725
new_1454795_1455013_c,7.3935,7.4154,7.5856,8.0858,8.0206,10.9336,10.9021,12.1425,12.1434
new_1454806_1455063,11.7257,11.3981,11.1766,10.3011,9.7007,10.3908,10.1655,10.473,10.2494
BSU13870,11.5844,11.1073,10.9151,10.2205,9.6141,10.387,10.0873,10.5788,10.3727
BSU13880,12.5428,12.1932,11.9245,10.7612,10.5284,11.5038,11.418,11.1772,11.3286
new_1457005_1457156,14.9285,16.1504,16.3595,9.8841,9.1204,12.0003,11.7448,12.8204,12.7467
BSU13890,14.603,15.3628,15.1572,10.7478,10.2156,11.7504,11.356,12.4276,12.2327
BSU13900,16.4485,16.4707,16.4536,14.5972,13.9349,14.7156,14.3157,14.7809,14.6533
BSU13910,15.6683,16.1172,15.8676,13.329,12.8374,13.3026,13.1478,13.299,13.132
BSU13920,9.9128,10.219,10.0195,11.4066,10.8591,11.3878,11.2674,10.874,10.9525
new_1461473_1462812_c,7.0027,7.1877,7.3075,9.5526,9.4066,8.5638,8.9669,8.4499,9.558
BSU13930,9.7762,10.0582,9.8312,11.6261,11.3068,11.3141,11.2555,10.9295,10.8111
BSU13940,7.2393,7.7464,7.4765,11.2938,10.8572,11.718,11.841,11.061,11.7535
BSU13950,11.0799,11.9148,11.8585,8.3095,7.9665,8.4799,8.4584,8.5608,8.8121
BSU13960,13.7796,13.9904,13.8748,14.0375,13.2875,14.1628,13.8116,14.1385,14.0568
BSU13970,9.5424,9.5527,9.3568,9.0039,8.6499,10.8628,10.7347,9.5954,9.8101
new_1467701_1467804,13.058,12.7524,12.488,11.6014,10.6557,12.961,12.5418,13.6235,13.7635
BSU13980,12.0077,12.0083,11.7021,11.2096,10.7075,12.6815,12.354,12.8655,12.8588
BSU13990,9.4582,10.0977,9.8197,11.248,10.9031,10.8193,10.974,10.565,10.8514
BSU14000,12.9631,13.1651,12.7146,13.1818,12.3648,12.9092,12.961,13.1354,13.2393
new_1473128_1473196_c,12.7509,12.9863,12.7421,12.1396,11.3086,11.5596,11.3861,13.7011,13.6063
BSU14009,12.9511,11.7141,11.2103,11.2384,10.7019,11.4929,11.2219,11.5661,12.1349
BSU14010,11.4913,12.0311,11.7765,9.5387,9.024,10.0178,9.8817,9.3897,9.7576
BSU14020,11.4002,11.2818,10.8015,10.1088,9.7988,11.2483,11.3792,11.5209,12.2728
BSU14030,11.5982,11.2777,11.0521,10.6922,10.0515,10.6455,10.5643,10.8553,10.8689
BSU14040,9.4223,9.0075,8.6717,11.0661,10.703,9.8236,10.0128,9.1231,9.6005
BSU14050,9.5938,9.0247,8.6812,7.7309,7.5508,7.8069,8.007,8.0578,8.6305
BSU14060,9.0779,9.0926,8.968,11.5953,11.229,11.8953,10.7459,13.6588,13.3589
new_1478837_1478985,9.2307,8.9602,9.0578,11.779,11.885,11.9639,10.8665,13.653,13.5405
new_1478987_1479136,12.9145,12.8227,12.3353,11.8171,11.935,11.9508,10.8892,13.7283,13.5896
BSU14071,12.1112,12.0823,11.85,11.6656,11.5352,11.8885,10.7564,13.752,13.4812
BSU14072,11.8151,11.8772,11.58,11.5172,11.5622,11.5716,10.5493,13.4692,13.3177
BSU14080,11.144,11.4846,11.0772,9.0055,8.7975,9.01,8.9245,10.3193,11.1864
new_1482096_1482247,11.2766,11.5694,11.2189,9.1222,9.0369,9.0178,8.9526,10.2065,10.9822
BSU14090,11.2461,11.5053,11.3015,10.4325,9.8882,9.8206,10.1253,10.2137,10.8281
new_1483539_1483640,15.287,15.8647,15.3285,14.789,15.8081,16.4049,16.4021,16.4171,16.4395
new_1483671_1483955,12.137,12.385,12.0263,12.4611,12.0595,13.8778,13.6489,13.8182,14.1471
new_1483957_1484044,12.4364,12.6778,12.2161,12.6039,12.0619,13.8607,13.7154,13.8636,14.2055
BSU14100,15.1952,15.0151,14.6373,13.2796,12.5696,13.9937,13.7948,14.1806,14.545
new_1484357_1484465,14.864,14.7133,14.4108,12.7612,12.1943,13.8733,13.5925,13.7112,14.0044
BSU14110,14.7773,14.5251,14.0456,12.167,11.7357,13.5734,13.2983,13.5071,13.7184
BSU14120,14.4054,14.2357,13.7905,14.2834,13.6946,15.3146,15.0764,15.8633,15.9776
new_1485356_1485452,11.7428,11.7252,11.1939,10.5768,10.0433,12.0137,11.7808,12.5362,13.5719
BSU14130,11.7386,11.8327,11.4213,11.0244,10.4119,11.8246,11.6145,12.3574,13.1729
new_1485897_1486004,12.1236,11.9294,11.673,11.254,10.6214,11.0051,10.718,12.2284,12.3617
BSU14140,11.9245,11.6902,11.1465,10.7218,10.2884,10.3996,10.2167,11.2573,11.0601
BSU14150,13.869,14.8348,14.7119,10.2523,9.4524,15.0109,15.0589,14.4837,15.0464
BSU14160,13.7672,14.9678,14.7445,11.1715,10.3774,15.5838,15.4281,14.792,15.3528
BSU14170,13.864,14.8026,14.728,11.3986,10.5589,15.7158,15.6907,15.2173,15.2796
BSU14180,14.5739,14.5457,14.2125,12.7174,12.1365,13.4529,13.4027,12.5789,12.6794
BSU14190,12.396,12.2844,12.1547,11.8861,11.1551,12.4224,12.1817,11.2035,11.2195
BSU14200,12.9609,12.9732,12.8157,15.0087,14.3325,14.4876,14.3486,13.7708,13.2104
new_1491217_1492167,8.7769,8.43,8.3921,10.7928,10.2621,10.6175,10.4567,9.9076,9.5842
BSU14210,9.7499,9.4406,9.2286,8.0867,7.8723,8.6187,8.8819,9.5298,10.2275
new_1492169_1492260,10.4647,10.504,9.9279,12.1342,11.3999,11.7424,11.3965,11.6938,11.4701
BSU14220,10.0852,10.0063,9.7953,12.0452,11.4406,11.6401,11.5409,11.4895,11.3974
BSU14230,9.6401,9.4905,9.2602,11.2481,10.966,11.0313,10.9192,10.965,10.8672
BSU14240,13.6164,13.4916,13.1054,11.9988,11.5406,11.686,11.7187,12.6558,12.7571
BSU14250,7.1198,7.0201,7.2222,13.0946,12.4017,13.1844,13.2376,12.8759,13.0835
new_1494737_1495461,10.6067,10.2061,9.9487,8.2817,8.2049,7.4769,7.3101,7.8388,8.3748
BSU14260,11.5085,11.1074,10.903,8.9906,8.5752,9.4687,9.2792,9.6912,9.8587
BSU14270,11.963,11.6154,11.3335,9.6451,9.0125,9.8394,9.7815,10.0875,10.3554
BSU14280,12.1172,11.8479,11.5246,9.9861,9.5842,10.5122,10.3647,10.3312,10.1335
BSU14290,12.2769,11.9995,11.7884,10.643,10.0021,10.9036,10.5,10.5557,10.332
BSU14300,12.2508,12.1011,11.8406,10.515,10.0661,10.8426,10.6491,10.6818,10.359
BSU14310,11.687,11.4728,11.3101,9.7502,9.6389,9.9313,9.7583,9.9007,9.5159
new_1499752_1499838,7.2778,7.5362,7.4706,8.2345,8.069,7.4846,7.4388,7.8623,9.0678
BSU14320,7.119,7.2113,7.3435,10.8594,10.2169,11.1498,11.4347,10.4602,10.4113
BSU14330,7.2726,7.148,7.3834,11.2461,10.7029,11.5415,11.6544,10.6292,10.4445
BSU14340,12.4131,12.5282,12.2835,12.7079,12.0731,13.6972,13.4802,12.8582,12.8562
BSU14350,12.668,12.7117,12.5041,11.8263,11.0881,10.9959,11.1582,11.0654,11.6877
BSU14360,12.9598,13.1324,12.9372,12.4768,11.3953,12.2295,12.4705,11.857,12.1285
BSU14370,11.9864,12.1777,12.0059,12.1443,11.4168,12.4505,12.2932,11.5796,11.544
new_1507447_1507538,9.9493,10.0332,10.4037,10.073,9.142,9.848,9.6978,9.6,9.6853
BSU14380,9.0103,9.1296,9.2632,11.6736,11.0161,10.0626,9.5965,11.2092,10.7523
BSU14390,9.5067,9.3643,9.3891,11.112,10.4204,10.6851,10.2235,11.0664,10.7586
BSU14400,9.5017,9.1497,8.9302,10.4259,9.9176,10.2656,9.7742,10.5397,10.1411
BSU14410,11.6814,11.7615,11.3088,10.6188,10.1753,9.9319,9.9584,10.8798,11.1394
BSU14420,12.3473,12.6295,12.3253,12.4406,12.0434,11.8317,11.7049,12.3282,12.6801
new_1512193_1512258_c,12.1981,12.1455,12.1819,12.2368,11.526,11.576,11.6168,12.1878,12.271
BSU14430,14.0376,13.8359,13.7614,12.0729,11.5831,13.323,13.3106,13.5913,13.7345
BSU14440,11.2325,11.6096,11.4723,10.8784,10.5733,12.4779,12.4354,11.7265,11.7393
BSU14450,11.9558,12.0079,11.6791,10.5047,10.1128,10.4465,10.6412,9.8054,10.2507
BSU14460,10.0852,10.0108,9.6681,10.8313,10.2535,11.4161,11.142,10.3056,10.7438
new_1516508_1516573_c,10.331,10.0459,9.6821,8.7256,8.4246,9.2445,9.1501,9.5347,9.4018
BSU14470,10.3188,10.0115,9.6296,8.3368,7.8876,8.7048,9.0159,9.303,9.4237
new_1517792_1517864,14.8223,14.9306,14.5706,12.2307,12.135,12.834,11.6988,12.9471,12.9684
BSU14480,14.8847,14.9425,14.7857,12.4464,12.2659,12.9329,12.7049,13.1997,13.1222
new_1518175_1519804_c,7.5654,7.88,7.8936,9.6088,9.1842,9.3575,9.5932,8.9562,9.4468
new_1518186_1518290,11.8632,11.6354,11.5647,8.2663,7.8624,7.6598,7.8707,7.9773,8.7007
BSU14490,12.5011,12.6895,12.5659,11.034,10.2424,10.5876,10.3175,11.0571,11.0661
BSU14500,12.3222,12.5366,12.4183,10.0422,9.4706,9.9807,10.0049,9.7023,10.3004
BSU14510,12.7319,13.0065,12.6411,11.1311,10.8369,11.8595,11.707,11.7958,12.0317
BSU14520,11.9567,11.8684,11.3971,9.5697,9.1251,10.0738,10.3695,9.6625,10.1378
new_1522479_1523083_c,7.3219,7.1622,7.3684,7.7381,7.3356,7.6658,8.0506,8.1549,9.1165
BSU14530,14.5927,14.6307,14.3321,12.6677,12.0963,13.8392,13.7903,13.6147,13.8706
BSU14540,15.1668,15.03,14.6366,12.8621,11.9509,13.7089,13.6255,13.8991,14.5297
new_1525061_1525238_c,8.8761,8.8533,8.8346,11.388,10.5694,10.1846,10.2997,10.0289,10.3295
BSU14550,12.5176,12.6868,12.4896,10.5933,9.8549,10.3637,10.413,10.5397,10.8115
BSU14560,12.4629,12.403,12.1105,10.7595,10.0946,10.9689,11.2297,10.6198,11.2349
BSU14569,7.5955,7.2375,7.461,16.0442,15.9176,15.8721,15.3992,13.9174,14.1883
new_1527018_1527086_c,7.4876,7.3869,7.549,15.9365,16.1063,16.0622,15.5308,14.1932,14.3778
BSU14570,11.4121,11.187,10.8697,9.1859,8.7676,10.6659,10.5823,10.8751,11.1401
new_1528100_1528325,16.4081,16.3965,16.3859,12.774,12.4408,10.0439,10.2937,12.247,12.3611
BSU14580,16.3993,16.135,16.0733,13.3199,12.8033,12.0603,11.9816,12.6876,12.5375
BSU14590,16.4575,16.3422,16.0809,13.6679,13.2027,12.0835,12.0876,12.8812,12.3515
new_1530423_1530536,16.4731,16.4068,16.4399,13.8902,13.403,12.4858,12.2204,13.1306,12.6565
BSU14600,16.4431,16.2925,16.3376,14.4293,13.991,12.9372,12.9412,13.7551,13.1852
BSU14610,16.217,16.1474,16.0132,14.3648,13.7774,12.7868,12.584,13.3848,13.0428
BSU14620,8.2569,8.0315,7.8201,8.1475,7.6035,9.5972,9.7992,10.8901,11.8074
new_1533940_1534049,7.6632,7.3453,7.8992,11.5363,11.1863,10.5518,10.0253,10.9745,11.7996
BSU14629,9.6116,9.5521,9.1842,12.4904,12.1004,12.002,10.9211,15.9398,16.1714
new_1534271_1535874,7.2084,6.9583,7.1822,7.8412,7.5201,8.0091,7.7724,11.7987,12.3585
BSU14630,12.8626,11.3293,10.8585,9.3849,8.984,10.2448,10.4521,9.4361,10.0035
new_1535752_1535847_c,12.9874,10.8586,9.9643,8.0453,7.6449,9.2633,9.2844,9.1377,10.1873
BSU14640,11.5898,11.4244,11.1525,10.0645,9.74,9.7535,9.6809,10.5251,10.9668
BSU14650,12.3214,12.0981,11.593,10.0761,9.6349,10.889,10.7706,10.484,10.9327
new_1537029_1537112,7.9816,7.9908,8.0298,15.0497,14.5308,13.6128,13.1121,14.29,14.7782
BSU14660,8.0728,8.0102,8.0491,15.0956,14.4883,13.735,13.1191,14.3283,14.7608
BSU14670,11.6547,11.3668,11.0781,11.2987,10.1715,11.4028,11.3563,11.1346,12.6738
BSU14680,12.034,11.9029,11.4501,11.0488,10.1709,11.1462,11.005,10.9248,11.937
new_1538693_1539646,9.5323,8.8823,8.6647,8.3081,7.9884,8.3611,8.4077,8.2131,9.0171
BSU14690,8.6213,8.4034,8.3811,10.4226,10.0298,10.4419,10.2722,9.9856,10.2098
BSU14700,9.6905,10.308,9.8914,11.9013,12.2464,9.4686,9.6735,9.5115,9.6096
BSU14710,8.623,8.2058,8.274,7.1821,7.0001,6.9284,7.0333,7.0641,7.3032
BSU14720,9.0375,8.8931,8.8043,7.947,7.5148,8.1166,8.0437,8.1969,8.3681
BSU14730,9.4243,9.2214,8.9292,7.951,7.8559,8.4015,8.2674,8.2915,8.473
BSU14740,9.0237,8.742,8.4494,8.3092,7.7609,8.3993,8.511,8.3534,8.4207
BSU14750,8.2422,8.4316,8.2555,8.9225,8.2441,9.1587,9.0508,8.7617,8.9962
BSU14760,12.3502,12.3575,12.0675,12.6467,12.2617,12.8719,12.4966,12.7369,12.5198
BSU14770,14.6967,13.8299,13.7573,12.5473,11.9369,14.3419,14.2213,13.5582,13.4319
BSU14780,13.8968,13.4434,12.9072,12.958,12.0468,13.6167,13.2036,12.8562,12.478
BSU14790,12.3224,12.3877,12.0517,10.0244,9.7717,10.9722,10.5961,11.0308,11.6939
BSU14800,7.8968,7.7856,8.4334,12.4712,11.8496,10.8344,10.9482,11.0371,10.4858
new_1549384_1549464,7.3901,7.1388,7.3226,13.0607,12.579,13.2447,13.3502,12.8194,12.7779
BSU14810,7.4501,7.1915,7.3787,13.0037,12.0952,13.1149,12.9419,12.3783,12.2582
new_1550649_1550796_c,11.8998,12.1864,11.7886,10.1076,9.8875,9.3249,9.5092,9.9885,10.1808
new_1550794_1551384,7.93,8.0445,7.9916,12.4654,11.3912,12.4128,12.2678,11.6795,11.2905
BSU14820,12.9815,13.2243,12.9265,10.8002,10.5218,10.5865,10.4318,10.957,11.0923
BSU14830,8.8903,8.7879,8.4974,12.6707,11.998,12.7542,12.3575,12.0561,11.5901
BSU14840,13.9248,14.0935,13.6524,13.6872,13.2514,15.9201,15.3099,15.2877,15.9837
new_1552772_1552898,11.359,11.7361,10.9322,8.9546,8.2357,8.8374,8.8493,10.5041,11.6135
BSU14850,12.3733,11.966,11.5821,9.9652,9.2993,10.8065,10.9541,10.8962,11.3513
BSU14860,13.9883,13.8672,13.6536,12.572,11.7206,13.0348,12.6445,12.5699,12.2087
BSU14870,13.2822,14.5913,14.3398,13.9348,13.1864,14.0649,13.9714,14.3839,14.3823
new_1559111_1559216,11.725,13.0901,12.2826,11.8144,10.8716,11.1225,10.9419,13.1201,13.6109
new_1559218_1559308,13.8067,14.3327,14.1073,12.063,11.6316,12.5949,12.6622,13.3343,14.3178
BSU14880,13.6106,14.2607,14.0008,13.0911,12.5635,13.7801,13.6879,14.4489,14.4021
new_1560362_1560465,10.4456,11.9125,11.2844,14.0619,13.2721,10.9686,11.1819,12.6343,12.8226
BSU14890,9.8499,10.473,10.2413,14.0485,13.5958,13.36,13.3222,13.5381,13.0747
BSU14900,9.3132,9.2524,9.0575,13.909,13.283,13.1828,12.8439,12.9136,12.4319
BSU14910,9.1191,9.0677,8.8941,13.6179,13.0466,12.6379,12.5219,12.6624,12.1473
BSU14920,9.0925,9.3744,8.836,13.6384,12.8393,12.5779,12.5914,12.6165,12.0801
BSU14930,8.6692,8.5883,8.2871,12.884,12.3387,12.0198,12.0327,11.859,11.4273
BSU14940,10.8101,11.3065,11.0189,12.8449,12.1903,12.2455,11.8652,13.147,12.9925
new_1565737_1565848,7.3759,7.1738,7.4297,10.0815,9.8011,9.9134,10.2699,9.9689,10.4596
BSU14950,10.7367,10.6166,9.8254,11.0222,10.2151,11.134,10.9293,10.5119,10.8512
BSU14960,11.3069,10.9363,10.5081,11.7895,11.1269,12.0775,12.0639,11.6484,11.8755
BSU14970,7.8392,7.3867,7.5253,12.4712,12.0524,11.3233,11.6598,10.0744,10.5036
BSU14980,7.2796,6.996,7.2354,11.8108,11.4331,10.908,10.8883,9.4662,9.9831
BSU14990,12.9212,12.9075,12.6173,11.0675,10.7817,13.1407,12.7724,13.1662,13.455
BSU15000,12.9007,12.787,12.6345,10.0096,9.4968,11.8646,11.5912,11.5148,12.1527
new_1569001_1569224_c,7.725,8.0772,8.2506,11.1014,10.3859,8.2333,8.2444,8.4426,8.8026
BSU_misc_RNA_23,13.0146,12.8198,12.8692,9.773,9.0652,10.6459,10.1847,10.8142,11.8687
new_1569226_1569349_c,7.4448,7.856,7.7585,16.3949,15.0937,15.7901,16.1339,15.5479,15.3973
new_1569320_1569425,12.3957,12.1789,12.2773,9.0942,8.669,9.6118,9.9463,9.7095,10.513
new_1569427_1569518,13.6109,13.2015,13.0432,10.2515,9.4901,10.0979,10.078,9.8082,10.7416
BSU15010,13.3322,12.9832,12.849,10.0759,9.5781,10.517,10.4795,10.3204,10.7811
BSU15020,13.2469,13.0759,12.9499,10.1975,9.9524,10.9113,10.7264,10.7386,10.7688
BSU15030,7.0102,6.9676,7.1558,10.0287,9.0439,9.3959,9.3825,9.4514,9.1996
new_1570575_1571849,9.9653,9.2539,9.084,7.6384,7.3532,7.5067,7.48,7.2803,7.6787
new_1571801_1571902_c,7.1641,7.0311,7.3136,10.1063,9.1988,9.1394,9.029,9.554,9.3147
new_1571851_1571980,11.7899,11.8359,11.0659,9.8077,8.7015,8.6996,8.4773,9.502,9.8495
BSU15040,11.3918,11.2335,10.8707,9.8413,8.8854,8.8688,8.8951,9.5392,9.8271
BSU15050,11.9258,11.749,11.5696,10.8431,9.9104,10.2629,10.256,10.2438,10.5264
BSU15060,9.6641,9.7165,9.3509,8.9601,8.3817,9.2866,9.5514,9.3534,9.798
BSU15069,7.4008,7.1149,7.5762,8.0045,7.8555,7.3207,7.9054,7.2634,8.9669
new_1575098_1575233,14.3014,13.9474,13.6375,13.0669,12.4428,13.2405,12.9855,14.2206,14.1224
BSU15070,16.4868,16.483,16.3874,14.9909,14.3948,14.5706,14.46,14.9578,15.0025
BSU15080,16.4723,16.4688,16.3096,15.3999,14.917,15.2689,15.1534,15.1083,15.0312
BSU15090,8.6873,8.4376,8.2954,13.3519,12.5968,13.1436,13.2348,12.8134,13.1541
BSU15100,10.4736,10.8212,10.4373,12.8681,12.4581,12.4775,11.3944,15.3061,15.0729
BSU15110,11.7272,11.4388,10.8465,10.1476,9.4031,10.6391,10.5094,10.1682,10.9743
BSU15120,12.2035,11.8214,11.5195,10.8967,10.2639,10.8354,10.5856,10.4721,10.6733
new_1580047_1580120,15.0555,15.3326,14.8971,14.7611,13.8493,13.5461,13.3151,14.3977,14.7135
BSU15130,14.4039,14.4406,14.2739,14.0902,13.1354,12.485,12.3517,13.722,14.0792
BSU15140,14.1615,14.3341,14.1975,13.5836,13.0482,12.7272,12.7482,13.4966,13.7893
new_1581224_1582676_c,7.367,7.4768,7.5399,9.0549,8.7803,10.4158,10.163,11.6728,12.3881
BSU15150,14.2153,14.3163,14.2065,13.337,12.9756,13.4691,13.311,13.4811,13.6514
BSU15160,13.4921,13.1483,13.1065,11.0128,10.5987,11.8757,11.7815,11.7433,11.6939
BSU15170,7.8525,7.373,7.5168,12.0299,10.9702,11.6463,11.3788,11.196,10.6044
new_1586172_1586239,10.5397,9.5435,9.0807,9.3236,8.4908,9.1485,8.9687,9.5792,9.5017
new_1586241_1586329,14.0793,12.8332,12.6676,10.8871,10.28,10.5709,10.5742,10.8075,11.26
BSU15180,13.7844,12.7748,12.6752,10.9878,10.3872,10.9222,11.1696,10.6674,10.8054
new_1587815_1587925,14.0691,13.33,13.271,12.2317,11.6469,12.3973,12.1998,12.122,11.862
BSU15190,13.4535,12.9758,12.5802,11.1618,10.6233,11.4852,11.345,10.8712,10.6006
BSU15200,13.9473,13.4431,13.1709,11.6312,10.8863,12.0714,11.6998,11.1762,11.08
BSU15210,13.4553,13.1653,12.736,12.0565,11.3268,12.0123,11.7107,11.28,10.9916
new_1591418_1591539,12.8743,12.2364,12.2621,10.9074,9.7732,11.2805,10.8418,10.4698,10.4563
BSU15220,13.1387,12.2779,12.311,11.636,11.2035,11.8297,11.4602,10.3991,10.4319
BSU15230,13.8692,13.4927,13.247,12.5541,11.9399,13.4667,12.9509,14.805,14.3985
BSU15240,12.9505,12.6278,12.3721,10.8647,10.3694,12.5246,11.9525,13.1899,12.9393
BSU15250,12.8678,12.467,12.1944,10.6827,10.0866,11.9438,11.3571,12.3216,12.1653
BSU15260,12.7645,12.3767,12.1151,10.2085,9.514,11.008,10.8676,11.6864,11.548
BSU15270,12.7552,12.3114,12.3401,9.4285,8.7625,8.9399,8.6465,9.2282,9.9024
new_1596301_1596473,13.8934,13.821,13.5395,13.8981,13.0823,11.7972,11.6867,13.1513,13.547
BSU15280,13.871,13.9759,13.5862,13.7348,13.288,12.9565,12.9082,13.0644,13.6095
BSU15290,14.1295,14.1387,13.9826,14.4577,13.641,14.3939,14.1699,14.0635,13.9886
new_1599179_1599282,7.7854,8.3509,7.7343,14.859,14.0609,13.4536,13.2043,13.5758,13.2049
BSU15300,7.785,7.7494,7.8104,14.2376,13.5875,13.3291,13.2233,13.1119,12.4751
new_1603592_1604734_c,6.96,6.84,7.01,9.69,9.3,10.06,10.2,9.27,10.06
new_1603712_1603778,8.205,7.921,7.8273,12.1942,9.0826,10.6024,12.5394,13.0422,13.1459
BSU15310,7.6659,7.4243,7.45,11.3893,10.8558,12.3842,12.0832,12.8673,13.2139
BSU15320,8.0405,7.7679,7.8358,12.3261,11.6444,13.8095,13.4486,13.9824,13.7951
new_1605491_1605580,7.5785,7.45,7.5198,11.887,11.6138,13.1824,12.897,13.2622,13.0759
BSU15330,7.6055,7.4098,7.6337,12.5863,12.4184,12.7493,12.5403,12.9208,12.5534
new_1606413_1606501,7.1969,6.8741,7.1327,11.7792,11.3565,10.9318,10.7761,11.0694,11.3065
BSU15340,8.01,8.4164,8.2872,9.4862,9.1396,9.8483,10.0247,9.6338,10.6565
BSU_misc_RNA_24,9.8077,9.4951,9.3666,10.9193,10.2733,11.0087,11.1155,11.0072,11.2415
BSU15350,7.5913,7.4718,7.4916,8.0838,7.7139,8.8459,8.8354,8.2305,8.4274
BSU15360,7.9711,7.8124,7.8525,11.4777,10.8438,11.9023,11.7898,10.9453,11.0718
new_1609165_1609275,10.71,11.0991,11.2087,13.3779,12.2795,12.5001,12.2997,12.8478,12.9375
BSU15370,13.5447,13.4952,13.1173,12.8981,12.1652,12.9171,12.6619,13.1599,13.3772
BSU15380,13.641,13.6093,13.2629,12.8059,12.2958,13.1024,13.0541,13.2595,13.2857
BSU15390,13.5435,13.4946,13.2305,13.3538,12.6656,13.623,13.741,13.918,13.7065
