LBexp_1,LBexp_2,LBexp_3,LBstat_1,LBstat_2,LBstat_3,LBGexp_1,LBGexp_2,LBGexp_3,LBGstat_1,LBGstat_2,LBGstat_3,M9exp_1,M9exp_2,M9exp_3,M9stat_1,M9stat_2,M9stat_3
BSU05650,10.5365,9.7694,9.5341,7.9768,8.0761,8.1776,10.2504,10.0793,10.4339,8.1905,8.0373,8.4947,9.8565,9.6896,9.617,8.2264,8.062,7.7587
BSU05660,10.6837,9.9945,9.8619,8.3396,8.1393,8.2146,10.8001,10.687,10.7886,9.8505,9.4163,9.7568,9.9275,9.681,9.487,8.1211,8.0929,7.8532
BSU05670,11.2826,10.497,10.2012,8.3717,8.1753,8.1974,11.2185,11.1864,11.1402,10.6674,10.141,10.2317,10.5932,10.2032,10.0337,8.4384,8.2833,8.0501
new_613552_613640,11.2698,11.3726,10.6008,7.6882,7.4944,7.8422,11.6121,11.4547,11.9672,10.2708,10.0518,9.062,11.2097,11.0042,10.6287,8.0177,7.9747,7.8124
BSU05680,10.3882,10.255,9.8103,7.7298,7.7768,7.8235,10.4744,10.3903,10.6301,9.5937,9.1272,8.5797,9.9334,9.6758,9.3973,7.8596,7.8516,7.6173
BSU05690,8.8464,8.8509,8.7416,6.9719,7.2502,7.339,9.7851,10.022,10.1641,10.7265,9.9096,10.7325,9.6055,9.4064,9.3538,7.915,8.1108,7.8418
new_615623_615761_c,9.1652,9.1776,9.0403,7.1602,7.3232,7.4496,9.1558,10.6149,10.6393,11.6734,10.9658,11.2445,10.6,10.1668,10.2821,8.3447,8.4163,8.0982
BSU05700,12.1471,12.1735,11.7938,10.8176,10.1313,9.6045,11.6529,12.2146,11.994,11.6157,10.96,11.5981,11.8479,11.5625,11.2565,10.3246,10.5815,10.484
BSU05710,8.473,7.897,7.9715,7.2607,7.4376,7.5512,8.6823,8.4554,8.563,8.461,8.2618,8.2475,7.8668,7.715,7.4953,10.2046,8.6285,8.283
BSU05720,10.4594,11.242,11.0137,12.7288,12.4201,12.5432,10.6736,10.0567,10.6445,13.3258,11.8256,12.2682,9.6421,9.3366,9.1419,8.8715,8.9808,8.7283
BSU05730,7.8234,7.2551,7.5186,7.3514,7.4703,7.6208,7.5252,7.4025,7.6233,8.4191,7.8894,8.0071,7.6177,7.52,7.337,9.5565,8.4782,8.2679
BSU05740,8.3983,7.987,8.2703,7.9319,7.9961,7.968,7.9595,7.7854,7.9849,9.6685,8.7863,8.6202,7.9979,7.8471,7.6554,10.7284,9.0983,8.9497
new_621545_621613_c,7.9706,8.4183,8.6225,8.3472,8.4023,7.9927,7.7855,7.2416,7.6703,7.3811,7.4409,7.9529,7.5313,7.5201,7.4351,10.7799,9.152,9.0425
new_621713_621846,11.0944,11.0083,10.74,9.8216,9.1607,8.9715,8.8458,11.4353,11.1436,8.5311,8.1868,9.7686,11.0373,10.6533,10.3117,9.411,8.9987,8.7507
BSU05750,11.0583,10.9079,10.5606,10.0526,9.8714,9.2477,11.1423,11.2103,11.0312,8.4765,8.2083,9.6885,11.0482,10.673,10.3115,9.4297,8.9988,8.7503
BSU05760,10.2952,10.8649,10.4344,10.7122,10.2932,10.1316,9.7544,10.1906,10.2505,10.3599,9.9218,10.3305,10.8033,10.5516,10.2976,10.2344,10.9439,10.7189
BSU05770,9.7498,10.3225,9.8888,9.4865,8.8332,8.6451,9.1628,9.7605,9.484,8.4342,8.3687,9.8206,10.5167,10.1913,9.9307,9.0639,9.0158,8.6806
BSU05780,9.5141,9.396,9.1654,9.215,9.1067,8.9304,9.1384,9.2001,9.2915,9.2629,9.4261,9.202,9.9572,9.8275,9.364,8.654,8.6218,8.3412
BSU05790,9.4552,9.5419,9.3613,8.0151,8.1409,8.2434,9.2072,9.5631,9.3333,11.1472,12.0109,9.824,13.5687,13.3192,12.1414,11.3797,12.5862,12.444
BSU05800,12.5735,12.1838,11.9704,9.1463,8.9612,9.0664,12.6132,12.5161,12.5789,10.032,8.7999,10.0719,7.3042,7.2544,7.0175,7.8584,7.8721,7.6374
BSU_misc_RNA_8,13.3924,13.1045,12.8911,10.5012,10.1743,9.9861,12.3207,13.6614,13.4671,13.7417,11.6788,12.2683,11.3954,10.9204,10.9481,11.4205,10.7679,10.4435
BSU05810,12.4587,12.1948,11.4173,9.0922,9.0597,8.9748,10.2686,10.0497,10.395,9.4562,8.9156,8.9883,8.0603,7.8277,7.7996,9.3795,10.0187,9.856
BSU05820,11.5899,11.1398,10.811,8.9155,8.667,8.8365,9.2426,9.0681,9.3812,8.5651,8.4153,8.436,7.487,7.3807,7.474,8.7827,9.3045,9.1476
BSU05830,11.5282,11.0456,10.7934,8.9305,8.7549,8.9648,9.1566,8.8233,9.1453,8.0688,7.9993,7.9997,7.2712,7.271,7.1975,8.5578,9.0093,8.7492
BSU05840,11.8518,11.3592,11.1121,9.1219,9.1118,9.3477,9.0735,8.7065,9.4157,8.2829,8.1989,8.239,7.5812,7.5164,7.4394,8.9308,9.303,9.1739
new_630028_630114,12.0352,11.4011,11.1875,9.2276,9.306,9.4592,9.2615,8.7401,9.5485,8.4904,8.3933,8.4262,7.6783,7.693,7.4967,9.0032,9.5028,9.4556
BSU05850,11.8864,11.564,11.1875,9.5028,9.3351,9.3745,9.7006,9.7886,9.8946,9.0824,8.6864,9.3118,9.6194,9.3679,9.1401,9.103,9.5189,9.3659
BSU05860,11.5859,11.2322,10.9525,8.9498,8.8667,8.9271,9.1023,8.8681,9.167,7.7202,7.6505,8.1848,8.6807,8.5734,8.4437,9.0218,9.2382,9.118
BSU05870,11.7252,11.3107,11.1577,8.8726,8.7755,8.8488,8.8374,8.5598,8.9749,7.6172,7.6424,8.0065,8.7698,8.5772,8.3509,9.0865,9.3629,9.1287
BSU05880,11.6311,11.1919,11.0539,8.8022,8.7955,8.7838,8.9453,8.5418,9.1061,7.9417,7.6344,8.1225,8.809,8.652,8.4878,9.0871,9.2772,9.0625
BSU05890,7.0935,6.9239,7.2386,7.0781,7.3002,7.4138,7.0959,7.1934,7.1774,7.2586,7.2426,7.6637,7.3136,7.2372,6.9619,8.6782,8.0813,7.8256
BSU05899,7.2155,6.9989,7.2488,7.1879,7.4202,7.5192,7.1034,7.2904,7.1394,7.4245,7.2349,7.679,7.4405,7.2784,7.0051,9.0621,8.1658,7.8484
new_635022_635109,14.8672,14.9399,14.2923,9.0784,9.3531,8.8406,14.8278,13.696,12.9117,16.4759,16.4659,15.0967,15.0465,14.9504,14.7489,12.8362,12.8955,12.3949
BSU05900,12.7874,12.3049,12.0309,10.6532,10.2101,9.7715,12.7264,12.47,12.3877,9.9653,9.9158,10.9236,12.3291,11.9306,11.7792,9.3233,9.0816,8.7026
BSU05910,12.5643,12.0138,12.0496,10.753,10.464,10.1415,12.6645,12.2654,12.4876,9.4628,9.3051,10.831,12.002,11.6461,11.4167,9.0282,8.9963,8.471
BSU05920,12.6135,12.0827,11.9687,10.7934,10.4216,10.1682,12.6583,12.1384,12.3319,9.1706,9.1839,10.5366,11.9058,11.5261,11.3551,8.7765,8.4241,8.1892
BSU05930,12.6804,12.3548,12.1273,10.827,10.5199,10.2604,12.9651,12.3162,12.7844,10.1155,9.6364,10.6517,12.2211,11.7028,11.5518,8.7736,8.4509,8.1867
BSU05940,12.1759,11.7698,11.4617,10.3404,10.0177,9.7254,12.2849,11.7107,12.068,9.6838,9.3462,10.3032,11.4644,10.9895,10.7988,8.3566,8.1893,7.9345
BSU05950,11.425,11.2553,11.1594,11.2934,11.059,10.9756,11.0445,11.2253,11.1412,10.8813,10.4019,10.866,10.8187,10.462,10.3019,8.9979,9.054,8.8211
new_646220_646409,10.7304,9.7553,9.6902,9.8098,9.3783,9.0953,10.4118,9.1369,10.1378,8.5841,9.0259,8.8165,10.2453,9.842,9.71,8.906,8.8576,8.6718
new_646411_646581,12.5125,11.7448,11.5704,10.959,10.6425,10.049,11.9105,11.9666,12.2664,11.3235,10.9824,11.3119,12.1529,11.8083,11.5869,10.4525,10.4658,10.148
BSU05960,13.0224,12.6365,12.1184,12.1961,11.5206,11.0715,12.1938,12.0831,12.3106,11.377,11.0222,11.2921,12.2278,11.7826,11.6677,11.1527,10.842,10.6546
BSU05970,13.3185,13.1041,12.773,13.3608,12.869,12.6105,12.737,12.5588,12.8917,11.4771,11.0622,11.4537,12.2765,11.864,11.6554,11.3569,11.2728,11.15
BSU05980,13.0529,13.2515,12.5457,15.1753,14.9334,15.0272,12.5498,12.4216,12.3717,13.294,12.7492,12.9889,12.2363,11.8285,11.5875,13.4104,14.274,14.2287
BSU05990,12.8866,13.0307,12.5632,15.0453,14.7389,14.8869,12.0988,12.0978,12.2392,12.6776,11.9923,12.2772,11.8262,11.1805,11.1295,12.8396,13.6914,13.5998
BSU06000,13.011,13.2454,12.7765,12.4717,12.1059,11.5114,12.4173,12.6391,12.7861,10.5003,10.3961,11.352,12.6044,12.1975,12.1098,10.0907,9.6204,9.4983
BSU06010,12.4693,12.6484,12.4519,11.7368,11.4641,11.251,12.4358,12.502,12.3471,10.227,10.1219,11.1103,12.3253,11.9843,11.882,10.0939,9.707,9.5546
new_649718_649826,10.2822,10.0415,9.8556,8.1328,7.9046,7.8882,9.0771,9.8958,10.3001,7.6491,7.5736,8.5163,9.6844,9.4299,9.2437,9.9185,8.6002,8.6071
new_649828_649902,16.3751,16.2717,16.3216,13.1972,12.3825,11.8822,15.8507,15.8368,16.0523,10.8255,10.8532,12.7591,15.4005,15.0314,15.11,12.9356,12.0245,11.7542
BSU06020,16.3283,16.3346,16.3573,13.4995,12.7941,12.3531,15.9664,16.295,16.3243,11.0779,11.0708,13.0799,15.7276,15.4413,15.4035,13.8775,12.2309,12.2796
BSU06030,16.3216,15.9505,15.799,13.3371,13.3452,13.3263,15.5565,15.4434,15.6169,11.0902,11.1578,12.6683,15.1528,14.6882,14.7478,12.8391,11.6313,11.4675
new_651869_651961,16.3856,16.0194,16.0008,13.3991,13.4833,13.3746,15.2778,15.4499,15.6788,11.0021,11.1225,12.6857,14.8321,14.5295,14.484,12.8345,11.5689,11.3925
new_651963_653431,11.345,10.5276,10.3759,8.2234,8.547,8.427,10.8772,10.6036,10.8322,7.2163,7.2091,7.7937,10.4147,10.1764,10.1851,8.4574,8.0368,7.8469
BSU06033,8.8449,9.2425,9.1433,8.2803,8.7328,8.6265,8.7619,9.0433,9.0672,9.8695,9.7947,9.1647,9.251,9.1033,8.9984,8.747,8.8032,8.586
BSU06034,9.1201,9.3215,9.1347,8.6988,8.8359,8.9536,8.817,9.3648,9.1713,10.1754,9.8937,9.2857,9.5441,9.3761,9.1794,9.2702,9.1354,8.796
BSU06036,7.7667,7.7451,7.7943,7.8313,7.9627,7.8926,7.6889,8.0739,7.6947,8.8556,8.3159,9.0177,7.777,7.6861,7.4656,8.1261,8.3626,8.1752
BSU06037,7.3202,7.3107,7.3986,7.5057,7.6218,7.6935,7.1438,7.3906,7.3005,8.1957,7.9588,8.2388,7.4732,7.402,7.2118,8.0491,8.1299,8.0406
BSU06038,7.2419,7.3007,7.3652,7.4064,7.5776,7.6998,7.182,7.5578,7.2717,8.1325,7.85,8.1992,7.4469,7.3996,7.218,7.9736,8.0718,7.8
BSU06040,11.0114,10.257,10.0101,8.1463,8.4505,8.3322,10.3357,10.1542,10.5165,7.2924,7.3,7.8038,10.5485,10.2364,10.0827,8.5065,8.2533,7.9622
new_653813_654070,10.8859,10.077,9.9626,8.0183,8.3634,8.3048,10.2248,10.0559,10.446,7.392,7.4255,7.8501,10.2383,10.0427,9.9346,8.4502,8.4545,8.0387
BSU06048,10.7694,10.0714,9.9991,8.0786,8.4049,8.2806,10.2682,9.8921,10.2335,7.445,7.4386,7.8721,10.1899,9.9822,9.9047,8.4452,8.4071,8.0293
BSU06049,10.5945,9.8098,9.7905,8.0076,8.187,8.1038,10.2228,9.8989,10.1876,7.4547,7.4483,8.0094,10.2476,10.0279,9.9494,8.4461,8.394,8.0661
new_654693_655136,10.6183,9.765,9.8046,8.1472,8.2748,8.1419,10.3236,10.193,10.3205,7.5968,7.5159,8.1143,10.3597,10.0841,9.9989,8.4426,8.3719,8.1443
new_655138_655222,13.2535,12.566,12.4942,9.9966,9.6494,8.9408,12.9473,12.7968,12.3802,11.4279,11.2553,11.183,12.3574,12.1025,11.846,9.5045,9.8232,9.5153
BSU06060,13.065,12.7366,12.5617,10.8724,10.7484,10.6295,12.8782,12.6655,13.001,11.4999,11.471,11.6142,12.6107,12.2225,12.0782,9.6507,9.8996,9.5904
BSU06070,13.0449,12.5883,12.5668,10.8752,10.7203,10.6363,12.9967,12.5799,12.9475,11.1727,11.2369,11.3273,12.4799,12.0453,11.8852,9.3975,9.4755,9.1823
BSU06073,10.6694,10.7392,10.3299,10.5622,10.2591,9.8805,10.3899,10.2147,10.3121,9.564,9.3575,9.3291,11.2784,10.9338,10.488,10.5243,10.3118,10.0938
BSU06074,10.2073,10.4321,9.8284,10.4158,10.0707,9.7758,10.467,10.4242,10.3432,9.4542,9.3889,9.3206,10.6383,10.2014,9.8994,9.9283,10.0808,9.9117
BSU06076,10.5584,10.7775,10.306,10.7492,10.3727,10.1184,10.6931,10.7434,10.6055,10.2442,10.1261,9.9311,11.1616,10.8963,10.6402,10.4124,10.2735,10.0065
new_658495_658899,9.4132,10.0065,9.4459,9.6407,9.4512,9.6242,9.5354,9.6967,9.4575,9.1883,8.8368,8.687,10.8169,10.5578,10.3836,9.1574,9.1198,8.9634
BSU06077,10.753,10.7863,10.1673,10.8967,10.5139,10.1789,10.6598,10.7989,10.6823,10.4075,10.2559,10.0031,11.3149,10.8853,10.7293,10.5247,10.6395,10.4408
BSU06078,10.7516,10.7541,10.2112,10.6506,10.3425,10.046,10.6192,10.7906,10.6486,10.1945,10.1189,9.9754,11.2571,10.824,10.6799,10.4938,10.5723,10.4028
BSU06079,9.9778,10.0497,9.8461,10.3353,9.7859,9.6105,10.7016,10.5342,10.6224,9.709,9.611,9.9538,10.9815,10.4915,10.1147,10.1874,10.3061,10.2129
BSU06083,11.1959,11.3191,10.6486,11.0277,10.3686,10.3593,11.2392,11.6419,11.0425,10.9974,10.7528,10.3638,11.9285,11.6326,11.0559,11.2523,11.1757,11.3042
new_659222_659341_c,11.3253,11.3788,10.923,11.0622,10.6916,10.3994,11.3466,11.8961,11.1803,11.1993,11.0093,10.6936,12.1046,11.8642,11.2709,11.6039,11.4027,11.3574
new_659343_659558_c,10.1687,10.3718,10.165,9.9889,9.7467,9.3844,10.4698,10.4344,10.2046,11.152,11.0147,10.661,10.6321,10.3559,10.1065,10.0943,10.4769,10.0172
BSU06090,12.5852,12.8158,12.7485,11.8837,11.5068,11.1176,12.2187,12.7636,12.5854,10.1198,10.0777,11.4997,12.6637,12.2116,12.1976,9.6315,9.53,9.1799
BSU06100,13.3132,13.4317,13.505,12.7216,12.4816,12.3545,13.2324,13.2291,13.1602,10.8728,10.9067,12.0678,13.2842,12.7935,12.7671,10.3645,9.9411,9.6607
BSU06110,13.3061,13.6683,13.6715,13.1385,12.9614,12.6572,13.2628,13.0372,13.4253,10.9414,10.9649,11.9643,13.3174,12.8842,12.7437,10.1114,9.7609,9.2811
new_663028_663224,13.6077,13.8907,14.0422,13.5984,13.4447,13.0535,13.4767,13.4914,13.626,11.3456,11.4212,11.9417,13.683,12.9504,13.1768,10.5667,10.2439,9.2088
new_663288_663600,11.642,11.389,11.1725,10.3588,10.4275,9.8343,11.5513,11.656,11.7351,10.8374,10.8644,10.4552,11.2046,10.9137,10.8307,8.9558,8.8098,8.5683
BSU06120,10.3558,10.2606,10.0179,8.889,8.8521,8.3674,10.269,10.1113,10.1893,8.0054,7.8747,8.2765,10.248,9.9842,9.9015,8.2847,8.3633,7.9628
new_663937_664318,10.3458,10.2385,10.0451,8.8608,8.7536,8.4566,10.0085,10.0431,10.3032,7.9191,7.7719,8.2607,10.0937,9.726,9.625,8.1815,8.176,7.9023
BSU06130,9.7086,9.4138,9.1337,8.0566,8.006,7.9634,9.575,9.2237,9.4819,7.274,7.2692,7.8875,9.4645,9.1741,8.9041,8.0876,8.0167,7.7957
BSU06140,10.3441,10.0104,9.7028,9.9939,9.9105,9.6734,9.608,9.3303,9.6441,7.9684,7.8724,8.7473,9.8476,9.5744,9.4147,9.143,8.9172,8.7138
new_667383_667465,9.5522,9.5295,9.0727,15.0871,14.1705,13.9578,8.3001,8.8185,8.7801,8.4897,7.9256,8.3512,8.6376,8.4545,8.278,8.3849,8.4992,8.1695
BSU06150,8.947,8.8485,8.7022,15.0115,14.915,14.9229,8.0293,8.1583,8.3819,8.12,7.7972,8.2019,8.0844,7.8432,7.6675,8.1452,8.1452,7.9408
BSU06160,8.2595,7.9246,7.9212,14.5782,14.7025,14.6907,7.398,7.2743,7.5765,7.3085,7.4239,7.7878,7.6269,7.517,7.4442,8.3384,8.3865,8.1296
BSU06170,11.6837,12.3361,12.0543,14.6394,14.6532,14.5749,10.7074,11.1606,11.0566,11.8509,11.7012,11.2743,12.892,12.3485,12.1234,12.3728,12.474,12.548
BSU06180,12.3365,12.2275,11.8247,10.8188,10.49,10.2519,12.4637,12.2716,12.1723,8.6686,9.5138,9.8181,13.9021,13.6219,13.3658,9.3252,9.4137,9.299
new_671929_671993,12.2814,12.2621,12.2398,10.9576,11.1398,10.2068,12.3464,12.3654,12.4136,7.711,8.7327,9.3037,13.7472,13.5559,13.4397,9.2253,8.8587,8.6956
BSU06190,12.2685,12.0765,12.04,10.8278,10.5725,10.1981,12.3095,12.1623,12.0982,8.2872,8.8537,9.305,13.8077,13.4002,13.4084,9.0323,8.7518,8.5255
BSU06200,12.3271,12.1609,12.1863,10.5168,10.4066,10.1549,12.4473,12.0932,12.2192,7.802,8.1326,9.0301,13.649,13.2489,13.1702,8.7768,8.505,8.2705
BSU06210,12.2547,12.4292,12.35,10.8461,10.7839,10.5287,12.3265,12.0612,12.45,8.0287,8.3545,9.0782,13.6055,13.3045,13.08,8.7949,8.4751,8.2548
BSU06220,6.8684,6.7785,7.0871,7.0079,7.3059,7.4155,6.8615,6.9682,6.9729,7.1322,7.1322,7.6173,8.1293,8.0357,6.8877,7.8505,8.3985,8.1501
new_676139_676441,7.2692,6.8835,7.1359,7.8652,7.6904,7.764,6.989,7.2091,7.2096,7.253,7.2389,7.7714,7.1988,7.2389,6.9833,8.8913,9.5336,9.0001
BSU06230,7.4194,7.2936,7.3747,8.0614,8.0346,8.0904,7.0366,7.1571,7.2002,7.2522,7.1978,7.6637,7.1215,7.11,6.9554,8.3113,8.6553,8.3782
BSU06240,14.1461,14.9436,14.8304,15.7224,15.5521,15.8985,13.2046,13.833,13.1975,16.4219,16.4431,15.7592,14.6616,14.2029,14.0939,13.6796,14.4488,14.5525
new_678515_679050,8.0879,8.3651,8.3142,8.9711,8.9867,8.97,8.0506,7.8422,8.2006,7.2663,7.2567,7.679,7.1963,7.109,6.9563,8.1016,8.2741,8.2494
new_678952_679246_c,15.2051,15.9317,16.0261,16.3179,16.3861,16.3933,13.786,14.9624,14.2673,16.4902,16.4775,15.699,15.4137,15.212,15.0129,14.5343,15.4032,15.2128
new_679052_679349,9.9326,10.4269,9.2528,7.4677,7.6863,7.8111,10.6753,8.2149,9.2183,7.4882,7.444,7.9026,9.1225,9.0639,8.9442,8.1893,8.193,7.9426
BSU06250,13.0239,11.416,10.5854,10.4407,9.1883,9.0649,12.7639,13.1227,12.0395,10.3338,9.1583,10.5008,14.36,13.9463,13.8623,10.1334,10.0056,9.6409
BSU06260,11.6187,10.1172,9.7223,9.3591,8.8612,8.6386,11.3199,10.8211,10.5903,10.6222,9.335,9.6558,13.0002,12.6293,12.4356,8.8325,8.6079,8.2518
BSU06269,8.3962,8.635,8.5551,9.0329,9.3205,8.8725,8.3646,8.8011,8.6817,8.655,8.4451,8.7703,9.159,8.8006,8.6282,9.4269,9.6147,9.3059
new_681122_681254_c,11.5401,11.7599,11.4641,10.6922,10.6443,10.1351,11.8148,11.2116,11.3665,11.1658,10.6433,11.4444,12.068,11.9351,11.4901,10.6448,10.1803,9.9021
BSU06270,12.484,12.4477,12.0438,11.5189,11.3336,10.9117,12.4091,12.261,12.2411,11.8866,11.4311,11.5974,12.9589,12.7901,12.3903,11.8497,10.8972,10.6985
BSU06280,11.2863,11.2848,10.877,10.4098,10.4878,10.2191,11.1867,10.9948,11.0423,7.731,8.7633,8.4704,11.6521,11.3543,11.179,11.235,9.5859,9.4069
BSU06290,11.4767,11.4335,10.9913,10.4676,10.4597,10.1461,11.4029,11.3373,11.2275,8.1295,9.3097,8.8406,11.7901,11.3736,11.3259,11.6114,9.9213,9.7815
BSU06300,7.0474,6.947,7.1218,7.2537,7.4703,7.5606,6.9564,6.9925,7.1331,7.0949,7.2737,7.5717,10.3751,10.0449,7.7636,9.2663,9.2236,9.2341
BSU06310,7.9633,8.7392,8.388,10.8297,10.4984,10.3708,7.5732,7.8176,7.6414,7.3918,7.607,7.9803,12.7185,12.283,11.9131,10.8794,11.1695,11.1119
BSU06319,6.8512,6.7508,7.1141,6.9957,7.3309,7.3766,6.8195,6.9291,6.95,7.0955,7.2429,7.6333,6.9448,7.0653,6.8556,7.773,7.9044,7.5596
BSU06320,9.3226,9.4284,9.142,9.2029,8.9987,8.9515,9.0635,9.3106,9.372,9.8462,10.3006,9.2355,10.7003,10.2198,10.1414,9.3736,9.4679,9.403
BSU06330,10.9961,10.7808,10.3279,10.3476,9.8356,9.7747,10.7407,10.6959,10.7926,10.1161,10.2728,10.075,10.8211,10.4181,10.361,8.6153,8.7605,8.6303
BSU06340,11.1973,10.8971,10.5425,10.3691,10.0521,9.9463,11.3103,10.7094,10.9692,10.4308,10.5207,9.8598,11.2103,10.7342,10.5407,8.3836,8.3526,8.1891
BSU06350,11.5872,11.1914,10.9059,10.2272,10.1715,9.9992,11.3254,10.9763,11.4233,10.5741,10.6541,10.0728,11.1059,10.7886,10.6069,8.2926,8.2832,8.0852
new_692610_692739,15.0195,14.6941,14.2996,11.5687,11.3033,10.8362,15.2347,15.1528,15.2649,12.3062,12.1128,12.0505,14.7332,14.2857,14.2321,9.8917,9.2999,9.1788
BSU06360,14.8681,14.4803,14.2103,11.7124,11.5449,11.5147,14.8918,14.9517,15.0893,12.5015,12.2254,12.2225,14.4599,14.193,13.9474,9.7246,9.2687,8.9865
BSU_misc_RNA_9,14.946,14.8301,14.5358,10.2899,10.1479,9.9356,15.7419,14.7108,15.0423,14.7866,15.5172,11.4001,14.0349,13.7541,13.6975,11.1657,11.0253,10.7395
BSU06370,13.6765,13.7519,13.225,9.45,9.3211,9.3614,14.3046,13.3857,13.946,13.3782,14.5287,9.8069,12.8089,12.4457,12.3168,8.0211,8.076,7.7862
new_696054_696194,12.4676,11.8604,11.1901,9.0678,9.0755,8.9085,12.1944,12.3952,12.3651,12.9384,13.632,11.3286,11.3015,11.021,11.1696,11.7628,13.6015,13.1496
BSU06380,12.0006,11.4983,10.8072,9.0056,8.9782,8.819,11.9386,11.81,11.8801,11.8791,12.7301,10.2797,11.0539,10.6014,10.6761,10.4008,12.2177,11.889
new_697093_697156,8.4715,10.6956,10.1582,12.6215,12.2212,11.4703,8.5366,9.2061,9.241,10.256,8.9585,10.3421,9.4414,9.3865,9.0845,10.5605,10.3338,10.0249
BSU06390,8.3566,10.4751,10.1602,12.6072,12.1684,11.3514,8.6063,9.0684,9.0566,10.1347,8.7967,10.3845,9.4245,9.2653,9.0511,10.187,10.2002,9.9871
new_697399_697485,7.3852,7.74,7.8118,7.9874,8.0395,7.9463,7.8357,7.3479,7.5905,8.2788,8.1719,8.138,8.0873,7.8807,7.354,9.3979,10.9454,10.5413
BSU06400,10.3763,10.0972,9.7795,8.872,8.6247,8.7653,10.4514,10.2747,10.4535,11.6362,11.2021,10.0825,9.2182,8.9785,8.6736,9.4657,10.8238,10.5259
BSU06410,11.0757,10.699,10.4006,9.6857,9.4356,9.1033,10.755,11.091,11.1211,12.2675,11.7035,10.6773,11.0386,10.5977,10.1581,9.8798,11.0061,10.744
BSU_misc_RNA_10,13.5365,14.7491,14.218,10.1667,9.7397,9.5309,14.5548,13.7117,13.6341,14.9129,16.2765,10.386,15.2873,14.891,14.8191,9.6631,10.0176,9.8908
new_698472_698611,13.5946,14.663,14.0725,10.2524,9.7397,9.5154,14.5248,13.603,13.4937,14.9344,16.3313,10.7908,15.2898,14.8973,14.8151,9.6149,9.9652,9.8717
BSU06420,12.9405,14.1573,13.7265,9.7446,9.5611,9.523,14.1379,12.7214,12.877,14.2495,16.3759,10.7442,14.4974,14.0962,14.2008,8.7879,8.9579,8.9329
BSU06430,13.198,14.4954,13.9849,10.3321,10.228,10.2361,14.3144,13.0615,13.2441,14.568,16.4008,11.0494,14.9862,14.4567,14.4069,8.8248,9.0545,8.9224
BSU06440,12.6421,13.7376,13.4766,10.4501,10.3102,10.3281,13.9133,12.7586,12.942,13.5995,15.9495,10.9169,14.6353,14.1856,14.1712,8.5846,8.6132,8.4269
BSU06450,11.917,13.0344,13.1625,10.6146,10.3996,10.5515,13.5965,12.5696,12.4579,12.0234,15.9869,9.5489,15.1267,14.7977,14.7701,8.8846,8.7798,8.6078
BSU06460,11.3287,12.0977,12.2475,10.206,10.0887,10.1495,13.0317,12.1452,12.0545,11.324,15.9205,9.0967,14.7972,14.396,14.2986,8.6515,8.6822,8.2351
BSU06470,11.416,12.1227,12.1159,10.2798,10.1935,10.179,12.9847,12.1993,12.0757,11.134,16.1413,8.9246,14.9332,14.4305,14.4945,8.7174,8.6827,8.4394
BSU06480,11.4771,12.208,11.932,10.5884,10.3894,10.4723,12.46,12.274,12.0299,10.2563,16.0659,9.1296,15.0292,14.6997,14.6291,8.7491,8.6858,8.4705
BSU06490,11.3868,12.2492,12.0146,10.6928,10.6232,10.777,12.4483,12.2896,12.0524,9.6176,16.0189,9.6273,15.1226,14.8656,14.7511,8.8261,8.781,8.6032
new_706872_706972,11.0691,11.8906,11.4912,10.167,10.054,10.026,11.9729,11.8845,11.8522,9.051,15.8157,9.4072,14.8358,14.2563,14.1931,8.5423,8.489,8.1554
BSU06500,10.8183,11.7291,11.4891,10.0727,10.0459,10.128,12.0271,11.8898,11.7409,8.8296,15.6687,9.104,14.8036,14.273,14.2462,8.5046,8.3841,8.1967
BSU06510,11.2653,11.9017,11.703,10.4732,10.1795,10.4151,12.4399,12.3419,12.1613,9.1432,16.1132,9.4575,14.9659,14.5892,14.5848,8.5645,8.4353,8.2886
BSU06520,11.0823,11.8471,11.5393,10.4437,10.3453,10.4579,12.4118,12.5023,11.969,9.367,16.0403,9.799,15.0489,14.7669,14.55,8.5795,8.6223,8.4481
BSU06530,10.4086,11.3482,11.0333,10.1053,10.0019,10.2911,11.8671,12.0441,11.4429,9.1248,15.8336,9.6359,14.5628,14.2564,13.9811,8.4387,8.475,8.267
BSU06540,9.2795,9.5145,8.9042,9.0974,8.8102,8.572,9.0859,9.5773,9.4101,8.1937,7.7969,9.1456,9.7718,9.478,9.3581,8.7407,8.6812,8.569
BSU06550,7.8753,7.7839,7.8002,7.331,7.4379,7.4822,7.9902,8.2339,8.0775,7.0627,8.2756,7.6619,8.7878,8.5513,8.3183,7.7422,7.7937,7.4651
BSU06559,7.0521,6.9026,7.1171,7.0142,7.3553,7.4779,6.9681,7.0758,7.0691,7.149,7.159,7.6595,7.234,7.1822,6.9398,8.3729,7.8504,7.6451
new_713536_713956_c,7.1597,7.2792,7.4416,8.1991,8.1699,7.8937,7.0403,7.1432,7.284,7.1353,7.2361,7.6773,7.0498,7.0958,6.8981,8.4653,7.9714,7.6264
BSU06560,12.199,11.9222,11.0279,15.2867,15.0854,14.9628,10.2592,8.0446,10.2444,8.0915,7.5516,8.4599,9.2877,8.9512,9.1187,11.378,11.1039,11.0438
