LBexp_1,LBexp_2,LBexp_3,LBstat_1,LBstat_2,LBstat_3,LBGexp_1,LBGexp_2,LBGexp_3,LBGstat_1,LBGstat_2,LBGstat_3,M9exp_1,M9exp_2,M9exp_3,M9stat_1,M9stat_2,M9stat_3
BSU36590,11.4973,11.1438,10.841,9.7935,9.2782,9.1883,11.7231,11.1508,11.63,12.9154,13.5688,11.1608,11.1005,10.696,10.5307,9.0818,8.9664,8.7204
new_3762778_3763121_c,7.6628,7.6332,7.581,7.3688,7.6249,7.5543,7.5964,7.882,7.6292,7.5288,7.3173,7.8324,7.6037,7.6467,7.495,9.1447,8.5058,8.311
BSU36600,8.613,8.6703,8.6364,9.0536,9.1382,9.1146,8.3108,8.6795,8.5689,9.9349,9.8303,9.4677,9.0738,8.8604,8.4866,8.7032,8.9196,8.6707
BSU36610,11.0353,10.7202,10.1371,7.4272,7.4594,7.6387,11.4136,11.2788,11.2178,9.5787,8.642,8.5797,10.0934,9.9154,9.6769,8.0225,8.0434,7.6449
BSU36620,9.7633,9.6685,9.2877,8.3784,8.1967,8.1679,9.4251,9.9046,9.8618,7.7804,7.5143,8.1166,9.8729,9.6291,9.3663,8.0193,8.0277,7.8175
BSU36630,11.6676,11.5335,11.1402,9.7327,9.4705,9.3761,11.9642,12.1356,12.0029,8.6521,7.9513,8.8267,11.7613,11.543,11.2114,8.6589,8.5584,8.2619
new_3766640_3766713_c,7.6502,7.7294,7.627,8.8109,8.8198,8.6875,7.8291,7.9668,8.0472,7.9385,7.6865,8.2095,9.0359,8.748,8.5776,8.6609,8.5743,8.307
BSU36640,8.0501,8.169,8.0262,9.7684,9.7704,9.8089,8.0327,8.2024,8.2006,8.1719,8.0009,8.3998,10.0907,9.7835,9.3494,9.9902,10.1731,9.9167
BSU36650,7.7511,7.8941,7.843,10.4922,10.3866,10.3354,7.5819,7.7583,7.8118,7.9704,7.8754,8.4603,10.9983,10.6148,10.2277,11.0218,11.1502,10.9738
BSU36660,7.3558,7.7874,7.7621,10.6363,10.6366,10.4831,7.4129,7.4303,7.4339,7.7932,7.7612,8.5237,11.2438,10.83,10.3988,11.2571,11.2816,11.146
new_3769109_3769193_c,7.3895,7.8724,7.8604,11.0286,11.1226,10.9061,7.3835,7.5929,7.4695,7.825,7.7762,8.6189,11.3433,11.4741,10.9151,12.0007,12.2942,12.0248
new_3769195_3769288_c,7.2169,7.5,7.5571,9.886,9.7414,9.4547,7.0995,7.1044,7.2927,7.1311,7.3545,7.7418,10.1537,9.7105,9.2194,9.6957,9.4538,9.6121
BSU36668,7.1048,7.4638,7.5544,9.4974,9.3065,9.4857,7.0625,7.1166,7.1999,7.2172,7.4092,7.8552,9.5744,9.4018,9.1212,9.0933,9.3335,8.5673
new_3769454_3769625_c,7.0178,6.9562,7.197,7.0661,7.3098,7.4698,7.0207,7.0763,7.1478,7.1591,7.2466,7.5944,8.8347,8.7507,8.6719,8.2458,8.741,8.3993
BSU36669,6.9721,7.0192,7.2285,7.1076,7.289,7.395,7.0627,7.0802,7.1311,7.0026,7.0564,7.5775,9.0556,8.6954,8.6625,8.1715,8.738,8.4005
new_3769809_3769955_c,7.1176,7.2154,7.2973,7.168,7.4499,7.461,7.1376,7.0815,7.1666,7.2936,7.1928,7.7081,9.5071,9.253,9.0722,8.6094,9.153,8.9188
new_3769957_3770070_c,7.1195,7.1106,7.3263,7.1466,7.4527,7.6806,7.1091,7.0802,7.1841,7.3153,7.405,7.8419,7.4086,7.5986,7.3111,8.6217,9.2028,8.9359
BSU36670,7.3256,7.298,7.5378,7.9641,8.0716,8.4606,7.2903,8.4741,7.4224,7.919,7.5921,8.2377,11.9939,11.319,7.6515,11.5683,13.8309,13.0418
BSU36680,7.0572,6.7906,7.0248,6.9913,7.246,7.3547,7.1097,8.281,7.1586,7.1484,7.273,7.6666,7.4467,7.4308,6.9226,8.0534,8.5384,8.08
BSU36690,11.9413,11.887,11.3931,12.0445,11.731,11.3947,11.7273,12.0955,11.268,10.6226,9.9481,11.4722,12.8837,12.5754,12.2754,11.4431,11.5231,11.2221
BSU36700,11.7503,11.5605,11.1636,10.5121,10.1228,10.1638,11.1443,11.229,11.1114,10.5875,10.4392,10.4839,11.3053,10.8591,10.5273,8.5654,8.9894,8.7146
BSU36710,12.0333,11.771,11.3146,10.31,9.8345,9.7497,11.4057,11.4142,11.3135,10.8017,10.6128,10.7086,11.5995,11.1259,10.7731,8.6531,9.3252,9.0488
new_3774188_3774399_c,7.2743,7.0589,7.2338,7.1933,7.4161,7.6766,7.2706,7.1654,7.4102,7.4955,7.4599,7.7006,8.6391,8.2629,6.9697,8.0931,8.4049,8.1439
BSU36720,7.3208,7.328,7.2509,7.5659,7.7171,7.6936,7.3257,7.3877,7.4802,7.5529,7.4691,7.7245,9.7934,9.5048,7.2778,8.8115,10.4983,10.1115
BSU36730,8.2951,8.1007,8.0079,8.5087,8.6591,8.7418,8.0141,8.3732,8.2874,9.0102,8.6775,8.4412,8.6933,8.418,8.2686,8.7711,8.685,8.4111
BSU36740,8.4069,8.3203,8.2899,7.4999,7.6759,7.671,7.9963,8.4201,8.2565,8.481,8.2862,8.3953,8.2663,8.1315,7.8981,8.0246,7.9859,7.6912
BSU36750,9.1487,8.7275,8.6382,9.2151,8.9638,9.4341,9.5239,11.0711,8.9297,8.7487,8.6164,8.4349,8.8151,8.6344,8.3148,12.0339,10.3572,10.2729
new_3777796_3777913_c,10.0533,9.6028,9.5659,10.0376,9.8243,10.1109,9.7348,11.8718,9.8217,9.4543,9.3764,9.1581,9.3677,9.1463,9.0435,10.4466,9.9503,9.5854
new_3777872_3780532,7.3419,7.3299,7.6209,7.6895,7.8756,7.8299,7.2089,7.4157,7.5282,7.4958,7.2929,7.7066,7.1788,7.1902,6.9315,8.8708,8.1568,7.862
BSU36760,15.2901,14.8962,14.5413,14.0539,13.6223,13.4445,15.1775,14.9645,15.0954,14.2437,13.3327,12.9925,14.7854,14.5689,14.2893,12.6443,12.1892,12.0516
BSU36770,14.2155,14.4428,14.0083,13.102,12.4057,11.9522,14.4413,14.1629,14.2704,11.9301,11.0075,12.6424,14.1109,13.9057,13.4328,12.7668,12.1388,11.6579
new_3780034_3780161_c,13.6493,13.9661,13.5043,12.7924,12.3722,11.9112,14.0113,12.6514,13.5264,12.4228,11.6771,12.2525,13.4963,13.1087,13.0768,11.6989,11.2565,11.0754
BSU36780,13.8093,14.0772,13.6515,13.1654,12.4011,11.9317,14.0587,13.1129,13.6124,12.7373,11.9285,12.396,13.7848,13.4484,13.4779,11.846,11.3856,11.3998
new_3780393_3780655_c,13.7051,13.9575,13.5657,12.7762,12.2553,11.5957,13.9701,12.3514,13.5058,12.537,11.3881,12.3691,12.9829,12.9457,12.878,11.1418,10.939,10.8432
BSU36790,8.0982,8.3537,8.2181,8.3064,8.0156,8.0366,8.1063,8.8252,8.2849,8.5988,8.2026,8.4273,8.8227,8.5323,8.2502,8.7234,9.1632,8.8365
new_3780657_3781040_c,9.5353,8.8817,8.8034,8.4444,8.4769,8.1609,9.423,8.5262,8.6438,7.4863,7.2619,7.812,8.3302,8.0916,8.0701,9.328,8.7543,8.5872
BSU36800,14.9761,14.8775,14.6428,14.7077,14.5745,14.8922,14.9525,14.4392,14.8377,13.3236,12.2924,13.2658,14.6609,14.2133,14.0584,12.3821,11.9204,11.8911
BSU36810,15.1815,15.269,14.8884,15.0489,14.87,15.0544,15.128,14.5249,15.1936,13.5881,12.4307,13.4664,14.7678,14.3749,14.3093,12.4612,11.9184,11.8754
BSU36820,16.0713,15.9184,15.973,15.963,15.8456,15.8754,16.0872,15.4582,16.2921,14.464,13.7,14.6323,16.2278,15.5944,15.7033,14.0639,13.4456,13.3514
new_3783802_3783877_c,16.34,16.0138,16.1295,16.102,16.086,15.8838,16.0028,15.6931,16.3755,14.6443,13.8666,14.7577,16.4459,15.982,15.9711,14.4986,13.9861,13.8443
BSU36830,16.0191,15.9136,15.7995,15.9839,15.9018,15.7961,16.0897,15.4278,15.8198,14.103,13.416,14.2652,15.9451,15.591,15.6481,14.1851,13.4589,13.5257
BSU36840,15.9534,15.7491,15.7365,16.0789,15.6415,15.7562,16.1556,15.4515,16.1411,14.1993,13.7174,14.5324,15.9029,15.7063,15.6878,14.3692,13.8744,13.8215
BSU36850,16.1624,16.1288,15.8175,16.068,15.7154,15.5298,16.1671,15.581,16.0615,14.5511,13.9394,14.7622,16.2839,16.0282,16.2756,14.8146,14.2514,14.2258
new_3786458_3786619_c,15.648,15.281,15.3703,15.6573,15.331,15.0871,15.4073,15.0012,15.4634,13.5059,13.0761,13.8395,15.6149,15.0325,15.3011,13.8475,13.4038,13.3746
BSU36860,15.9498,15.7587,15.5533,15.753,15.5484,15.3379,15.3586,15.095,15.9223,13.5044,13.152,13.7421,15.6336,15.0632,15.2928,13.9221,13.4219,13.4107
BSU36870,15.6266,15.5452,15.2533,15.5583,15.3512,15.0249,15.3558,14.9218,15.5406,13.6003,13.2491,13.6964,15.5101,15.0422,15.0231,13.7765,13.3221,13.2912
BSU36880,14.8445,14.551,14.2494,14.1314,13.7509,13.6712,15.1282,13.7429,14.6498,13.9392,13.5065,13.664,13.9775,13.6566,13.8026,13.3743,13.6549,13.4604
new_3788004_3788274_c,15.1874,14.9886,14.7911,14.8073,14.5173,14.063,15.4647,14.362,15.0359,14.802,14.3149,13.8502,14.9002,14.5859,14.4932,14.4883,14.6176,14.4607
new_3788276_3788397_c,9.6755,9.0078,9.2146,7.6108,7.7847,7.9043,9.603,12.1398,9.5491,7.5399,7.8911,8.1943,8.8866,8.7296,8.6499,8.8032,8.3666,8.3313
BSU36890,14.662,14.2019,13.9294,11.3826,10.9213,10.9139,14.7051,15.3616,14.9623,12.9195,12.245,12.3316,14.0553,13.7088,13.6504,10.7847,10.4707,10.3582
BSU36900,14.6104,14.8733,14.5076,13.1382,12.7378,12.6598,14.8684,14.5512,14.3454,14.1452,15.2404,13.094,15.2784,14.7999,14.8146,11.1803,10.8555,10.8515
new_3790498_3790582_c,13.1682,13.3385,13.0702,12.7609,12.2596,12.0389,12.9161,12.9221,13.1955,11.9042,11.2737,10.5605,12.8279,12.4641,12.4908,10.4709,10.1151,10.0543
BSU36910,13.122,13.2208,12.9017,12.6765,12.1996,12.1237,13.0634,13.0511,12.9832,12.613,11.7795,12.4033,12.9719,12.5686,12.4737,10.6315,10.3175,10.292
BSU36920,13.7654,13.9643,13.5466,13.3802,12.5495,12.3363,13.817,13.9305,13.6875,13.087,12.4133,13.2085,13.9304,13.4768,13.2345,11.7155,11.3742,11.4513
new_3791649_3791748_c,13.7139,13.984,13.6503,13.4165,12.594,12.1706,14.1001,14.0775,13.628,13.154,12.5282,13.3692,14.0974,13.7491,13.5231,11.7658,11.6197,11.7202
BSU36930,12.1912,11.9845,11.7342,9.9891,9.6317,9.2959,12.1245,12.0565,12.033,10.5087,9.4865,10.2022,11.4221,11.134,11.0706,9.6232,8.9794,8.815
BSU36940,9.5351,9.501,9.1557,7.5371,7.5688,7.6331,9.2635,9.0968,9.268,9.2015,8.486,8.5601,8.4908,8.3392,8.2137,9.6883,8.5336,8.3635
BSU36950,11.6153,11.6716,11.1659,9.7663,9.2087,9.1922,11.3964,11.7066,11.4311,12.0198,10.8879,10.9211,10.9865,10.5486,10.3084,9.5621,8.9609,9.0097
new_3794010_3794074_c,12.3831,12.3819,12.1857,10.0125,9.4753,8.927,11.8616,12.632,12.1126,12.272,11.0966,11.1489,11.9084,11.2777,10.9758,10.335,9.7286,9.5917
new_3794076_3794165_c,7.8399,7.6761,7.7208,7.5042,7.6546,7.7645,7.7334,7.659,7.9626,7.884,7.4723,7.703,7.8276,7.6628,7.1828,10.3414,9.656,9.1011
BSU36960,7.8604,7.6182,7.5598,7.4871,7.6924,7.81,7.9907,7.6384,8.051,7.7696,7.5138,7.6281,7.9295,7.7717,7.2985,11.0649,9.8666,9.5539
BSU36970,8.3596,7.9557,7.9701,7.7763,7.9962,8.2822,8.369,8.1024,8.4779,7.9348,7.656,7.8335,8.4892,8.3692,7.5407,9.8495,9.4129,9.2649
BSU36980,10.5443,10.7116,10.3179,9.6538,9.6773,8.8697,10.2015,10.3892,10.5689,10.1852,9.9551,9.5701,10.1671,10.1201,9.7667,8.8809,9.2957,8.8782
BSU36990,11.5618,10.9163,10.849,8.849,8.8114,8.6767,11.8753,10.8581,11.6069,11.0987,10.2386,9.0372,10.6797,10.2532,9.8874,8.4923,8.2401,7.9184
new_3796158_3796216_c,11.1038,10.6848,10.4107,8.7867,8.4892,8.6784,11.8562,10.2415,11.0997,10.8869,10.1368,9.0412,10.5708,10.2664,9.8908,8.5112,8.2781,8.0298
BSU37000,11.8787,11.516,11.2415,9.2705,9.0388,8.8793,11.9701,10.9988,11.8885,11.3161,10.6593,9.5589,10.85,10.4045,10.1329,8.5224,8.3209,8.0598
BSU37010,13.8581,13.7056,13.4376,11.5355,11.0216,10.7775,13.7349,13.686,13.8947,13.5772,12.7631,12.3402,13.1271,12.7576,12.6463,10.8872,10.6914,10.4329
new_3798209_3798320_c,7.4199,7.0681,7.4297,7.0698,7.3322,7.4016,7.3775,8.3563,7.4637,7.601,7.4381,8.2082,7.902,7.7696,7.2868,7.9873,7.9891,7.6197
BSU37020,10.5223,10.9016,10.5412,9.1027,8.5813,8.4123,10.2277,10.6442,10.5381,8.5608,8.4893,9.37,11.0406,10.5714,10.2464,8.2518,8.3535,7.957
BSU37030,9.9902,10.2443,9.8647,9.9281,9.8076,9.5523,9.6136,9.9692,9.7868,8.3708,8.4354,9.2713,10.4074,9.9882,9.6793,13.9263,13.1849,13.1236
BSU37040,8.1881,8.2671,8.2115,7.3055,7.4542,7.5827,8.9391,9.4968,9.2264,10.3022,9.3606,11.9084,11.9255,11.3778,10.7737,7.9101,8.1987,7.9187
BSU37050,9.1509,8.7575,8.8185,7.2974,7.4841,7.5606,10.2859,10.8416,10.1034,11.3072,10.7103,13.2757,13.1972,12.8307,12.2005,7.8309,7.906,7.6672
new_3802167_3802257_c,10.0204,9.6988,9.6099,7.9079,7.8738,7.8494,10.7297,11.9237,10.9438,12.2915,11.3882,13.8789,14.1813,13.4428,13.2735,8.5229,8.2035,7.9078
BSU37060,11.7496,11.1527,10.7952,8.119,8.337,7.9591,12.1749,11.8436,11.6223,8.9051,8.1459,8.9178,10.6334,10.1558,10.0375,8.3108,8.176,7.8627
BSU37070,16.2794,16.3347,15.9787,13.5356,13.6075,13.1719,15.9235,16.3885,16.3741,15.6083,14.3643,14.4146,15.9765,15.7351,15.5949,13.7952,13.4746,13.3597
new_3803282_3803359_c,16.1994,16.3022,15.974,13.5024,13.5261,13.1181,15.8708,16.3635,16.4269,15.5513,14.1806,12.6968,16.0302,15.6869,15.5682,13.8898,13.49,13.4042
BSU37080,13.1403,12.8553,12.6796,12.5171,12.3877,11.9124,13.0887,12.4533,12.9386,12.7536,13.1503,11.2128,13.149,12.7523,12.5486,9.9973,9.2246,9.4231
new_3804684_3804986_c,13.5243,13.1531,13.0628,12.974,12.917,12.3355,13.6777,12.7489,13.4457,13.3372,13.7868,12.3966,13.3419,13.0899,12.8763,10.9947,10.4602,10.2443
BSU37090,13.7961,13.6399,13.3482,13.7716,13.6141,13.5636,13.3933,12.9387,13.0712,10.6358,10.971,11.9353,13.5756,13.1439,12.8878,11.1334,10.6149,10.4756
BSU37100,14.197,14.0394,13.7116,13.8446,13.4772,13.1896,13.7883,13.4535,13.4471,10.4486,11.0153,12.0263,14.0934,13.6626,13.4237,11.4862,10.8233,10.5657
new_3807376_3807735_c,14.5206,14.3563,14.2306,13.9786,13.6715,13.1173,14.2491,13.933,13.6218,10.8791,11.1892,12.0803,14.5017,14.0756,13.7918,11.7466,11.5315,11.4606
BSU37110,15.4246,15.348,15.3239,15.0147,14.7509,14.7228,14.9772,14.9256,14.8029,12.8883,13.0195,14.2066,14.991,14.5709,14.3704,12.6434,12.3704,12.2065
new_3808393_3808511_c,15.5705,15.5699,15.541,15.1049,14.8106,14.8495,15.1637,15.1445,15.167,12.49,13.0793,14.2721,15.0063,14.6036,14.5893,12.7026,12.4839,12.2971
BSU37120,16.1067,16.2865,16.0528,15.1996,14.6856,14.6913,15.8648,16.311,16.1855,14.5329,14.0822,14.9888,15.7995,15.426,15.2942,12.9967,12.7622,12.6102
new_3809370_3809496_c,15.731,16.1974,16.0694,15.1948,14.5802,13.9376,15.9293,16.211,16.1023,14.6585,14.3668,15.0495,15.9401,15.6116,15.4399,13.5046,12.975,12.6487
BSU37130,11.5891,11.9142,11.5319,13.417,12.831,12.251,11.0476,11.237,10.9484,10.5795,10.0379,10.5559,12.42,12.0245,11.5468,12.7034,12.4556,12.4197
new_3809980_3810619_c,9.7296,9.8086,9.2196,9.3039,8.9638,8.3575,9.4372,10.0472,9.1122,7.4206,7.3751,8.2713,9.7123,9.4337,9.1869,8.2695,8.1627,7.9797
BSU37140,11.852,11.5818,11.1534,10.0404,9.6822,9.3088,11.9318,11.5253,11.8485,10.6276,10.1436,10.3621,11.4057,11.0431,11.0579,8.4923,8.4783,8.3504
BSU37150,14.9741,14.5142,14.1373,10.3637,9.9114,10.1674,14.9443,15.2267,14.8959,14.8288,12.5532,13.0397,13.1642,12.7501,12.5302,9.3173,9.0844,8.9478
new_3812301_3812488_c,15.7766,15.1531,14.904,10.5623,9.9928,9.5074,14.4349,16.0652,15.7697,15.1944,12.6121,12.2773,13.3041,12.9699,13.2101,10.3877,9.7149,9.1217
BSU37160,14.6613,14.4651,14.134,12.3456,11.9327,11.1171,14.5703,14.7575,14.7335,12.3639,11.0865,12.2818,14.3717,14.1596,13.9626,12.0936,10.9272,10.4884
new_3813064_3813166_c,15.0927,14.8525,14.4915,12.3135,11.8327,10.8983,14.7223,15.1443,15.0558,11.5048,10.7809,12.2772,14.706,14.4875,14.1799,12.141,11.0685,10.7748
new_3813168_3813245_c,9.2305,8.8365,8.7332,10.9403,11.1033,10.2237,8.4616,8.4808,8.665,7.4808,7.4664,7.9987,8.4676,8.2297,8.1193,10.1517,8.6013,8.3542
BSU37170,9.0535,8.7218,8.6636,10.9426,10.7027,10.0516,8.491,8.2727,8.5613,7.7094,7.5582,7.9931,8.5088,8.2203,8.1192,10.2956,8.6645,8.5195
BSU37180,8.2759,7.9469,7.9091,11.0163,10.6506,10.0658,7.7903,7.6841,7.8697,7.5193,7.4872,7.8283,7.8692,7.6814,7.6139,10.0942,8.6309,8.4992
new_3816500_3816558_c,8.2497,7.5317,7.6202,10.8361,10.5467,9.4961,7.5395,7.6529,7.7665,7.1551,7.1743,7.726,7.6442,7.6728,7.4454,9.5163,8.2255,8.0074
BSU37190,6.9721,6.7251,7.0973,7.0108,7.2356,7.3611,6.8614,6.9665,7.055,7.1556,7.1907,7.6502,7.0408,7.0468,6.8744,7.873,7.8621,7.581
new_3816846_3817724_c,6.925,6.7638,7.0313,6.9387,7.2118,7.3645,6.9371,6.8623,6.9913,7.1232,7.1107,7.6401,6.97,7.0337,6.815,9.6121,8.2464,8.0424
BSU37200,7.1591,7.004,7.2006,7.0573,7.2559,7.3942,7.0789,7.1901,7.2586,7.2371,7.2374,7.6609,7.1316,7.1064,6.9792,7.8484,7.8534,7.6169
BSU37210,7.4862,7.6868,7.8707,7.3257,7.6745,8.4259,7.3797,7.3445,7.4279,7.3145,7.338,7.8153,11.3243,10.8508,7.6573,10.0118,11.8024,11.6448
new_3819213_3819619,7.4814,7.722,7.8734,7.0872,7.4507,7.3768,7.5375,7.7089,7.7395,7.1364,7.15,7.5648,7.4512,7.3409,7.1575,7.8058,7.997,7.8575
BSU37220,12.3512,12.6069,12.5171,8.9002,9.1068,8.8503,12.868,12.1906,12.205,8.2852,8.1503,8.4466,12.5871,12.2085,11.569,8.3044,8.6655,8.2582
BSU37230,12.4151,12.8231,12.4231,8.9576,8.9051,8.7,12.5526,12.0926,12.2993,8.1949,8.1103,8.3353,12.5115,12.0814,11.447,8.4726,8.6874,8.4168
BSU37240,7.9389,8.1793,8.2233,7.9681,8.2386,8.6042,7.7806,8.0051,8.0043,7.8124,7.8224,8.0633,11.1448,10.8011,7.8267,8.8758,9.3186,9.3725
new_3823159_3823531_c,7.8167,7.3566,7.5494,10.988,11.3284,10.8971,7.7268,8.0628,7.974,12.5882,11.5255,10.6096,7.384,7.3334,7.1981,7.9019,7.8562,7.7223
BSU37250,7.1156,7.1994,7.3871,13.1194,13.2518,13.3082,7.8939,7.6184,7.3084,14.9398,14.1595,12.8351,7.0825,7.0712,6.877,7.7274,7.7237,7.489
BSU37260,7.4023,7.7046,8.1438,14.0438,14.2415,14.2431,8.3986,8.0597,7.6745,16.1782,15.3251,13.9919,7.3624,7.2439,7.2636,7.795,7.8808,7.5677
BSU37270,7.4136,7.9263,8.2889,13.6852,13.8344,13.7223,8.3904,7.7499,7.5902,15.4844,14.8522,13.7798,7.2963,7.3239,7.0921,7.7875,7.869,7.6299
BSU37280,7.3356,8.3085,8.3563,13.181,13.4168,13.2329,8.2024,7.4021,7.7538,15.0772,14.2131,13.5427,7.0745,7.126,6.9533,7.7711,7.848,7.5933
new_3830002_3830131_c,7.0797,6.9771,7.1895,9.5572,9.4832,9.0244,7.0627,6.8507,7.1606,8.134,8.372,9.1868,6.9429,7.008,6.9075,7.7665,7.957,7.5142
BSU37290,7.3486,7.7549,7.8332,13.221,12.9986,12.7464,7.3537,7.0692,7.3946,10.9388,11.2312,12.1312,7.123,7.1622,6.9767,7.7983,7.9215,7.5846
BSU37300,8.7156,8.6516,8.5234,10.6809,11.0899,10.3312,8.4011,8.7066,8.561,8.9457,9.078,9.6624,7.9586,7.8274,7.6309,7.8177,7.8278,7.6223
BSU37310,11.4476,13.0142,12.616,15.145,14.8373,14.5629,12.0003,10.1445,11.9977,15.9102,15.3188,14.1034,10.4396,10.2387,10.1768,9.7668,9.9633,9.7051
BSU37320,7.7414,7.99,8.0031,12.9202,13.0789,12.8053,7.9029,8.6942,8.1606,14.914,14.1987,12.2215,7.5145,7.4515,7.2967,7.9647,7.9289,7.7391
BSU37330,13.9001,13.6443,13.3142,13.089,12.9271,12.8475,13.7835,13.6853,13.86,12.6646,12.1481,12.3783,13.5117,13.1148,12.9629,10.8785,10.4486,10.2382
BSU37340,13.9278,13.6398,13.1062,12.2612,11.4081,10.7402,13.8492,13.8847,13.782,11.5092,10.7514,12.3689,13.5583,13.2883,13.0786,11.1784,10.8027,10.632
BSU37350,8.0941,11.6443,10.9475,16.398,16.2325,16.2801,8.9452,7.4716,8.7869,12.7014,11.1739,13.0987,8.8554,8.6318,8.6005,10.1593,10.6011,10.4242
BSU37360,8.0116,11.6385,10.9637,16.4391,16.2677,16.258,8.8893,7.4364,8.766,11.1873,11.0337,12.8981,8.7232,8.4805,8.4501,8.387,8.5724,8.8807
BSU37370,10.434,11.7803,11.2654,16.331,16.3118,16.3474,10.6855,10.4757,10.4907,12.8323,12.8396,13.3875,12.0506,11.6955,11.1716,10.1494,10.9558,10.4246
BSU37380,11.2137,12.009,11.8137,16.4119,16.0574,16.4262,11.2094,11.2172,11.1215,13.3225,13.1685,13.2871,12.3882,12.019,11.5373,10.2267,10.9491,10.4214
BSU37390,10.3624,11.1931,10.8918,16.3102,16.0154,15.9957,10.5066,10.2674,10.4233,12.6988,12.5273,12.6262,11.8384,11.2655,10.8443,9.285,9.9,9.4403
BSU37400,9.9858,10.2654,10.2829,15.7377,15.6027,15.57,9.8114,9.8864,9.7946,12.2695,12.156,12.3437,11.3885,10.907,10.4761,8.9428,9.3828,8.9572
BSU37410,8.8772,8.9722,9.116,15.1155,14.936,14.9437,8.9573,8.2672,8.6219,10.6757,10.4843,11.4389,10.3854,9.8817,9.6167,8.7676,9.0074,8.7532
BSU37420,7.9584,8.1275,8.0853,14.6884,14.6965,14.6878,7.7833,7.5251,7.7099,9.2966,9.5195,10.3746,9.5975,9.2291,8.9701,8.484,8.7439,8.464
BSU37430,7.8273,7.9815,7.9837,14.5257,14.6056,14.5606,7.4273,7.4027,7.5343,8.9642,9.0515,10.2826,9.6685,9.3397,8.9388,8.7423,8.7146,8.4385
new_3842651_3843000_c,7.1805,7.0387,7.267,7.213,7.4071,7.5669,7.163,7.1772,7.2696,7.2958,7.4253,7.734,7.4302,7.3554,7.2244,8.3279,7.9517,7.6397
new_3842996_3845478,7.2542,7.3228,7.3822,12.0984,12.3992,11.8105,7.2268,7.2397,7.2869,7.2017,7.2148,7.7593,7.5671,7.4493,7.2867,7.8764,8.0921,7.6823
BSU37440,7.2019,7.0887,7.2667,8.1114,8.5473,8.008,7.1847,7.16,7.2733,7.3239,7.3773,7.712,7.4128,7.3584,7.1871,8.3246,7.9613,7.6847
BSU37450,7.185,7.1151,7.3218,7.4246,7.7464,7.6396,7.1739,7.0811,7.222,7.2121,7.2534,7.697,7.3774,7.2683,7.1523,8.3212,7.9496,7.6977
BSU37460,12.119,12.64,12.295,13.1446,13.2254,12.953,11.8637,12.2339,12.0278,9.8183,9.6555,10.5521,16.0456,15.6887,15.6134,13.8406,12.8176,12.6053
BSU37470,12.8011,13.1615,12.9714,14.0397,13.9269,13.6645,12.5393,12.7149,12.6852,12.9167,11.4634,13.0667,15.5911,15.1625,15.0571,14.1971,13.5467,13.2005
new_3847279_3847347,8.4421,8.6546,8.2562,9.016,9.06,8.7013,8.1363,8.6618,8.3026,8.3003,8.261,8.3056,11.4432,10.9154,10.8702,9.565,9.1185,8.8013
BSU37480,7.7743,8.1357,7.9342,8.527,8.6191,8.3632,7.8913,8.0825,8.1101,7.8969,8.1877,7.8567,11.3433,10.6852,10.8079,9.4694,8.9429,8.7031
BSU37490,13.0555,11.9521,11.4637,8.1816,8.1381,8.1855,13.3667,14.0373,13.4625,10.2116,8.8421,9.9175,11.5296,11.1716,10.803,8.4078,8.2258,7.8582
BSU37500,14.203,13.0004,12.4874,9.4924,9.1039,8.9236,14.3673,14.8465,14.3004,10.7613,9.5361,11.0785,13.1723,12.8283,12.4854,9.503,8.9792,8.6703
new_3849617_3849712_c,13.7771,12.545,11.6585,8.3718,7.7802,7.9139,13.2921,14.184,13.9162,10.1956,8.8027,11.1051,12.7369,12.5933,12.2397,9.111,8.7125,8.3609
BSU37510,7.064,6.8725,7.1284,7.0669,7.3311,7.4382,7.1337,7.2543,7.2215,7.1523,7.2253,7.6555,7.223,7.1625,6.8964,9.3157,8.3546,8.1379
new_3852070_3852185_c,14.1454,14.0182,13.7479,13.1486,12.8042,12.4828,13.9118,13.8667,14.11,12.4181,11.7915,12.0417,13.2453,12.8127,12.7762,10.9049,10.7152,10.2253
BSU37520,13.2251,13.2149,12.8271,12.2079,11.8217,11.5069,13.1066,13.1927,13.1051,12.1252,11.5791,11.8534,12.9491,12.4737,12.2802,10.4964,10.3236,10.1236
BSU37530,12.8664,12.654,12.327,11.9013,11.3779,10.9129,12.8405,12.8132,12.6714,11.6635,11.1668,11.0345,12.3639,11.9687,11.8358,10.2355,10.0344,9.9003
new_3853433_3853716_c,11.0427,11.0814,10.7212,10.7312,10.2607,9.7259,11.0231,10.9549,10.7064,9.5395,9.2515,10.0294,10.4901,10.0691,9.9215,8.8702,8.4935,8.4464
BSU37540,11.1024,11.5114,11.3636,8.8575,8.3945,8.1607,10.4635,11.2241,11.0703,10.7424,10.1126,10.1922,11.2987,10.8616,11.0393,9.1117,9.23,8.9539
BSU37550,11.2328,11.3504,10.818,10.7297,10.1764,9.6195,10.9802,11.403,10.9332,9.7225,9.405,10.4646,11.22,10.918,10.7027,9.6871,9.2225,8.9009
BSU37560,8.8,8.58,8.6355,7.0844,7.3125,7.4469,8.7919,8.9673,8.7176,7.2492,7.2169,7.7575,8.7395,8.3696,8.292,8.7942,8.2878,7.994
