LBexp_1,LBexp_2,LBexp_3,LBGexp_1,LBGexp_2,LBGexp_3,BI_1,BI_2,BC_2,BC_t1,BC_t2,BC_1,Sw_1,Sw_2
BSU36290,11.4105,10.6696,10.098,11.9276,11.9798,11.5099,11.4642,12.0325,10.9814,11.1256,10.9584,10.8864,12.0526,12.1578
BSU36300,11.0377,10.1584,9.6391,11.7852,11.5795,10.8782,11.02,11.4359,10.5075,10.4609,10.3908,10.2635,10.2766,10.8814
new_3740032_3740104_c,7.369,7.3208,7.4286,7.6153,7.2378,7.4803,8.0628,7.9603,7.4442,7.7938,8.8545,7.5832,7.373,7.6196
new_3740106_3740205_c,9.717,10.573,9.7892,9.3952,9.7366,10.2797,13.7549,13.8181,12.8601,12.5286,12.4279,12.438,14.2363,14.3856
BSU36310,9.7429,10.5378,9.8178,9.5016,10.0411,10.25,13.2483,13.5913,12.6642,12.5157,12.0864,12.3463,13.8998,14.1032
BSU36320,10.8144,11.3682,11.0097,10.1812,11.1747,10.9971,9.2707,9.2713,8.5013,8.866,10.6721,8.0527,6.8334,7.2433
BSU36330,12.6197,12.8368,12.4473,12.697,12.933,12.3484,12.7776,13.0613,13.6826,12.8289,13.4269,13.0289,12.7751,13.2208
new_3741593_3741676,12.1446,12.2276,11.9361,12.2709,12.3306,11.9455,12.046,12.2655,13.3186,12.3518,12.7945,12.6682,12.4954,12.7101
BSU36340,8.7272,8.0114,7.9593,8.9691,8.4684,8.8398,7.9234,7.9944,7.1235,7.9169,9.2865,7.3025,7.0707,6.9947
BSU36350,8.9002,8.7691,8.4681,8.9503,8.6623,8.2404,8.8775,8.4648,9.1526,8.9724,9.5371,8.9167,9.0689,9.3785
BSU36360,12.6435,12.4445,12.138,13.1242,12.6508,12.714,11.9605,12.1007,10.5617,9.9128,10.2533,10.0723,10.3738,10.8346
BSU36370,13.699,13.2011,12.9691,13.7856,13.4339,13.7549,12.0939,11.7683,10.1409,10.2943,11.0531,9.6887,9.6763,9.9505
new_3744236_3744320_c,9.4292,9.1397,9.2683,7.8578,8.874,8.8408,8.3128,8.1504,7.4732,8.2732,10.8704,7.3851,7.2426,7.6544
new_3744322_3745406_c,8.0219,8.3109,8.5565,8.0851,7.7356,7.7109,8.0287,7.8589,7.163,8.4014,9.5358,7.3997,8.1042,7.9114
BSU36380,12.5777,12.6756,12.0183,12.2374,12.6195,12.3538,11.9768,11.9824,13.1026,12.033,12.7054,12.323,11.139,11.9078
new_3745414_3746298,10.8941,10.7627,10.4284,10.0306,9.8109,10.7199,10.1585,10.0366,11.4002,11.1127,11.5689,10.8306,10.7099,9.9671
BSU36390,13.0577,13.4673,13.343,12.7088,13.2213,12.6531,13.3286,13.598,11.7001,11.4355,11.5553,11.3862,14.0873,13.9741
BSU36400,12.8723,13.4846,13.1066,12.5953,13.6162,12.3864,13.0737,13.4124,11.5068,10.9036,11.2983,10.9166,12.8834,13.1883
new_3747092_3747171_c,13.3006,13.6086,13.0603,12.044,13.5414,12.238,12.7822,13.0155,11.5438,10.5777,11.4441,10.8763,12.081,12.4782
BSU36410,14.6747,14.2638,13.9002,14.3892,15.0706,14.8003,13.7457,13.8485,13.6034,13.3094,13.4971,12.8973,12.4239,12.8742
new_3748336_3748420_c,6.8825,6.8015,7.054,6.8783,6.9638,7.1852,7.0874,7.0879,12.4098,11.7181,12.3003,11.5217,7.1182,7.2338
BSU36420,6.911,6.7631,7.0591,6.8598,6.9288,7.0381,6.9547,6.8025,12.1513,11.2136,11.8748,11.2081,6.8706,7.0213
BSU36430,6.9664,6.7475,7.1397,6.8625,7.0173,7.0323,7.0467,6.7375,12.5632,11.3917,12.1701,11.7749,6.9964,7.1227
BSU36440,9.8635,9.1908,8.9112,10.1335,10.2748,9.8285,9.9386,10.1514,10.4161,10.4712,10.8419,10.3092,10.3306,10.8338
BSU36450,9.4853,8.9106,8.6652,9.9649,9.7185,9.7541,9.6378,9.8009,9.8895,10.0442,10.186,9.6215,10.4778,10.6186
BSU36460,10.2717,9.9665,9.6239,10.8486,10.5035,10.5759,12.904,13.0053,12.142,11.7211,11.9835,11.6985,11.1549,11.7572
BSU36470,7.3042,7.1636,7.2514,7.2267,7.2813,7.3612,7.0023,6.8944,6.5981,7.0308,8.0068,6.8506,6.5101,6.5377
BSU36480,9.5146,9.568,9.1538,9.2873,9.3809,9.2571,8.7797,9.1174,8.0573,7.9599,8.4201,7.7322,7.5746,7.7011
BSU36490,10.3831,10.1571,10.2403,9.7554,10.2526,10.0196,9.37,9.7254,8.6245,8.4197,9.0401,8.199,7.5325,7.7421
BSU36500,9.3545,9.4192,9.1409,9.0443,9.2172,8.9468,8.3773,8.4642,6.8903,7.4089,8.5273,7.1097,6.8262,6.7066
BSU36510,7.9422,8.086,8.0093,8.3133,7.787,8.0215,8.109,8.1184,7.6616,7.7439,8.5434,7.5504,7.971,8.4927
BSU36520,9.9543,10.397,10.2933,9.3845,9.7601,9.7424,10.5476,10.7253,11.7797,11.3073,11.509,11.1758,12.0052,12.4183
BSU36530,13.2571,12.6076,11.6642,13.1352,13.1109,12.6857,11.2592,11.2466,12.0168,11.4521,11.7154,11.1073,10.7207,11.0899
BSU36540,9.1418,9.1355,8.8152,9.0791,9.266,9.0832,8.2557,8.2738,9.1644,8.8066,9.595,8.6461,7.7936,8.034
BSU36550,8.239,8.1709,8.3855,7.8461,7.9246,7.857,8.693,8.9257,12.3578,12.1332,12.3819,12.0294,9.8663,10.12
new_3760210_3760556,12.4157,12.6716,12.1044,12.1045,12.5463,12.0964,12.2506,12.1525,12.0605,11.4526,12.0509,11.6052,12.1161,12.6561
new_3760558_3760693,12.7282,12.9924,12.399,12.2865,12.6259,12.464,12.4245,12.5871,12.8724,12.1986,12.6778,12.1228,12.5019,12.8756
BSU36560,12.2396,12.455,11.904,12.259,12.1602,12.099,12.0662,12.2439,12.3664,11.7639,12.1549,11.7262,12.2142,12.6461
new_3761046_3761954_c,8.5611,8.3978,8.3925,8.0113,8.0348,7.9211,8.1306,8.1819,8.1866,8.3751,9.5387,7.8345,8.1553,8.3105
BSU36570,12.4154,12.4067,12.2255,12.2948,12.1772,12.3171,12.1128,11.9598,11.8393,11.9596,12.0245,11.4997,12.3436,12.3827
BSU36580,11.2985,11.6207,11.0856,10.1476,11.2536,10.7328,11.9503,11.7961,12.5786,12.185,12.5641,12.2,12.3974,12.4907
new_3762479_3762776_c,7.9564,7.8249,7.7387,7.8961,8.1693,7.9389,8.2246,8.3892,9.832,9.14,10.3661,9.2253,10.6713,11.1627
new_3762583_3762663,11.8184,11.2573,10.9741,10.6561,11.4956,11.8679,10.1996,10.1991,9.5683,9.1974,10.57,9.0067,8.6116,9.127
BSU36590,11.4973,11.1438,10.841,11.7231,11.1508,11.63,10.6821,10.7642,9.9291,9.6164,10.0584,9.3216,9.4087,9.9851
new_3762778_3763121_c,7.6628,7.6332,7.581,7.5964,7.882,7.6292,7.7216,7.5889,8.0141,8.2564,9.1193,7.8484,7.8184,7.912
BSU36600,8.613,8.6703,8.6364,8.3108,8.6795,8.5689,9.2154,9.6447,10.4176,9.9132,10.3672,9.9919,10.6371,10.9019
BSU36610,11.0353,10.7202,10.1371,11.4136,11.2788,11.2178,9.5163,9.5913,7.4369,8.0827,8.8561,7.4239,7.6444,7.6125
BSU36620,9.7633,9.6685,9.2877,9.4251,9.9046,9.8618,9.1755,9.1832,8.6968,8.7866,9.0979,8.4612,9.8171,10.2673
BSU36630,11.6676,11.5335,11.1402,11.9642,12.1356,12.0029,10.7394,11.1335,10.359,9.9985,10.3028,10.0062,10.4116,10.9459
new_3766640_3766713_c,7.6502,7.7294,7.627,7.8291,7.9668,8.0472,8.1182,8.1984,9.3972,9.0311,9.822,9.8243,9.5302,9.5361
BSU36640,8.0501,8.169,8.0262,8.0327,8.2024,8.2006,9.4253,9.6575,11.3547,11.2417,11.1284,10.7486,10.9538,11.2661
BSU36650,7.7511,7.8941,7.843,7.5819,7.7583,7.8118,9.8595,9.9894,12.0242,11.5261,11.6646,11.3366,11.4281,11.8429
BSU36660,7.3558,7.7874,7.7621,7.4129,7.4303,7.4339,10.1092,10.3914,12.3294,11.9215,11.9774,11.8843,11.3077,12.1047
new_3769109_3769193_c,7.3895,7.8724,7.8604,7.3835,7.5929,7.4695,10.3848,10.5007,12.7049,12.3829,12.6746,12.4618,11.8044,12.639
new_3769195_3769288_c,7.2169,7.5,7.5571,7.0995,7.1044,7.2927,9.2504,9.5443,11.72,11.3157,11.5312,10.8773,9.9374,10.3183
BSU36668,7.1048,7.4638,7.5544,7.0625,7.1166,7.1999,7.575,8.5677,11.6323,10.075,11.0239,8.4917,8.5747,10.2147
new_3769454_3769625_c,7.0178,6.9562,7.197,7.0207,7.0763,7.1478,7.0509,7.0025,7.8493,7.6401,8.6462,7.6623,7.8422,8.2378
BSU36669,6.9721,7.0192,7.2285,7.0627,7.0802,7.1311,7.0032,6.9829,8.0549,7.9061,9.0754,7.5991,7.8504,8.2093
new_3769809_3769955_c,7.1176,7.2154,7.2973,7.1376,7.0815,7.1666,7.1261,7.4052,8.6825,8.4292,9.4921,8.151,8.0495,8.5927
new_3769957_3770070_c,7.1195,7.1106,7.3263,7.1091,7.0802,7.1841,7.0479,7.1992,7.5114,7.9291,9.7026,7.5506,8.1559,8.6257
BSU36670,7.3256,7.298,7.5378,7.2903,8.4741,7.4224,9.2535,10.3564,13.7042,12.6984,13.7684,12.8954,13.5997,14.0956
BSU36680,7.0572,6.7906,7.0248,7.1097,8.281,7.1586,7.1099,7.0587,8.4274,7.9384,9.0737,7.9479,8.405,9.3616
BSU36690,11.9413,11.887,11.3931,11.7273,12.0955,11.268,12.4715,12.41,11.9884,11.2388,11.9519,11.3278,12.3933,12.7417
BSU36700,11.7503,11.5605,11.1636,11.1443,11.229,11.1114,11.5626,11.7663,11.5792,11.3165,11.3892,10.9525,12.3784,12.7259
BSU36710,12.0333,11.771,11.3146,11.4057,11.4142,11.3135,11.6572,11.7408,11.5782,11.1522,11.4021,10.892,11.951,12.4642
new_3774188_3774399_c,7.2743,7.0589,7.2338,7.2706,7.1654,7.4102,7.2346,7.6133,9.6945,9.9111,10.3465,8.8096,10.6147,10.6947
BSU36720,7.3208,7.328,7.2509,7.3257,7.3877,7.4802,8.2832,8.783,11.9492,11.4173,12.3774,10.8642,13.2767,13.3203
BSU36730,8.2951,8.1007,8.0079,8.0141,8.3732,8.2874,9.3912,9.6235,10.4002,10.194,10.1879,10.2291,9.6704,10.0484
BSU36740,8.4069,8.3203,8.2899,7.9963,8.4201,8.2565,7.7508,7.794,7.9688,8.2351,8.7717,8.125,7.2055,7.2899
BSU36750,9.1487,8.7275,8.6382,9.5239,11.0711,8.9297,10.2766,10.4851,9.8218,9.1813,9.8153,9.2333,8.8886,9.301
new_3777796_3777913_c,10.0533,9.6028,9.5659,9.7348,11.8718,9.8217,10.691,10.868,8.7407,8.4298,9.2915,8.6904,9.1236,9.4473
new_3777872_3780532,7.3419,7.3299,7.6209,7.2089,7.4157,7.5282,7.1763,7.5274,7.6611,9.5317,10.5005,7.6858,8.0585,7.4118
BSU36760,15.2901,14.8962,14.5413,15.1775,14.9645,15.0954,13.9796,14.1197,13.9837,13.7268,13.9516,13.0847,13.2454,13.6705
BSU36770,14.2155,14.4428,14.0083,14.4413,14.1629,14.2704,12.8297,13.2962,12.2771,11.1111,12.0847,11.4522,10.3068,11.1928
new_3780034_3780161_c,13.6493,13.9661,13.5043,14.0113,12.6514,13.5264,13.308,13.3547,12.0495,11.3188,11.6505,11.2802,10.8409,12.0396
BSU36780,13.8093,14.0772,13.6515,14.0587,13.1129,13.6124,13.4235,13.4268,12.2954,11.6865,12.1307,11.6944,11.2024,12.334
new_3780393_3780655_c,13.7051,13.9575,13.5657,13.9701,12.3514,13.5058,13.3366,13.1795,12.0685,11.3389,11.6449,11.5923,10.6129,11.9205
BSU36790,8.0982,8.3537,8.2181,8.1063,8.8252,8.2849,8.4735,8.671,9.2489,9.6016,10.8349,8.7806,9.3803,9.3369
new_3780657_3781040_c,9.5353,8.8817,8.8034,9.423,8.5262,8.6438,8.8348,8.7954,7.472,7.643,8.772,7.5157,7.2878,7.2904
BSU36800,14.9761,14.8775,14.6428,14.9525,14.4392,14.8377,14.7885,15.0821,14.5866,14.487,14.7097,14.041,14.6369,14.6697
BSU36810,15.1815,15.269,14.8884,15.128,14.5249,15.1936,15.1272,15.2439,14.6386,14.8939,14.9106,14.2881,14.4593,14.598
BSU36820,16.0713,15.9184,15.973,16.0872,15.4582,16.2921,15.7718,15.986,15.2832,15.1367,15.3929,15.0985,14.6066,15.0532
new_3783802_3783877_c,16.34,16.0138,16.1295,16.0028,15.6931,16.3755,16.1704,16.1024,15.487,15.3914,15.6641,15.431,14.6691,14.9976
BSU36830,16.0191,15.9136,15.7995,16.0897,15.4278,15.8198,15.8491,15.8175,15.217,14.9432,15.2602,14.783,13.9739,14.395
BSU36840,15.9534,15.7491,15.7365,16.1556,15.4515,16.1411,15.8715,15.8291,15.2002,14.854,15.0779,14.9162,13.85,14.5082
BSU36850,16.1624,16.1288,15.8175,16.1671,15.581,16.0615,16.0066,15.7627,15.2958,15.0493,15.3143,14.9955,13.8492,14.5918
new_3786458_3786619_c,15.648,15.281,15.3703,15.4073,15.0012,15.4634,15.4452,15.2773,14.4099,14.1372,14.4533,14.0469,13.1536,13.8683
BSU36860,15.9498,15.7587,15.5533,15.3586,15.095,15.9223,15.5112,15.6127,14.8433,14.4187,14.7446,14.2872,13.5269,14.2749
BSU36870,15.6266,15.5452,15.2533,15.3558,14.9218,15.5406,15.0625,14.9673,14.2332,13.6452,14.1021,13.5829,12.6174,13.7369
BSU36880,14.8445,14.551,14.2494,15.1282,13.7429,14.6498,14.3387,14.0092,13.892,13.4959,13.4917,13.3263,12.1873,13.885
new_3788004_3788274_c,15.1874,14.9886,14.7911,15.4647,14.362,15.0359,14.6751,14.7592,14.5825,14.1511,14.6175,14.0611,12.8119,14.4354
new_3788276_3788397_c,9.6755,9.0078,9.2146,9.603,12.1398,9.5491,8.6118,8.4168,7.3377,7.9469,9.2715,7.58,7.0167,7.0815
BSU36890,14.662,14.2019,13.9294,14.7051,15.3616,14.9623,13.4034,13.7869,13.1834,12.318,12.6814,12.4582,12.6428,12.9418
BSU36900,14.6104,14.8733,14.5076,14.8684,14.5512,14.3454,14.0225,14.144,12.7268,12.3566,12.4966,12.2565,13.0003,13.3825
new_3790498_3790582_c,13.1682,13.3385,13.0702,12.9161,12.9221,13.1955,13.2034,13.5073,12.6727,11.9088,12.2752,11.5716,12.8384,13.3036
BSU36910,13.122,13.2208,12.9017,13.0634,13.0511,12.9832,13.4711,13.4884,12.9729,12.9071,12.9559,12.4192,13.4128,13.689
BSU36920,13.7654,13.9643,13.5466,13.817,13.9305,13.6875,13.9375,13.984,13.8583,13.4862,13.7976,13.052,13.8049,14.1703
new_3791649_3791748_c,13.7139,13.984,13.6503,14.1001,14.0775,13.628,14.0479,14.1799,13.8205,13.5101,13.847,13.2569,13.361,13.7963
BSU36930,12.1912,11.9845,11.7342,12.1245,12.0565,12.033,11.0481,11.2805,11.1517,10.8658,11.0521,10.8371,10.9806,11.5718
BSU36940,9.5351,9.501,9.1557,9.2635,9.0968,9.268,8.5133,8.7758,8.4397,8.3142,8.6705,8.0816,7.8996,8.0224
BSU36950,11.6153,11.6716,11.1659,11.3964,11.7066,11.4311,11.3129,11.4863,10.6424,10.3855,10.6007,10.0318,10.9626,11.2668
new_3794010_3794074_c,12.3831,12.3819,12.1857,11.8616,12.632,12.1126,11.6146,11.7998,11.2986,10.7225,11.4585,10.6838,8.9495,10.7799
new_3794076_3794165_c,7.8399,7.6761,7.7208,7.7334,7.659,7.9626,7.4431,7.5473,7.9677,8.6273,9.6107,7.9819,8.2292,7.8773
BSU36960,7.8604,7.6182,7.5598,7.9907,7.6384,8.051,7.6119,7.6302,9.6697,9.497,10.1009,9.1558,9.9708,10.4899
BSU36970,8.3596,7.9557,7.9701,8.369,8.1024,8.4779,7.9533,8.1697,10.046,9.4902,10.2295,9.4277,10.3213,10.9695
BSU36980,10.5443,10.7116,10.3179,10.2015,10.3892,10.5689,9.9904,10.0985,10.6905,10.4012,10.8149,10.188,10.3373,10.552
BSU36990,11.5618,10.9163,10.849,11.8753,10.8581,11.6069,10.5759,10.6947,9.616,9.467,9.7581,9.0421,10.0584,10.2217
new_3796158_3796216_c,11.1038,10.6848,10.4107,11.8562,10.2415,11.0997,9.9073,10.1746,9.2455,9.0807,9.5008,8.8837,9.4368,9.6567
BSU37000,11.8787,11.516,11.2415,11.9701,10.9988,11.8885,10.4541,10.7556,9.3568,9.2495,9.6595,9.0193,9.8073,10.1664
BSU37010,13.8581,13.7056,13.4376,13.7349,13.686,13.8947,12.7932,12.9431,12.3875,12.046,12.1203,11.682,12.4337,12.9192
new_3798209_3798320_c,7.4199,7.0681,7.4297,7.3775,8.3563,7.4637,7.2382,7.033,7.5327,8.0389,9.5065,7.2741,7.8989,8.3093
BSU37020,10.5223,10.9016,10.5412,10.2277,10.6442,10.5381,10.2091,10.3083,8.8205,8.6676,9.8473,8.3265,7.7703,8.1595
BSU37030,9.9902,10.2443,9.8647,9.6136,9.9692,9.7868,9.9374,9.9997,14.1742,13.6601,13.9721,13.3627,11.7643,12.3767
BSU37040,8.1881,8.2671,8.2115,8.9391,9.4968,9.2264,7.6564,7.8664,8.4184,8.4853,9.5687,7.7763,8.9631,9.2877
BSU37050,9.1509,8.7575,8.8185,10.2859,10.8416,10.1034,7.7757,8.0578,7.1449,7.4369,8.4633,7.1863,7.3286,7.4522
new_3802167_3802257_c,10.0204,9.6988,9.6099,10.7297,11.9237,10.9438,8.4476,8.9082,7.8639,7.8773,9.1698,7.5891,7.4595,7.7315
BSU37060,11.7496,11.1527,10.7952,12.1749,11.8436,11.6223,9.6521,9.8796,9.1341,8.7001,9.4512,8.4152,9.0691,9.2909
BSU37070,16.2794,16.3347,15.9787,15.9235,16.3885,16.3741,15.0484,15.0467,15.2204,15.1707,15.2594,14.8518,15.3381,15.1874
new_3803282_3803359_c,16.1994,16.3022,15.974,15.8708,16.3635,16.4269,15.0486,15.0437,15.0853,15.023,14.9469,14.7085,15.28,15.1876
BSU37080,13.1403,12.8553,12.6796,13.0887,12.4533,12.9386,12.9624,13.0616,12.1487,11.5329,12.0795,11.149,11.1232,11.9786
new_3804684_3804986_c,13.5243,13.1531,13.0628,13.6777,12.7489,13.4457,13.0626,13.3548,12.4548,11.5673,12.1928,11.7951,11.2829,11.8937
BSU37090,13.7961,13.6399,13.3482,13.3933,12.9387,13.0712,13.7469,13.974,13.811,13.5646,13.7523,13.0498,13.6626,13.7461
BSU37100,14.197,14.0394,13.7116,13.7883,13.4535,13.4471,13.9695,14.0666,13.3494,12.8355,13.3139,12.4435,12.5602,13.04
new_3807376_3807735_c,14.5206,14.3563,14.2306,14.2491,13.933,13.6218,13.8165,13.7644,13.2056,12.3664,12.955,12.1029,11.6699,12.6228
BSU37110,15.4246,15.348,15.3239,14.9772,14.9256,14.8029,15.0851,15.1016,14.878,14.5757,14.8543,14.4553,14.325,14.8092
new_3808393_3808511_c,15.5705,15.5699,15.541,15.1637,15.1445,15.167,15.0796,14.8373,14.7228,14.2204,14.4812,14.3415,14.1523,14.4605
BSU37120,16.1067,16.2865,16.0528,15.8648,16.311,16.1855,15.2777,15.2606,14.8163,14.3864,14.7782,14.2925,14.0301,14.4366
new_3809370_3809496_c,15.731,16.1974,16.0694,15.9293,16.211,16.1023,15.3158,15.4316,15.0148,14.5318,15.0232,14.5768,13.6793,14.2911
BSU37130,11.5891,11.9142,11.5319,11.0476,11.237,10.9484,13.0264,13.0138,14.7479,14.0534,14.5544,13.9615,12.6071,13.1245
new_3809980_3810619_c,9.7296,9.8086,9.2196,9.4372,10.0472,9.1122,8.8867,8.6941,8.5967,8.2738,9.3564,7.8942,7.4157,7.2461
BSU37140,11.852,11.5818,11.1534,11.9318,11.5253,11.8485,10.5865,10.7826,10.1121,10.1401,10.9913,9.7048,11.0281,11.362
BSU37150,14.9741,14.5142,14.1373,14.9443,15.2267,14.8959,12.2598,12.7733,10.4471,9.9784,10.4683,9.8787,10.6181,11.5167
new_3812301_3812488_c,15.7766,15.1531,14.904,14.4349,16.0652,15.7697,12.4893,13.0818,10.1299,9.8005,11.092,9.2728,10.2178,11.6173
BSU37160,14.6613,14.4651,14.134,14.5703,14.7575,14.7335,13.0148,13.3317,13.3216,13.0934,13.235,12.5207,12.9683,13.0784
new_3813064_3813166_c,15.0927,14.8525,14.4915,14.7223,15.1443,15.0558,12.8205,12.9704,13.2688,11.9076,13.1024,12.136,11.7925,12.5956
new_3813168_3813245_c,9.2305,8.8365,8.7332,8.4616,8.4808,8.665,8.9046,9.1595,12.4651,11.4187,12.2559,11.2376,11.9826,12.5113
BSU37170,9.0535,8.7218,8.6636,8.491,8.2727,8.5613,9.1727,9.2351,12.8191,11.8584,12.6955,11.7706,12.6854,13.2824
BSU37180,8.2759,7.9469,7.9091,7.7903,7.6841,7.8697,8.6889,8.8588,13.1396,12.1849,12.9771,11.8718,12.9397,13.5385
new_3816500_3816558_c,8.2497,7.5317,7.6202,7.5395,7.6529,7.7665,8.8992,8.2036,13.2644,12.0254,12.9742,12.0461,11.5881,13.1429
BSU37190,6.9721,6.7251,7.0973,6.8614,6.9665,7.055,7.4409,7.4892,7.5511,7.9732,9.3357,7.3771,6.589,6.6245
new_3816846_3817724_c,6.925,6.7638,7.0313,6.9371,6.8623,6.9913,6.7988,6.6169,7.8237,7.6487,8.6154,7.5086,6.6389,6.53
BSU37200,7.1591,7.004,7.2006,7.0789,7.1901,7.2586,7.3779,7.3766,7.4322,7.9116,9.3371,7.2565,6.6669,6.5706
BSU37210,7.4862,7.6868,7.8707,7.3797,7.3445,7.4279,8.9206,10.269,10.1902,9.6986,10.9674,9.2946,11.1274,11.4858
new_3819213_3819619,7.4814,7.722,7.8734,7.5375,7.7089,7.7395,7.5417,7.9917,7.8163,9.5031,9.9102,7.7019,10.1981,8.2662
BSU37220,12.3512,12.6069,12.5171,12.868,12.1906,12.205,12.9497,13.296,13.1634,12.1371,12.8695,12.0839,14.1649,14.505
BSU37230,12.4151,12.8231,12.4231,12.5526,12.0926,12.2993,12.7201,12.8105,12.8915,11.7818,12.6196,11.6071,14.1703,14.5496
BSU37240,7.9389,8.1793,8.2233,7.7806,8.0051,8.0043,9.8543,10.8189,11.8909,10.3527,11.6177,10.3753,13.1502,13.7162
new_3823159_3823531_c,7.8167,7.3566,7.5494,7.7268,8.0628,7.974,11.1287,11.3522,7.0532,7.6576,9.2206,7.2786,7.5505,7.0941
BSU37250,7.1156,7.1994,7.3871,7.8939,7.6184,7.3084,13.1816,13.3009,7.2297,7.3318,7.9921,7.2722,8.5049,7.6899
BSU37260,7.4023,7.7046,8.1438,8.3986,8.0597,7.6745,14.0356,14.0603,6.9656,7.5467,8.501,7.3099,9.2341,8.2694
BSU37270,7.4136,7.9263,8.2889,8.3904,7.7499,7.5902,13.7321,14.1883,6.9883,7.2014,8.0511,7.2651,9.1743,8.1681
BSU37280,7.3356,8.3085,8.3563,8.2024,7.4021,7.7538,13.3078,13.7138,6.942,7.4268,7.9877,7.298,9.1462,8.6676
new_3830002_3830131_c,7.0797,6.9771,7.1895,7.0627,6.8507,7.1606,8.3829,8.5023,6.566,7.1357,8.0555,6.9929,6.6083,6.5261
BSU37290,7.3486,7.7549,7.8332,7.3537,7.0692,7.3946,10.775,11.3975,7.2974,8.2147,8.8549,7.8233,7.8748,8.2391
BSU37300,8.7156,8.6516,8.5234,8.4011,8.7066,8.561,10.2528,10.5363,7.798,7.9302,8.6917,7.4819,7.7261,8.0192
BSU37310,11.4476,13.0142,12.616,12.0003,10.1445,11.9977,13.9886,13.8979,11.9115,11.8671,11.7902,11.8229,11.1158,11.8101
BSU37320,7.7414,7.99,8.0031,7.9029,8.6942,8.1606,11.8624,12.4934,7.2414,7.5984,8.3565,7.4459,8.2514,8.5882
BSU37330,13.9001,13.6443,13.3142,13.7835,13.6853,13.86,13.7538,13.8189,12.9146,12.4403,12.7925,12.0482,13.1363,13.5702
BSU37340,13.9278,13.6398,13.1062,13.8492,13.8847,13.782,12.9862,13.0188,12.0448,10.8437,11.9766,11.0106,10.2164,10.8113
BSU37350,8.0941,11.6443,10.9475,8.9452,7.4716,8.7869,15.8666,15.7265,12.2987,13.394,12.5524,13.1425,11.2635,11.3777
BSU37360,8.0116,11.6385,10.9637,8.8893,7.4364,8.766,14.1865,14.5881,9.1163,10.1585,10.3363,10.047,9.43,9.67
BSU37370,10.434,11.7803,11.2654,10.6855,10.4757,10.4907,14.7966,14.7853,11.865,11.4703,11.6523,11.4397,11.7954,12.2304
BSU37380,11.2137,12.009,11.8137,11.2094,11.2172,11.1215,15.051,15.1214,12.2497,11.8696,11.924,12.1086,11.9957,12.329
BSU37390,10.3624,11.1931,10.8918,10.5066,10.2674,10.4233,14.524,14.4776,10.8508,10.7806,10.7671,10.4593,10.4519,10.8478
BSU37400,9.9858,10.2654,10.2829,9.8114,9.8864,9.7946,14.1844,14.2988,10.323,10.1231,10.3063,10.182,10.1874,10.5515
BSU37410,8.8772,8.9722,9.116,8.9573,8.2672,8.6219,13.7117,13.5941,10.0074,9.8966,9.9452,9.8014,9.4539,10.0765
BSU37420,7.9584,8.1275,8.0853,7.7833,7.5251,7.7099,13.0348,13.1548,9.7675,9.5609,9.8033,9.4335,9.1427,9.5632
BSU37430,7.8273,7.9815,7.9837,7.4273,7.4027,7.5343,13.0741,13.149,9.4884,9.372,9.5009,9.3386,9.1915,9.4535
new_3842651_3843000_c,7.1805,7.0387,7.267,7.163,7.1772,7.2696,7.2346,7.2012,8.1042,8.4164,9.0586,8.052,8.3396,8.5137
new_3842996_3845478,7.2542,7.3228,7.3822,7.2268,7.2397,7.2869,11.0729,10.814,7.1151,7.6869,8.6,7.2684,7.0294,6.9915
BSU37440,7.2019,7.0887,7.2667,7.1847,7.16,7.2733,7.4255,7.6105,7.9513,8.2102,8.8838,7.8897,8.1551,8.2995
BSU37450,7.185,7.1151,7.3218,7.1739,7.0811,7.222,7.2717,7.2367,7.8697,8.0954,9.2314,7.7248,7.5484,7.8418
BSU37460,12.119,12.64,12.295,11.8637,12.2339,12.0278,13.0168,12.9983,14.7373,14.2763,14.637,14.4698,12.9187,13.2936
BSU37470,12.8011,13.1615,12.9714,12.5393,12.7149,12.6852,13.8454,14.0461,15.1699,14.8003,15.1808,14.8237,14.4807,14.6664
new_3847279_3847347,8.4421,8.6546,8.2562,8.1363,8.6618,8.3026,9.0091,8.8881,9.8982,10.0838,10.0526,9.7785,9.4025,9.6707
BSU37480,7.7743,8.1357,7.9342,7.8913,8.0825,8.1101,8.8619,8.8671,9.8358,9.8411,9.8362,9.6501,9.4004,9.6678
BSU37490,13.0555,11.9521,11.4637,13.3667,14.0373,13.4625,10.4175,10.612,8.9532,8.8094,9.5568,8.3682,8.4402,9.1703
BSU37500,14.203,13.0004,12.4874,14.3673,14.8465,14.3004,11.7331,11.7864,10.2697,9.778,10.2601,9.5625,9.0207,10.2522
new_3849617_3849712_c,13.7771,12.545,11.6585,13.2921,14.184,13.9162,10.4391,9.1904,8.9928,8.2208,9.4189,8.1081,6.9345,7.621
BSU37510,7.064,6.8725,7.1284,7.1337,7.2543,7.2215,7.1597,7.1316,7.9852,8.2629,8.8654,7.9133,7.1771,7.1861
new_3852070_3852185_c,14.1454,14.0182,13.7479,13.9118,13.8667,14.11,13.9282,14.3434,13.885,13.142,13.3269,13.2055,14.1437,14.7316
BSU37520,13.2251,13.2149,12.8271,13.1066,13.1927,13.1051,13.3318,13.2971,13.0079,12.4044,12.6202,12.4415,13.2903,13.6493
