Glu_1,Glu_2,Glu_3,GM-0.1_1,GM-0.2_1,GM+5_1,GM+15_1,GM+25_1,GM+45_1,GM+60_1,GM+90_1,GM+120_1,GM+150_1,GM-0.1_2,GM-0.2_2,GM+5_2,GM+10_2,GM+15_2,GM+25_2,GM+45_2,GM+60_2,GM+90_2,GM+150_2,GM-0.1_3,GM-0.2_3,GM+5_3,GM+10_3,GM+15_3,GM+25_3,GM+45_3,GM+60_3,GM+90_3,GM+120_3,GM+150_3
BSU30530,12.2524,12.4072,12.3029,11.8021,11.714,11.2931,11.7096,12.0288,12.0744,11.8432,12.3163,11.0299,11.6954,12.2266,11.8882,11.8722,11.8209,11.208,11.7669,10.6501,10.3826,11.7048,10.9622,12.1207,11.8834,11.7903,10.5536,11.0919,10.767,10.5784,10.7332,11.1696,11.2102,11.7458
new_3125642_3125776_c,13.2969,13.3373,13.4478,12.3262,12.3833,12.3681,12.4366,13.1261,12.9099,13.0143,12.495,11.6178,12.6545,13.1669,13.4326,12.599,12.2435,12.0193,13.1831,12.1494,11.9438,12.8319,11.9664,12.9565,13.0458,12.5832,11.8063,12.0336,11.9204,11.7058,11.5538,13.0903,12.6835,13.2308
BSU30540,13.1868,13.2247,13.218,12.7097,12.7384,12.4838,12.9534,13.4794,13.2872,13.2575,13.3181,12.3488,12.6172,13.212,13.2098,12.9928,13.0221,12.8582,13.1226,12.36,12.2438,13.3639,12.0407,12.8766,12.8878,12.938,12.01,12.6611,12.4621,12.3017,12.105,12.743,12.9235,13.155
new_3127676_3127799_c,13.9325,13.7194,13.7931,13.1655,12.7805,12.8125,13.4085,14.0259,13.6661,13.5734,13.6442,12.3813,13.2005,13.6356,13.9154,13.2032,13.144,13.0938,13.7215,12.5907,12.4487,13.624,12.2219,13.619,13.0854,13.2904,12.5022,13.13,12.6463,12.6337,12.2703,13.6637,13.1717,13.5535
BSU30550,14.1025,14.0508,14.0858,13.4152,13.5177,13.243,13.7307,14.4375,14.0063,13.948,13.9942,13.1561,13.5536,14.178,14.07,13.7916,13.8678,13.7539,14.2539,13.3671,13.1792,14.1444,12.6952,13.7429,13.8734,13.8374,12.9482,13.6301,13.6843,13.4778,13.1349,13.6868,13.8003,13.7815
new_3129078_3129194_c,15.0041,14.9048,15.0929,14.2599,14.2996,14.2254,14.5525,15.6151,14.9794,15.0666,14.8431,14.0604,14.7944,14.9616,15.2552,14.5977,14.8064,14.7723,15.4938,14.2327,14.0411,15.2689,13.7316,15.0882,14.9358,14.7053,14.0124,14.8102,14.4576,13.7563,13.7313,15.0185,14.7975,14.9044
BSU_misc_RNA_50,15.229,14.9822,15.2186,14.6355,14.3971,14.4309,14.9004,15.698,15.2717,15.1864,14.9721,14.2106,14.8847,14.9918,15.246,14.7831,14.8475,15.0437,15.5786,14.4113,14.2644,15.5133,13.9324,15.1856,14.9693,14.9027,14.1478,15.0854,14.7132,13.8095,14.0252,15.0044,14.9456,14.9122
BSU30560,10.1121,10.0039,9.9542,9.812,9.8245,9.5122,10.5228,11.7249,12.0751,12.1444,11.9844,10.6475,10.5575,10.3476,10.2647,10.0925,10.1475,10.3778,11.0712,11.0574,10.9729,12.2551,9.2775,9.9116,9.8018,10.2009,9.279,10.2086,10.1758,10.54,10.5009,11.1566,11.265,10.7276
BSU30570,11.2772,10.7142,11.2059,11.216,10.6961,10.8877,11.2571,11.1069,11.6351,11.3694,11.1449,10.2238,10.4486,10.9068,10.4343,11.1724,11.1708,11.5107,11.0581,10.513,10.5543,10.8453,10.4089,11.0987,11.0772,11.5637,10.3533,11.5096,11.1913,10.8947,10.6008,9.694,10.3957,9.7479
BSU30580,9.3378,9.522,9.6459,9.378,9.6154,9.2436,9.6663,9.4883,9.7049,9.5563,9.8264,9.2033,9.2003,9.5508,9.5084,9.5878,9.6801,9.5749,9.5088,8.9728,9.1678,9.3474,8.6975,9.7544,9.3847,9.6062,8.6256,9.3935,9.1282,9.3085,9.2271,9.1668,9.2981,9.0958
new_3132220_3132310_c,9.6613,9.5712,9.5511,9.4821,9.7604,9.2824,9.6316,8.8856,9.7078,9.673,9.9902,9.1501,9.2964,9.4864,9.6261,9.5413,9.5104,9.2346,9.6806,8.7308,9.0815,9.4775,8.0442,9.8616,9.4501,9.5469,8.5928,9.5038,9.1466,8.1719,8.9835,9.2326,9.3917,9.2771
BSU30595,7.4126,7.1424,7.3187,7.0026,7.7671,6.954,7.0586,6.8581,7.1462,6.7475,7.1254,7.8855,7.4413,6.7695,7.4309,6.4632,6.5882,7.0159,6.853,6.4126,7.2248,7.6053,7.2083,7.3112,6.6259,6.8616,6.7777,6.8283,7.207,7.6693,7.4128,7.4723,8.0956,7.2808
BSU30610,7.4256,7.3164,7.4634,7.1344,7.7442,7.0279,7.0563,7.1373,7.2768,6.9428,7.227,7.8081,7.4852,6.8558,7.5942,6.6828,6.8467,7.146,7.0687,6.5205,7.2016,7.7096,7.1121,7.3883,6.8327,7.0126,6.8059,7.0121,7.2258,7.67,7.2958,7.543,8.1956,7.2211
new_3133391_3134939_c,7.9406,8.4086,8.3474,7.4443,7.9968,7.3711,7.4173,7.6436,7.6382,7.5251,7.6823,8.1501,7.7833,7.3287,7.8052,7.1911,7.276,7.5254,7.4614,6.9006,7.4488,8.1662,7.1397,7.8149,7.2881,7.4608,7.17,7.4211,7.5087,7.8844,7.6073,7.7081,8.3843,7.4694
BSU30620,7.6706,7.215,7.3751,7.2515,7.7707,7.03,7.1225,7.1331,7.2473,6.9809,7.2616,7.872,7.4827,6.9463,7.4824,6.6731,6.6669,7.1692,7.0948,6.4794,7.0142,7.8017,6.858,7.3198,6.7385,7.0723,6.7765,7.0336,7.2565,7.6456,7.4108,7.5265,8.0842,7.2083
BSU30630,12.6149,12.5714,12.6051,11.8758,11.876,11.8217,12.2035,12.7175,12.3837,12.2054,12.1527,11.4128,11.8138,12.5611,12.1745,12.0782,12.175,12.1692,12.6995,11.1226,11.6469,12.3783,11.1071,12.6258,12.4391,12.3852,11.0422,12.0732,11.8718,11.5183,11.1305,11.3077,11.9274,11.3564
new_3135504_3135638_c,7.468,8.3381,7.6473,7.4531,8.1108,7.3805,7.4262,7.58,7.4743,7.1119,7.6512,8.0327,7.7786,7.1856,7.6838,7.2947,7.1977,7.2847,7.4004,6.8268,7.3612,7.9645,7.5083,7.7679,7.1139,7.4195,7.0895,7.3191,7.5359,7.8333,7.7741,7.8097,8.2557,7.4421
BSU30640,7.4606,8.3558,7.564,7.0572,7.5144,7.083,7.0138,7.1981,7.2284,7.0496,7.2904,7.4395,7.643,7.0675,7.6897,6.9261,6.9195,7.1482,7.3525,6.6106,6.7756,7.9193,6.7583,7.4682,7.0521,7.2443,6.8545,7.0001,7.3624,7.7451,7.4057,7.7165,8.2012,7.3186
new_3136119_3136205_c,8.1893,8.9688,7.6517,6.8547,7.4183,7.3143,7.009,7.6329,7.4282,7.1705,7.2108,8.0428,7.6941,7.5615,7.8776,7.23,6.9812,7.2185,7.5385,6.8838,7.4026,7.8223,7.3162,7.8484,7.4799,7.5195,7.1279,7.2215,7.5952,7.7818,7.4956,7.7826,8.2048,7.3497
BSU30650,13.7276,14.0881,13.2545,13.4344,12.972,13.4773,13.557,13.8125,13.9315,13.6234,13.5062,12.4152,13.0341,13.5926,14.3448,14.0332,13.6976,13.8551,14.0072,13.0739,13.0396,13.7461,13.7135,13.8995,13.8328,14.1476,12.8638,13.8332,13.6884,13.5079,13.2571,13.9614,13.1148,13.894
new_3136712_3136937_c,11.1148,10.9185,10.992,10.8163,10.5466,10.4557,10.9442,11.057,10.6731,10.5632,10.5025,9.9146,10.7117,10.9455,11.1156,10.6906,10.8845,10.9161,10.763,9.3453,9.3961,10.6851,13.2434,10.8315,10.7122,10.694,9.6395,10.486,10.2987,10.107,10.122,10.5117,10.5441,10.8708
BSU30659,11.037,10.5889,10.6075,10.8508,10.814,10.4573,10.9043,10.5752,11.3744,10.7878,11.096,10.1927,10.6935,10.1995,10.3557,10.3026,10.4237,10.6768,9.9984,9.8142,9.8361,10.4899,9.3946,11.2317,10.7866,11.2987,10.2744,11.3855,11.2288,10.7772,10.8806,10.611,10.6937,10.4532
BSU30660,11.2737,11.0087,11.1027,11.0464,11.0859,10.828,11.3224,11.3396,11.0495,10.9064,11.1527,10.4262,10.9433,10.9693,11.4129,10.9599,11.2311,11.1582,11.0747,9.6268,9.8985,10.8916,13.5438,11.0611,10.9398,11.0102,9.7556,10.8426,10.5394,10.4601,10.3898,10.7067,10.8262,11.2469
BSU30670,12.6604,12.4684,12.5217,12.4532,12.1158,12.1387,12.5596,12.912,12.7979,12.7987,12.5995,11.4087,11.9832,12.8714,13.1191,12.5555,12.7345,12.7599,13.077,11.9921,11.6361,12.6267,11.3825,12.6769,12.7268,12.3346,11.7251,12.447,12.3752,11.8005,11.8555,12.4561,12.0573,12.6173
new_3137969_3138320_c,12.8668,12.739,12.8346,12.7332,12.2091,12.2053,12.8295,13.0355,12.8461,12.7293,12.7437,11.72,12.4338,13.1772,13.095,12.6571,12.5696,12.33,12.7096,11.691,11.7285,12.624,11.7203,12.9827,12.6193,12.6258,11.5135,12.5288,11.8162,11.9535,11.4017,12.3542,12.0489,12.3773
BSU30680,10.0564,9.8625,10.2324,9.9376,9.6928,9.3884,9.8217,10.1969,10.0054,9.8526,9.8446,9.246,9.7566,10.1867,9.935,9.8713,9.9058,9.9959,10.0094,9.1942,9.0161,10.0141,9.4331,10.1696,10.0787,10.2772,9.4642,10.139,9.6459,9.5975,9.06,9.3841,9.5857,9.5247
BSU30690,12.6666,12.655,12.8709,12.5094,12.1275,12.0416,12.621,13.0679,12.7693,12.6572,12.7031,11.6513,12.3327,12.8957,13.0645,12.5422,12.3509,12.4451,12.6891,11.2097,11.4177,12.747,11.5067,12.6755,12.6495,12.6519,11.3578,12.3044,11.9289,11.4455,11.4284,12.2102,12.2218,12.415
BSU30700,10.4553,11.2824,9.8185,10.3166,10.2446,10.5667,10.4379,10.354,10.8335,10.326,10.2724,9.7332,10.1835,10.3325,10.6225,11.1935,10.7322,10.5603,10.396,9.8675,9.8796,10.2767,9.4577,10.6672,10.4722,11.2993,9.8772,10.7278,10.5742,10.4804,10.48,9.8131,10.2285,9.9088
BSU30710,7.2521,7.1431,7.1739,7.0134,7.6681,6.922,6.8962,6.7693,6.9017,6.6176,7.0477,7.8716,7.4124,6.6337,7.4034,6.3872,6.5158,7.0091,6.866,6.3203,7.0633,7.5731,7.1319,7.2051,6.5008,6.8154,6.7676,6.7822,7.1745,7.6105,7.4199,7.3668,7.9575,7.2082
BSU30720,7.9162,7.914,7.8606,7.5948,8.0744,7.444,7.7073,7.8401,7.7491,7.4913,7.8048,8.0074,8.0138,7.8053,8.0814,7.5265,7.58,7.8656,7.7061,7.1039,7.2074,8.1996,7.1832,7.9463,7.5774,7.784,7.2404,7.6035,7.5756,7.9697,7.609,7.9326,8.51,7.8556
BSU30739,8.2541,7.9905,8.1263,8.2058,8.4295,7.9639,8.1227,7.9799,8.1132,7.8751,8.0427,8.2987,8.163,7.8888,8.0578,7.6276,7.8016,7.9198,7.8083,7.4286,7.691,8.3016,7.6909,8.2035,7.7309,7.8951,7.3715,7.9424,7.9096,8.1699,8.0099,7.9463,8.5377,7.7696
BSU30740,9.211,9.3588,9.171,8.9629,8.9537,9.5441,9.9552,9.485,9.6876,9.5578,9.69,8.8848,9.8442,9.0319,8.6669,9.9373,10.0434,9.3442,8.8146,8.2425,8.3796,9.2665,9.2067,9.1815,8.811,10.2767,9.4465,9.7939,9.1644,9.2625,9.2031,9.117,9.3253,9.8158
BSU30750,9.9085,9.9574,9.7223,9.564,9.7058,10.3714,10.6286,10.2192,10.5081,10.273,10.3389,9.7385,10.565,9.6409,9.643,10.8079,10.7003,9.8314,9.3518,8.9173,9.0224,10.0018,10.0679,9.6069,9.5258,11.1988,10.2353,10.5065,9.8222,9.7974,9.765,9.8746,9.9524,10.9183
BSU30760,9.9203,10.0982,9.8922,9.5311,9.7439,10.6064,10.5723,10.3755,10.4947,10.3133,10.4276,9.8235,10.4407,9.7028,9.6323,10.8498,10.6571,9.775,9.3507,8.9465,9.1165,9.9913,10.0851,9.5795,9.5362,11.3442,10.2533,10.6702,9.8244,9.9769,9.902,10.0862,10.2574,11.0078
BSU30770,10.4178,10.5357,10.3966,9.5896,9.785,10.6759,10.6603,10.2195,10.6429,10.3597,10.5007,9.8458,10.8464,9.6534,9.8179,10.9361,10.8617,9.8949,9.5072,9.0061,9.234,10.0508,10.1424,9.7797,9.5895,11.369,10.1693,10.5993,9.951,10.275,9.9257,10.2972,10.2268,11.2223
new_3145997_3146088_c,11.2714,10.982,11.299,9.9294,9.7004,11.2233,10.9636,10.9047,11.0602,10.7154,10.6985,9.7489,11.2996,10.132,10.9219,11.3668,11.0087,10.5039,10.3079,9.3864,9.3744,10.576,10.5131,10.5104,9.9672,11.7967,10.4732,10.9902,10.2128,10.2851,10.0088,10.9728,10.7442,11.8426
new_3146090_3146171_c,9.6379,9.418,9.1065,8.2157,8.8293,8.1731,8.4383,9.3994,9.6103,9.3,9.0566,9.4343,11.2023,8.4158,8.5735,7.9712,7.9278,8.1755,8.5213,7.7102,8.6409,9.496,10.3999,8.6288,8.7075,9.1182,8.5557,9.0224,9.4294,9.6351,9.6746,9.2824,10.6711,11.4967
BSU30780,10.4406,10.7812,10.6633,10.1963,10.2795,10.0706,10.5591,10.9731,10.9237,10.783,10.7386,9.733,10.222,10.6156,10.4508,10.6029,10.6294,10.5186,10.5212,9.9823,9.9193,10.5876,10.0876,10.2251,10.3281,10.5771,9.6706,10.3045,10.1499,10.0006,9.9283,10.0983,10.2427,10.2159
BSU30790,10.7227,10.917,10.7819,10.2718,10.452,10.3264,10.7829,11.0949,11.0562,11.0649,10.9257,10.2015,10.3898,10.78,10.5294,10.8223,10.8573,10.5142,10.8267,10.1329,10.1526,10.7452,10.2788,10.3408,10.3398,10.8219,9.8734,10.5012,10.3134,10.1459,10.109,10.5133,10.4557,10.4714
BSU30800,13.0008,13.225,13.3122,12.7029,12.7064,12.5058,13.0148,13.5315,13.4778,13.3778,13.3617,12.2872,12.6693,13.3785,13.1138,13.2147,13.2391,13.2036,13.2423,12.4621,12.2171,13.2029,12.3994,12.8355,12.896,13.0186,12.1212,12.8268,12.4634,12.4794,12.2467,12.5227,12.4434,12.8922
BSU30810,11.1936,11.4377,11.2788,10.7664,10.7428,10.7611,11.403,11.5579,11.6308,11.602,11.5527,10.7563,10.9579,11.0623,11.211,11.3119,11.4075,11.1803,11.5205,11.0292,10.647,11.34,11.389,10.8335,10.9433,11.0516,10.4771,11.1334,10.8245,10.8291,10.5601,11.1379,10.7355,10.9933
BSU30820,10.7737,11.2217,11.1107,10.4272,10.3378,10.2754,10.9968,11.1967,11.2512,11.2936,11.1497,10.3728,10.7371,10.8647,10.6755,10.8751,10.9444,10.7561,11.0221,10.2856,10.222,11.1021,11.1384,10.5026,10.566,10.8531,10.0154,10.6018,10.3222,10.4089,10.1662,10.6178,10.6228,10.7651
BSU30830,12.2952,12.5168,12.4757,11.7814,11.6859,11.5634,12.153,12.5405,12.2845,12.3028,12.2306,11.4214,11.781,12.5891,12.122,12.3262,12.156,11.9789,12.3765,11.5098,11.346,12.3453,11.4775,11.8971,12.0555,12.1263,11.1276,11.7062,11.5391,11.3138,11.3269,11.6113,11.7048,11.8163
new_3153718_3153830_c,13.2942,12.9066,13.1743,12.6887,12.8667,12.4975,12.9551,13.2479,13.1762,12.9648,13.1092,12.015,12.5783,12.839,13.1986,12.8536,13.0787,13.1073,13.2873,12.006,11.9409,12.9949,12.0809,12.8485,12.8163,13.0387,11.8816,12.9274,12.5897,11.8344,12.303,12.5168,12.7324,12.5899
new_3153832_3153982_c,7.4554,7.4758,7.4277,7.4136,7.5357,7.1797,7.2527,7.0519,7.063,7.0565,7.3518,7.7339,7.4948,6.92,7.7142,6.7686,6.8582,7.1062,7.0823,6.6256,7.4282,7.7506,7.4422,7.4608,6.8753,7.2704,6.9122,7.0762,7.355,7.7752,7.5573,7.5669,8.1696,7.2312
BSU30840,7.6086,7.0685,7.1486,7.0545,7.703,6.8377,6.8969,6.724,7.06,6.6955,6.9876,7.9224,7.3147,6.7806,7.3868,6.3833,6.3549,6.9761,6.7621,6.3318,7.2731,7.5812,7.3242,7.2363,6.4429,6.7554,6.7159,6.798,7.1051,7.6601,7.3952,7.4533,8.0629,7.3611
new_3154077_3154734_c,7.252,7.3633,7.3759,7.0829,7.7088,6.9092,6.9744,7.0557,6.9525,6.9056,7.2138,7.7472,7.4721,6.9234,7.618,6.7187,6.7991,7.1371,7.0722,6.4725,6.8732,7.6635,6.7947,7.3705,6.9151,7.1207,6.7703,6.9021,7.2414,7.7029,7.2905,7.5583,8.0578,7.1881
BSU30850,7.4165,7.4884,7.6981,7.5588,8.0177,7.2954,7.5328,7.4135,7.6448,7.354,7.584,8.042,7.6804,7.2829,7.7603,7.1727,7.2306,7.4636,7.3266,6.8286,7.3243,7.9458,7.3995,7.6472,7.1868,7.4486,7.1542,7.3826,7.551,7.8119,7.6936,7.6597,8.278,7.3662
BSU30860,7.0663,7.0796,7.4751,7.1677,7.8316,7.1563,6.9959,7.0154,7.1034,6.7562,7.0337,8.0006,7.4105,6.5704,7.3946,6.3946,6.5027,6.9862,6.8297,6.316,7.0096,7.5681,7.0692,7.2044,6.5083,6.7778,6.7063,6.8046,7.1186,7.6851,7.3564,7.4315,8.03,7.0432
BSU30870,6.9524,7.1594,7.4185,7.116,7.8604,7.0618,7.0019,6.984,7.2766,6.9069,7.0331,8.1195,7.4223,6.6003,7.3972,6.5073,6.5095,6.9363,6.7838,6.2739,7.2812,7.5441,6.9207,7.2299,6.5972,6.8667,6.6481,6.8689,7.2322,7.6765,7.4727,7.4429,8.0121,7.0444
BSU30880,6.9326,7.1366,7.3858,7.1028,7.7561,6.9174,6.9993,6.918,6.983,6.7097,7.0845,7.9121,7.4607,6.5576,7.3984,6.3694,6.5159,7.0573,6.8055,6.3019,6.9376,7.5895,6.8499,7.2312,6.5989,6.8567,6.8187,6.794,7.1636,7.6685,7.3596,7.4346,8.0974,7.0303
new_3159185_3159752,7.6404,7.0363,7.1596,6.8293,7.5158,6.6679,6.607,6.5559,6.7177,6.3586,6.7645,7.8166,7.3251,6.6309,7.2848,6.1652,6.2974,6.8333,6.699,6.1337,6.8342,7.4641,6.4044,6.9726,6.3647,6.6178,6.7662,6.6032,6.9514,7.5419,7.1727,7.3226,7.9412,6.8542
BSU30890,8.1264,7.7653,8.3402,8.1373,8.443,7.7732,7.957,7.9656,8.1487,7.9313,7.9692,8.3733,7.8973,7.6474,8.1103,7.5747,7.4681,7.7186,7.6506,7.0385,8.7959,8.1975,7.7862,7.9592,7.4669,7.8414,7.2949,7.7707,7.7213,7.9619,8.3017,7.9734,8.5086,7.7034
BSU30900,7.3443,7.4737,7.8497,7.5466,8.0242,7.3132,7.4933,7.4858,7.5786,7.3187,7.5231,8.0731,7.7166,7.0805,7.7468,7.041,7.028,7.3861,7.2484,6.7976,7.4112,7.9165,7.5802,7.6251,7.0356,7.2754,7.0982,7.2943,7.5595,7.9074,7.7623,7.7531,8.2719,7.4048
BSU30910,7.2709,7.3485,7.812,7.3984,7.8541,7.1973,7.399,7.3645,7.5591,7.164,7.4213,8.1024,7.5108,6.8451,7.6276,6.8569,6.8612,7.2156,7.1149,6.7466,7.3507,7.7489,7.3831,7.4091,6.7573,7.0416,6.9271,7.1482,7.409,7.7505,7.7259,7.6321,8.1659,7.2578
BSU30920,6.9056,7.1988,7.6962,7.2173,7.876,7.1101,7.0826,7.0846,7.3134,6.9699,7.2319,7.9777,7.4586,6.6902,7.4456,6.4495,6.5455,7.0534,6.9167,6.3802,6.9954,7.6531,7.0853,7.2386,6.6022,6.9162,6.7108,6.8208,7.2028,7.6915,7.3947,7.4647,8.0621,7.0608
BSU30930,8.1998,10.3819,8.3613,8.0817,8.2547,8.2984,8.1272,8.1373,8.1563,7.9122,7.8229,7.9668,8.1614,8.7214,8.1242,8.9798,8.3255,8.1422,8.2987,7.6171,7.5742,8.3236,7.2814,8.5571,8.344,8.9897,8.0282,8.2339,8.2987,8.3802,8.0511,7.6468,8.5426,7.1837
BSU30940,8.2389,8.3155,8.545,8.2137,8.5708,8.0519,8.3067,8.2423,8.3453,8.2585,8.4733,8.4362,8.2097,7.8462,8.1914,7.7049,7.6808,7.8228,7.7508,7.2308,7.7753,8.3129,8.5037,8.3215,7.922,8.3024,7.7214,8.0024,8.0085,8.1668,8.0975,8.2315,8.572,8.0167
BSU30950,8.0481,8.2101,8.4915,8.2671,8.651,8.069,8.3158,8.1665,8.3948,8.1931,8.3666,8.5239,8.1239,7.7498,8.1552,7.7193,7.698,7.8093,7.6526,7.2084,7.7737,8.1807,8.6303,8.1899,7.8786,8.2454,7.6081,7.9834,7.9171,8.1703,8.083,8.144,8.5045,7.8458
BSU30960,7.9739,8.1801,8.3724,8.0777,8.4588,7.9254,8.1899,7.9315,8.1748,8.0755,8.2608,8.3155,8.1065,7.5784,8.1163,7.473,7.5766,7.6757,7.6081,7.0413,7.3727,8.1642,8.3235,8.2754,7.8636,8.2266,7.5317,7.889,7.8973,8.0149,7.9876,8.0818,8.5239,7.7945
BSU30970,8.1701,8.2209,8.448,8.1724,8.428,8.1026,8.2371,8.1151,8.2544,8.2297,8.2755,8.2585,8.1046,7.6206,8.2661,7.5757,7.5508,7.7573,7.6737,7.075,7.4456,8.1828,8.5241,8.3305,8.0583,8.2399,7.6898,7.9236,7.9375,8.0508,7.8853,8.2427,8.4899,7.964
BSU30980,8.2747,8.4978,8.5353,8.1801,8.5206,8.0947,8.2669,8.1978,8.3075,8.1345,8.1891,8.2246,8.1508,7.6012,8.1928,7.5423,7.549,7.7583,7.6145,6.9483,7.3424,8.1899,8.538,8.3057,7.9887,8.3403,7.6146,7.9375,7.8959,8.0381,7.8977,8.1811,8.4756,7.8601
new_3170472_3171891,8.4671,7.1683,7.3221,6.8742,7.5382,6.6746,6.5629,6.5807,6.7709,6.572,6.902,7.5312,7.3887,6.8485,7.373,6.1826,6.4971,6.9879,6.9029,6.1796,6.6531,7.5693,6.5648,7.1688,6.4495,6.7798,6.7004,6.8645,7.1069,7.593,7.1775,7.4459,8.0466,7.3
BSU_tRNA_62,14.8271,15.3419,15.2526,14.2812,14.0371,14.1643,14.5839,15.1865,14.8698,14.7541,14.8754,13.8534,14.5375,14.9471,14.1613,14.7601,14.3605,14.2009,14.9499,13.7685,13.5223,15.01,13.8442,14.5719,14.8426,15.1527,14.0369,14.2183,14.2772,13.4483,13.7403,13.8045,14.2391,14.4102
new_3178641_3178932_c,15.9624,15.3207,16.1061,15.144,15.1559,15.196,15.465,16.1899,16.0824,16.0365,15.8986,15.8868,16.2454,15.436,15.8323,15.2642,15.1674,15.2175,15.9992,15.1922,15.208,16.3949,14.3836,14.8637,15.0702,15.5394,14.8351,15.4355,15.1371,14.1503,14.6875,15.9352,16.1696,16.1259
new_3178934_3179900_c,8.8555,9.3973,8.6202,7.9037,8.2011,8.1299,7.5913,7.6839,7.8751,7.606,7.9448,8.3033,8.4994,7.8743,8.499,7.9809,7.3006,7.6317,7.4398,7.1406,7.4995,8.3119,7.5258,8.5498,8.2067,8.606,7.5812,7.74,7.7109,8.1304,7.8952,8.2225,8.6878,8.5407
BSU_misc_RNA_51,13.2043,12.9171,13.13,13.2993,13.371,12.7216,13.6683,13.7069,13.9484,13.4664,13.6835,12.7797,12.933,13.4505,13.447,13.3978,13.5708,13.7833,13.4718,12.591,12.718,13.5821,12.5818,13.355,13.2732,13.2883,12.3032,13.6174,13.1408,12.5994,12.5819,12.8316,12.4722,12.803
BSU30990,12.3871,12.2043,12.312,11.7681,11.3537,11.4777,12.2248,12.8875,12.5196,12.3937,12.3281,10.9077,11.7831,12.7796,12.1852,12.177,12.2266,12.1316,12.63,12.0183,11.5774,12.7529,11.4543,12.3512,12.1144,11.933,11.1515,11.911,11.9027,11.558,11.6227,11.8585,12.0921,11.5212
BSU31000,13.3303,12.917,12.9173,12.6922,12.5988,13.1762,12.3293,12.9127,12.9343,12.6159,12.8901,12.0902,13.3916,13.0435,13.1579,13.204,12.3516,11.6304,11.9628,11.9685,11.835,12.8627,11.8498,13.3674,13.1885,13.7104,11.8269,12.0862,11.6803,11.1613,11.9519,12.395,12.6143,13.0975
BSU31010,13.2784,13.0862,13.2666,12.6502,12.8827,13.1364,12.3715,12.7824,12.9898,12.8665,13.0892,12.6332,13.2971,13.0364,13.016,13.2724,12.4959,11.4495,11.8937,11.791,11.8945,12.9163,12.1154,13.1869,13.1477,13.8817,11.795,12.2225,11.5641,12.0768,11.8544,12.6121,12.768,13.4147
BSU31020,12.7389,12.2422,12.3203,12.0124,11.7836,12.4525,11.7389,11.9712,12.2393,11.9015,12.5619,11.1127,12.4844,12.1597,12.1805,12.5784,11.5092,10.7534,11.126,11.324,11.1345,11.9627,11.3973,12.9429,12.5684,12.8261,10.9761,11.2632,11.0348,10.8306,11.4865,11.8236,12.0619,12.3559
new_3182591_3182678_c,8.8615,8.0948,7.9359,7.3904,7.5217,7.173,7.2159,7.2795,7.2474,7.1784,7.2468,7.2251,7.8097,7.5689,8.0162,6.8822,6.6803,7.2589,7.3766,6.4738,6.6612,7.9535,6.5814,7.8031,7.2424,7.5221,7.2343,7.214,7.2487,7.666,7.4408,7.7039,8.2589,7.7252
BSU31030,12.3605,12.2069,12.4795,12.4113,12.3743,12.4084,12.2576,12.0424,12.6265,12.3505,12.3138,11.3485,12.2747,12.5305,11.968,12.5662,12.2414,12.0062,11.6937,11.2675,11.3988,11.9261,11.8076,12.3272,12.2734,12.6728,11.2047,11.9791,11.5234,11.8225,11.4386,11.2353,11.7711,11.5248
BSU31040,10.5749,10.6007,10.4739,10.8558,10.8588,10.5512,11.0291,10.909,11.2378,10.9296,11.3063,10.4854,10.6768,10.7109,10.5088,10.7642,10.8171,10.6026,10.4449,10.0157,10.3543,10.9196,10.4386,10.9882,10.4658,11.0596,9.9568,10.9772,10.5418,10.3239,10.2651,10.2208,10.4889,10.4869
new_3183217_3183608,8.8615,8.6373,8.8141,8.3987,8.5958,8.1743,8.1233,8.0623,8.2495,8.0485,8.3355,8.4203,8.4074,8.6158,8.6871,8.3597,8.0829,7.8871,7.8759,7.5117,7.443,8.2667,7.6726,8.7386,8.4095,8.7717,7.6563,7.9679,8.057,8.1986,7.9358,8.063,8.5121,8.2822
BSU31050,8.6734,8.677,8.7723,8.4607,8.7793,8.3419,8.3802,8.3524,8.8805,8.7309,8.8887,8.747,8.7111,8.4758,8.4058,8.5096,8.3616,8.1317,8.056,7.7787,8.1975,8.7083,8.0755,8.4403,8.288,8.7117,7.8899,8.1291,8.0828,8.514,8.2385,8.2552,8.7186,8.543
BSU31060,8.4305,8.3981,8.5725,8.2169,8.6109,8.1519,8.0058,8.121,8.557,8.4593,8.6934,8.6837,8.4064,8.0509,8.4847,8.1292,7.8074,7.7112,7.7581,7.5745,8.0656,8.5173,7.9045,8.3355,8.0404,8.387,7.5048,7.8408,7.8925,8.2747,8.2328,8.39,8.5955,8.6211
BSU31070,11.2047,11.0333,11.0456,11.0621,11.2996,11.1848,10.8827,11.4932,11.7328,11.4099,11.5817,10.6013,11.1195,11.4146,10.9873,11.4134,11.2001,10.9156,11.0658,10.7656,10.8255,11.4031,9.9402,11.5166,11.3398,11.5246,10.1545,10.9304,10.7679,10.7807,10.8606,10.6164,11.2234,10.6656
