M0t45_1,M0t45_2,M0t45_3,M0t90_1,M0t90_2,M0t90_3,M40t45_1,M40t45_2,M40t45_3,M40t90_1,M40t90_2,M40t90_3
new_3213329_3216149,7.0422,7.2569,6.7368,7.2574,6.6873,6.9202,7.3107,7.1309,6.5136,7.0002,6.8124,6.7835
BSU31279,9.5178,9.1987,9.6787,9.4267,10.5809,10.199,9.1667,10.4927,9.6465,9.7469,10.4775,10.43
new_3213597_3213853_c,9.5462,9.3142,9.737,9.4294,10.6723,10.1663,9.2224,10.5182,9.7404,9.8084,10.5657,10.4914
BSU31280,9.7278,9.3731,9.9629,9.8352,11.0611,10.4614,9.4563,10.777,9.8276,10.0471,10.8582,10.7558
BSU31290,7.9154,8.2152,7.8199,7.6116,7.7208,7.6036,7.7852,7.9109,8.0375,7.4994,7.7138,7.7112
BSU31300,7.9418,7.8684,8.0098,7.6542,7.6894,7.7949,7.9629,8.1162,8.0718,7.457,7.6637,7.715
new_3217011_3217663,7.1716,7.4247,6.9463,7.453,7.1182,7.1424,7.3862,7.3719,6.8241,7.1464,7.0937,7.1231
BSU31310,11.6587,10.9583,11.6449,10.408,11.2711,11.4687,11.1812,11.3715,11.9018,10.6344,11.4237,11.6116
new_3217848_3218524,7.4079,7.5117,7.4272,7.4796,7.3902,7.3112,7.4891,7.5528,7.3629,7.1907,7.1953,7.1944
BSU31319,7.0118,6.8125,6.7115,7.4466,6.7873,7.0573,7.3573,7.3129,6.541,7.1006,6.9822,7.0692
BSU31321,7.6078,7.5181,7.5408,7.5501,7.4948,7.391,7.7095,7.6536,7.5101,7.3456,7.3749,7.3227
BSU31322,7.4212,7.3835,7.477,7.5247,7.5242,7.4274,7.5999,7.6258,7.4941,7.3399,7.4515,7.3403
BSU31330,9.268,9.3644,9.5929,11.563,12.6727,12.4716,9.6139,12.4485,9.7449,12.0752,12.9305,13.1629
new_3220242_3220300_c,10.4116,10.4737,10.6982,12.3827,14.01,13.6739,10.7078,13.4391,10.8812,13.1207,13.7864,14.3045
BSU31340,10.7242,10.6768,10.9752,12.4095,13.9099,13.7752,10.6823,13.4544,11.1834,13.1646,14.1369,14.2767
BSU31350,14.7933,15.0559,14.9806,14.1117,14.7257,14.8753,14.4829,15.2325,15.0977,14.6555,15.1065,15.4569
new_3222123_3222194_c,8.0471,8.8337,9.1128,8.2253,8.3873,9.6084,8.6259,8.3203,8.9709,8.6082,8.9549,10.5949
BSU31360,11.2021,10.9444,10.9244,8.9896,9.2942,10.3889,10.891,10.7715,11.0592,9.591,9.7521,11.1017
new_3222530_3223451,7.674,8.4873,7.7778,7.5664,7.4425,7.3052,7.8283,7.7147,7.8755,7.3953,7.4248,7.3786
BSU31370,13.6328,13.3936,13.5228,11.8034,12.7772,13.0371,13.455,13.6282,13.7052,12.6923,13.0192,13.7322
new_3224669_3224824_c,8.5827,9.9126,9.0595,7.8898,7.7844,7.7756,8.7227,7.6518,9.234,7.7218,7.8064,8.2368
new_3224752_3224810,7.3581,8.3161,6.8889,7.4677,6.8906,7.2566,7.4154,7.3832,7.0223,7.1308,7.3323,7.434
new_3224826_3225137_c,8.6225,9.9751,9.0874,7.9056,7.9141,7.7807,8.7187,7.5895,9.395,7.7378,7.9606,8.3496
BSU31380,7.1977,8.2118,7.0361,7.4733,7.4989,7.4529,7.4622,7.7219,6.9371,7.3482,7.5016,7.5919
BSU31390,14.3845,15.1016,14.4639,11.4278,12.5062,11.5841,13.7975,12.2893,14.6498,11.0809,12.2478,11.8366
new_3225621_3225771_c,11.9538,12.8476,12.469,10.9392,11.6366,11.2116,11.6437,10.4601,12.6411,10.79,11.5804,11.5464
new_3225687_3226671,6.9955,7.7936,7.1573,7.2802,7.1212,6.9126,7.2871,7.3569,6.829,6.9574,6.8826,6.9581
BSU31400,12.9651,13.0586,13.0719,11.7282,12.6911,12.2454,12.8363,11.751,13.2709,11.926,12.6282,12.4545
BSU31410,13.5217,13.4665,13.7048,12.2734,13.1909,12.8692,13.3354,12.3857,13.9394,12.4672,13.1691,13.0363
new_3227502_3227580,7.4336,8.7722,7.1673,7.7382,7.5842,7.4896,7.8975,7.6062,7.2338,7.3704,7.4902,7.6304
BSU31420,7.174,7.4694,7.0066,7.378,7.0827,7.1571,7.4554,7.3051,6.9335,7.1851,7.1064,7.1425
BSU31430,9.7281,10.5298,9.9317,8.5232,9.1802,8.8106,9.1194,9.2166,9.9215,8.5726,9.1513,9.4328
new_3228712_3228777,11.2362,12.0109,11.7468,9.4915,10.0947,10.1412,11.2675,10.8766,11.7184,9.8093,10.3838,10.9056
BSU31440,11.3778,12.2065,11.7861,9.5444,10.2036,9.9638,11.1965,11.0856,11.9629,9.8468,10.3532,10.7413
BSU31450,8.7035,8.6637,8.5652,8.8856,8.7194,9.1971,8.6618,9.036,8.6646,8.8793,9.1156,9.4258
new_3231069_3231811_c,7.4773,7.7957,7.3186,7.4976,7.5332,7.4025,7.5826,7.6745,7.2875,7.3869,7.3909,7.3929
BSU31460,11.2277,11.7173,11.8443,10.2696,10.9421,11.1965,11.0206,11.336,11.9266,10.7365,11.139,11.7436
BSU31470,8.3511,8.6944,8.2024,8.0987,8.353,8.09,8.2831,8.421,8.1506,7.8683,8.2167,8.1648
new_3232483_3234571_c,7.3393,7.5943,7.1591,7.451,7.2305,7.1617,7.5573,7.4947,7.1095,7.1552,7.0723,7.1618
BSU31480,9.3352,8.3341,9.3834,9.4552,10.5548,10.4244,9.3209,10.3017,9.8637,10.1518,10.8115,11.1601
BSU31490,12.3704,12.6259,12.7362,11.6187,12.7892,12.3361,12.1466,12.6669,12.8833,11.985,12.8771,12.8749
BSU31500,12.5245,12.5047,12.5778,11.4626,12.4674,11.9264,12.0572,12.4112,12.7036,11.7451,12.3892,12.4448
BSU31510,11.5351,12.6296,12.1549,9.0704,10.9354,9.7697,11.0562,10.424,12.3888,9.288,10.3915,10.1841
new_3236475_3237156,8.9651,8.5786,8.8836,9.0016,9.8128,9.6169,8.7587,9.1519,9.0968,8.7979,9.408,9.1816
BSU31520,10.9217,10.6266,11.1692,10.1022,10.9498,10.5994,10.5888,10.6296,11.3027,10.1825,10.8635,10.5296
BSU31530,12.2606,11.7918,12.2612,11.2332,11.9223,11.7409,11.7056,11.8382,12.2614,11.2651,11.7717,11.7672
new_3239640_3239929,7.6492,8.2347,7.4023,10.9721,10.9636,11.6935,7.691,8.342,7.3644,11.1771,10.814,11.1635
BSU31540,7.2625,7.62,6.8473,10.2971,9.8877,10.531,7.4796,7.6713,6.7062,10.3437,9.7406,10.2341
BSU31550,7.0851,6.9439,6.7792,8.7861,8.2846,9.012,7.3656,7.3627,6.6376,8.8741,8.4167,8.7596
BSU31560,7.1147,7.0427,6.8391,8.6175,8.2479,8.5762,7.3908,7.3789,6.7398,8.7637,8.3287,8.4881
BSU31570,7.1604,7.0743,6.8917,8.5498,8.3418,8.7977,7.3384,7.308,6.9733,8.7801,8.4164,8.5153
new_3244617_3244738,7.1329,7.0298,6.9071,8.3511,7.599,8.1624,7.4061,7.2608,6.6436,8.0157,7.6496,7.9783
BSU31580,7.8083,11.842,7.8135,8.314,8.3499,8.3721,7.8632,8.8626,7.8784,8.0542,8.3321,8.6609
BSU31590,7.2008,7.8349,7.0101,7.3531,6.9617,7.0911,7.3278,7.3737,6.9893,7.2141,6.9946,7.0481
new_3246432_3246527,9.7772,11.3665,9.964,8.2153,8.2935,8.4155,9.816,9.5584,9.7902,8.1422,8.5771,8.4832
new_3246529_3246678,11.3566,12.2825,11.7839,9.2029,10.2011,10.1826,11.289,10.9078,11.9141,9.3381,10.2787,10.2974
BSU31600,10.8924,11.985,11.4386,9.1206,10.3813,9.9247,10.8311,10.7782,11.6497,9.4631,10.2327,10.2335
BSU31610,10.0634,11.2211,10.6934,8.4908,9.6665,9.4352,10.1774,10.0636,11.017,8.8899,9.7816,9.8807
BSU31620,10.7115,12.1594,11.5397,9.238,10.3779,9.8924,11.0623,10.9824,11.6677,9.555,10.1657,10.3178
BSU31630,10.8926,12.1495,11.5931,9.2226,10.5075,9.8854,11.0162,11.0015,11.8158,9.7336,10.4627,10.4558
new_3250494_3252362_c,9.6249,8.6912,9.4378,8.8467,10.1665,9.9138,9.0367,9.5854,9.2205,9.0445,9.9977,9.9612
BSU31640,10.8062,12.188,11.5762,9.3667,10.6508,9.9379,10.909,11.2809,11.654,9.7944,10.5066,10.3961
BSU31650,10.7499,12.1877,11.5812,9.2142,10.6456,9.8899,10.8091,11.2362,11.8037,9.786,10.4196,10.355
BSU31660,10.4643,11.4087,10.7654,8.9903,10.2622,9.4506,10.0862,10.609,10.9821,9.2741,9.7517,9.7094
BSU31670,12.731,12.465,12.9099,12.0565,13.1949,12.4734,12.2362,12.2082,13.0434,12.1541,13.0857,12.9477
BSU31680,12.6721,12.596,13.0467,11.8227,13.0509,12.52,12.1579,12.1808,13.1156,12.0789,13.1209,12.8887
new_3253449_3253528_c,12.5088,11.0633,12.4901,11.8504,12.2609,12.3315,12.2368,11.6609,12.2748,12.3987,12.6376,12.5917
BSU31690,14.0738,13.692,14.5943,13.721,15.0077,14.5501,13.7681,14.6426,14.6624,14.0678,15.0617,14.8024
new_3255432_3256404,8.7744,9.793,8.9072,8.2078,9.7539,8.2392,8.0481,9.9436,8.9137,7.8863,8.369,8.6027
BSU31700,14.376,13.9893,14.6612,14.0435,15.2685,14.8067,13.9773,14.877,14.7387,14.4542,15.3846,15.1799
BSU31710,14.0607,14.177,14.5988,13.9211,15.4094,14.637,13.5718,14.6633,14.4449,14.3457,15.3294,15.1339
new_3256908_3257021_c,13.5046,12.4319,13.1735,13.507,14.3973,14.3335,12.0445,13.8667,13.8481,13.7556,14.5253,14.6567
BSU31720,9.2414,9.3212,9.1667,8.5705,9.2836,8.8518,8.683,9.7361,9.0591,8.4226,9.3358,9.588
new_3257233_3257319_c,9.2171,9.8861,9.464,8.5721,9.5332,9.1982,9.1393,9.8842,9.6435,8.4713,9.8288,10.0355
new_3257607_3258036_c,10.909,11.686,11.1915,9.6823,10.3243,9.7134,10.7632,11.761,11.1949,10.075,10.5193,10.6175
BSU31730,6.9702,7.4686,6.6778,7.2886,6.7599,6.973,7.2831,7.1326,6.6328,7.0498,6.8843,6.9713
BSU31740,11.6651,12.4577,12.0449,10.6149,11.292,10.7717,11.5061,12.6133,11.9951,10.7614,11.3921,11.6729
new_3258062_3259375,7.2264,7.7425,7.0553,7.4764,7.4578,7.3091,7.343,7.6661,6.9213,7.2754,7.4768,7.3453
BSU31750,14.1301,13.7349,14.3003,13.314,14.0476,13.984,13.8412,13.9647,14.4398,13.7957,14.3029,14.6471
BSU31760,14.3259,13.8805,14.4571,13.5685,14.3184,14.2415,14.1026,14.3391,14.5877,14.0573,14.6592,14.9805
BSU31770,12.1639,11.9921,12.4131,10.6113,11.8481,11.5919,11.8737,11.8514,12.5957,10.8248,11.8314,11.9292
new_3261938_3262008_c,12.2066,12.0022,12.442,10.6291,11.9075,11.5076,11.8277,11.6989,12.6151,10.796,11.7059,11.8589
BSU31780,12.1961,11.6591,12.1987,10.5995,11.5051,11.4021,11.8392,11.5021,12.4034,10.7543,11.5049,11.7114
BSU31790,10.5602,10.9238,10.8768,9.0704,10.2484,9.6739,10.2653,10.447,11.0812,9.3164,10.0451,9.9357
BSU31800,11.5429,11.6558,11.7754,10.1687,11.7525,11.2237,11.0516,11.534,12.242,10.355,11.7104,11.3507
new_3263403_3263797,7.5203,7.7755,7.5751,7.6652,7.7076,7.4393,7.5902,7.5591,7.3939,7.4859,7.7188,7.5126
new_3263786_3264226_c,10.2689,9.2726,10.1715,8.4062,8.6665,8.7535,9.8462,9.2523,10.4887,8.1453,8.3022,8.4562
BSU31810,8.0396,8.4212,8.1877,7.6639,7.9746,7.6787,7.9637,7.8635,8.0739,7.5465,7.9762,7.7709
BSU31820,10.865,9.5407,10.7741,9.1077,9.5626,9.7289,10.3802,10.0763,11.0295,9.1272,9.6319,9.579
new_3264537_3264677_c,10.6791,9.1003,10.1885,9.0717,9.5017,9.7628,10.1093,9.8702,10.7167,9.1278,9.7234,9.4535
BSU31830,11.5318,10.1342,11.4363,9.7049,10.3354,10.4258,11.1028,10.8978,11.7917,9.8986,10.3563,10.3227
new_3265241_3265327_c,7.5052,7.3631,7.4346,7.5653,7.6407,7.569,7.5584,7.4516,7.4332,7.4352,7.788,7.7086
BSU31840,11.4182,11.9419,11.9626,10.0704,11.1581,10.7295,11.1126,11.108,11.9644,10.379,11.2309,11.3193
BSU31850,11.248,12.2804,12.168,10.2156,11.4349,10.7534,11.0907,11.1228,12.0756,10.5172,11.3377,11.4312
new_3266637_3269004,7.4226,8.5713,7.7678,7.4607,7.7021,7.2978,7.4995,7.8942,7.3934,7.3756,7.5723,7.4614
BSU31860,11.2898,12.6329,12.3517,10.2139,11.4693,10.7476,11.2541,10.9434,12.2761,10.4783,11.5209,11.6712
BSU31875,10.4168,11.9184,11.527,9.3994,10.5802,9.918,10.4377,9.9811,11.5428,9.7292,10.5651,10.8979
new_3273703_3274665,7.1504,8.2686,7.1732,7.3301,7.3023,7.1179,7.3924,7.4035,6.9373,7.1666,7.1979,7.2806
BSU31890,10.261,11.318,11.3901,9.5126,10.8442,9.9723,10.0904,10.1465,11.4159,9.6452,10.853,10.9576
BSU31900,10.0977,11.0897,11.3236,9.5094,11.295,10.2118,10.0308,10.1978,11.4149,9.6694,10.9856,11.1599
BSU31910,15.4736,15.1762,15.9152,15.2043,15.8682,15.7494,15.0208,15.9988,16.1877,15.7278,15.9719,16.3475
new_3276435_3276513_c,15.3131,14.8849,15.6932,15.0215,15.5152,15.6086,14.8283,15.8115,16.1597,15.7048,15.9568,16.2608
new_3276604_3276710,7.212,8.9894,6.9191,7.5502,7.8492,7.5318,7.4988,7.4732,6.7125,7.2717,7.6714,7.4813
BSU31920,10.3164,10.9493,10.6623,10.23,11.1218,10.9094,10.1524,11.1884,10.7015,10.4874,11.2925,11.4271
BSU31930,14.5955,14.0547,14.4179,14.7621,15.1972,15.1059,14.4604,15.6102,14.5929,15.5758,15.688,15.6375
BSU31945,11.9416,11.5345,12.4397,13.1039,14.3494,14.4074,11.4763,14.126,12.3068,13.8487,14.4388,15.1375
BSU31959,13.1179,13.7481,13.8038,10.7412,9.1216,11.4845,12.7716,12.7438,14.3559,11.0023,9.9787,11.5304
BSU31960,13.0662,14.1707,14.0359,10.519,8.6919,11.4453,12.9804,11.7697,14.4252,10.7289,9.2653,11.3532
BSU31970,12.9844,14.847,14.6381,10.5948,8.531,11.9598,12.8116,11.3868,14.8411,10.6384,9.0428,11.9632
BSU31980,12.4415,14.625,14.2527,9.9792,7.8525,11.5147,12.2547,10.48,14.496,9.9552,8.4348,11.5367
BSU31990,12.4491,14.5359,14.097,9.9635,8.2026,11.4174,12.1758,10.6027,14.4345,9.8064,8.5907,11.3051
BSU32000,12.0556,14.4351,14.0952,9.5107,7.766,11.3137,11.7652,10.3636,14.2728,9.5354,8.1005,11.11
new_3292297_3292406_c,12.807,15.212,15.041,10.2532,8.6319,12.1834,12.6181,11.406,14.9442,10.0965,8.8499,12.0215
new_3292408_3292489_c,11.6282,13.6623,14.1163,10.2698,8.5717,12.0989,11.4987,10.995,14.1511,10.055,8.8891,11.8334
BSU32010,12.671,14.2784,14.186,10.6793,8.9596,12.2406,12.3274,11.3822,14.5075,10.5202,9.4041,11.9897
new_3293360_3293440_c,10.7679,13.1169,13.3543,8.8263,8.5334,11.9657,11.3986,10.8539,13.9606,10.0215,9.3279,11.5836
BSU32020,8.9659,9.4393,9.5045,8.2695,8.6904,8.4033,8.7675,8.4101,9.8019,8.0905,8.5535,8.7244
new_3294170_3294254_c,8.9813,9.5403,9.943,8.47,9.1566,8.9316,8.9093,8.7605,9.9772,8.4935,8.7872,9.0555
BSU32030,8.3299,9.9542,8.8768,7.9415,8.4189,8.1941,8.3086,8.2511,9.3557,7.8993,8.4324,8.562
BSU32040,9.1028,9.2785,8.9568,8.4216,8.6963,9.1088,8.9739,8.2635,9.2695,8.9706,9.3699,9.7699
BSU32050,12.0645,11.7192,12.3787,11.8324,12.751,12.4568,11.9828,13.008,12.5131,12.7577,13.1565,13.4561
new_3297920_3297994_c,12.6405,12.0801,12.7672,12.1174,12.9183,13.2949,12.7153,13.6034,12.8767,13.4461,14.1259,14.5402
new_3297962_3298076,11.1319,10.9285,11.5624,10.3836,11.6667,11.7342,10.2253,12.1514,12.0284,10.7478,11.7266,12.0245
BSU32060,11.1145,10.4753,11.2635,10.3675,11.2047,11.3935,10.3644,12.0799,11.6178,10.7575,11.4107,11.7047
BSU32070,9.2508,9.9575,9.7379,8.4825,9.3205,8.8261,9.0899,8.9122,10.1064,8.5599,8.9519,9.228
new_3298930_3299376,7.3345,7.5067,7.0817,7.2844,7.1101,7.2112,7.4612,7.4846,7.1512,7.1773,7.0657,7.1644
BSU32080,11.4693,11.2037,11.3717,11.7639,13.0602,12.7106,10.7446,12.1409,11.7514,12.1737,13.1078,12.8839
new_3299378_3299588,7.3374,7.3425,6.9935,7.4107,7.1354,7.198,7.483,7.5523,7.0351,7.1494,6.9577,7.1071
new_3299590_3299699,7.8731,9.5488,7.3793,7.5171,7.3787,7.5044,7.654,7.8716,7.4414,7.4909,7.2518,7.5516
new_3299701_3300252,7.1448,7.2382,6.8394,7.3623,6.9628,7.1389,7.3593,7.2958,6.734,7.0461,7.0147,7.058
BSU32090,9.4946,10.0363,9.5206,8.5494,8.7439,9.5873,8.9727,8.3668,9.7327,8.9755,8.8103,9.1427
BSU32100,8.8815,8.3551,8.9718,8.2917,8.6996,8.8666,8.5601,8.6841,9.2637,8.4532,8.6276,8.988
new_3301255_3301382_c,8.8441,8.6261,8.9163,8.4349,8.769,9.0294,8.5591,8.8917,9.2181,8.0843,8.5727,8.8948
new_3301384_3301448_c,8.4825,8.5487,8.8036,8.3525,8.5233,8.9992,7.745,8.0797,9.108,7.8424,8.4916,8.712
BSU32110,14.7466,14.0294,14.6826,12.1296,12.3902,13.0009,14.0597,14.1692,14.7799,12.5462,12.557,13.2358
BSU32120,10.6018,10.057,10.3782,8.7109,9.4457,9.1861,9.643,10.105,10.5111,8.5655,9.3815,9.5358
new_3302764_3302893_c,10.7479,10.2713,10.9281,8.7425,9.7131,9.8106,9.962,10.4895,11.0047,8.9417,9.8698,9.8402
new_3302895_3303142_c,6.9185,7.6599,6.7258,7.2854,6.7452,6.9165,7.2678,7.1214,6.4241,7.0875,6.7653,6.7509
BSU32130,8.8224,11.3783,9.6395,7.8658,8.0741,7.839,8.8288,7.8756,9.7781,7.8257,8.247,8.3678
BSU32140,9.343,9.6968,9.9428,9.2641,10.5468,10.0107,9.1898,10.1173,10.0009,9.6669,10.1869,10.4339
BSU32150,9.0736,9.2644,9.4833,8.9555,9.8488,9.8229,9.0342,10.017,9.4031,9.2868,9.9873,10.1231
new_3305322_3305430_c,8.8949,9.1352,8.8522,7.9737,8.211,7.8441,9.0082,8.7627,8.9231,7.783,8.1534,8.1692
BSU32160,14.3448,13.8347,14.3481,13.1638,13.8297,13.5706,13.9487,14.05,14.4456,13.3123,13.8292,14.1616
BSU32170,12.2263,11.7152,12.4761,10.3161,11.0134,11.1372,11.9075,11.7026,12.7653,10.732,10.9677,11.392
BSU32180,8.166,10.0647,8.5039,7.34,6.9819,6.9952,8.0801,7.6045,8.8546,7.0442,6.9906,7.1571
new_3307598_3308367,7.6697,7.9759,7.6779,7.7769,8.0323,7.753,7.7354,8.2611,7.8605,7.6611,8.0203,7.8812
BSU32190,11.8202,11.2546,11.6903,10.407,11.9471,11.4621,10.7286,11.6517,11.8604,10.9095,11.8225,11.7457
new_3308369_3308785,7.1633,7.4576,7.0005,7.3897,7.2606,7.3956,7.312,7.587,6.9702,7.031,7.1639,7.231
BSU32200,12.1821,12.9718,12.5109,10.9683,11.9423,11.3399,11.8025,12.2404,12.6849,11.258,11.9894,12.0917
BSU32210,11.2953,10.4777,11.1135,10.6306,11.0884,11.1976,10.5696,11.9858,11.1309,10.8729,11.3391,11.5595
BSU32220,14.7563,13.9324,14.6154,13.3104,14.4921,13.9644,13.7555,14.8451,14.7804,13.3367,14.2539,14.0666
BSU32230,10.434,9.2566,10.7326,10.7465,11.4698,11.7602,10.2076,11.7551,10.628,11.3306,11.5033,12.4905
BSU32240,13.2577,11.5502,12.3831,10.6275,11.1876,11.2081,13.03,10.9233,12.4141,11.3967,11.251,11.5294
BSU32250,13.202,11.5589,12.4695,10.6798,11.1022,11.4228,13.1477,10.8789,12.5775,11.4403,11.4198,11.6891
BSU32260,13.3632,11.6372,12.6745,10.6786,11.146,11.4806,13.1702,10.8228,12.8037,11.2629,11.2837,11.5754
new_3316130_3316211_c,12.782,11.2944,12.2408,10.4817,11.0405,11.4392,12.4522,9.2905,12.7222,10.3307,10.0713,11.1623
new_3316213_3316329_c,8.8118,9.1313,8.8002,8.9152,9.6283,9.4685,8.9156,8.9279,8.8962,8.9978,9.6599,9.9925
BSU32270,7.8974,7.725,7.8313,8.4749,8.4439,9.0142,8.0556,7.9018,7.8912,8.5881,8.7181,9.4901
new_3317409_3317473,6.9714,7.0046,6.7148,7.4154,6.9249,7.0288,7.3183,7.3237,6.5466,7.064,6.8969,6.984
BSU32280,7.1697,7.2728,6.7493,7.414,6.781,7.0129,7.4004,7.1593,6.6964,7.06,6.7791,7.0654
BSU32290,12.315,12.5579,12.4935,11.0019,11.8834,11.6186,11.9992,12.048,12.6973,11.5229,11.833,12.4771
BSU32300,12.4479,12.9743,12.994,11.426,12.5373,12.237,12.2376,12.5315,13.1701,11.8524,12.5616,13.0646
BSU32310,12.8078,13.0711,13.1507,11.6902,12.7052,12.3086,12.5725,12.8818,13.254,11.8697,12.6625,13.1352
new_3319608_3320300_c,9.7769,10.3414,10.314,8.5844,9.7028,9.7523,9.8165,9.1762,10.7601,9.3153,9.9285,10.5327
BSU32320,7.1415,7.7937,6.9582,7.4624,7.2615,7.308,7.4165,7.2898,6.8068,7.1756,7.2131,7.1898
BSU32330,13.7543,13.5307,13.8728,12.4152,13.2645,12.8611,13.4466,13.3258,14.0603,12.7704,13.5636,13.6351
new_3321221_3321355_c,13.8224,13.5492,13.9691,12.5252,13.2983,13.3777,13.7887,13.4228,14.116,12.7145,13.7339,13.9002
BSU32340,7.931,8.2735,8.0387,7.5465,7.6209,7.3896,7.8044,7.7558,8.0219,7.3702,7.559,7.5994
BSU32350,9.3752,9.8104,9.7934,8.4515,9.0926,8.8208,9.243,9.094,9.9196,8.5998,8.9764,9.3155
BSU32360,11.5779,11.4306,11.6705,10.5498,11.4052,11.1316,11.3712,11.4763,11.7389,10.9685,11.3846,11.7175
BSU32370,12.0349,11.8676,12.0474,10.7801,11.5336,11.5633,11.8549,11.7789,12.1571,11.3637,11.7446,12.1458
BSU32380,11.3619,11.4351,11.6443,10.198,11.4485,11.3478,11.3961,11.4329,12.0439,10.7688,11.6494,11.8616
BSU32390,11.7936,11.686,11.9945,10.7963,11.7874,11.765,11.7574,11.824,12.1055,11.1913,11.7474,12.11
BSU32400,9.7934,9.6325,9.8593,8.6545,8.9956,9.2859,9.9257,9.7601,10.0774,8.9194,9.0463,9.6364
BSU32410,8.0747,8.0011,8.0573,7.5676,7.3741,7.5067,8.1295,8.0366,8.2211,7.5044,7.4594,7.7576
new_3328673_3328761,8.6392,8.6088,9.0672,8.3385,8.59,8.7165,8.6376,8.9592,9.1335,8.3596,8.8013,9.0583
BSU32420,8.3903,8.5577,8.6455,8.0282,8.3042,8.3884,8.363,8.6344,8.6392,8.1767,8.4999,8.8045
BSU32430,7.6114,7.457,7.4875,7.7531,7.6085,7.7453,7.6459,7.7557,7.407,7.6251,7.7444,7.8003
BSU32440,7.143,7.2327,7.1438,7.4671,7.4511,7.5888,7.4137,7.5599,7.1977,7.4451,7.4481,7.5392
BSU32450,7.4207,7.4128,7.5129,7.8045,7.8478,7.8657,7.6286,7.8145,7.388,7.7651,7.8531,7.9268
BSU32460,8.2623,8.284,8.5022,8.073,8.6776,8.4819,8.114,8.572,8.7621,8.1431,8.5816,8.6106
new_3335006_3335393_c,7.1753,7.0621,6.8558,7.4298,6.9086,6.9865,7.3531,7.2987,6.7409,7.1306,6.9021,6.9741
BSU32469,6.9548,6.7833,6.7417,7.1385,6.7033,6.9816,7.2873,7.0025,6.7176,7.0294,6.8744,6.9198
new_3335546_3335614,6.9241,6.8666,6.7954,7.0651,6.6508,6.9965,7.2603,7.0123,6.7499,6.9872,6.7333,6.9038
BSU32470,7.4177,7.2352,7.3043,7.4562,7.287,7.2523,7.6032,7.5828,7.2846,7.3038,7.3288,7.2729
BSU32480,7.3643,7.3138,7.1892,7.4578,7.2027,7.1984,7.5779,7.3371,7.2019,7.2615,7.293,7.2614
BSU32490,7.1893,6.9306,6.8519,7.3301,6.8887,7.0777,7.3947,7.1552,6.7754,7.1129,6.9644,7.0091
BSU32500,7.04,6.815,6.7305,7.3601,6.8482,7.0621,7.2459,7.1542,6.6949,7.0802,6.9728,7.0037
BSU32510,6.9794,6.6961,6.6919,7.3508,6.8273,7.0676,7.268,7.1532,6.6479,7.0277,6.9484,6.9486
new_3340938_3341024_c,7.1041,6.8226,6.8198,7.3543,7.012,7.0653,7.2761,7.2903,6.7296,7.0468,7.008,7.0323
BSU32520,8.9169,8.7046,9.1594,8.6152,9.3365,9.3529,8.8732,9.4406,9.3683,8.8569,9.1933,9.4644
BSU32530,8.048,7.7605,7.9533,7.8243,7.6233,8.1379,8.1024,8.15,8.0894,7.8427,7.722,8.0877
BSU32540,8.6726,8.6635,8.8584,8.9355,10.1581,9.5233,8.4903,9.2273,8.7641,9.3867,10.1973,9.7709
BSU32550,9.4578,9.2797,9.7799,8.4849,9.263,9.002,9.3474,9.4423,10.0221,8.7102,9.2248,9.3463
new_3346117_3347050_c,9.2281,9.0998,9.3838,8.2875,9.1757,8.7679,9.0488,9.0689,9.7017,8.5296,9.1504,8.9319
BSU32560,10.3526,10.0607,10.6032,9.3125,10.3721,10.0772,10.0474,10.913,10.7549,9.4424,10.311,10.3029
BSU32570,7.1538,6.947,6.9089,7.4232,6.9126,7.1904,7.3917,7.259,6.7316,7.2579,7.0871,7.3661
BSU32580,7.0909,6.7481,6.7113,7.3343,6.7519,6.9685,7.1793,7.1606,6.5298,7.1565,6.846,7.0849
BSU32590,7.0505,6.7526,6.7341,7.3454,6.8293,7.0005,7.2465,7.1472,6.6239,7.1442,6.9436,7.0826
BSU32600,7.2806,7.2735,6.9435,7.6034,7.1566,7.3858,7.4343,7.5491,6.7612,7.4736,7.2727,7.6058
BSU32610,8.0463,8.4128,7.9984,8.1029,8.0898,8.3978,8.0236,8.3701,8.0731,8.7792,8.513,9.0347
BSU32620,11.8835,11.9455,11.7381,9.7933,10.6725,10.567,11.6054,11.5876,12.1601,10.1478,10.7386,11.0706
BSU32630,11.8128,12.0721,12.0984,9.7681,10.5537,10.5384,11.9018,11.6982,12.3427,10.3813,10.933,11.2797
new_3353940_3354550_c,9.76,9.91,9.81,7.78,8.24,8.05,9.76,9.18,10.15,8.15,8.48,8.53
BSU32640,7.0184,7.4122,7.0866,7.3836,6.8315,7.1712,7.3177,7.2227,6.9025,7.0542,6.921,7.3423
BSU32650,7.0738,7.4775,7.1764,7.3967,6.8928,7.2086,7.3283,7.2829,6.9184,7.0519,6.9314,7.2845
BSU32660,12.0134,11.971,12.1491,9.6092,10.8503,10.3913,11.5456,11.5392,12.3255,10.2365,11.0745,10.9982
new_3354935_3355044_c,11.9017,11.9723,12.2851,9.7044,11.0032,10.618,11.6838,11.7326,12.3931,10.2179,11.1936,11.2076
BSU32669,11.9722,11.8979,12.1885,9.7293,10.8003,10.5946,11.7423,11.7652,12.3699,10.1415,11.1927,11.1415
