M0t45_1,M0t45_2,M0t45_3,M0t90_1,M0t90_2,M0t90_3,M40t45_1,M40t45_2,M40t45_3,M40t90_1,M40t90_2,M40t90_3
new_2069824_2069977,9.8192,9.2459,9.2181,11.5167,12.0716,11.3095,8.6946,10.8821,9.0408,11.2505,11.9499,11.4323
new_2069984_2070118_c,13.789,13.4279,13.3659,13.6041,13.8129,13.8628,13.086,13.907,13.183,13.1555,13.8946,13.6663
new_2070120_2070243_c,12.1592,13.4213,12.6044,10.8015,11.8452,11.1097,11.7897,11.8854,12.4948,10.7352,11.045,10.9054
BSU18980,12.1155,13.403,12.9518,10.8278,12.1637,11.1842,11.8224,12.1148,12.8453,10.9666,11.5703,11.2873
new_2071115_2071197_c,9.6416,9.6491,10.083,9.1865,10.6273,9.8023,9.0014,9.7478,10.1745,8.672,10.0342,9.9532
new_2071199_2071285_c,12.8914,12.5666,13.0186,12.8682,13.7925,13.2817,12.4233,13.2059,13.1222,12.7712,13.3913,13.7481
BSU18990,11.5046,11.7813,12.2982,11.6626,13.2048,12.5976,11.4426,12.3375,12.5937,11.8969,12.8226,12.7868
BSU19000,10.7465,10.8013,11.155,10.683,11.7334,11.3331,10.7097,10.958,11.1333,10.5479,11.2398,11.5611
new_2074222_2074617_c,11.3435,10.7413,11.6477,12.4198,13.3602,13.2402,11.3345,12.8251,11.7147,12.325,13.1236,13.3145
new_2074312_2074438,6.9896,7.2346,6.7831,7.4166,6.895,7.1372,7.2244,7.213,6.5354,7.1454,6.8683,6.9611
BSU19020,7.0897,6.873,6.8265,7.3594,7.2828,7.1302,7.2758,7.1941,6.6267,7.1071,7.0425,7.0534
new_2075780_2076111,7.1822,7.0858,6.9263,7.5302,7.5867,7.3819,7.2998,7.3904,6.8368,7.2549,7.4251,7.3314
new_2076113_2076205,9.736,8.9477,9.9042,11.9365,13.2695,13.2786,9.7316,12.173,9.8675,12.4329,13.2739,13.193
BSU19030,8.1337,7.4312,8.2858,10.7048,12.4215,11.8645,8.6119,10.945,8.0059,10.9934,11.9641,11.6453
new_2078548_2079183_c,7.6994,8.2024,7.7422,8.243,8.6365,8.2933,8.2438,8.2476,7.818,8.0526,8.067,8.452
new_2078627_2079084,8.196,7.5133,8.4166,11.5295,13.3458,12.9609,8.3637,12.0962,8.0293,11.8637,12.8776,12.6682
new_2079086_2079196,14.017,13.0232,13.3662,13.6361,13.41,12.976,13.2388,14.646,12.8616,13.5374,14.1447,13.8305
BSU19040,9.8029,10.3705,9.9056,10.3526,10.5906,10.6387,10.0905,10.037,10.2528,10.8172,10.9119,11.4351
BSU19050,9.7502,10.6088,9.9503,10.235,10.373,10.5921,10.008,9.9865,10.2853,10.6286,10.6825,11.3837
BSU19060,9.7118,10.8562,10.2501,10.104,10.6723,10.4887,10.157,10.2123,10.6925,10.5387,10.947,11.4961
BSU19070,8.8153,9.6138,9.4055,8.481,8.7143,8.5484,9.6027,9.5272,10.0726,10.0765,10.4496,10.8577
BSU19080,8.9103,9.3933,9.5261,8.4863,9.0855,8.867,9.6032,9.7935,10.0736,10.4804,11.004,11.0991
BSU19090,7.8026,7.102,7.5298,7.664,7.5225,7.4192,11.5266,12.6607,11.7715,13.504,14.1651,13.7103
BSU19100,8.3353,8.5454,8.5331,8.2769,9.2497,8.5182,8.236,8.3038,8.551,8.0826,8.7339,8.5408
new_2084124_2084188,7.1343,6.8095,6.6131,7.4431,6.8565,6.8987,7.3466,7.1398,6.5257,7.0377,6.7971,6.8335
BSU19110,6.9991,6.8015,6.6723,7.1917,6.8962,6.9859,7.1932,7.1466,6.5276,7.0312,6.7938,6.9108
BSU19120,11.3907,10.9522,11.618,10.742,11.4118,11.0824,10.7765,11.7928,11.5707,10.2861,11.1085,11.2537
BSU19130,13.1657,12.9162,13.5375,12.9375,14.2864,13.3529,12.7869,12.4328,13.7805,13.0442,13.9535,13.5837
BSU19140,15.1033,13.7523,15.3862,14.5805,15.7922,14.8876,14.4046,12.1089,15.4852,13.8886,15.241,14.7298
BSU19150,7.4741,7.2935,7.4586,8.0796,8.5891,8.2298,7.6381,8.0106,7.3623,8.1591,8.48,8.4057
BSU19160,8.4523,8.8904,8.9268,7.8033,8.3346,7.6709,8.1242,7.492,9.2701,7.4907,7.7813,7.5322
BSU19170,12.8064,11.5745,12.9032,11.3629,12.3635,12.0663,12.2614,12.3027,12.7862,11.0694,11.7208,11.686
BSU19180,8.0967,8.9568,7.8921,7.9611,8.1381,8.0003,7.9722,7.5886,8.0373,7.6429,7.5886,8.1207
new_2090455_2090524,7.5555,7.5784,6.9033,7.5295,6.962,7.1754,7.5953,7.2701,6.9412,7.2183,6.8937,6.8827
BSU19190,9.6888,9.1798,9.829,9.5609,10.5246,10.2164,9.2668,10.0059,9.9332,9.4431,10.0969,10.1471
BSU19200,9.0419,8.6195,9.0812,9.0881,9.8512,9.4475,8.7485,9.3113,9.1156,8.8924,9.4197,9.5157
new_2092326_2092824_c,6.9878,6.8164,6.7966,7.3071,6.9873,7.0595,7.1955,7.1189,6.6297,7.0765,6.973,7.0588
new_2092817_2093011,7.6772,7.9781,7.8497,7.8193,8.286,7.7977,7.7894,7.745,7.9232,7.5602,7.8624,7.6571
BSU19210,12.2989,12.8864,12.7076,11.3873,11.8752,11.3205,11.9966,10.6099,12.6517,11.1204,11.3733,11.4557
new_2093013_2093780,7.5482,8.0841,7.7184,7.5861,8.1448,7.41,7.6049,7.6653,7.7359,7.2735,7.4698,7.4052
new_2093816_2094009_c,11.656,11.3636,11.9478,10.7949,11.2993,11.4952,11.6443,11.6432,11.8938,11.1107,11.2177,11.7782
BSU19220,10.7339,10.2711,10.8576,9.8284,10.4727,10.3164,10.5138,10.4326,10.8727,9.9739,10.2532,10.4693
new_2095786_2095916_c,10.0384,10.0669,10.0672,9.3105,10.1782,9.706,9.7698,9.8363,10.5243,9.0817,9.9205,9.9299
BSU_misc_RNA_32,13.5592,13.4292,13.6629,13.0861,14.7007,14.0919,12.8921,14.3666,13.7158,13.186,14.3124,14.3161
new_2096129_2096321_c,7.573,7.6034,7.8317,7.5148,6.9789,7.0845,7.6468,7.7043,7.8099,7.259,6.9956,7.6317
BSU19230,11.9579,12.8676,12.302,9.094,9.8384,9.5211,11.4816,11.7722,12.5577,9.3826,9.9076,10.4336
BSU19240,8.5501,8.929,8.7091,7.9552,8.5401,8.175,8.4324,8.489,8.633,7.7521,8.2458,7.9921
BSU19250,8.5164,8.9946,8.7663,7.8393,8.0127,7.7604,8.2909,7.9018,8.7095,7.577,7.548,7.5419
new_2098025_2098315_c,8.2547,8.8999,8.4301,7.6601,7.9549,7.6271,8.1708,7.7087,8.2854,7.4324,7.5321,7.4075
BSU19259,7.452,7.58,7.3952,7.6101,7.9432,7.619,7.6199,7.6882,7.4477,7.4945,7.7133,7.6185
BSU19260,8.3011,9.2477,8.4249,7.6935,7.9842,7.8188,8.2246,7.7552,8.344,7.4444,7.6388,7.5141
new_2098330_2098837,7.2747,7.2713,7.1026,7.5901,7.6458,7.5064,7.4198,7.6372,6.9857,7.3894,7.5337,7.421
new_2098793_2098895_c,8.638,9.8495,8.5932,7.8672,8.4098,8.0076,8.613,7.9614,8.7626,7.6719,7.9422,7.7151
BSU19270,7.5861,7.5283,7.5549,7.8123,8.1248,7.7674,7.6271,7.9062,7.5635,7.7107,7.7463,7.64
new_2098897_2099422_c,8.7837,10.0639,8.8356,8.2148,8.7713,8.0981,8.7307,8.0364,8.9901,7.6934,8.0665,7.72
BSU19280,7.5993,7.5774,7.5556,8.0292,8.6235,8.3443,7.6216,7.9258,7.5508,7.7269,8.1174,8.0239
BSU19290,11.1361,12.4392,11.6092,10.429,12.2038,10.8247,10.4458,10.7271,11.6781,10.0462,11.1149,10.4118
new_2099791_2099863_c,11.1178,12.4559,11.7341,10.3759,12.3768,10.884,10.5272,10.8164,11.9832,10.0482,11.0834,10.5246
new_2099865_2099968_c,10.2057,12.3962,10.6868,10.3064,10.7928,9.769,10.4054,10.8,10.5766,9.8195,10.3178,9.7716
BSU19300,13.3716,12.4086,13.0878,12.0211,12.7528,12.5318,12.3986,13.23,12.9394,10.9727,12.2186,12.5488
new_2100391_2100457_c,7.7876,7.8316,7.6806,8.1974,8.4517,8.2193,7.9642,8.0149,7.5106,7.6588,7.9486,8.0686
new_2100447_2100579,13.1557,11.7966,13.1958,15.9551,16.2353,16.2924,13.2876,15.0757,13.1768,16.2634,16.3939,16.3286
BSU19310,12.3057,10.904,12.5469,15.1473,16.028,15.8549,12.0265,14.127,12.6932,15.6658,16.3122,15.9068
BSU19320,7.3585,6.9927,7.1126,7.5398,7.4333,7.6249,7.4244,7.2061,6.8838,7.3958,7.3641,7.5825
BSU19330,7.0161,6.7553,6.7735,7.3588,7.1289,7.1114,7.2782,7.0817,6.5924,7.0833,7.0541,6.9774
new_2104902_2106408,7.0234,6.8299,6.6956,7.3514,6.9049,7.0317,7.2645,7.0802,6.5233,7.0657,6.9164,6.9256
BSU19340,10.1819,10.4672,10.3935,8.5368,9.4486,8.9608,9.9678,8.7551,10.7611,8.5496,9.1084,8.6622
new_2106316_2107474_c,7.1383,7.4116,6.8401,8.4354,8.7301,8.8647,7.3944,7.5191,6.7214,8.4985,8.9969,9.209
BSU19350,7.922,9.2665,7.4696,8.7012,8.8388,9.3072,8.0648,8.1755,7.537,8.7695,8.4182,8.5746
BSU19360,14.1127,15.377,14.346,15.1912,15.3297,15.3026,14.0287,16.1468,14.5914,15.7363,15.691,15.9342
BSU19370,14.0955,15.7738,14.7668,15.1593,15.6131,15.5507,14.3417,16.356,14.8728,15.6994,15.8285,16.2449
new_2111720_2111836_c,9.6715,11.2394,10.6333,9.1993,9.7345,8.7354,9.6374,8.9436,10.5929,8.3626,8.5731,9.1438
BSU19380,11.5087,12.2698,12.0541,10.3113,11.4671,10.6464,11.3402,10.4382,12.0374,10.1929,10.9786,10.7779
BSU19390,11.7102,12.4686,12.3513,10.5588,11.854,11.0951,11.6523,10.6051,12.4752,10.4396,11.5049,11.1973
BSU19400,7.9692,7.6099,8.1204,8.4533,9.4942,9.1086,7.9461,9.2868,8.0609,8.642,9.0574,9.0049
BSU19410,10.499,10.155,10.8667,11.7776,12.8553,12.67,10.0541,12.2399,10.663,11.9572,12.4995,12.5666
new_2116747_2116967_c,10.7927,9.526,11.3419,12.5318,13.5626,13.5464,10.4592,12.904,11.2415,12.8127,13.4237,13.6026
BSU19420,10.2665,10.0737,10.3097,8.9776,9.6819,9.6431,10.0614,10.5248,10.4786,8.9308,9.2703,9.39
BSU19430,7.1264,6.8817,6.8859,7.4768,7.1281,7.2082,7.3558,7.3122,6.7197,7.1922,7.0847,7.1448
new_2119128_2119278_c,7.1398,7.1638,6.9492,7.457,7.3004,7.2959,7.3595,7.3489,6.7707,7.208,7.1253,7.1734
new_2119268_2119353,8.3068,7.9089,8.209,9.4435,9.6483,9.785,8.1631,9.2153,8.0575,8.762,9.06,9.2026
BSU19440,9.4804,10.7685,9.8345,8.8615,9.9797,9.1932,9.4366,9.0361,10.1169,8.4699,9.4732,8.942
BSU19450,10.0436,11.3527,10.4496,8.9843,10.0159,9.2724,10.0203,9.7553,10.5361,8.8813,9.5444,9.3339
BSU19460,13.1749,12.861,13.1954,11.5684,12.6276,12.1191,12.8656,12.5786,13.3542,11.609,12.2638,12.2852
BSU19470,13.3754,13.1785,13.4479,11.7473,12.6827,12.3718,13.1675,12.7429,13.5389,11.7004,12.3378,12.5145
BSU19479,13.5806,13.218,13.5654,11.6766,12.5989,12.1212,13.1969,12.8173,13.6908,11.4996,12.1943,12.429
BSU19480,10.4375,10.2992,10.7018,9.3637,10.6581,10.2161,10.5003,10.6663,11.0679,9.4655,10.3853,10.5372
new_2123802_2124020,6.9955,6.9058,6.7313,7.173,6.9244,7.0402,7.256,7.201,6.5895,7.1088,6.9699,6.9563
BSU19490,6.9939,6.9776,6.7212,7.4531,6.9984,7.1292,7.2516,7.1827,6.6267,7.146,7.1009,7.0425
BSU19510,7.3635,7.1457,7.339,10.0662,11.5454,12.1968,7.5711,9.7822,7.3636,10.74,11.0838,11.9081
BSU19520,7.1298,6.8149,6.8209,9.949,11.4028,12.0015,7.641,9.5215,6.8263,10.7165,10.9581,11.9357
new_2126185_2126320_c,7.2085,6.7167,6.7465,9.2233,10.0959,11.1562,7.6315,8.503,6.5965,9.5185,9.9694,10.7904
new_2126442_2126548,7.8361,7.9287,7.864,10.0681,11.1899,11.6535,7.7255,8.3675,7.7183,10.2756,10.9587,11.6452
BSU19530,7.7587,7.6401,7.481,9.4192,10.5873,10.8335,7.7278,8.1178,7.4159,9.6138,10.3461,10.9383
BSU19540,10.4,9.9941,10.7009,9.5744,10.6599,10.1761,9.8994,11.11,10.6908,9.4512,10.3649,10.2711
new_2127740_2127812,13.1493,13.2284,13.2566,10.7702,11.9042,11.8704,12.846,13.5868,13.3793,11.1217,11.6624,12.1007
BSU19550,12.6986,12.5721,12.596,10.3488,11.3982,11.2295,12.225,12.8573,12.7222,10.688,10.7877,11.2406
BSU19560,8.047,7.4982,7.9837,7.8948,8.2159,8.3251,7.9046,8.002,8.1142,7.8159,8.1507,8.3695
BSU19570,8.6429,8.1535,8.9141,8.314,9.0331,8.8154,8.6075,8.7763,9.0941,8.4664,8.9002,8.9249
BSU19579,9.399,9.4862,9.0203,8.9147,9.1575,9.6959,9.2399,9.1043,9.1316,8.8583,8.7094,8.8576
BSU19580,9.1011,9.2004,8.9237,9.0006,8.9205,9.5015,9.3169,8.9931,8.9425,8.8522,8.6019,8.9032
BSU19590,14.0631,13.3504,14.0945,13.1158,13.857,13.3947,13.5943,13.2293,14.0679,12.9513,13.6274,13.586
BSU19600,7.3938,7.686,7.3633,7.5119,7.3963,7.3027,7.5416,7.4053,7.2966,7.2609,7.2178,7.2214
BSU19610,7.6932,7.8535,7.6564,7.5891,7.7294,7.5748,7.6155,7.7474,7.5348,7.4541,7.5514,7.6236
BSU19620,11.8326,13.3087,12.5168,10.531,11.4132,11.0632,11.5071,10.3966,12.5586,10.4094,11.3206,11.7342
new_2135388_2135469_c,11.952,13.4173,12.6398,10.8291,11.4727,11.1301,11.6557,10.541,12.9506,10.6611,11.5716,11.8056
BSU19630,12.4662,13.5969,13.1522,10.8683,12.0463,11.4987,12.048,11.3814,13.252,10.7666,11.6248,12.0094
new_2136172_2136261_c,12.7168,13.2301,12.8752,11.011,11.2669,11.6687,12.3437,11.3535,12.721,10.4828,11.5396,12.0345
BSU19639,7.1224,7.5403,6.8158,7.4233,7.1174,7.1407,7.5129,7.3788,6.7385,7.2692,7.0187,7.076
BSU19640,9.1402,9.6892,9.6918,9.0974,10.0704,10.0853,9.0799,9.6513,9.8607,8.9882,9.4482,9.7253
BSU19650,8.9235,9.805,9.3414,7.8997,8.4586,8.0837,8.8479,8.4983,9.7096,7.88,8.2557,8.1521
BSU19660,7.4787,7.0217,7.2979,7.4867,7.0333,7.2351,7.5579,7.576,7.1893,7.1613,7.2669,7.2653
new_2137815_2138036_c,7.3779,6.9985,7.1289,7.4793,6.9709,7.2296,7.4253,7.3052,7.2772,7.1388,7.0444,7.0083
BSU19669,7.1111,6.7978,6.7534,7.3683,6.8515,7.0157,7.3121,7.2742,6.666,7.0318,6.8708,6.9324
BSU19670,7.5027,7.3326,7.4511,7.5141,7.2026,7.3244,7.5635,7.3982,7.6739,7.2395,7.0741,7.2103
new_2138041_2139052,7.0787,6.8698,6.859,7.4187,7.1437,7.1605,7.2196,7.347,6.8194,7.1106,7.0303,7.1012
BSU19680,10.338,9.1454,10.2085,9.5363,9.904,10.0223,9.8476,10.4304,10.341,9.0677,9.588,9.6722
BSU19689,7.1058,6.9248,6.9196,7.481,7.2022,7.2913,7.3769,7.2813,6.7566,7.2467,7.1335,7.1565
BSU19690,7.0303,6.7426,6.786,7.4454,7.0632,7.1331,7.3283,7.2145,6.6262,7.1543,6.9635,7.0574
BSU19700,7.0179,6.5849,6.7152,7.3018,7.0702,7.0864,7.2496,7.1395,6.5365,7.0578,6.9577,6.9433
BSU19710,7.0305,6.7872,6.7692,7.3847,7.0696,7.135,7.3179,7.2878,6.614,7.1919,7.0303,7.0536
BSU19720,7.1291,6.8489,6.8344,7.4711,7.1919,7.1872,7.3648,7.3598,6.6801,7.2296,7.0661,7.1305
BSU19730,6.934,6.574,6.6866,7.4539,7.0294,7.1316,7.1955,7.2634,6.5116,7.1486,6.9995,7.0519
BSU19740,6.9564,6.6319,6.6777,7.3189,6.9436,7.0629,7.2739,7.2026,6.5175,7.0992,6.9064,6.9651
BSU19749,9.2839,9.2325,9.5317,10.5274,11.1117,10.781,9.3015,10.2984,9.4792,9.7534,10.4532,10.0339
BSU19750,10.0414,9.6356,9.928,10.7063,11.6735,11.1105,9.8214,10.6449,10.0441,10.1768,10.7226,10.262
BSU19760,8.4683,8.0264,8.4061,8.9574,9.316,9.1494,8.4673,8.7924,8.2293,8.6912,8.8513,8.5125
BSU19770,6.9919,6.6961,6.6666,7.2967,6.7873,7.0553,7.2346,7.1679,6.5475,7.0408,6.7871,6.8514
BSU19780,7.1504,6.8155,7.2709,7.352,6.8562,7.3108,7.3541,7.1726,7.1288,7.1222,6.9765,7.346
BSU19790,7.1831,6.9306,7.1686,7.3792,7.0519,7.1532,7.3469,7.2537,7.0731,7.0552,6.9682,7.1367
BSU19800,7.8072,7.5966,7.9662,8.4051,8.9208,8.6474,7.9041,8.2152,7.9135,8.3848,8.7688,9.181
BSU19810,7.5865,7.3418,7.6033,7.9314,8.378,7.8468,7.642,7.9628,7.3514,7.7295,8.147,7.9881
BSU19820,7.1573,6.8865,7.0845,7.7204,6.8461,7.3666,8.6191,8.1128,7.6732,12.0179,10.0507,11.9653
BSU19830,7.5649,7.1393,7.6759,7.8596,7.3798,7.9916,10.0917,9.6483,9.5787,13.8443,12.2181,14.1731
new_2152853_2153170_c,7.4067,7.0644,7.5536,7.7627,7.4619,7.7967,9.8478,9.3648,9.2738,13.6301,11.9324,13.8543
BSU19840,8.6676,8.3929,9.1615,9.7738,11.3249,10.0026,7.9634,9.0142,9.1195,8.6598,10.4768,9.63
new_2153170_2153718,8.3672,8.0606,8.8148,9.3153,10.9847,9.8633,7.8228,9.0512,9.1949,9.0125,10.326,9.793
BSU19850,7.5211,7.2983,7.6778,7.8677,7.4845,7.8475,10.08,9.3082,9.2621,13.6368,11.7902,13.7271
new_2153357_2153439_c,7.6342,7.3767,7.8557,7.9588,7.7799,8.0984,10.2077,9.679,9.5486,13.8396,11.8273,13.9281
BSU19860,7.647,7.4861,8.1294,8.0893,7.9195,8.3482,10.3734,10.108,10.0609,14.0431,12.3411,14.3275
BSU19870,7.6748,7.5383,8.1378,8.0308,8.2491,8.2857,10.025,9.8071,9.6645,13.562,12.1684,13.9273
BSU19880,7.6791,8.0912,8.4048,8.0211,8.7387,8.3969,10.1433,10.1664,10.1254,13.5796,12.3373,14.0926
BSU19890,7.7754,8.1433,8.3596,8.0618,8.7532,8.3402,10.1961,9.9974,10.033,13.6559,12.2938,14.0675
BSU19910,7.9684,8.4326,8.379,8.2489,8.6455,8.4112,10.402,9.965,9.931,13.8133,12.3414,14.0792
BSU19920,7.974,8.3624,8.3809,8.2135,8.6389,8.4655,10.3919,9.9419,9.9851,13.8381,12.3051,14.0921
BSU19930,7.7448,8.4001,8.098,8.0499,8.0349,8.1201,10.3785,9.8864,9.8486,13.8027,12.0915,14.0255
BSU19940,7.6315,8.2716,7.837,7.7868,7.853,8.0279,10.0536,9.5702,9.5762,13.4293,11.7301,13.6122
new_2156121_2156756_c,8.0221,8.6288,8.375,8.0772,8.274,8.2705,10.3976,10.1704,9.9832,13.6877,12.1071,14.0521
BSU19950,7.3235,7.0061,7.0538,7.3723,7.1315,7.3114,7.4944,7.5272,6.9432,7.3846,7.2697,7.4753
BSU19970,8.9016,9.2207,9.482,8.9064,9.147,8.9455,11.523,10.9235,10.8911,14.7752,13.1771,14.9609
new_2157111_2157231_c,9.2436,9.2141,9.9237,9.575,10.0087,9.5959,11.579,11.4623,10.6801,14.2593,12.7392,14.4133
new_2157233_2157340_c,7.9331,7.7194,8.2639,7.7494,8.0438,7.9662,10.2854,9.9822,9.851,13.729,12.1149,13.8411
BSU19980,7.6662,7.3456,7.8416,7.6704,7.5056,7.7947,9.432,9.119,9.1468,12.8572,11.2335,13.1649
new_2157683_2157828_c,7.9533,7.8264,8.2355,8.1186,8.4688,8.3109,9.592,9.3863,9.3855,12.973,11.3021,13.3668
BSU19990,8.5879,8.298,8.9138,8.5496,9.2646,8.9466,10.0938,9.6082,9.8445,13.4167,11.8407,13.8183
BSU19999,8.6334,8.6583,9.0511,8.5986,9.5193,8.9084,10.1504,9.8878,10.2059,13.5357,12.0491,13.7983
new_2158288_2158723_c,8.7634,9.1706,9.8879,9.5208,10.0997,9.3705,10.6687,10.6994,10.6549,14.0539,12.5863,14.3887
BSU20000,7.6906,8.4689,8.3133,7.6698,8.548,7.6264,7.3606,7.6175,8.6062,7.4601,7.6483,7.6137
new_2158685_2158869,7.5505,8.2031,8.4536,7.6685,8.7407,7.6079,7.3647,7.4331,8.4236,7.4578,7.6446,9.1483
BSU20010,9.4269,10.4373,9.9017,9.5675,10.3266,9.9054,10.4082,10.2344,10.6744,13.8205,12.5872,14.4315
BSU20020,7.9884,7.8424,8.4529,7.9734,7.9007,8.4683,10.0258,9.5966,9.9112,13.867,12.146,14.3503
BSU20030,7.8957,7.6823,8.2945,7.9775,7.7866,8.371,10.1479,9.6178,9.6907,13.8928,12.3785,14.2951
BSU20040,7.7853,7.5185,7.9821,7.8654,7.6152,8.2403,9.8454,9.4108,9.3541,13.7385,12.2354,14.0497
BSU20050,7.8545,7.6642,7.9871,7.9342,7.7796,8.3645,9.8454,9.3991,9.3444,13.763,12.3396,14.0879
new_2161801_2162107_c,8.4045,8.1145,8.9279,8.3075,8.4063,9.1902,11.3397,10.8051,10.6231,14.7757,12.7255,15.1245
BSU20060,7.6889,7.2042,8.0166,7.8142,7.6064,8.1155,10.3292,9.7324,9.753,13.8621,12.187,14.1841
BSU20070,7.6295,7.2606,8.1655,7.678,7.4555,7.7047,10.52,10.0836,10.1668,13.8528,12.3232,14.1855
BSU20080,7.3991,6.9983,7.6629,7.6888,7.2982,7.6686,10.0889,9.6503,9.567,13.2781,11.7948,13.4426
new_2166326_2166412_c,7.609,7.2527,7.8848,7.7924,7.5052,7.7585,10.3883,9.675,9.7174,13.5654,11.9672,13.6621
BSU20090,7.6533,7.263,7.8835,7.7852,7.5347,7.7513,10.4638,9.6907,9.8272,13.6491,12.0019,13.7439
BSU20100,7.5625,7.1688,7.8708,7.7718,7.3033,7.7384,10.3755,9.7266,9.7319,13.6503,11.948,13.7496
BSU20110,7.5286,7.2345,7.8823,7.7813,7.4472,7.7361,10.3725,9.7798,9.9616,13.6725,12.0137,13.8532
BSU20120,7.6268,7.3536,7.9896,7.7838,7.8301,7.8732,10.4098,9.9,10.0944,13.6736,12.0268,13.8824
BSU20130,7.643,7.626,8.0078,7.8132,7.8231,7.9302,10.231,9.9073,10.0454,13.6113,12.0661,13.9029
BSU20140,7.8243,7.7886,8.2972,7.9461,7.744,8.0381,10.877,10.4386,10.3058,14.2734,12.6269,14.4032
BSU20150,7.5119,7.3549,7.8259,7.7639,7.6216,7.849,10.2135,10.0482,9.7825,13.5486,12.0609,13.959
BSU20160,7.5527,7.4217,7.9238,7.8001,7.6363,7.8138,10.016,9.7854,9.9571,13.3561,11.907,13.4758
BSU20170,7.7513,7.5062,8.063,7.8249,7.7475,7.8767,10.449,9.9309,10.0044,13.5942,11.933,13.8055
BSU20180,7.758,7.4966,8.0814,7.9072,8.0071,8.0127,10.5387,9.9354,9.9533,13.7252,12.0219,13.8333
new_2169677_2170029_c,7.7592,7.4645,8.1721,8.0169,8.1513,8.0628,10.5442,10.2448,10.2355,13.6912,11.9913,13.9054
BSU20190,7.0451,6.7917,6.8146,7.3173,6.9894,7.0848,7.363,7.4872,6.8225,7.3762,7.2926,7.3944
new_2169927_2169994,7.0659,6.9457,6.8814,7.3081,6.9392,7.1048,7.4419,7.5168,6.8893,7.7025,7.361,7.9273
BSU20200,7.8627,7.4693,8.1361,8.0971,8.2338,8.0929,10.5745,10.0677,10.1062,13.5346,11.9536,13.9398
BSU20210,7.4442,7.042,7.7063,7.7523,7.6334,7.8451,9.6023,9.1836,9.2565,13.1298,11.7435,13.4187
BSU20220,7.632,7.1786,7.8262,7.9465,7.7761,7.8983,10.0329,9.2944,9.4397,13.2131,11.7505,13.5031
BSU20230,7.6929,7.2141,8.0763,7.9783,7.8169,8.4511,10.288,9.8411,9.7675,14.2246,12.574,14.5962
BSU20240,7.9633,7.6968,8.4118,8.0515,8.0446,8.6409,10.6206,10.064,10.0172,14.5612,12.9269,14.8776
BSU20250,7.765,7.3712,8.0002,8.0186,7.8458,8.417,10.07,9.5539,9.6878,13.9398,12.3251,14.3868
BSU20260,8.6328,8.0169,8.7505,9.4865,9.6583,9.6839,11.004,10.6648,10.4342,14.8536,13.0101,15.047
BSU20270,8.5898,8.2778,8.8018,9.4938,9.5603,9.7618,11.0412,10.6802,10.3508,14.7241,12.8653,14.968
BSU20280,8.363,8.1057,8.4758,9.1965,9.8139,9.5823,10.3563,10.0236,9.8408,13.9933,12.4917,14.4451
BSU20290,8.3242,8.1446,8.5174,9.3325,10.028,9.8062,10.2282,9.9902,9.8234,13.9231,12.3984,14.4374
BSU20300,8.2883,8.091,8.3022,9.3979,10.0093,9.8206,10.2277,9.8979,9.6481,13.8651,12.2626,14.3047
BSU20310,8.5347,8.1093,8.5306,9.5896,10.3415,10.0492,10.1882,9.968,9.6051,13.2888,11.6551,13.6205
BSU20320,8.6093,8.2061,8.6138,9.649,10.3463,10.0497,10.2062,9.9694,9.717,13.316,11.7389,13.6057
BSU20330,7.9954,7.5015,8.2602,8.1186,8.2713,8.5577,10.2544,9.7951,9.6996,13.6337,12.1529,13.968
BSU20340,8.0379,7.7878,8.3194,7.95,7.9231,8.163,9.997,9.4238,9.6499,13.2129,11.5394,13.4513
BSU20350,7.6695,7.4052,7.8967,7.7631,7.5094,7.7637,9.9382,9.3302,9.4575,13.017,11.3634,13.1926
BSU20360,7.6951,7.6301,8.1737,7.6777,7.6275,8.0743,10.5231,9.9658,10.0395,13.757,11.9691,13.9082
BSU20370,7.6944,7.757,8.29,7.944,7.8227,8.1451,10.9243,10.4031,10.47,14.1805,12.4116,14.3668
BSU20380,7.5964,7.365,7.9356,7.7454,7.5339,7.9375,10.5109,9.9649,9.9631,13.631,12.2597,13.8201
BSU20390,8.1891,7.8643,8.57,8.2389,8.0656,8.765,11.2103,10.4401,10.6901,14.6642,13.1638,15.0009
new_2185422_2185503_c,8.4029,8.101,8.8343,8.4769,8.2714,9.2487,11.5924,10.8333,10.9729,15.105,13.4422,15.5285
BSU20400,8.6579,8.4875,9.1137,8.6806,8.7594,9.2233,11.7121,11.0716,11.2212,15.0473,13.5891,15.34
BSU20410,9.8162,9.041,9.7889,9.9507,10.4996,10.1189,12.4215,12.0906,11.8993,15.4967,14.1702,15.774
BSU20420,14.4014,14.4759,14.4536,14.2475,15.0419,14.4288,15.0875,16.1295,15.3636,15.6074,16.2121,16.3023
BSU20430,9.4871,10.8973,10.1045,9.3626,10.2536,9.9322,13.6588,14.9169,14.6123,14.6618,15.233,15.7599
BSU20440,10.0108,11.5409,10.4779,11.2428,12.4746,11.9736,14.5184,16.2216,14.9143,16.3892,16.339,16.3156
BSU20450,7.7628,7.895,8.1086,7.7955,7.962,8.0816,9.145,9.0203,9.0013,12.4384,11.1159,12.9592
BSU20460,7.5719,7.5257,7.6583,7.7249,7.6365,7.8454,9.1017,8.8467,8.6603,12.3089,10.8943,12.8263
